Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PM226"
Duration Time,300.755
Ambient Temperature,"109.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"19487845"
Raw Accumulated Counts,"23789041"
Valid Count Last Packet,"58478"
Raw Count Last Packet,"71892"
Live Time,245.963882
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0354
Number of Channels,2048
Vacuum,689
Channel#,Intensity
0,"8083"
1,"6294"
2,"4559"
3,"3366"
4,"1485"
5,"273"
6,"67"
7,"24"
8,"11"
9,"17"
10,"10"
11,"8"
12,"1"
13,"3"
14,"8"
15,"1"
16,"5"
17,"2"
18,"3"
19,"4"
20,"1"
21,"3"
22,"4"
23,"3"
24,"0"
25,"3"
26,"5"
27,"4"
28,"1"
29,"4"
30,"31"
31,"178"
32,"905"
33,"2289"
34,"3275"
35,"3916"
36,"4286"
37,"4297"
38,"4096"
39,"4039"
40,"3998"
41,"4015"
42,"4074"
43,"3888"
44,"3910"
45,"3966"
46,"3938"
47,"3854"
48,"4001"
49,"3803"
50,"3859"
51,"3813"
52,"3723"
53,"3798"
54,"3764"
55,"3751"
56,"3731"
57,"3673"
58,"3725"
59,"3683"
60,"3735"
61,"3570"
62,"3646"
63,"3599"
64,"3749"
65,"3678"
66,"3918"
67,"4009"
68,"4246"
69,"4407"
70,"4401"
71,"4215"
72,"3958"
73,"3900"
74,"3959"
75,"3979"
76,"3936"
77,"4048"
78,"3992"
79,"4079"
80,"4069"
81,"3848"
82,"3934"
83,"3840"
84,"3849"
85,"3908"
86,"3776"
87,"3922"
88,"3931"
89,"3789"
90,"3830"
91,"3723"
92,"3615"
93,"3462"
94,"3496"
95,"3522"
96,"3506"
97,"3532"
98,"3518"
99,"3474"
100,"3576"
101,"3414"
102,"3424"
103,"3260"
104,"3264"
105,"3328"
106,"3351"
107,"3479"
108,"3678"
109,"4088"
110,"5076"
111,"6774"
112,"9055"
113,"12045"
114,"14469"
115,"15335"
116,"14601"
117,"12363"
118,"9479"
119,"7257"
120,"5628"
121,"5104"
122,"4766"
123,"4747"
124,"4645"
125,"4492"
126,"4482"
127,"4694"
128,"5306"
129,"6644"
130,"8848"
131,"11604"
132,"15405"
133,"18517"
134,"20974"
135,"21481"
136,"20787"
137,"18897"
138,"17117"
139,"16896"
140,"17265"
141,"17799"
142,"18047"
143,"18050"
144,"17778"
145,"18389"
146,"19608"
147,"20344"
148,"20130"
149,"19375"
150,"18748"
151,"20493"
152,"26334"
153,"37272"
154,"51129"
155,"65354"
156,"74175"
157,"74736"
158,"66622"
159,"52589"
160,"39649"
161,"31337"
162,"29560"
163,"33471"
164,"40335"
165,"46903"
166,"49273"
167,"48153"
168,"42409"
169,"35550"
170,"28721"
171,"22644"
172,"18596"
173,"16732"
174,"15585"
175,"15680"
176,"15730"
177,"14989"
178,"13492"
179,"11471"
180,"9594"
181,"8143"
182,"7713"
183,"8069"
184,"8395"
185,"8589"
186,"8491"
187,"7771"
188,"6875"
189,"5774"
190,"5060"
191,"4468"
192,"4406"
193,"4887"
194,"5432"
195,"6320"
196,"7116"
197,"7462"
198,"7625"
199,"7226"
200,"6435"
201,"5741"
202,"4797"
203,"4363"
204,"4276"
205,"3908"
206,"3760"
207,"3742"
208,"3936"
209,"3926"
210,"3831"
211,"4053"
212,"4415"
213,"4776"
214,"5386"
215,"6495"
216,"8887"
217,"12604"
218,"19764"
219,"29745"
220,"42021"
221,"55037"
222,"64886"
223,"68966"
224,"66453"
225,"57024"
226,"43965"
227,"31174"
228,"20692"
229,"13135"
230,"8846"
231,"6466"
232,"5637"
233,"5873"
234,"6990"
235,"9637"
236,"14233"
237,"20866"
238,"29729"
239,"39481"
240,"47902"
241,"53597"
242,"54597"
243,"50930"
244,"44238"
245,"37141"
246,"29850"
247,"23392"
248,"18320"
249,"14578"
250,"12018"
251,"10393"
252,"9654"
253,"10894"
254,"12881"
255,"15409"
256,"18187"
257,"19808"
258,"20315"
259,"19320"
260,"16918"
261,"13759"
262,"10870"
263,"8743"
264,"7018"
265,"6106"
266,"5764"
267,"5822"
268,"5612"
269,"5751"
270,"6474"
271,"7028"
272,"8133"
273,"9537"
274,"11152"
275,"12414"
276,"12947"
277,"12891"
278,"12185"
279,"10927"
280,"9418"
281,"8132"
282,"7250"
283,"6794"
284,"6784"
285,"7322"
