Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MA0916256"
Duration Time,300.481
Ambient Temperature,"112.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"9373182"
Raw Accumulated Counts,"10162172"
Valid Count Last Packet,"29204"
Raw Count Last Packet,"31678"
Live Time,277.162201
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0858
Number of Channels,2048
Vacuum,690
Channel#,Intensity
0,"9597"
1,"7570"
2,"4673"
3,"2757"
4,"1219"
5,"283"
6,"48"
7,"9"
8,"7"
9,"2"
10,"1"
11,"2"
12,"0"
13,"0"
14,"2"
15,"0"
16,"1"
17,"1"
18,"1"
19,"1"
20,"1"
21,"0"
22,"1"
23,"0"
24,"0"
25,"3"
26,"1"
27,"0"
28,"0"
29,"1"
30,"0"
31,"21"
32,"193"
33,"740"
34,"1235"
35,"1511"
36,"1647"
37,"1715"
38,"1733"
39,"1718"
40,"1649"
41,"1781"
42,"1638"
43,"1675"
44,"1769"
45,"1800"
46,"1953"
47,"2018"
48,"1899"
49,"1891"
50,"1902"
51,"1805"
52,"1920"
53,"1894"
54,"1914"
55,"1803"
56,"1857"
57,"1839"
58,"1911"
59,"1896"
60,"1923"
61,"1913"
62,"1851"
63,"1752"
64,"1699"
65,"1664"
66,"1663"
67,"1696"
68,"1660"
69,"1642"
70,"1690"
71,"1820"
72,"1789"
73,"1779"
74,"1861"
75,"1774"
76,"1774"
77,"1708"
78,"1778"
79,"1641"
80,"1700"
81,"1677"
82,"1753"
83,"1877"
84,"2012"
85,"2241"
86,"2420"
87,"2463"
88,"2514"
89,"2481"
90,"2337"
91,"2558"
92,"2762"
93,"3704"
94,"4833"
95,"6333"
96,"7851"
97,"8428"
98,"7917"
99,"6704"
100,"5200"
101,"3763"
102,"3043"
103,"2554"
104,"2346"
105,"2368"
106,"2285"
107,"2433"
108,"2589"
109,"2722"
110,"2975"
111,"3292"
112,"3777"
113,"4216"
114,"4451"
115,"4458"
116,"4286"
117,"4016"
118,"3672"
119,"3417"
120,"3213"
121,"3246"
122,"3197"
123,"3241"
124,"3392"
125,"3362"
126,"3831"
127,"4380"
128,"5199"
129,"6765"
130,"9519"
131,"12888"
132,"17125"
133,"20985"
134,"23190"
135,"23700"
136,"21808"
137,"19270"
138,"17386"
139,"16732"
140,"17676"
141,"18701"
142,"19309"
143,"19358"
144,"19402"
145,"20110"
146,"21264"
147,"21567"
148,"21123"
149,"19058"
150,"15733"
151,"12269"
152,"9460"
153,"7493"
154,"6500"
155,"6028"
156,"6198"
157,"6682"
158,"6971"
159,"7142"
160,"6949"
161,"7152"
162,"7162"
163,"7659"
164,"8180"
165,"8592"
166,"8567"
167,"8734"
168,"8183"
169,"7999"
170,"7535"
171,"7623"
172,"7977"
173,"8630"
174,"9726"
175,"12289"
176,"17202"
177,"29017"
178,"54054"
179,"102692"
180,"184620"
181,"300552"
182,"432862"
183,"550042"
184,"612700"
185,"596448"
186,"507503"
187,"379534"
188,"248714"
189,"143463"
190,"74927"
191,"36905"
192,"19443"
193,"14143"
194,"15716"
195,"22619"
196,"34754"
197,"51877"
198,"71463"
199,"88521"
200,"98171"
201,"97098"
202,"84967"
203,"65568"
204,"45598"
205,"28092"
206,"16289"
207,"9114"
208,"5403"
209,"3679"
210,"3181"
211,"3007"
212,"2816"
213,"2935"
214,"2940"
215,"2908"
216,"3038"
217,"3083"
218,"3128"
219,"3164"
220,"3390"
221,"3558"
222,"3718"
223,"3823"
224,"3769"
225,"3924"
226,"4012"
227,"3830"
228,"3654"
229,"3525"
230,"3549"
231,"3373"
232,"3375"
233,"3344"
234,"3324"
235,"3330"
236,"3438"
237,"3371"
238,"3422"
239,"3589"
240,"3616"
241,"3544"
242,"3750"
243,"3812"
244,"3647"
245,"3829"
246,"3793"
247,"3758"
248,"3781"
249,"3765"
250,"3822"
251,"3752"
252,"3787"
253,"3832"
254,"3691"
255,"3838"
256,"3760"
257,"3845"
258,"3797"
259,"3938"
260,"3968"
261,"3994"
262,"3974"
263,"3975"
264,"4162"
265,"4134"
266,"4123"
267,"4250"
268,"4472"
269,"4377"
270,"4295"
271,"4399"
272,"4293"
273,"4444"
274,"4423"
275,"4529"
276,"4504"
277,"4521"
278,"4514"
279,"4612"
280,"4655"
281,"4590"
282,"4726"
283,"4645"
284,"4872"
285,"4930"
286,"4791"
287,"5019"
288,"4834"
289,"5083"
290,"4937"
291,"5080"
292,"5231"
293,"5384"
294,"5287"
295,"5377"
296,"5312"
297,"5400"
298,"5191"
299,"5401"
300,"5197"
301,"5365"
302,"5436"
303,"5322"
304,"5329"
305,"5382"
306,"5580"
307,"5600"
308,"5610"
309,"5781"
