Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WNW0101004"
Duration Time,300.867
Ambient Temperature,"104.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"16652611"
Raw Accumulated Counts,"19653996"
Valid Count Last Packet,"50684"
Raw Count Last Packet,"59325"
Live Time,254.627075
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0455
Number of Channels,2048
Vacuum,690
Channel#,Intensity
0,"8446"
1,"6613"
2,"4768"
3,"3287"
4,"1486"
5,"340"
6,"46"
7,"20"
8,"7"
9,"13"
10,"3"
11,"6"
12,"7"
13,"6"
14,"2"
15,"6"
16,"3"
17,"5"
18,"4"
19,"3"
20,"1"
21,"3"
22,"2"
23,"2"
24,"0"
25,"1"
26,"3"
27,"0"
28,"4"
29,"4"
30,"9"
31,"137"
32,"821"
33,"2136"
34,"3052"
35,"3792"
36,"3990"
37,"4043"
38,"4061"
39,"3841"
40,"3867"
41,"3877"
42,"3738"
43,"3772"
44,"3747"
45,"3866"
46,"3851"
47,"3890"
48,"3876"
49,"3733"
50,"3709"
51,"3569"
52,"3689"
53,"3764"
54,"3670"
55,"3643"
56,"3548"
57,"3575"
58,"3574"
59,"3507"
60,"3563"
61,"3386"
62,"3508"
63,"3383"
64,"3293"
65,"3237"
66,"3159"
67,"3125"
68,"3230"
69,"3377"
70,"3579"
71,"4038"
72,"4543"
73,"5159"
74,"5324"
75,"4920"
76,"4621"
77,"3938"
78,"3469"
79,"3300"
80,"3058"
81,"2961"
82,"3122"
83,"3206"
84,"3569"
85,"4033"
86,"4191"
87,"4311"
88,"4163"
89,"3804"
90,"3591"
91,"3276"
92,"3449"
93,"3591"
94,"4095"
95,"5259"
96,"7194"
97,"9739"
98,"13084"
99,"16327"
100,"17898"
101,"17049"
102,"14511"
103,"11040"
104,"7869"
105,"5637"
106,"4403"
107,"3936"
108,"3720"
109,"3569"
110,"3962"
111,"4817"
112,"6073"
113,"7741"
114,"9168"
115,"9723"
116,"9378"
117,"8107"
118,"6418"
119,"5094"
120,"4167"
121,"3748"
122,"3543"
123,"3559"
124,"3488"
125,"3616"
126,"3876"
127,"4395"
128,"5234"
129,"6880"
130,"9012"
131,"12060"
132,"15502"
133,"18659"
134,"20766"
135,"20822"
136,"18984"
137,"16734"
138,"14869"
139,"14221"
140,"14548"
141,"15264"
142,"15874"
143,"15751"
144,"16030"
145,"16550"
146,"17487"
147,"18001"
148,"17193"
149,"15622"
150,"12772"
151,"9936"
152,"7310"
153,"5708"
154,"4785"
155,"4456"
156,"4455"
157,"4670"
158,"5065"
159,"5756"
160,"6577"
161,"8335"
162,"11280"
163,"14736"
164,"17901"
165,"20151"
166,"19979"
167,"17703"
168,"14037"
169,"10516"
170,"7432"
171,"5461"
172,"4414"
173,"4041"
174,"4240"
175,"4780"
176,"6069"
177,"8646"
178,"12798"
179,"20377"
180,"32442"
181,"49482"
182,"68029"
183,"84443"
184,"92386"
185,"90445"
186,"77049"
187,"58636"
188,"39730"
189,"24460"
190,"14209"
191,"8344"
192,"5799"
193,"4877"
194,"4949"
195,"6218"
196,"7800"
197,"10428"
198,"13167"
199,"15992"
200,"17572"
201,"17330"
202,"15541"
203,"12633"
204,"9909"
205,"7325"
206,"5437"
207,"4429"
208,"3818"
209,"3584"
210,"3455"
211,"3506"
212,"3417"
213,"3495"
214,"3598"
215,"3652"
216,"3583"
217,"3814"
218,"3996"
219,"4179"
220,"4676"
221,"5300"
222,"6160"
223,"6960"
224,"7493"
225,"7774"
226,"7521"
227,"6903"
228,"6253"
229,"5545"
230,"4960"
231,"4514"
232,"4502"
233,"4295"
234,"4179"
235,"4262"
236,"4375"
237,"4308"
238,"4350"
239,"4519"
240,"4671"
241,"4756"
242,"4910"
243,"5096"
244,"5154"
245,"5293"
246,"5364"
247,"5338"
248,"5290"
249,"5126"
250,"5115"
251,"5017"
252,"5129"
253,"4888"
254,"5107"
255,"5076"
256,"5223"
257,"5277"
258,"5183"
259,"5214"
260,"5263"
261,"5322"
262,"5286"
263,"5605"
264,"5664"
265,"5756"
266,"5893"
267,"6084"
268,"6154"
269,"6214"
270,"6241"
271,"6405"
272,"6391"
273,"6306"
274,"6318"
275,"6566"
276,"6482"
277,"6270"
278,"6376"
279,"6569"
280,"6502"
281,"6442"
282,"6565"
283,"6631"
284,"6799"
285,"6978"
286,"6883"
287,"6999"
288,"7058"
289,"7156"
290,"7179"
291,"7432"
292,"7566"
293,"7588"
294,"7809"
295,"7807"
296,"7828"
297,"7853"
298,"7873"
299,"7722"
300,"7803"
301,"7923"
302,"7792"
303,"8029"
304,"7769"
305,"8075"
306,"8285"
307,"8335"
308,"8798"
309,"8881"
310,"9049"
311,"9748"
312,"10689"
313,"11728"
314,"13895"
315,"16271"
316,"19327"
317,"22772"
318,"25999"
319,"28196"
320,"27993"
321,"26490"
322,"23604"
323,"19844"
324,"16486"
325,"13803"
326,"11615"
327,"10248"
328,"9513"
329,"9168"
330,"8864"
331,"8947"
332,"8647"
333,"9056"
334,"8968"
335,"9199"
336,"9263"
337,"9229"
338,"9498"
339,"9472"
340,"9785"
341,"9802"
342,"10175"
343,"10107"
344,"10318"
345,"10717"
346,"10778"
347,"11119"
348,"11687"
349,"11883"
350,"12369"
351,"12756"
352,"13080"
353,"13295"
354,"13352"
355,"13189"
356,"13617"
357,"13668"
358,"14573"
359,"14909"
360,"16038"
361,"17145"
362,"18243"
363,"19308"
364,"20115"
365,"21215"
366,"21687"
367,"22603"
368,"23722"
369,"24732"
370,"26146"
371,"27501"
372,"28461"
373,"28317"
374,"26780"
375,"24758"
376,"21909"
377,"18967"
378,"15699"
379,"13911"
380,"12195"
381,"11182"
382,"10494"
383,"9806"
384,"9882"
385,"9796"
386,"9783"
387,"9735"
388,"9896"
389,"10017"
390,"10120"
391,"10170"
392,"10526"
393,"10515"
394,"10809"
395,"11178"
396,"11507"
397,"12041"
398,"12415"
399,"12897"
400,"13512"
401,"13730"
402,"13700"
403,"13699"
404,"13571"
405,"13285"
406,"13146"
407,"12918"
408,"12811"
409,"12989"
410,"13022"
411,"13177"
412,"13478"
413,"13304"
414,"13150"
415,"13144"
416,"12788"
417,"12156"
418,"11791"
419,"11878"
420,"11475"
421,"11509"
422,"11069"
423,"11103"
424,"11250"
425,"11345"
426,"11399"
427,"11664"
428,"11901"
429,"12217"
430,"12338"
431,"12314"
432,"12477"
433,"12460"
434,"12240"
435,"12083"
436,"11788"
437,"11565"
438,"11459"
439,"11521"
440,"11362"
441,"11403"
442,"11497"
443,"11698"
444,"11701"
445,"11801"
446,"11813"
447,"11841"
448,"11684"
449,"11773"
450,"11755"
451,"11631"
452,"11751"
453,"11709"
454,"11714"
455,"11904"
456,"11865"
457,"11959"
458,"11977"
459,"12138"
460,"12303"
461,"12349"
462,"12215"
463,"12381"
464,"12379"
465,"12283"
466,"12413"
467,"12392"
468,"12371"
469,"12296"
470,"12482"
471,"12405"
472,"12649"
473,"12510"
474,"12694"
475,"12985"
476,"12942"
477,"12870"
478,"13128"
479,"12988"
480,"13174"
481,"13428"
482,"13467"
483,"13297"
484,"13382"
485,"13441"
486,"13390"
487,"13431"
488,"13188"
489,"13077"
490,"13168"
491,"13017"
492,"13293"
493,"13312"
494,"13226"
495,"13250"
496,"13128"
497,"13508"
498,"13311"
499,"13371"
500,"13486"
501,"13553"
502,"13445"
503,"13370"
504,"13644"
505,"13531"
506,"13576"
507,"13580"
508,"13596"
509,"13666"
510,"13471"
511,"13435"
512,"13513"
513,"13719"
514,"13705"
515,"13556"
516,"13619"
517,"13693"
518,"13870"
519,"13871"
520,"13821"
