Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LA2"
Duration Time,300.556
Ambient Temperature,"100.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"24512529"
Raw Accumulated Counts,"31921273"
Valid Count Last Packet,"75341"
Raw Count Last Packet,"96715"
Live Time,229.847061
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0338
Number of Channels,2048
Vacuum,684
Channel#,Intensity
0,"7593"
1,"6043"
2,"4121"
3,"2950"
4,"1367"
5,"274"
6,"61"
7,"22"
8,"12"
9,"12"
10,"4"
11,"3"
12,"3"
13,"5"
14,"4"
15,"5"
16,"2"
17,"1"
18,"2"
19,"2"
20,"2"
21,"4"
22,"3"
23,"1"
24,"1"
25,"1"
26,"1"
27,"1"
28,"2"
29,"4"
30,"12"
31,"108"
32,"639"
33,"1828"
34,"2775"
35,"3369"
36,"3540"
37,"3687"
38,"3555"
39,"3501"
40,"3494"
41,"3421"
42,"3399"
43,"3299"
44,"3427"
45,"3524"
46,"3432"
47,"3493"
48,"3387"
49,"3351"
50,"3212"
51,"3225"
52,"3168"
53,"3258"
54,"3281"
55,"3147"
56,"3176"
57,"3181"
58,"3218"
59,"3171"
60,"3265"
61,"3101"
62,"3141"
63,"3124"
64,"3006"
65,"3035"
66,"2826"
67,"2897"
68,"2935"
69,"2865"
70,"2917"
71,"3008"
72,"3126"
73,"3288"
74,"3344"
75,"3164"
76,"3028"
77,"3042"
78,"3027"
79,"2999"
80,"2911"
81,"3144"
82,"3609"
83,"4285"
84,"5603"
85,"7032"
86,"8178"
87,"8048"
88,"7299"
89,"6014"
90,"4850"
91,"3984"
92,"3347"
93,"3072"
94,"3000"
95,"2995"
96,"2965"
97,"3156"
98,"3100"
99,"3232"
100,"3181"
101,"3192"
102,"2993"
103,"3074"
104,"3031"
105,"2991"
106,"2999"
107,"2938"
108,"3138"
109,"3504"
110,"4077"
111,"5008"
112,"6687"
113,"8340"
114,"9931"
115,"10706"
116,"10290"
117,"8856"
118,"7146"
119,"5551"
120,"4751"
121,"4209"
122,"4190"
123,"4113"
124,"4075"
125,"4152"
126,"4256"
127,"4576"
128,"5398"
129,"6650"
130,"8889"
131,"12243"
132,"15955"
133,"19606"
134,"21981"
135,"22015"
136,"20345"
137,"17938"
138,"15950"
139,"15237"
140,"15198"
141,"16032"
142,"16601"
143,"16291"
144,"16196"
145,"16625"
146,"17088"
147,"17517"
148,"17119"
149,"14999"
150,"12956"
151,"10122"
152,"7721"
153,"6468"
154,"5454"
155,"5182"
156,"5058"
157,"5210"
158,"5247"
159,"5484"
160,"5720"
161,"6339"
162,"7076"
163,"8233"
164,"9462"
165,"10154"
166,"10104"
167,"9248"
168,"7778"
169,"6384"
170,"5325"
171,"4581"
172,"4263"
173,"4041"
174,"4022"
175,"4182"
176,"4654"
177,"5204"
178,"6578"
179,"8479"
180,"11507"
181,"15940"
182,"20710"
183,"24221"
184,"26443"
185,"25617"
186,"22346"
187,"17641"
188,"13083"
189,"9285"
190,"6976"
191,"5688"
192,"5262"
193,"5497"
194,"5936"
195,"6675"
196,"7913"
197,"8665"
198,"9915"
199,"10340"
200,"10350"
201,"10074"
202,"9088"
203,"8227"
204,"7245"
205,"6494"
206,"5830"
207,"5719"
208,"5539"
209,"5513"
210,"5721"
