Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PSC18491"
Duration Time,300.137
Ambient Temperature,"110.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"8221241"
Raw Accumulated Counts,"8826494"
Valid Count Last Packet,"25658"
Raw Count Last Packet,"27677"
Live Time,279.894745
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0224
Number of Channels,2048
Vacuum,999
Channel#,Intensity
0,"9838"
1,"7453"
2,"4631"
3,"2611"
4,"1208"
5,"286"
6,"41"
7,"16"
8,"3"
9,"4"
10,"2"
11,"1"
12,"3"
13,"0"
14,"0"
15,"1"
16,"1"
17,"0"
18,"0"
19,"2"
20,"0"
21,"0"
22,"2"
23,"0"
24,"2"
25,"0"
26,"2"
27,"0"
28,"0"
29,"1"
30,"2"
31,"9"
32,"164"
33,"656"
34,"1076"
35,"1340"
36,"1401"
37,"1510"
38,"1524"
39,"1469"
40,"1464"
41,"1424"
42,"1443"
43,"1401"
44,"1470"
45,"1591"
46,"1554"
47,"1612"
48,"1640"
49,"1593"
50,"1559"
51,"1461"
52,"1487"
53,"1455"
54,"1486"
55,"1469"
56,"1475"
57,"1420"
58,"1470"
59,"1481"
60,"1503"
61,"1414"
62,"1350"
63,"1322"
64,"1302"
65,"1246"
66,"1216"
67,"1189"
68,"1263"
69,"1219"
70,"1283"
71,"1258"
72,"1337"
73,"1296"
74,"1387"
75,"1433"
76,"1336"
77,"1335"
78,"1269"
79,"1309"
80,"1219"
81,"1208"
82,"1206"
83,"1269"
84,"1377"
85,"1447"
86,"1548"
87,"1621"
88,"1520"
89,"1561"
90,"1390"
91,"1276"
92,"1218"
93,"1291"
94,"1236"
95,"1266"
96,"1253"
97,"1345"
98,"1362"
99,"1437"
100,"1438"
101,"1473"
102,"1359"
103,"1438"
104,"1375"
105,"1423"
106,"1420"
107,"1409"
108,"1512"
109,"1791"
110,"2138"
111,"2972"
112,"4250"
113,"5708"
114,"7214"
115,"8148"
116,"7720"
117,"6719"
118,"5103"
119,"3991"
120,"3092"
121,"2712"
122,"2544"
123,"2633"
124,"2604"
125,"2667"
126,"2890"
127,"3404"
128,"4459"
129,"6133"
130,"8886"
131,"12409"
132,"16672"
133,"20633"
134,"23171"
135,"23625"
136,"21795"
137,"18842"
138,"16714"
139,"15855"
140,"16538"
141,"17495"
142,"18014"
143,"18094"
144,"17967"
145,"18086"
146,"18861"
147,"19482"
148,"18817"
149,"16668"
150,"13804"
151,"10438"
152,"7544"
153,"5431"
154,"4116"
155,"3669"
156,"3731"
157,"3869"
158,"3993"
159,"4194"
160,"4467"
161,"4995"
162,"5996"
163,"7229"
164,"8786"
165,"9633"
166,"9661"
167,"8892"
168,"7310"
169,"5813"
170,"4368"
171,"3351"
172,"2785"
173,"2476"
174,"2559"
175,"2629"
176,"2857"
177,"3298"
178,"3739"
179,"4348"
180,"5033"
181,"6175"
182,"7041"
183,"7779"
184,"8479"
185,"8147"
186,"7436"
187,"6309"
188,"5081"
189,"4270"
190,"3607"
191,"3403"
192,"3182"
193,"3209"
194,"3369"
195,"3464"
196,"3621"
197,"3667"
198,"3971"
199,"4179"
200,"4343"
201,"4416"
202,"4477"
203,"4225"
204,"4167"
205,"3970"
206,"4021"
207,"3901"
208,"4122"
209,"4054"
210,"3893"
211,"4014"
212,"4063"
213,"4193"
214,"4326"
215,"4395"
216,"4453"
217,"4428"
218,"4568"
219,"4734"
220,"4828"
221,"5246"
222,"5388"
223,"5637"
224,"5733"
225,"5806"
226,"5794"
227,"5695"
228,"5465"
229,"5449"
230,"5155"
231,"5179"
232,"5109"
233,"5224"
234,"5111"
235,"5214"
236,"5196"
237,"5314"
238,"5217"
239,"5305"
240,"5409"
241,"5629"
242,"5582"
243,"5556"
244,"5868"
245,"5777"
246,"5841"
247,"6051"
248,"6096"
249,"6013"
250,"6027"
251,"6084"
252,"6021"
253,"6329"
254,"6109"
255,"6286"
256,"6539"
257,"6485"
258,"6636"
259,"6546"
260,"6831"
261,"6876"
262,"7236"
263,"7544"
264,"7810"
265,"8657"
266,"9684"
267,"10880"
268,"12508"
269,"13752"
270,"14327"
271,"14382"
272,"13712"
273,"12652"
274,"11503"
275,"10267"
276,"9393"
277,"8917"
278,"8852"
279,"8806"
280,"8776"
281,"8728"
282,"9114"
283,"9070"
284,"9079"
285,"9434"
286,"9418"
287,"9483"
288,"9703"
289,"10024"
290,"10159"
291,"10541"
292,"10822"
293,"11419"
294,"11735"
295,"11949"
296,"12126"
297,"12201"
298,"11931"
299,"11829"
300,"11676"
301,"11471"
302,"11430"
303,"11589"
304,"11482"
305,"11671"
306,"11879"
307,"12056"
308,"12435"
309,"13121"
310,"13557"
311,"14251"
312,"15634"
313,"17533"
314,"20818"
315,"25353"
316,"31376"
317,"37944"
318,"43374"
319,"47052"
320,"47830"
321,"45654"
322,"40423"
323,"33745"
324,"27099"
325,"21472"
326,"17714"
327,"14913"
328,"13441"
329,"12622"
330,"12127"
331,"12264"
332,"12380"
333,"12164"
334,"12412"
335,"12386"
336,"12791"
337,"12886"
338,"12818"
339,"13177"
340,"13138"
341,"13480"
342,"13629"
343,"13845"
344,"13852"
345,"14469"
346,"14723"
347,"15105"
348,"15752"
349,"16527"
350,"17489"
351,"18278"
352,"18673"
353,"18957"
354,"18837"
355,"18763"
356,"18883"
357,"18997"
358,"19656"
359,"20643"
360,"21541"
361,"23606"
362,"25410"
363,"26501"
364,"27825"
365,"28791"
366,"29337"
367,"29588"
368,"29996"
369,"30604"
370,"31636"
371,"32185"
372,"32871"
373,"32425"
374,"30858"
375,"28518"
376,"25243"
377,"21919"
378,"18627"
379,"15961"
380,"14230"
381,"13032"
382,"12373"
383,"11948"
384,"11853"
385,"11528"
386,"11670"
387,"11528"
388,"11683"
389,"11937"
390,"11842"
391,"11952"
392,"12103"
393,"12311"
394,"12474"
395,"12534"
396,"12892"
397,"13409"
398,"13578"
399,"13961"
400,"14414"
401,"14460"
402,"14629"
403,"14692"
404,"14762"
405,"14614"
406,"14327"
407,"14000"
408,"13861"
409,"13906"
410,"13888"
411,"13581"
412,"13987"
413,"13685"
414,"13355"
415,"13054"
416,"12795"
417,"12212"
418,"11941"
419,"11523"
420,"11573"
421,"11307"
422,"11202"
423,"10970"
424,"10934"
425,"11059"
426,"11159"
427,"11052"
428,"11153"
429,"11420"
430,"11141"
431,"11304"
432,"11212"
433,"11452"
434,"11254"
435,"11172"
436,"11226"
437,"11308"
438,"11107"
439,"11073"
440,"11000"
441,"11205"
442,"11007"
443,"11109"
444,"11211"
445,"11020"
446,"11040"
447,"11135"
448,"11008"
449,"11209"
450,"11060"
451,"11159"
452,"10924"
453,"10827"
454,"11092"
455,"11052"
456,"10971"
457,"11171"
458,"11028"
459,"11092"
460,"11147"
461,"10939"
462,"11059"
463,"11067"
464,"11177"
465,"11044"
466,"11037"
467,"10850"
468,"11135"
469,"11057"
470,"11046"
471,"10903"
472,"11027"
473,"11061"
474,"11034"
475,"10983"
476,"10976"
477,"11079"
478,"10843"
479,"11059"
480,"11036"
481,"10951"
482,"11213"
483,"10890"
484,"10872"
485,"11092"
486,"11004"
487,"11023"
488,"10962"
489,"11016"
490,"10904"
491,"10922"
492,"10829"
493,"10834"
494,"10894"
495,"10786"
496,"10852"
497,"10753"
498,"10638"
499,"10747"
500,"10726"
501,"10571"
502,"10477"
503,"10633"
504,"10698"
505,"10499"
506,"10659"
507,"10660"
508,"10423"
509,"10637"
510,"10531"
511,"10531"
512,"10508"
513,"10391"
514,"10482"
515,"10426"
516,"10421"
517,"10242"
518,"10414"
519,"10295"
520,"10302"
521,"10131"
522,"10141"
523,"10319"
524,"10335"
525,"10202"
526,"10373"
527,"10261"
528,"10130"
529,"10302"
530,"10195"
531,"10139"
532,"10166"
533,"10015"
534,"10013"
535,"9810"
536,"9944"
537,"9906"
538,"10044"
539,"9636"
540,"9838"
541,"9758"
542,"9824"
543,"9821"
544,"9630"
545,"9755"
546,"9631"
547,"9499"
548,"9727"
549,"9679"
550,"9619"
551,"9674"
552,"9629"
553,"9768"
554,"9568"
555,"9497"
556,"9342"
557,"9404"
558,"9490"
559,"9200"
560,"9546"
561,"9267"
562,"9244"
563,"9358"
564,"9363"
565,"9108"
566,"9154"
567,"9224"
568,"9178"
569,"9119"
570,"9212"
571,"8929"
572,"9058"
573,"9044"
574,"9013"
575,"8841"
576,"8979"
577,"8857"
578,"8723"
579,"9075"
580,"8823"
581,"8881"
582,"8834"
583,"8874"
584,"8731"
585,"8635"
586,"8684"
587,"8882"
588,"8601"
589,"8619"
590,"8613"
591,"8542"
592,"8706"
593,"8760"
594,"8628"
595,"8689"
596,"8303"
597,"8511"
598,"8465"
599,"8429"
600,"8207"
601,"8487"
602,"8332"
603,"8023"
604,"8274"
605,"8238"
606,"8242"
607,"8238"
608,"8032"
609,"8101"
610,"8203"
611,"8219"
612,"8011"
613,"7872"
614,"8049"
615,"7948"
616,"7787"
617,"7976"
618,"7914"
619,"7885"
620,"7749"
621,"7678"
622,"7837"
623,"7669"
624,"7775"
625,"7740"
626,"7683"
627,"7648"
628,"7492"
629,"7545"
630,"7412"
631,"7449"
632,"7412"
633,"7570"
634,"7286"
635,"7416"
636,"7208"
637,"7363"
638,"7267"
639,"7277"
640,"7078"
641,"7218"
642,"7038"
643,"7189"
644,"7264"
645,"7029"
646,"7085"
647,"7118"
648,"6878"
649,"6946"
650,"6927"
651,"6859"
652,"6816"
653,"6821"
654,"6927"
655,"6761"
656,"6643"
657,"6652"
658,"6826"
659,"6676"
660,"6474"
661,"6738"
662,"6636"
663,"6576"
664,"6329"
665,"6697"
666,"6461"
667,"6577"
668,"6534"
669,"6528"
670,"6402"
671,"6323"
672,"6323"
673,"6286"
674,"6303"
675,"6510"
676,"6195"
677,"6348"
678,"6340"
679,"6309"
680,"6045"
681,"6172"
682,"6207"
683,"6012"
684,"6085"
685,"6012"
686,"5975"
687,"5998"
688,"6049"
689,"5973"
690,"6023"
691,"5869"
692,"5811"
693,"5882"
694,"5928"
695,"5900"
696,"5801"
697,"5888"
698,"5818"
699,"5681"
700,"5698"
701,"5905"
702,"5775"
703,"5764"
704,"5787"
705,"5793"
706,"5698"
707,"5816"
708,"5807"
709,"5898"
710,"5737"
711,"5678"
712,"5730"
713,"5530"
714,"5427"
715,"5478"
716,"5448"
717,"5428"
718,"5461"
719,"5375"
720,"5393"
721,"5257"
722,"5271"
723,"5331"
724,"5358"
725,"5286"
726,"5241"
727,"5205"
728,"5160"
729,"5200"
730,"5061"
731,"5153"
732,"5117"
733,"5096"
734,"5120"
735,"5048"
736,"4993"
737,"5064"
738,"5062"
739,"5009"
740,"5023"
741,"4998"
742,"4947"
743,"4952"
744,"4829"
745,"4813"
746,"4852"
747,"4807"
748,"4763"
749,"4747"
750,"4773"
751,"4676"
752,"4651"
753,"4823"
754,"4803"
755,"4708"
756,"4776"
757,"4686"
758,"4662"
759,"4643"
760,"4717"
761,"4559"
762,"4509"
763,"4518"
764,"4520"
765,"4669"
766,"4598"
767,"4359"
768,"4577"
769,"4457"
770,"4474"
771,"4603"
772,"4461"
773,"4473"
774,"4513"
775,"4390"
776,"4421"
777,"4284"
778,"4305"
779,"4320"
780,"4264"
781,"4291"
782,"4361"
783,"4197"
784,"4160"
785,"4235"
786,"4262"
787,"4298"
788,"4248"
789,"4156"
790,"4162"
791,"4109"
792,"3993"
793,"4133"
794,"4008"
795,"3918"
796,"4009"
797,"4042"
798,"4009"
799,"3967"
800,"4025"
801,"3937"
802,"4018"
803,"3854"
804,"3918"
805,"3915"
806,"3843"
807,"3834"
808,"3922"
809,"3799"
810,"3776"
811,"3792"
812,"3773"
813,"3820"
814,"3756"
815,"3765"
816,"3611"
817,"3637"
818,"3689"
819,"3670"
820,"3733"
