Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WN0301676"
Duration Time,300.692
Ambient Temperature,"117.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"35570495"
Raw Accumulated Counts,"57307993"
Valid Count Last Packet,"106772"
Raw Count Last Packet,"169011"
Live Time,184.963043
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.04
Number of Channels,2048
Vacuum,688
Channel#,Intensity
0,"5992"
1,"4676"
2,"3585"
3,"2301"
4,"938"
5,"231"
6,"53"
7,"33"
8,"19"
9,"10"
10,"12"
11,"6"
12,"4"
13,"6"
14,"5"
15,"4"
16,"1"
17,"3"
18,"4"
19,"3"
20,"2"
21,"2"
22,"0"
23,"2"
24,"3"
25,"1"
26,"2"
27,"2"
28,"0"
29,"9"
30,"33"
31,"272"
32,"1065"
33,"2283"
34,"3254"
35,"3711"
36,"3913"
37,"3837"
38,"3729"
39,"3800"
40,"3591"
41,"3645"
42,"3614"
43,"3689"
44,"3540"
45,"3626"
46,"3617"
47,"3647"
48,"3494"
49,"3478"
50,"3383"
51,"3447"
52,"3378"
53,"3418"
54,"3386"
55,"3445"
56,"3290"
57,"3232"
58,"3148"
59,"3192"
60,"3149"
61,"3178"
62,"3057"
63,"3120"
64,"3010"
65,"2994"
66,"2949"
67,"2847"
68,"2933"
69,"2941"
70,"2992"
71,"3113"
72,"3232"
73,"3199"
74,"3206"
75,"3178"
76,"3168"
77,"3019"
78,"3089"
79,"3049"
80,"2963"
81,"3020"
82,"2946"
83,"3179"
84,"3239"
85,"3491"
86,"3599"
87,"3542"
88,"3556"
89,"3331"
90,"3123"
91,"3105"
92,"2939"
93,"3035"
94,"3063"
95,"3177"
96,"3255"
97,"3383"
98,"3379"
99,"3326"
100,"3324"
101,"3277"
102,"3160"
103,"3183"
104,"3071"
105,"3044"
106,"3042"
107,"3258"
108,"3070"
109,"3303"
110,"3485"
111,"3629"
112,"4033"
113,"4457"
114,"4538"
115,"4691"
116,"4795"
117,"4576"
118,"4281"
119,"4002"
120,"4034"
121,"4069"
122,"3971"
123,"4045"
124,"4103"
125,"4156"
126,"4480"
127,"4929"
128,"5809"
129,"7038"
130,"9148"
131,"11639"
132,"14513"
133,"16892"
134,"18421"
135,"18281"
136,"16802"
137,"15636"
138,"14525"
139,"14496"
140,"15268"
141,"15934"
142,"15982"
143,"16076"
144,"15729"
145,"15711"
146,"15866"
147,"15652"
148,"15317"
149,"13651"
150,"11591"
151,"9685"
152,"7803"
153,"6415"
154,"5762"
155,"5462"
156,"5551"
157,"5638"
158,"5945"
159,"6151"
160,"6740"
161,"7779"
162,"9384"
163,"11368"
164,"13289"
165,"14010"
166,"13685"
167,"12372"
168,"10351"
169,"8209"
170,"6566"
171,"5520"
172,"5062"
173,"4807"
174,"5156"
175,"5311"
176,"5962"
177,"7160"
178,"9077"
179,"12114"
180,"16996"
181,"23137"
182,"29567"
183,"34805"
184,"36484"
185,"35161"
186,"30100"
187,"23517"
188,"16812"
189,"11719"
190,"8351"
191,"6768"
192,"5899"
193,"5785"
194,"6193"
195,"6848"
196,"7611"
197,"8665"
198,"9721"
199,"10613"
200,"11124"
201,"10998"
202,"10590"
203,"9710"
204,"9361"
205,"9074"
206,"8659"
207,"8747"
208,"8544"
209,"8160"
210,"7659"
211,"7483"
212,"6929"
213,"6655"
214,"6542"
215,"6513"
216,"6515"
217,"6658"
218,"7128"
219,"7649"
220,"8483"
221,"9249"
222,"10374"
223,"11371"
224,"12309"
225,"12717"
226,"12853"
227,"12842"
228,"13459"
229,"14165"
230,"15221"
231,"15928"
232,"16626"
233,"16086"
234,"14844"
235,"13343"
236,"11658"
237,"10679"
238,"9942"
239,"9647"
240,"9586"
241,"9858"
242,"10410"
243,"10937"
244,"11759"
245,"12239"
246,"12750"
247,"12921"
248,"12745"
249,"12086"
250,"11482"
251,"10775"
252,"10092"
253,"9965"
254,"9764"
255,"9772"
256,"9630"
257,"9897"
258,"10201"
259,"10181"
260,"10441"
261,"10668"
262,"10839"
263,"11112"
264,"11427"
265,"11588"
266,"11654"
267,"12068"
268,"12120"
269,"12483"
270,"12584"
271,"12767"
272,"12676"
273,"12877"
274,"13004"
275,"13097"
276,"12808"
277,"13187"
278,"13347"
279,"13616"
280,"14042"
281,"14685"
282,"15700"
283,"17065"
284,"19916"
285,"26141"
286,"39093"
287,"63144"
288,"105178"
289,"170206"
290,"259818"
291,"366276"
292,"474576"
293,"556816"
294,"594933"
295,"577889"
296,"509679"
297,"411503"
298,"301994"
299,"205374"
300,"130652"
301,"80007"
302,"50770"
303,"35657"
304,"28645"
305,"26657"
306,"27458"
307,"29719"
308,"35587"
309,"47564"
310,"73835"
311,"127110"
312,"225203"
313,"395049"
314,"657459"
315,"1019697"
316,"1453665"
317,"1897567"
318,"2267576"
319,"2471551"
320,"2462428"
321,"2239575"
322,"1868968"
323,"1428882"
324,"1012041"
325,"666478"
326,"411726"
327,"242388"
328,"139126"
329,"79226"
330,"47289"
331,"29793"
332,"21165"
333,"16684"
334,"14536"
335,"13564"
336,"13226"
337,"13280"
338,"13894"
339,"14467"
340,"15594"
341,"17545"
342,"20942"
343,"26499"
344,"36327"
345,"52134"
346,"78120"
347,"113130"
348,"157988"
349,"208835"
350,"258032"
351,"292469"
352,"307786"
353,"298635"
354,"265907"
355,"219026"
356,"166418"
357,"117160"
358,"78020"
359,"49081"
360,"31011"
361,"20147"
362,"14593"
363,"11953"
364,"11007"
365,"10444"
366,"10458"
367,"10663"
368,"11076"
369,"11775"
370,"12299"
371,"12827"
372,"13343"
373,"13082"
374,"12237"
375,"11261"
376,"9899"
377,"8520"
378,"7168"
379,"6290"
380,"5563"
381,"5185"
382,"4825"
383,"4742"
384,"4633"
385,"4503"
386,"4569"
387,"4480"
388,"4514"
389,"4405"
390,"4398"
391,"4445"
392,"4629"
393,"4764"
394,"5026"
395,"5473"
396,"5886"
397,"6571"
398,"7224"
399,"7912"
400,"8717"
401,"8913"
402,"8889"
403,"8500"
404,"8182"
405,"7477"
406,"6635"
407,"6177"
408,"5847"
409,"5474"
410,"5395"
411,"5500"
412,"5409"
413,"5190"
414,"5176"
415,"5058"
416,"4692"
417,"4565"
418,"4491"
419,"4173"
420,"4173"
421,"4021"
422,"4127"
423,"4181"
424,"4338"
425,"4485"
426,"4662"
427,"5119"
428,"5248"
429,"5674"
430,"5952"
431,"5898"
432,"5864"
433,"5548"
434,"5334"
435,"5155"
436,"4779"
437,"4513"
438,"4357"
439,"4310"
440,"4298"
441,"4307"
442,"4503"
443,"4521"
444,"4647"
445,"4562"
446,"4357"
447,"4481"
448,"4273"
449,"4328"
450,"4304"
451,"4187"
452,"4195"
453,"4337"
454,"4201"
455,"4130"
456,"4320"
457,"4291"
458,"4204"
459,"4162"
460,"4315"
461,"4268"
462,"4258"
463,"4146"
464,"4266"
465,"4150"
466,"4106"
467,"4181"
468,"3992"
469,"4150"
470,"4047"
471,"4084"
472,"4073"
473,"4105"
474,"4094"
475,"4245"
476,"4195"
477,"4393"
478,"4278"
479,"4346"
480,"4339"
481,"4400"
482,"4261"
483,"4273"
484,"4086"
485,"4084"
486,"4142"
487,"4075"
488,"4035"
489,"4016"
490,"4100"
491,"3977"
492,"3993"
493,"4028"
494,"3796"
495,"3939"
496,"4099"
497,"4034"
498,"4141"
499,"4033"
500,"4175"
501,"4427"
502,"4327"
503,"4451"
504,"4352"
505,"4547"
506,"4422"
507,"4315"
508,"4383"
509,"4197"
510,"4130"
511,"4185"
512,"4093"
513,"4118"
514,"3981"
515,"4036"
516,"4210"
517,"4312"
518,"4474"
519,"4747"
520,"5134"
521,"5506"
522,"6078"
523,"6406"
524,"6719"
525,"6917"
526,"7235"
527,"6953"
528,"6894"
529,"6380"
530,"5925"
531,"5366"
532,"4976"
533,"4665"
534,"4464"
535,"4309"
536,"4189"
537,"4147"
538,"4116"
539,"3988"
540,"3933"
541,"4028"
542,"4049"
543,"4097"
544,"4066"
545,"3996"
546,"3923"
547,"4078"
548,"4047"
549,"3916"
550,"4033"
551,"4091"
552,"3980"
553,"4035"
554,"4023"
555,"4007"
556,"4071"
557,"4068"
558,"4018"
559,"3993"
560,"4000"
561,"4047"
562,"4020"
563,"4062"
564,"4128"
565,"3968"
566,"3996"
567,"3961"
568,"3931"
569,"3994"
570,"3976"
571,"4040"
572,"3942"
573,"4002"
574,"3891"
575,"3914"
576,"3957"
577,"4094"
578,"4059"
579,"4083"
580,"4196"
581,"4418"
582,"4651"
583,"4905"
584,"5435"
585,"5938"
586,"6662"
587,"7556"
588,"8706"
589,"10282"
590,"11633"
591,"13029"
592,"14113"
593,"15206"
594,"15688"
595,"15645"
596,"14853"
597,"13890"
598,"12042"
599,"10443"
600,"8946"
601,"7446"
602,"6430"
603,"5820"
604,"5160"
605,"5146"
606,"5310"
607,"5848"
608,"6871"
609,"7781"
610,"9189"
611,"10474"
612,"11663"
613,"12605"
614,"13155"
615,"13399"
616,"12928"
617,"11966"
618,"10827"
619,"9386"
620,"8217"
621,"7128"
622,"6087"
623,"5482"
624,"5216"
625,"4823"
626,"4669"
627,"4695"
628,"4855"
629,"5228"
630,"6005"
631,"6780"
632,"8039"
633,"9595"
634,"11741"
635,"14629"
636,"17349"
637,"20028"
638,"22131"
639,"23676"
640,"24451"
641,"23648"
642,"22575"
643,"20183"
644,"17943"
645,"15167"
646,"12652"
647,"10344"
648,"8732"
649,"7421"
650,"6189"
651,"5507"
652,"5029"
653,"4494"
654,"4302"
655,"4156"
656,"4212"
657,"4390"
658,"4508"
659,"4726"
660,"5142"
661,"5477"
662,"5725"
663,"5899"
664,"6263"
665,"6564"
666,"6864"
667,"7331"
668,"7689"
669,"8287"
670,"8439"
671,"8745"
672,"8788"
673,"8770"
674,"8292"
675,"7761"
676,"7223"
677,"6473"
678,"5720"
679,"5025"
680,"4645"
681,"4230"
682,"3846"
683,"3556"
684,"3589"
685,"3455"
686,"3357"
687,"3321"
688,"3470"
689,"3285"
690,"3402"
691,"3343"
692,"3279"
693,"3435"
694,"3425"
695,"3526"
696,"3611"
697,"3749"
698,"3807"
699,"4142"
700,"4452"
701,"4813"
702,"4970"
703,"5255"
704,"5847"
705,"5702"
706,"5836"
707,"5668"
708,"5732"
709,"5498"
710,"5091"
711,"4665"
712,"4342"
713,"4047"
714,"3749"
715,"3569"
716,"3350"
717,"3225"
718,"3197"
719,"3126"
720,"3100"
721,"3131"
722,"3127"
723,"3142"
724,"3059"
725,"3117"
726,"3006"
727,"3108"
728,"3071"
729,"3017"
730,"2987"
731,"3077"
732,"3165"
733,"3100"
734,"3058"
735,"3107"
736,"3091"
737,"3206"
738,"3263"
739,"3327"
740,"3500"
741,"3508"
742,"3525"
743,"3691"
744,"3635"
745,"3782"
746,"3700"
747,"3632"
748,"3515"
749,"3507"
750,"3441"
751,"3318"
752,"3276"
753,"3171"
754,"3093"
755,"3187"
756,"3032"
757,"3038"
758,"3006"
759,"2858"
760,"2850"
761,"2971"
762,"2954"
763,"2978"
764,"2816"
765,"2948"
766,"2915"
767,"2880"
768,"2845"
769,"2792"
770,"2829"
771,"2931"
772,"2815"
773,"2929"
774,"2909"
775,"2843"
776,"2920"
777,"3074"
778,"3053"
779,"3269"
780,"3408"
781,"3301"
782,"3397"
783,"3547"
784,"3751"
785,"3833"
786,"3947"
787,"3959"
788,"3877"
789,"3909"
790,"3841"
791,"3798"
792,"3623"
793,"3459"
794,"3276"
795,"3280"
796,"2989"
797,"3051"
798,"2900"
799,"2744"
800,"2825"
801,"2799"
802,"2821"
803,"2781"
804,"2787"
805,"2666"
806,"2634"
807,"2668"
808,"2711"
809,"2757"
810,"2755"
811,"2773"
812,"2687"
813,"2749"
814,"2704"
815,"2663"
816,"2631"
817,"2635"
818,"2607"
819,"2622"
820,"2711"
821,"2643"
822,"2695"
823,"2716"
824,"2655"
825,"2677"
826,"2655"
827,"2710"
828,"2693"
829,"2729"
830,"2726"
831,"2646"
832,"2670"
833,"2732"
834,"2770"
835,"2743"
836,"2663"
837,"2545"
838,"2662"
839,"2740"
840,"2574"
841,"2675"
842,"2784"
843,"2619"
844,"2656"
845,"2635"
846,"2540"
847,"2628"
848,"2554"
849,"2588"
850,"2641"
851,"2607"
852,"2767"
853,"2618"
854,"2586"
855,"2591"
856,"2478"
857,"2539"
858,"2558"
859,"2538"
860,"2586"
861,"2551"
862,"2603"
863,"2619"
864,"2558"
865,"2714"
866,"2584"
867,"2697"
868,"2810"
869,"2754"
870,"2749"
871,"2763"
872,"2803"
873,"2693"
874,"2883"
875,"2701"
876,"2694"
877,"2745"
878,"2786"
879,"2821"
880,"2745"
881,"2741"
882,"2707"
883,"2815"
884,"2741"
885,"2764"
886,"2811"
887,"2675"
888,"2677"
889,"2758"
890,"2773"
891,"2698"
892,"2770"
893,"2786"
894,"2768"
895,"2793"
896,"2817"
897,"2767"
898,"2854"
899,"2803"
900,"2769"
901,"2770"
902,"2898"
903,"2897"
904,"2885"
905,"2831"
906,"2970"
907,"2949"
908,"3062"
909,"2986"
910,"3100"
911,"3252"
912,"3227"
913,"3179"
914,"3324"
915,"3385"
916,"3425"
917,"3411"
918,"3516"
919,"3573"
920,"3616"
921,"3623"
922,"3844"
923,"3976"
924,"4088"
925,"4251"
926,"4291"
927,"4451"
928,"4564"
929,"4684"
930,"5048"
931,"5375"
932,"5513"
933,"5957"
934,"6116"
935,"6400"
936,"6721"
937,"7149"
938,"7292"
939,"7603"
940,"7986"
941,"8173"
942,"8446"
943,"8531"
944,"8863"
945,"9241"
946,"9150"
947,"9398"
948,"9413"
949,"9518"
950,"9522"
951,"9446"
952,"9346"
953,"9266"
954,"8962"
955,"8930"
956,"8699"
957,"8389"
958,"8308"
959,"8075"
960,"7792"
961,"7218"
962,"6864"
963,"6780"
964,"6377"
965,"6066"
966,"5810"
967,"5421"
968,"5139"
969,"4914"
970,"4650"
971,"4364"
972,"4252"
973,"3922"
974,"3879"
975,"3594"
976,"3628"
977,"3488"
978,"3448"
979,"3358"
980,"3121"
981,"2975"
982,"2999"
983,"2872"
984,"2942"
985,"2759"
986,"2745"
987,"2662"
988,"2566"
989,"2586"
990,"2638"
991,"2639"
992,"2826"
993,"2882"
994,"3068"
995,"3182"
996,"3432"
997,"3699"
998,"4065"
999,"4428"
1000,"4936"
1001,"5437"
1002,"5696"
1003,"6160"
1004,"6415"
1005,"6994"
1006,"7155"
1007,"7302"
1008,"7340"
1009,"7189"
1010,"6862"
1011,"6476"
1012,"6096"
1013,"5519"
1014,"5010"
1015,"4465"
1016,"3842"
1017,"3494"
1018,"3043"
1019,"2822"
1020,"2559"
1021,"2403"
1022,"2277"
1023,"2182"
1024,"2197"
1025,"2132"
1026,"2164"
1027,"2171"
1028,"2056"
1029,"2108"
1030,"2091"
1031,"2112"
1032,"2237"
1033,"2152"
1034,"2203"
1035,"2161"
1036,"2240"
1037,"2165"
1038,"2325"
1039,"2361"
1040,"2414"
1041,"2387"
1042,"2582"
1043,"2795"
1044,"2849"
1045,"3011"
1046,"3035"
1047,"3203"
1048,"3337"
1049,"3507"
1050,"3744"
1051,"3828"
1052,"3971"
1053,"4078"
1054,"4200"
1055,"4238"
1056,"4125"
1057,"4281"
1058,"4233"
1059,"4094"
1060,"4105"
1061,"3927"
1062,"3743"
1063,"3605"
1064,"3447"
1065,"3434"
1066,"3241"
1067,"3129"
1068,"2957"
1069,"2873"
1070,"2850"
1071,"2774"
1072,"2727"
1073,"2747"
1074,"2615"
1075,"2585"
1076,"2527"
1077,"2470"
1078,"2490"
1079,"2358"
1080,"2361"
1081,"2348"
1082,"2217"
1083,"2223"
1084,"2234"
1085,"2188"
1086,"2193"
1087,"2140"
1088,"2047"
1089,"1945"
1090,"2024"
1091,"1982"
1092,"1896"
1093,"1972"
1094,"1910"
1095,"1938"
1096,"1807"
1097,"1840"
1098,"1814"
1099,"1845"
1100,"1757"
1101,"1784"
1102,"1793"
1103,"1793"
