Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PK50810"
Duration Time,300.686
Ambient Temperature,"115.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"10696495"
Raw Accumulated Counts,"11755663"
Valid Count Last Packet,"33288"
Raw Count Last Packet,"36586"
Live Time,273.793976
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0586
Number of Channels,2048
Vacuum,877
Channel#,Intensity
0,"9375"
1,"7451"
2,"4749"
3,"2795"
4,"1254"
5,"294"
6,"50"
7,"13"
8,"4"
9,"9"
10,"3"
11,"1"
12,"2"
13,"2"
14,"1"
15,"0"
16,"4"
17,"1"
18,"0"
19,"2"
20,"0"
21,"1"
22,"0"
23,"2"
24,"2"
25,"1"
26,"0"
27,"0"
28,"0"
29,"1"
30,"1"
31,"24"
32,"263"
33,"809"
34,"1381"
35,"1627"
36,"1761"
37,"1789"
38,"1800"
39,"1843"
40,"1834"
41,"1838"
42,"1766"
43,"1785"
44,"1903"
45,"1880"
46,"1941"
47,"1968"
48,"1950"
49,"1898"
50,"1826"
51,"1800"
52,"1709"
53,"1790"
54,"1764"
55,"1754"
56,"1699"
57,"1753"
58,"1648"
59,"1683"
60,"1736"
61,"1620"
62,"1663"
63,"1537"
64,"1506"
65,"1547"
66,"1454"
67,"1374"
68,"1429"
69,"1466"
70,"1447"
71,"1467"
72,"1555"
73,"1484"
74,"1441"
75,"1559"
76,"1477"
77,"1378"
78,"1412"
79,"1327"
80,"1326"
81,"1324"
82,"1345"
83,"1416"
84,"1507"
85,"1559"
86,"1627"
87,"1742"
88,"1581"
89,"1583"
90,"1358"
91,"1286"
92,"1297"
93,"1337"
94,"1343"
95,"1328"
96,"1412"
97,"1300"
98,"1391"
99,"1466"
100,"1569"
101,"1569"
102,"1411"
103,"1497"
104,"1487"
105,"1405"
106,"1387"
107,"1451"
108,"1373"
109,"1515"
110,"1640"
111,"1919"
112,"2113"
113,"2504"
114,"3071"
115,"3148"
116,"3184"
117,"3127"
118,"2828"
119,"2554"
120,"2355"
121,"2197"
122,"2160"
123,"2207"
124,"2260"
125,"2372"
126,"2780"
127,"3113"
128,"3819"
129,"5323"
130,"7741"
131,"10991"
132,"15220"
133,"19229"
134,"22268"
135,"23050"
136,"21721"
137,"18983"
138,"16737"
139,"16075"
140,"16367"
141,"17189"
142,"17826"
143,"17934"
144,"17548"
145,"18016"
146,"18383"
147,"19362"
148,"18825"
149,"16880"
150,"14166"
151,"10601"
152,"7801"
153,"5670"
154,"4489"
155,"3822"
156,"3724"
157,"3929"
158,"3942"
159,"3918"
160,"3746"
161,"3488"
162,"3132"
163,"3011"
164,"2949"
165,"2883"
166,"3011"
167,"2836"
168,"2863"
169,"2904"
170,"2713"
171,"2676"
172,"2522"
173,"2476"
174,"2537"
175,"2531"
176,"2706"
177,"2877"
178,"3095"
179,"3383"
180,"3748"
181,"4046"
182,"4270"
183,"4587"
184,"4583"
185,"4605"
186,"4493"
187,"4144"
188,"3917"
189,"3702"
190,"3722"
191,"3823"
192,"3770"
193,"3804"
194,"4012"
195,"3769"
196,"3869"
197,"3847"
198,"3942"
199,"3902"
200,"4028"
201,"4062"
202,"4070"
203,"4085"
204,"4135"
205,"4071"
206,"4074"
207,"4201"
208,"4114"
209,"4176"
210,"4204"
211,"4279"
212,"4356"
213,"4285"
214,"4364"
215,"4506"
216,"4732"
217,"4683"
218,"4787"
219,"4954"
220,"5034"
221,"5210"
222,"5353"
223,"5748"
224,"5814"
225,"5990"
226,"5917"
227,"5730"
228,"5599"
229,"5574"
230,"5361"
231,"5178"
232,"5192"
233,"5130"
234,"5205"
235,"5231"
236,"5420"
237,"5413"
238,"5376"
239,"5385"
240,"5435"
241,"5575"
242,"5791"
243,"5762"
244,"6031"
245,"6020"
246,"6036"
247,"6110"
248,"6076"
249,"6147"
250,"6147"
251,"6325"
252,"6223"
253,"6337"
254,"6526"
255,"6552"
256,"6560"
257,"6726"
258,"6763"
259,"6886"
260,"6843"
261,"7104"
262,"7004"
263,"7213"
264,"7183"
265,"7496"
266,"7525"
267,"7781"
268,"7797"
269,"8067"
270,"8228"
271,"8116"
272,"8438"
273,"8426"
274,"8621"
275,"8532"
276,"8760"
277,"8758"
278,"8880"
279,"8917"
280,"9133"
281,"9198"
282,"9311"
283,"9415"
284,"9465"
285,"9661"
286,"9786"
287,"10084"
288,"9842"
289,"10123"
290,"10497"
291,"10368"
292,"10720"
293,"11000"
294,"11193"
295,"11424"
296,"11422"
297,"11296"
298,"11376"
299,"11371"
300,"11512"
301,"11403"
302,"11443"
303,"11600"
304,"11640"
305,"11910"
306,"12035"
307,"12502"
308,"12826"
309,"13267"
310,"13482"
311,"14051"
312,"14266"
313,"14957"
314,"15437"
315,"15930"
316,"16887"
317,"17661"
318,"18170"
319,"18894"
320,"18832"
321,"18688"
322,"17773"
323,"17005"
324,"15579"
325,"14766"
326,"14295"
327,"13709"
328,"13262"
329,"13387"
330,"13238"
331,"13381"
332,"13358"
333,"13544"
334,"13724"
335,"13958"
336,"14172"
337,"14150"
338,"14556"
339,"14552"
340,"14747"
341,"14996"
342,"15403"
343,"15298"
344,"15544"
345,"15916"
346,"15919"
347,"16082"
348,"15945"
349,"16133"
350,"16080"
351,"16328"
352,"16364"
353,"17005"
354,"17090"
355,"17643"
356,"18684"
357,"19595"
358,"21064"
359,"22583"
360,"25048"
361,"27171"
362,"29564"
363,"31383"
364,"32998"
365,"34458"
366,"34863"
367,"35476"
368,"36120"
369,"37140"
370,"38029"
371,"39552"
372,"40385"
373,"40833"
374,"39276"
375,"36982"
376,"33224"
377,"28944"
378,"25193"
379,"21317"
380,"18832"
381,"17024"
382,"15772"
383,"15019"
384,"14854"
385,"14713"
386,"14392"
387,"14844"
388,"14807"
389,"14938"
390,"15332"
391,"15089"
392,"15562"
393,"15551"
394,"15868"
395,"16432"
396,"17152"
397,"17508"
398,"18660"
399,"19693"
400,"20470"
401,"21155"
402,"21577"
403,"21753"
404,"21059"
405,"20880"
406,"20085"
407,"19384"
408,"18882"
409,"18483"
410,"18329"
411,"18391"
412,"18230"
413,"18033"
414,"18097"
415,"17593"
416,"16918"
417,"16652"
418,"16032"
419,"15552"
420,"15340"
421,"14988"
422,"14891"
423,"14740"
424,"14703"
425,"14925"
426,"14901"
427,"15167"
428,"15412"
429,"15278"
430,"15657"
431,"15514"
432,"15624"
433,"15602"
434,"15719"
435,"15760"
