Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PK-54850"
Duration Time,300.23
Ambient Temperature,"107.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"42130258"
Raw Accumulated Counts,"98171560"
Valid Count Last Packet,"115799"
Raw Count Last Packet,"270522"
Live Time,127.009949
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.036
Number of Channels,2048
Vacuum,686
Channel#,Intensity
0,"3799"
1,"3065"
2,"2255"
3,"1267"
4,"414"
5,"112"
6,"51"
7,"32"
8,"20"
9,"20"
10,"12"
11,"13"
12,"6"
13,"7"
14,"4"
15,"2"
16,"4"
17,"0"
18,"4"
19,"5"
20,"5"
21,"5"
22,"5"
23,"8"
24,"2"
25,"5"
26,"6"
27,"4"
28,"7"
29,"32"
30,"164"
31,"614"
32,"1605"
33,"2573"
34,"3211"
35,"3365"
36,"3315"
37,"3351"
38,"3311"
39,"3245"
40,"3195"
41,"3014"
42,"3043"
43,"2969"
44,"2950"
45,"2920"
46,"2890"
47,"2959"
48,"2844"
49,"2729"
50,"2758"
51,"2728"
52,"2651"
53,"2717"
54,"2655"
55,"2671"
56,"2543"
57,"2628"
58,"2525"
59,"2488"
60,"2545"
61,"2466"
62,"2476"
63,"2358"
64,"2470"
65,"2290"
66,"2306"
67,"2346"
68,"2270"
69,"2220"
70,"2302"
71,"2246"
72,"2278"
73,"2373"
74,"2342"
75,"2315"
76,"2246"
77,"2062"
78,"2211"
79,"2150"
80,"2184"
81,"2115"
82,"2260"
83,"2229"
84,"2181"
85,"2301"
86,"2234"
87,"2309"
88,"2311"
89,"2224"
90,"2215"
91,"2277"
92,"2214"
93,"2232"
94,"2246"
95,"2228"
96,"2294"
97,"2339"
98,"2387"
99,"2345"
100,"2423"
101,"2316"
102,"2450"
103,"2362"
104,"2412"
105,"2349"
106,"2539"
107,"2504"
108,"2494"
109,"2484"
110,"2594"
111,"2607"
112,"2852"
113,"2878"
114,"2964"
115,"3133"
116,"3167"
117,"3086"
118,"3047"
119,"3069"
120,"3048"
121,"3041"
122,"3109"
123,"3206"
124,"3310"
125,"3437"
126,"3557"
127,"3823"
128,"4420"
129,"5157"
130,"6376"
131,"7844"
132,"9301"
133,"10602"
134,"11577"
135,"11301"
136,"10498"
137,"10020"
138,"9529"
139,"9940"
140,"10352"
141,"10555"
142,"10869"
143,"10856"
144,"10784"
145,"10874"
146,"10997"
147,"11215"
148,"10615"
149,"9684"
150,"8180"
151,"7185"
152,"5641"
153,"4913"
154,"4427"
155,"4204"
156,"4185"
157,"4234"
158,"4166"
159,"4151"
160,"4114"
161,"3912"
162,"3771"
163,"3606"
164,"3792"
165,"3572"
166,"3802"
167,"3809"
168,"3773"
169,"3773"
170,"3686"
171,"3615"
172,"3556"
173,"3405"
174,"3539"
175,"3526"
176,"3482"
177,"3595"
178,"3608"
179,"3570"
180,"3708"
181,"3806"
182,"3873"
183,"4117"
184,"4077"
185,"3999"
186,"3971"
187,"3875"
188,"3822"
189,"3815"
190,"3650"
191,"3734"
192,"3706"
193,"3782"
194,"3774"
195,"3791"
196,"3817"
197,"3954"
198,"3969"
199,"3997"
200,"3958"
201,"4047"
202,"4025"
203,"3894"
204,"4008"
205,"3961"
206,"3900"
207,"4029"
208,"3886"
209,"3847"
210,"3871"
211,"3949"
212,"3909"
213,"3831"
214,"3776"
215,"3915"
216,"3992"
217,"3886"
218,"3841"
219,"3977"
220,"4143"
221,"4156"
222,"4253"
223,"4420"
224,"4594"
225,"4427"
226,"4332"
227,"4290"
228,"4205"
229,"4151"
230,"4098"
231,"3969"
232,"4101"
233,"4000"
234,"3976"
235,"3987"
236,"4045"
237,"4058"
238,"4076"
239,"3997"
240,"4110"
241,"4139"
242,"4162"
243,"4249"
244,"4181"
245,"4249"
246,"4228"
247,"4426"
248,"4232"
249,"4372"
250,"4353"
251,"4390"
252,"4476"
253,"4422"
254,"4499"
255,"4525"
256,"4526"
257,"4629"
258,"4743"
259,"4840"
260,"5139"
261,"5162"
262,"5330"
263,"5336"
264,"5516"
265,"5753"
266,"5807"
267,"5891"
268,"6132"
269,"6054"
270,"6148"
271,"6227"
272,"6248"
273,"6311"
274,"6213"
275,"6411"
276,"6633"
277,"6492"
278,"6407"
279,"6658"
280,"6508"
281,"6555"
282,"6517"
283,"6555"
284,"6529"
285,"6686"
286,"6610"
287,"6773"
288,"6756"
289,"6815"
290,"6559"
291,"6822"
292,"6789"
293,"6732"
294,"6769"
295,"6843"
296,"6628"
297,"6928"
298,"6880"
299,"6967"
300,"6730"
301,"7017"
302,"7129"
303,"7454"
304,"7485"
305,"7806"
306,"8415"
307,"8754"
308,"9693"
309,"10911"
310,"12127"
311,"13473"
312,"15205"
313,"16523"
314,"17242"
315,"17381"
316,"17500"
317,"16844"
318,"16185"
319,"15488"
320,"14366"
321,"13548"
322,"12753"
323,"11917"
324,"11255"
325,"10878"
326,"10555"
327,"10362"
328,"10265"
329,"10230"
330,"10467"
331,"10358"
332,"10613"
333,"10552"
334,"10604"
335,"10613"
336,"10930"
337,"10806"
338,"10791"
339,"10732"
340,"10839"
341,"10998"
342,"11200"
343,"11191"
344,"11244"
345,"11143"
346,"11435"
347,"11278"
348,"11190"
349,"11096"
350,"11012"
351,"11017"
352,"11049"
353,"11113"
354,"11204"
355,"11347"
356,"11383"
357,"11682"
358,"11761"
359,"11846"
360,"12282"
361,"12119"
362,"12859"
363,"13025"
364,"13068"
365,"13540"
366,"13965"
367,"14667"
368,"15336"
369,"15962"
370,"16830"
371,"17847"
372,"18203"
373,"18774"
374,"18664"
375,"18636"
376,"18285"
377,"17768"
378,"17416"
379,"17513"
380,"17596"
381,"18531"
382,"19173"
383,"20417"
384,"21300"
385,"23218"
386,"25400"
387,"28295"
388,"32501"
389,"40651"
390,"55973"
391,"86368"
392,"143911"
393,"248837"
394,"426244"
395,"704316"
396,"1097403"
397,"1599474"
398,"2172848"
399,"2740855"
400,"3213419"
401,"3484107"
402,"3502678"
403,"3259479"
404,"2814600"
405,"2250347"
406,"1674969"
407,"1158999"
408,"752474"
409,"459836"
410,"269549"
411,"154925"
412,"90082"
413,"55745"
414,"37433"
415,"28013"
416,"23223"
417,"20005"
418,"18212"
419,"17188"
420,"16298"
421,"15928"
422,"15347"
423,"15779"
424,"15790"
425,"15865"
426,"16257"
427,"16730"
428,"17441"
429,"18332"
430,"19083"
431,"20743"
432,"23126"
433,"26675"
434,"32188"
435,"41924"
436,"58750"
437,"85487"
438,"124891"
439,"180585"
440,"250789"
441,"330883"
442,"410144"
443,"475896"
444,"517797"
445,"524440"
446,"494444"
447,"437270"
448,"358464"
449,"276596"
450,"199582"
451,"135420"
452,"87115"
453,"53199"
454,"31928"
455,"19235"
456,"12112"
457,"8190"
458,"6116"
459,"5024"
460,"4271"
461,"4014"
462,"3792"
463,"3689"
464,"3572"
465,"3361"
466,"3442"
467,"3302"
468,"3391"
469,"3263"
470,"3082"
471,"3015"
472,"3012"
473,"2946"
474,"2946"
475,"2901"
476,"2763"
477,"2782"
478,"2851"
479,"2752"
480,"2635"
481,"2613"
482,"2723"
483,"2627"
484,"2608"
485,"2493"
486,"2487"
487,"2479"
488,"2459"
489,"2409"
490,"2293"
491,"2393"
492,"2347"
493,"2298"
494,"2279"
495,"2219"
496,"2291"
497,"2262"
498,"2147"
499,"2190"
500,"2129"
501,"2090"
502,"2111"
503,"2013"
504,"1953"
505,"2044"
506,"2037"
507,"1930"
508,"1952"
509,"1974"
510,"1935"
511,"2005"
512,"2026"
513,"1948"
514,"1909"
515,"1932"
516,"1918"
517,"1829"
518,"1884"
519,"1797"
520,"1832"
521,"1831"
522,"1767"
523,"1865"
524,"1737"
525,"1767"
526,"1750"
527,"1755"
528,"1717"
529,"1796"
530,"1906"
531,"1908"
532,"1971"
533,"2001"
534,"1996"
535,"2073"
536,"2059"
537,"2134"
538,"2083"
539,"2017"
540,"2088"
541,"2058"
542,"2161"
543,"2094"
544,"2079"
545,"2118"
546,"2015"
547,"2064"
548,"2077"
549,"2025"
550,"2027"
551,"1923"
552,"1978"
553,"1840"
554,"1782"
555,"1762"
556,"1774"
557,"1731"
558,"1663"
559,"1704"
560,"1644"
561,"1646"
562,"1593"
563,"1690"
564,"1654"
565,"1644"
566,"1659"
567,"1678"
568,"1553"
569,"1632"
570,"1596"
571,"1525"
572,"1576"
573,"1590"
574,"1691"
575,"1583"
576,"1596"
577,"1594"
578,"1536"
579,"1644"
580,"1671"
581,"1565"
582,"1588"
583,"1633"
584,"1659"
585,"1639"
586,"1585"
587,"1629"
588,"1644"
589,"1694"
590,"1583"
591,"1624"
592,"1568"
593,"1667"
594,"1545"
595,"1572"
596,"1553"
597,"1601"
598,"1571"
599,"1576"
600,"1480"
601,"1516"
602,"1439"
603,"1536"
604,"1510"
605,"1510"
606,"1492"
607,"1500"
608,"1417"
609,"1457"
610,"1425"
611,"1452"
612,"1429"
613,"1522"
614,"1473"
615,"1464"
616,"1421"
617,"1475"
618,"1381"
619,"1431"
620,"1434"
621,"1400"
622,"1427"
623,"1355"
624,"1419"
625,"1386"
626,"1413"
627,"1453"
628,"1441"
629,"1424"
630,"1379"
631,"1391"
632,"1359"
633,"1427"
634,"1396"
635,"1317"
636,"1414"
637,"1320"
638,"1293"
639,"1319"
640,"1305"
641,"1327"
642,"1296"
643,"1351"
644,"1318"
645,"1330"
646,"1262"
647,"1283"
648,"1311"
649,"1291"
650,"1272"
651,"1330"
652,"1262"
653,"1275"
654,"1311"
655,"1271"
656,"1275"
657,"1324"
658,"1269"
659,"1223"
660,"1357"
661,"1250"
662,"1225"
663,"1290"
664,"1357"
665,"1331"
666,"1340"
667,"1277"
668,"1257"
669,"1340"
670,"1312"
671,"1329"
672,"1331"
673,"1333"
674,"1300"
675,"1296"
676,"1350"
677,"1336"
678,"1303"
679,"1305"
680,"1355"
681,"1275"
682,"1293"
683,"1300"
684,"1300"
685,"1316"
686,"1289"
687,"1285"
688,"1387"
689,"1305"
690,"1352"
691,"1272"
692,"1273"
693,"1331"
694,"1275"
695,"1345"
696,"1335"
697,"1327"
698,"1337"
699,"1287"
700,"1299"
701,"1356"
702,"1348"
703,"1225"
704,"1351"
705,"1336"
706,"1313"
707,"1324"
708,"1370"
709,"1434"
710,"1392"
711,"1446"
712,"1459"
713,"1539"
714,"1588"
715,"1597"
716,"1670"
717,"1729"
718,"1764"
719,"1651"
720,"1683"
721,"1699"
722,"1655"
723,"1605"
724,"1610"
725,"1510"
726,"1492"
727,"1464"
728,"1485"
729,"1469"
730,"1430"
731,"1425"
732,"1346"
733,"1425"
