Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LP010"
Duration Time,300.291
Ambient Temperature,"104.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"10249316"
Raw Accumulated Counts,"11224105"
Valid Count Last Packet,"31683"
Raw Count Last Packet,"34681"
Live Time,274.347046
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0858
Number of Channels,2048
Vacuum,864
Channel#,Intensity
0,"9316"
1,"7218"
2,"4694"
3,"2862"
4,"1244"
5,"275"
6,"44"
7,"14"
8,"7"
9,"5"
10,"2"
11,"5"
12,"2"
13,"3"
14,"3"
15,"2"
16,"1"
17,"0"
18,"0"
19,"1"
20,"0"
21,"0"
22,"1"
23,"3"
24,"0"
25,"1"
26,"1"
27,"2"
28,"1"
29,"0"
30,"3"
31,"28"
32,"268"
33,"904"
34,"1546"
35,"1797"
36,"1976"
37,"1999"
38,"2017"
39,"1975"
40,"1922"
41,"1899"
42,"1921"
43,"1867"
44,"1893"
45,"2095"
46,"2061"
47,"2042"
48,"2134"
49,"2025"
50,"1929"
51,"1854"
52,"1904"
53,"1992"
54,"1913"
55,"1974"
56,"1933"
57,"1772"
58,"1843"
59,"1883"
60,"1865"
61,"1813"
62,"1695"
63,"1658"
64,"1626"
65,"1563"
66,"1557"
67,"1599"
68,"1536"
69,"1558"
70,"1576"
71,"1646"
72,"1648"
73,"1694"
74,"1703"
75,"1685"
76,"1705"
77,"1630"
78,"1556"
79,"1577"
80,"1575"
81,"1523"
82,"1547"
83,"1664"
84,"1756"
85,"2015"
86,"2103"
87,"2079"
88,"2012"
89,"1907"
90,"1706"
91,"1658"
92,"1681"
93,"1747"
94,"1887"
95,"2106"
96,"2303"
97,"2362"
98,"2292"
99,"2166"
100,"2006"
101,"1841"
102,"1735"
103,"1622"
104,"1565"
105,"1533"
106,"1619"
107,"1673"
108,"1739"
109,"1753"
110,"1847"
111,"2183"
112,"2595"
113,"3057"
114,"3446"
115,"3731"
116,"3599"
117,"3337"
118,"2911"
119,"2695"
120,"2506"
121,"2427"
122,"2351"
123,"2450"
124,"2495"
125,"2713"
126,"3036"
127,"3661"
128,"4526"
129,"6211"
130,"8922"
131,"12472"
132,"16557"
133,"20406"
134,"22573"
