Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WN0301314"
Duration Time,300.251
Ambient Temperature,"113.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"15034191"
Raw Accumulated Counts,"17317551"
Valid Count Last Packet,"46194"
Raw Count Last Packet,"53050"
Live Time,260.400024
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0455
Number of Channels,2048
Vacuum,687
Channel#,Intensity
0,"8647"
1,"7020"
2,"4590"
3,"3076"
4,"1423"
5,"298"
6,"64"
7,"17"
8,"12"
9,"4"
10,"10"
11,"3"
12,"1"
13,"3"
14,"5"
15,"2"
16,"0"
17,"1"
18,"2"
19,"2"
20,"1"
21,"2"
22,"1"
23,"1"
24,"1"
25,"2"
26,"0"
27,"0"
28,"2"
29,"1"
30,"3"
31,"70"
32,"483"
33,"1401"
34,"2177"
35,"2745"
36,"2883"
37,"2983"
38,"2872"
39,"3017"
40,"2905"
41,"2910"
42,"2919"
43,"2915"
44,"2934"
45,"3004"
46,"2998"
47,"2929"
48,"3092"
49,"2876"
50,"2825"
51,"2699"
52,"2774"
53,"2741"
54,"2727"
55,"2766"
56,"2749"
57,"2645"
58,"2714"
59,"2782"
60,"2815"
61,"2635"
62,"2671"
63,"2665"
64,"2510"
65,"2513"
66,"2437"
67,"2482"
68,"2425"
69,"2414"
70,"2464"
71,"2475"
72,"2579"
73,"2603"
74,"2555"
75,"2601"
76,"2502"
77,"2408"
78,"2459"
79,"2322"
80,"2301"
81,"2360"
82,"2481"
83,"2560"
84,"2885"
85,"3201"
86,"3341"
87,"3362"
88,"3125"
89,"2980"
90,"2699"
91,"2449"
92,"2411"
93,"2374"
94,"2362"
95,"2378"
96,"2335"
97,"2490"
98,"2529"
99,"2477"
100,"2510"
101,"2502"
102,"2472"
103,"2542"
104,"2515"
105,"2580"
106,"2462"
107,"2668"
108,"2710"
109,"3061"
110,"3480"
111,"4359"
112,"5835"
113,"7383"
114,"8713"
115,"9482"
116,"9096"
117,"7866"
118,"6202"
119,"4977"
120,"4189"
121,"3882"
122,"3844"
123,"3799"
124,"3982"
125,"4242"
126,"4930"
127,"6261"
128,"8288"
129,"10848"
130,"14503"
131,"18312"
132,"21836"
133,"24791"
134,"26253"
135,"25755"
136,"23249"
137,"20520"
138,"18284"
139,"17393"
140,"17638"
141,"18446"
142,"18875"
143,"18369"
144,"18313"
145,"18284"
146,"19180"
147,"19188"
148,"18627"
149,"16628"
150,"14146"
151,"11349"
152,"8995"
153,"7445"
154,"6487"
155,"6071"
156,"5854"
157,"5895"
158,"5841"
159,"5955"
160,"5851"
161,"6056"
162,"6560"
163,"7521"
164,"8469"
165,"8853"
166,"8995"
167,"8390"
168,"7392"
169,"6339"
170,"5332"
171,"4663"
172,"4306"
173,"3940"
174,"3971"
175,"4023"
176,"4302"
177,"4632"
178,"5313"
179,"6247"
180,"7676"
181,"9613"
182,"11794"
183,"13408"
184,"14303"
185,"13933"
186,"12478"
187,"10293"
188,"8273"
189,"6744"
190,"5874"
191,"5720"
192,"6055"
193,"7002"
194,"8588"
195,"10256"
196,"11875"
197,"13200"
198,"13467"
199,"13124"
200,"11866"
201,"10574"
202,"9300"
203,"8020"
204,"7299"
205,"6582"
206,"6604"
207,"6449"
208,"6876"
209,"7218"
210,"7528"
211,"8061"
212,"9143"
213,"10757"
214,"13283"
215,"17846"
216,"26879"
217,"43817"
218,"71297"
219,"111931"
220,"161861"
221,"213956"
222,"251489"
223,"265995"
224,"251077"
225,"211258"
226,"159362"
227,"108789"
228,"67907"
229,"40047"
230,"23918"
231,"15618"
232,"12853"
233,"13702"
234,"18722"
235,"29572"
236,"48578"
237,"76467"
238,"111491"
239,"149800"
240,"181932"
241,"199441"
242,"200422"
243,"185155"
244,"157889"
245,"128754"
246,"100410"
247,"76698"
248,"57887"
249,"43456"
250,"32953"
251,"28147"
252,"27247"
253,"32231"
254,"40883"
255,"51121"
256,"61016"
257,"67558"
258,"68468"
259,"62219"
260,"52387"
261,"40545"
262,"29421"
263,"20386"
264,"14492"
265,"11445"
266,"9476"
267,"8953"
268,"9099"
269,"9923"
270,"11377"
271,"14322"
272,"18003"
273,"23078"
274,"28603"
275,"32738"
276,"34452"
277,"33639"
278,"30650"
279,"25336"
280,"20326"
281,"16173"
282,"13007"
283,"11298"
284,"11263"
285,"12298"
286,"14464"
287,"17033"
288,"19000"
289,"19990"
290,"20184"
291,"19226"
292,"17262"
293,"15020"
294,"13098"
295,"11408"
296,"10757"
297,"10176"
298,"9801"
299,"9480"
300,"8999"
301,"8519"
302,"8170"
303,"7668"
304,"7359"
305,"7296"
306,"7310"
307,"7337"
308,"7439"
309,"7767"
310,"8092"
311,"8455"
312,"9093"
313,"10099"
314,"11674"
315,"13771"
316,"16140"
317,"18978"
318,"20823"
319,"21999"
320,"22068"
321,"20494"
322,"18331"
323,"15464"
324,"12770"
325,"10504"
326,"9229"
327,"8170"
328,"7672"
329,"7382"
330,"7414"
331,"7314"
332,"7238"
333,"7407"
334,"7283"
335,"7318"
336,"7352"
337,"7589"
338,"7588"
339,"7674"
340,"7618"
341,"7818"
342,"8070"
343,"8118"
344,"8346"
345,"8356"
346,"8781"
347,"8994"
348,"9113"
349,"9604"
350,"9716"
351,"9994"
352,"10363"
353,"10153"
354,"10417"
355,"10249"
356,"10502"
357,"10557"
358,"10774"
359,"11328"
360,"12004"
361,"12593"
362,"13668"
363,"14444"
364,"14894"
365,"15769"
366,"16297"
367,"17212"
368,"18257"
369,"19359"
370,"21194"
371,"22252"
372,"23361"
373,"23250"
374,"22155"
375,"20162"
376,"17727"
377,"15204"
378,"12619"
379,"10884"
380,"9396"
381,"8603"
382,"8131"
383,"7830"
384,"7743"
385,"7689"
386,"7945"
387,"7815"
388,"7913"
389,"8030"
390,"8526"
391,"9016"
392,"10449"
393,"12835"
394,"16556"
395,"22700"
396,"31413"
397,"42869"
398,"56283"
399,"69119"
400,"79859"
401,"86171"
402,"86857"
403,"80893"
404,"70380"
405,"57151"
406,"43492"
407,"32434"
408,"23900"
409,"18077"
410,"14418"
411,"12639"
412,"11160"
413,"10642"
414,"10104"
415,"9503"
416,"9196"
417,"8866"
418,"8422"
419,"8165"
420,"7949"
421,"7992"
422,"7795"
423,"7801"
424,"8035"
425,"8143"
426,"8576"
427,"8995"
428,"9364"
429,"9663"
430,"9818"
431,"9994"
432,"9950"
433,"9713"
434,"9781"
435,"9331"
436,"9544"
437,"9868"
438,"10553"
439,"11937"
440,"13453"
441,"15550"
442,"17430"
443,"19034"
444,"19988"
445,"20037"
446,"19624"
447,"17814"
448,"16033"
449,"13931"
450,"11975"
451,"10489"
452,"9448"
453,"8602"
454,"8075"
455,"8004"
456,"7894"
457,"7680"
458,"7874"
459,"7784"
460,"7917"
461,"7998"
462,"8155"
463,"8093"
464,"8197"
465,"8194"
466,"8032"
467,"8079"
468,"8007"
469,"7912"
470,"8026"
471,"7858"
472,"8024"
473,"7894"
474,"8030"
475,"7988"
476,"8142"
477,"8096"
478,"8281"
479,"8318"
480,"8260"
481,"8185"
482,"8219"
483,"8094"
484,"8030"
485,"8059"
486,"7919"
487,"7824"
488,"7777"
489,"7949"
490,"7965"
491,"7925"
492,"7871"
493,"7805"
494,"7809"
495,"7840"
496,"7880"
497,"7859"
498,"7915"
499,"7876"
500,"7831"
501,"7976"
502,"8056"
503,"7775"
504,"7795"
505,"7906"
506,"7914"
507,"7822"
508,"8087"
509,"7910"
510,"8031"
511,"7921"
512,"7873"
513,"7823"
514,"7864"
515,"8054"
516,"7848"
517,"7919"
518,"8008"
519,"8012"
520,"7899"
521,"7904"
522,"7933"
523,"8075"
524,"8075"
525,"8052"
526,"8066"
527,"7858"
528,"8004"
529,"8003"
530,"7852"
531,"7888"
532,"7971"
533,"7833"
534,"8002"
535,"7853"
536,"7962"
537,"8067"
538,"7770"
539,"7802"
540,"7834"
541,"7885"
