Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"DIVCAS006"
Duration Time,300.182
Ambient Temperature,"109.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"7819381"
Raw Accumulated Counts,"8365107"
Valid Count Last Packet,"24423"
Raw Count Last Packet,"26041"
Live Time,281.012177
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0431
Number of Channels,2048
Vacuum,690
Channel#,Intensity
0,"9630"
1,"7528"
2,"4794"
3,"2573"
4,"1142"
5,"249"
6,"44"
7,"10"
8,"6"
9,"3"
10,"1"
11,"3"
12,"2"
13,"3"
14,"0"
15,"0"
16,"1"
17,"2"
18,"1"
19,"0"
20,"3"
21,"1"
22,"0"
23,"1"
24,"1"
25,"1"
26,"0"
27,"1"
28,"0"
29,"0"
30,"0"
31,"20"
32,"165"
33,"571"
34,"971"
35,"1243"
36,"1418"
37,"1460"
38,"1433"
39,"1529"
40,"1492"
41,"1441"
42,"1639"
43,"1639"
44,"1649"
45,"1718"
46,"1671"
47,"1727"
48,"1632"
49,"1613"
50,"1515"
51,"1490"
52,"1535"
53,"1519"
54,"1594"
55,"1564"
56,"1538"
57,"1517"
58,"1544"
59,"1569"
60,"1585"
61,"1519"
62,"1482"
63,"1440"
64,"1414"
65,"1331"
66,"1304"
67,"1358"
68,"1342"
69,"1404"
70,"1388"
71,"1388"
72,"1505"
73,"1511"
74,"1589"
75,"1531"
76,"1495"
77,"1472"
78,"1393"
79,"1399"
80,"1349"
81,"1412"
82,"1570"
83,"1860"
84,"2290"
85,"2902"
86,"3277"
87,"3434"
88,"3140"
89,"2782"
90,"2297"
91,"2121"
92,"2069"
93,"2394"
94,"2903"
95,"3553"
96,"4107"
97,"4446"
98,"4370"
99,"3780"
100,"3093"
101,"2497"
102,"2064"
103,"1873"
104,"1799"
105,"1732"
106,"1769"
107,"1812"
108,"1842"
109,"1978"
110,"2209"
111,"2536"
112,"2957"
113,"3426"
114,"3735"
115,"3848"
116,"3918"
117,"3549"
118,"3219"
119,"3016"
120,"2710"
121,"2725"
122,"2802"
123,"2859"
124,"3119"
125,"3817"
126,"5121"
127,"7304"
128,"10557"
129,"14861"
130,"19206"
131,"23544"
132,"26912"
133,"28012"
134,"27715"
135,"25860"
136,"22635"
137,"19482"
138,"17336"
139,"16847"
140,"17859"
141,"18907"
142,"19219"
143,"19022"
144,"18754"
145,"19194"
