Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PM244"
Duration Time,300.468
Ambient Temperature,"111.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"39098257"
Raw Accumulated Counts,"71106057"
Valid Count Last Packet,"114921"
Raw Count Last Packet,"207707"
Live Time,163.348923
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0268
Number of Channels,2048
Vacuum,689
Channel#,Intensity
0,"5191"
1,"4043"
2,"3045"
3,"2094"
4,"798"
5,"207"
6,"63"
7,"30"
8,"17"
9,"15"
10,"8"
11,"10"
12,"6"
13,"4"
14,"3"
15,"2"
16,"6"
17,"7"
18,"2"
19,"5"
20,"4"
21,"2"
22,"3"
23,"3"
24,"5"
25,"0"
26,"4"
27,"2"
28,"3"
29,"13"
30,"46"
31,"279"
32,"1184"
33,"2307"
34,"3293"
35,"3650"
36,"3759"
37,"3930"
38,"3864"
39,"3774"
40,"3706"
41,"3592"
42,"3472"
43,"3540"
44,"3513"
45,"3489"
46,"3467"
47,"3495"
48,"3491"
49,"3438"
50,"3288"
51,"3447"
52,"3292"
53,"3286"
54,"3245"
55,"3270"
56,"3119"
57,"3002"
58,"3118"
59,"3110"
60,"3025"
61,"3081"
62,"3108"
63,"3074"
64,"2905"
65,"2983"
66,"2931"
67,"2923"
68,"2847"
69,"3033"
70,"2939"
71,"3080"
72,"3181"
73,"3190"
74,"3148"
75,"3170"
76,"3074"
77,"2960"
78,"3025"
79,"2889"
80,"2918"
81,"2940"
82,"2957"
83,"2898"
84,"2892"
85,"2969"
86,"2955"
87,"2928"
88,"2986"
89,"2841"
90,"2938"
91,"2839"
92,"2879"
93,"2858"
94,"2975"
95,"2876"
96,"2917"
97,"2891"
98,"2922"
99,"3011"
100,"3013"
101,"3080"
102,"3114"
103,"2947"
104,"3045"
105,"3054"
106,"3081"
107,"3031"
108,"3153"
109,"3182"
110,"3301"
111,"3474"
112,"3712"
113,"3998"
114,"4311"
115,"4389"
116,"4342"
117,"4233"
118,"4162"
119,"3971"
120,"3953"
121,"3898"
122,"3830"
123,"3977"
124,"3948"
125,"4249"
126,"4394"
127,"4708"
128,"5440"
129,"6433"
130,"8293"
131,"10541"
132,"13200"
133,"15435"
134,"16958"
135,"17020"
136,"16015"
137,"14869"
138,"13818"
139,"13975"
140,"14220"
141,"15105"
142,"15063"
143,"14739"
144,"14571"
145,"14518"
146,"14765"
147,"14714"
148,"14441"
149,"13257"
150,"11623"
151,"9767"
152,"8619"
153,"7899"
154,"7870"
155,"8216"
156,"8610"
157,"8434"
158,"8226"
159,"7427"
160,"6865"
161,"6131"
162,"5998"
163,"5931"
164,"6387"
165,"6546"
166,"6670"
167,"6618"
168,"6182"
169,"5795"
170,"5451"
171,"5084"
172,"4888"
173,"4867"
174,"4838"
175,"4838"
176,"4905"
177,"4968"
178,"4925"
179,"5002"
180,"4956"
181,"5245"
182,"5365"
183,"5514"
184,"5690"
185,"5623"
186,"5580"
187,"5316"
188,"5260"
189,"5209"
190,"5062"
191,"5120"
192,"4917"
193,"5165"
194,"5171"
195,"5283"
196,"5399"
197,"5590"
198,"5626"
199,"5782"
200,"5828"
201,"5733"
202,"5738"
203,"5826"
204,"5674"
205,"5717"
206,"5883"
207,"5980"
208,"5899"
209,"6050"
210,"6104"
211,"6201"
212,"6279"
213,"6213"
214,"6578"
215,"6802"
216,"7197"
217,"8118"
218,"9898"
219,"13258"
220,"18646"
221,"26163"
222,"35999"
223,"45861"
224,"52946"
225,"57025"
226,"54739"
227,"49003"
228,"41791"
229,"34634"
230,"28999"
231,"25570"
232,"23345"
233,"21549"
234,"19091"
235,"16509"
236,"14268"
237,"12589"
238,"11432"
239,"11208"
240,"11276"
241,"12021"
242,"13034"
243,"14349"
244,"15540"
245,"16681"
246,"17166"
247,"16616"
248,"15893"
249,"14264"
250,"12762"
251,"11134"
252,"10256"
253,"9573"
254,"9482"
255,"9224"
256,"9406"
257,"9292"
258,"9624"
259,"9795"
260,"10064"
261,"10205"
262,"10515"
263,"10792"
264,"11108"
265,"11144"
266,"11282"
267,"11372"
268,"11248"
269,"10986"
270,"10983"
271,"11107"
272,"11199"
273,"11231"
274,"11099"
275,"11252"
276,"11521"
277,"11420"
278,"11567"
279,"11506"
280,"11342"
281,"11677"
282,"11419"
283,"11530"
284,"11865"
285,"11945"
286,"12171"
287,"12559"
288,"12744"
289,"13100"
290,"13771"
291,"14278"
292,"14593"
293,"15199"
294,"15630"
295,"16172"
296,"16617"
297,"17152"
298,"17749"
299,"18255"
300,"19203"
301,"20077"
302,"21060"
303,"22471"
304,"24318"
305,"26422"
306,"28692"
307,"33239"
308,"40754"
309,"55112"
310,"86226"
311,"149613"
312,"269146"
313,"479062"
314,"812417"
315,"1285005"
316,"1870726"
317,"2498675"
318,"3049617"
319,"3392239"
320,"3444666"
321,"3188111"
322,"2687829"
323,"2072169"
324,"1463775"
325,"947424"
326,"566787"
327,"317388"
328,"170855"
329,"91346"
330,"51870"
331,"33182"
332,"24352"
333,"20294"
334,"18433"
335,"17508"
336,"17576"
337,"17709"
338,"18453"
339,"19057"
340,"20783"
341,"23822"
342,"28429"
343,"36538"
344,"50310"
345,"74200"
346,"112836"
347,"168158"
348,"240441"
349,"324750"
350,"408758"
351,"477541"
352,"515462"
353,"512280"
354,"468591"
355,"393787"
356,"304612"
357,"219049"
358,"145431"
359,"91674"
360,"54368"
361,"31969"
362,"19558"
363,"13338"
364,"10151"
365,"8915"
366,"8404"
367,"8214"
368,"8206"
369,"8380"
370,"8718"
371,"8840"
372,"9246"
373,"9069"
374,"8589"
375,"8078"
376,"7233"
377,"6319"
378,"5594"
379,"4885"
380,"4486"
381,"4064"
382,"3784"
383,"3669"
384,"3604"
385,"3470"
386,"3426"
387,"3498"
388,"3532"
389,"3459"
390,"3494"
391,"3465"
392,"3570"
393,"3492"
394,"3444"
395,"3479"
396,"3584"
397,"3618"
398,"3801"
399,"3763"
400,"3890"
401,"3836"
402,"3827"
403,"3910"
404,"3817"
405,"3795"
406,"3641"
407,"3703"
408,"3611"
409,"3582"
410,"3534"
411,"3643"
412,"3639"
413,"3629"
414,"3678"
415,"3306"
416,"3291"
417,"3183"
418,"2995"
419,"2955"
420,"2839"
421,"2701"
422,"2706"
423,"2634"
424,"2734"
425,"2702"
426,"2724"
427,"2738"
428,"2820"
429,"2827"
430,"2844"
431,"2976"
432,"2871"
433,"2933"
434,"2949"
435,"2769"
436,"2707"
437,"2594"
438,"2624"
439,"2668"
440,"2592"
441,"2597"
442,"2547"
443,"2590"
444,"2577"
445,"2527"
446,"2568"
447,"2568"
448,"2534"
449,"2540"
450,"2610"
451,"2738"
452,"2772"
453,"2814"
454,"2881"
455,"2907"
456,"2888"
457,"2971"
458,"2929"
459,"2969"
460,"2878"
461,"2816"
462,"2835"
463,"2851"
464,"2806"
465,"2811"
466,"2793"
467,"2886"
468,"2748"
469,"2753"
470,"2764"
471,"2727"
472,"2620"
473,"2707"
474,"2673"
475,"2682"
476,"2606"
477,"2656"
478,"2624"
479,"2569"
480,"2565"
481,"2633"
482,"2525"
483,"2500"
484,"2568"
485,"2570"
486,"2597"
487,"2553"
488,"2560"
489,"2476"
490,"2506"
491,"2569"
492,"2538"
493,"2580"
494,"2425"
495,"2424"
496,"2488"
497,"2519"
498,"2516"
499,"2529"
500,"2530"
501,"2495"
502,"2453"
503,"2518"
504,"2542"
505,"2478"
506,"2473"
507,"2465"
508,"2471"
509,"2400"
510,"2361"
511,"2433"
512,"2413"
513,"2389"
514,"2339"
515,"2386"
516,"2408"
517,"2336"
518,"2360"
519,"2522"
520,"2393"
521,"2415"
522,"2410"
523,"2384"
524,"2368"
525,"2401"
526,"2380"
527,"2306"
528,"2356"
529,"2418"
530,"2448"
531,"2498"
532,"2372"
533,"2358"
534,"2410"
535,"2480"
536,"2428"
537,"2654"
538,"2550"
539,"2747"
540,"2891"
541,"3105"
542,"3240"
543,"3428"
544,"3705"
545,"3858"
546,"3892"
547,"3918"
548,"3952"
549,"4143"
550,"4296"
551,"4720"
552,"5464"
553,"6434"
554,"8137"
555,"9934"
556,"12105"
557,"14340"
558,"16081"
559,"17718"
560,"18203"
561,"17864"
562,"16610"
563,"14962"
564,"12387"
565,"10428"
566,"8335"
567,"6677"
568,"5210"
569,"4083"
570,"3565"
571,"3055"
572,"2788"
573,"2674"
574,"2585"
575,"2490"
576,"2528"
577,"2559"
578,"2586"
579,"2487"
580,"2493"
581,"2541"
582,"2498"
583,"2568"
584,"2527"
585,"2390"
586,"2394"
587,"2335"
588,"2400"
589,"2382"
590,"2400"
591,"2355"
592,"2404"
593,"2355"
594,"2381"
595,"2342"
596,"2288"
597,"2403"
598,"2358"
599,"2378"
600,"2285"
601,"2351"
602,"2387"
603,"2338"
604,"2434"
605,"2369"
606,"2305"
607,"2318"
608,"2332"
609,"2237"
610,"2405"
611,"2399"
612,"2455"
613,"2454"
614,"2517"
615,"2690"
616,"2824"
617,"2967"
618,"3274"
619,"3515"
620,"3864"
621,"4312"
622,"4770"
623,"5058"
624,"5109"
625,"5289"
626,"5244"
627,"5212"
628,"5321"
629,"5541"
630,"6229"
631,"7706"
632,"9689"
633,"12954"
634,"17427"
635,"22464"
636,"28576"
637,"34929"
638,"40462"
639,"44574"
640,"46460"
641,"46538"
642,"43664"
643,"38947"
644,"33378"
645,"26686"
646,"20983"
647,"15355"
648,"11306"
649,"8109"
650,"5781"
651,"4324"
652,"3333"
653,"2819"
654,"2574"
655,"2338"
656,"2387"
657,"2323"
658,"2353"
659,"2414"
660,"2465"
661,"2650"
662,"2878"
663,"3324"
664,"3965"
665,"4535"
666,"5778"
667,"7110"
668,"8597"
669,"10427"
670,"12137"
671,"13412"
672,"14556"
673,"14871"
674,"14704"
675,"13843"
676,"12558"
677,"10828"
678,"8976"
679,"7134"
680,"5661"
681,"4406"
682,"3494"
683,"2905"
684,"2477"
685,"2150"
686,"1972"
