Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PM-317"
Duration Time,300.697
Ambient Temperature,"114.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"25566230"
Raw Accumulated Counts,"33545981"
Valid Count Last Packet,"77495"
Raw Count Last Packet,"101467"
Live Time,228.192062
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.017
Number of Channels,2048
Vacuum,685
Channel#,Intensity
0,"7588"
1,"6097"
2,"4017"
3,"2552"
4,"1262"
5,"260"
6,"52"
7,"30"
8,"15"
9,"10"
10,"4"
11,"2"
12,"0"
13,"1"
14,"2"
15,"1"
16,"1"
17,"3"
18,"1"
19,"4"
20,"1"
21,"1"
22,"4"
23,"1"
24,"0"
25,"1"
26,"0"
27,"1"
28,"1"
29,"2"
30,"5"
31,"60"
32,"469"
33,"1341"
34,"2031"
35,"2529"
36,"2721"
37,"2852"
38,"2635"
39,"2723"
40,"2672"
41,"2677"
42,"2625"
43,"2546"
44,"2605"
45,"2637"
46,"2677"
47,"2768"
48,"2725"
49,"2635"
50,"2600"
51,"2518"
52,"2479"
53,"2504"
54,"2489"
55,"2564"
56,"2472"
57,"2436"
58,"2430"
59,"2457"
60,"2428"
61,"2440"
62,"2390"
63,"2294"
64,"2266"
65,"2308"
66,"2254"
67,"2278"
68,"2259"
69,"2227"
70,"2239"
71,"2258"
72,"2368"
73,"2466"
74,"2426"
75,"2426"
76,"2393"
77,"2260"
78,"2127"
79,"2308"
80,"2148"
81,"2200"
82,"2196"
83,"2235"
84,"2293"
85,"2380"
86,"2468"
87,"2504"
88,"2494"
89,"2319"
90,"2333"
91,"2311"
92,"2260"
93,"2235"
94,"2227"
95,"2212"
96,"2321"
97,"2341"
98,"2534"
99,"2683"
100,"2569"
101,"2678"
102,"2622"
103,"2547"
104,"2411"
105,"2400"
106,"2434"
107,"2482"
108,"2535"
109,"2503"
110,"2569"
111,"2960"
112,"2927"
113,"3137"
114,"3487"
115,"3490"
116,"3727"
117,"3442"
118,"3425"
119,"3380"
120,"3232"
121,"3130"
122,"3188"
123,"3185"
124,"3403"
125,"3445"
126,"3728"
127,"4025"
128,"4780"
129,"6122"
130,"8345"
131,"11175"
132,"15135"
133,"19027"
134,"21681"
135,"22868"
136,"22423"
137,"21033"
138,"19268"
139,"18616"
140,"18790"
141,"19309"
142,"19135"
143,"18667"
144,"17587"
145,"17666"
146,"17638"
147,"18129"
148,"17662"
149,"15750"
150,"13046"
151,"10101"
152,"7726"
153,"6010"
154,"5045"
155,"4633"
156,"4756"
157,"4948"
158,"5229"
159,"5105"
160,"5036"
161,"4713"
162,"4554"
163,"4207"
164,"4231"
165,"4186"
166,"4152"
167,"4067"
168,"3980"
169,"3879"
170,"3767"
171,"3661"
172,"3677"
173,"3723"
174,"3567"
175,"3553"
176,"3735"
177,"3873"
178,"4039"
179,"4372"
180,"4914"
181,"5735"
182,"6638"
183,"7253"
184,"7802"
185,"7696"
186,"7391"
187,"6527"
188,"5617"
189,"5181"
190,"4764"
191,"4679"
192,"4567"
193,"4563"
194,"4624"
195,"4798"
196,"4925"
197,"5064"
198,"5106"
199,"5397"
200,"5515"
201,"5527"
202,"5640"
203,"5601"
204,"5551"
205,"5585"
206,"5796"
207,"5820"
208,"6178"
209,"6353"
210,"6591"
211,"7048"
212,"7428"
213,"7663"
214,"8448"
215,"9769"
216,"12027"
217,"17668"
218,"29415"
219,"52675"
220,"94583"
221,"158856"
222,"244311"
223,"337393"
224,"417799"
225,"458541"
226,"447429"
227,"389923"
228,"301870"
229,"208324"
230,"129373"
231,"73917"
232,"39529"
233,"21910"
234,"13279"
235,"9908"
236,"8806"
237,"8739"
238,"9620"
239,"11911"
240,"15852"
241,"22184"
242,"31878"
243,"44080"
244,"57925"
245,"69702"
246,"76211"
247,"75835"
248,"67648"
249,"54807"
250,"40511"
251,"27950"
252,"18222"
253,"11786"
254,"8282"
255,"6554"
256,"5915"
257,"5771"
258,"5823"
259,"5682"
260,"5556"
261,"5373"
262,"5147"
263,"4994"
264,"4886"
265,"4953"
266,"5001"
267,"5012"
268,"5275"
269,"5438"
270,"5708"
271,"5572"
272,"5596"
273,"5579"
274,"5255"
275,"5507"
276,"5398"
277,"5246"
278,"5386"
279,"5695"
280,"5754"
281,"6009"
282,"6470"
283,"6812"
284,"7365"
285,"7850"
286,"8036"
287,"7954"
288,"7717"
289,"7297"
290,"6993"
291,"6570"
292,"6511"
293,"6549"
294,"6326"
295,"6483"
296,"6488"
297,"6146"
298,"6398"
299,"6280"
300,"6228"
301,"6255"
302,"6188"
303,"6166"
304,"6162"
305,"6247"
306,"6383"
307,"6409"
308,"6420"
309,"6846"
310,"7023"
311,"7240"
312,"7568"
313,"7864"
314,"8676"
315,"9390"
316,"10327"
317,"11466"
318,"12321"
319,"13049"
320,"13248"
321,"13092"
322,"12521"
323,"11633"
324,"10641"
325,"9808"
326,"9364"
327,"9226"
328,"8798"
329,"9019"
330,"9010"
331,"9126"
332,"9580"
333,"9891"
334,"10580"
335,"12208"
336,"14846"
337,"21111"
338,"33033"
339,"53982"
340,"88910"
341,"138993"
342,"206480"
343,"280402"
344,"354425"
345,"410244"
346,"433196"
347,"419403"
348,"371573"
349,"302301"
350,"226353"
351,"157385"
352,"101682"
353,"62695"
354,"38414"
355,"24856"
356,"18072"
357,"15235"
358,"14516"
359,"14737"
360,"15643"
361,"17829"
362,"21021"
363,"27922"
364,"41066"
365,"66192"
366,"110579"
367,"182883"
368,"291334"
369,"435038"
370,"602944"
371,"772969"
372,"915173"
373,"994686"
374,"996303"
375,"919084"
376,"783171"
377,"620607"
378,"459534"
379,"324496"
380,"225324"
381,"159097"
382,"118580"
383,"91712"
384,"73312"
385,"57514"
386,"44002"
387,"31777"
388,"22943"
389,"16241"
390,"11697"
391,"9299"
392,"7744"
393,"7192"
394,"7027"
395,"7006"
396,"7025"
397,"7313"
398,"7772"
399,"8268"
400,"8827"
401,"9472"
402,"10476"
403,"12072"
404,"15101"
405,"19520"
406,"27144"
407,"38526"
408,"53601"
409,"72297"
410,"92322"
411,"110732"
412,"123854"
413,"127963"
414,"123437"
415,"111226"
416,"93325"
417,"72710"
418,"53650"
419,"37403"
420,"27830"
421,"22962"
422,"24458"
423,"33055"
424,"51295"
425,"80949"
426,"121879"
427,"173399"
428,"232974"
429,"291522"
430,"336749"
431,"359988"
432,"359277"
433,"331190"
434,"285828"
435,"226865"
436,"167640"
437,"115191"
438,"74967"
439,"45421"
440,"26809"
441,"15541"
442,"9496"
443,"6683"
444,"4988"
445,"4400"
446,"4126"
447,"3850"
448,"3862"
449,"4067"
450,"3953"
451,"3962"
452,"4050"
453,"3931"
454,"3895"
455,"3782"
456,"3768"
457,"3608"
458,"3695"
459,"3667"
460,"3556"
461,"3683"
462,"3755"
463,"3850"
464,"4080"
465,"4157"
466,"4401"
467,"4837"
468,"5613"
469,"6886"
470,"9123"
471,"12406"
472,"17230"
473,"23759"
474,"32003"
475,"41050"
476,"49434"
477,"55959"
478,"58975"
479,"58676"
480,"54495"
481,"47544"
482,"38897"
483,"29915"
484,"21840"
485,"15286"
486,"10491"
487,"7032"
488,"5137"
489,"3805"
490,"3009"
491,"2771"
492,"2628"
493,"2556"
494,"2455"
495,"2394"
496,"2385"
497,"2461"
498,"2444"
499,"2343"
500,"2436"
501,"2406"
502,"2366"
503,"2427"
504,"2437"
505,"2444"
506,"2556"
507,"2450"
508,"2488"
509,"2437"
510,"2593"
511,"2478"
512,"2457"
513,"2499"
514,"2462"
515,"2459"
516,"2486"
517,"2553"
518,"2498"
519,"2479"
520,"2478"
521,"2398"
522,"2432"
523,"2439"
524,"2453"
525,"2459"
526,"2369"
527,"2387"
528,"2311"
529,"2483"
530,"2369"
531,"2350"
532,"2395"
533,"2338"
534,"2368"
535,"2342"
536,"2324"
537,"2301"
538,"2232"
539,"2303"
540,"2354"
541,"2256"
542,"2385"
543,"2300"
544,"2265"
545,"2290"
546,"2265"
547,"2311"
548,"2267"
549,"2203"
550,"2176"
551,"2217"
552,"2276"
553,"2158"
554,"2266"
555,"2214"
556,"2211"
557,"2160"
558,"2193"
559,"2201"
560,"2282"
561,"2188"
562,"2246"
563,"2306"
564,"2280"
565,"2366"
566,"2611"
567,"2623"
568,"2868"
569,"2937"
570,"3010"
571,"3037"
572,"3174"
573,"3103"
574,"3056"
575,"3010"
576,"2839"
577,"2549"
578,"2472"
579,"2414"
580,"2296"
581,"2156"
582,"2148"
583,"2108"
584,"2181"
585,"2172"
586,"2153"
587,"2147"
588,"2128"
589,"2212"
590,"2381"
591,"2493"
592,"2602"
593,"2891"
594,"3203"
595,"3393"
596,"3756"
597,"4066"
598,"4336"
599,"4491"
600,"4459"
601,"4270"
602,"4029"
603,"3659"
604,"3479"
605,"3184"
606,"2996"
607,"2568"
608,"2458"
609,"2306"
610,"2230"
611,"2177"
612,"2167"
613,"2229"
614,"2142"
615,"2150"
616,"2127"
617,"2310"
618,"2326"
619,"2357"
620,"2348"
621,"2268"
622,"2278"
623,"2270"
624,"2201"
625,"2136"
626,"2086"
627,"2003"
628,"2013"
629,"1968"
630,"1936"
631,"1993"
632,"1979"
633,"2014"
634,"2024"
635,"2075"
636,"2083"
637,"2075"
638,"2075"
639,"2096"
640,"2134"
641,"2043"
642,"1995"
643,"2004"
644,"1965"
645,"1962"
646,"2003"
647,"1851"
648,"1873"
649,"1981"
650,"1986"
651,"2069"
652,"2088"
653,"2167"
654,"2335"
655,"2469"
656,"2568"
657,"2673"
658,"2599"
659,"2523"
660,"2476"
661,"2336"
662,"2301"
663,"2099"
664,"2031"
665,"1904"
666,"1818"
667,"1779"
668,"1762"
669,"1800"
670,"1650"
671,"1675"
672,"1702"
673,"1660"
674,"1726"
675,"1753"
676,"1715"
677,"1744"
678,"1733"
679,"1716"
680,"1782"
681,"1738"
682,"1783"
683,"1757"
684,"1649"
685,"1689"
686,"1731"
687,"1787"
688,"1795"
689,"1966"
690,"1943"
691,"1989"
692,"1982"
693,"1996"
694,"1945"
695,"1996"
696,"1984"
697,"1887"
698,"1842"
699,"1818"
700,"1802"
701,"1764"
702,"1734"
703,"1712"
704,"1643"
705,"1709"
706,"1711"
707,"1681"
708,"1702"
709,"1715"
710,"1681"
711,"1799"
712,"1902"
713,"2069"
714,"2195"
715,"2532"
716,"2800"
717,"3020"
718,"3358"
719,"3493"
720,"3666"
721,"3710"
722,"3468"
723,"3347"
724,"3089"
725,"2815"
726,"2596"
727,"2259"
728,"2144"
729,"1951"
730,"1856"
731,"1808"
732,"1662"
733,"1495"
734,"1620"
735,"1602"
736,"1673"
737,"1674"
738,"1708"
739,"1825"
740,"1927"
741,"2164"
742,"2494"
743,"2873"
744,"3144"
745,"3485"
746,"3707"
747,"3960"
748,"3901"
749,"3925"
750,"3651"
751,"3501"
752,"3221"
753,"3034"
754,"2625"
755,"2527"
756,"2292"
757,"2120"
758,"2000"
759,"1946"
760,"1970"
761,"1802"
762,"1705"
763,"1661"
764,"1545"
765,"1502"
766,"1438"
767,"1436"
768,"1488"
769,"1451"
770,"1543"
771,"1441"
772,"1514"
773,"1702"
774,"1716"
775,"1850"
776,"1961"
777,"1984"
778,"2138"
779,"2150"
780,"2125"
781,"2200"
782,"2066"
783,"2175"
784,"2170"
785,"2152"
786,"2191"
787,"2062"
788,"2003"
789,"1895"
790,"1836"
791,"1763"
792,"1646"
793,"1622"
794,"1557"
795,"1512"
796,"1601"
797,"1566"
798,"1693"
799,"1853"
800,"2008"
801,"2178"
802,"2457"
803,"2601"
804,"2710"
805,"2858"
806,"3014"
807,"2854"
808,"2779"
809,"2537"
810,"2421"
811,"2099"
812,"1977"
813,"1764"
814,"1619"
815,"1474"
816,"1378"
817,"1327"
818,"1310"
819,"1280"
820,"1333"
821,"1351"
822,"1284"
823,"1315"
824,"1299"
825,"1354"
826,"1327"
827,"1380"
828,"1380"
829,"1374"
830,"1336"
831,"1283"
832,"1264"
833,"1257"
834,"1213"
835,"1191"
836,"1136"
837,"1149"
838,"1154"
839,"1163"
840,"1085"
841,"1221"
842,"1234"
843,"1206"
844,"1254"
845,"1348"
846,"1248"
847,"1382"
848,"1421"
849,"1358"
850,"1361"
851,"1380"
852,"1401"
853,"1299"
854,"1337"
855,"1357"
856,"1310"
857,"1283"
858,"1327"
859,"1316"
860,"1287"
861,"1247"
862,"1337"
863,"1346"
864,"1291"
865,"1334"
866,"1284"
867,"1247"
868,"1165"
869,"1146"
870,"1059"
871,"1005"
872,"1048"
873,"971"
874,"989"
875,"934"
876,"953"
877,"952"
878,"973"
879,"901"
880,"931"
881,"944"
882,"957"
883,"930"
884,"1026"
885,"962"
886,"961"
887,"973"
888,"1026"
889,"1012"
890,"1011"
891,"1005"
892,"1018"
893,"1030"
894,"997"
895,"1016"
896,"963"
897,"1066"
898,"987"
899,"1010"
900,"958"
901,"993"
902,"1021"
903,"1029"
904,"1041"
905,"1095"
906,"1037"
907,"1080"
908,"1090"
909,"1127"
910,"1117"
911,"1115"
912,"1149"
913,"1172"
914,"1115"
915,"1110"
916,"1123"
917,"1160"
918,"1158"
919,"1110"
920,"1179"
921,"1159"
922,"1209"
923,"1229"
924,"1224"
925,"1323"
926,"1398"
927,"1357"
928,"1470"
929,"1494"
930,"1552"
931,"1644"
932,"1748"
933,"1820"
934,"1866"
935,"1998"
936,"2079"
937,"2113"
938,"2200"
939,"2276"
940,"2384"
941,"2414"
942,"2720"
943,"2652"
944,"2890"
945,"2777"
946,"2920"
947,"3044"
948,"2976"
949,"2993"
950,"3124"
951,"3092"
952,"3161"
953,"3041"
954,"3033"
955,"2935"
956,"2904"
957,"2835"
958,"2767"
959,"2643"
960,"2590"
961,"2517"
962,"2415"
963,"2280"
964,"2169"
965,"2097"
966,"1991"
967,"1886"
968,"1779"
969,"1736"
970,"1567"
971,"1531"
972,"1470"
973,"1413"
974,"1324"
975,"1366"
976,"1213"
977,"1148"
978,"1114"
979,"1034"
980,"1014"
981,"986"
982,"979"
983,"1001"
984,"917"
985,"842"
986,"872"
987,"827"
988,"845"
989,"816"
990,"830"
991,"859"
992,"842"
993,"859"
994,"920"
995,"988"
996,"1006"
997,"1078"
998,"1162"
999,"1367"
1000,"1432"
1001,"1622"
1002,"1818"
1003,"1984"
1004,"2067"
1005,"2208"
1006,"2307"
1007,"2431"
1008,"2558"
1009,"2500"
1010,"2475"
1011,"2426"
1012,"2279"
1013,"2172"
1014,"1872"
1015,"1802"
1016,"1511"
1017,"1229"
1018,"1141"
1019,"941"
1020,"901"
1021,"787"
1022,"737"
1023,"648"
1024,"670"
1025,"642"
1026,"642"
1027,"595"
1028,"648"
1029,"651"
1030,"593"
1031,"606"
1032,"571"
1033,"631"
1034,"595"
1035,"597"
1036,"625"
1037,"642"
1038,"676"
1039,"616"
1040,"664"
1041,"658"
1042,"721"
1043,"720"
1044,"742"
1045,"790"
1046,"897"
1047,"836"
1048,"896"
1049,"993"
1050,"998"
1051,"1055"
1052,"1094"
1053,"1197"
1054,"1199"
1055,"1216"
1056,"1256"
1057,"1296"
1058,"1285"
1059,"1263"
1060,"1239"
1061,"1157"
1062,"1150"
1063,"1077"
1064,"1044"
1065,"998"
1066,"982"
1067,"986"
1068,"873"
1069,"881"
1070,"830"
1071,"826"
1072,"811"
1073,"786"
1074,"746"
1075,"770"
1076,"744"
1077,"702"
1078,"740"
1079,"675"
1080,"648"
1081,"638"
1082,"645"
1083,"667"
1084,"619"
1085,"590"
1086,"635"
1087,"557"
1088,"586"
1089,"545"
1090,"530"
1091,"545"
1092,"536"
1093,"544"
1094,"562"
1095,"510"
1096,"503"
1097,"482"
1098,"506"
1099,"519"
1100,"487"
1101,"482"
1102,"453"
1103,"438"
1104,"451"
1105,"435"
1106,"461"
1107,"456"
1108,"450"
1109,"459"
1110,"467"
1111,"436"
1112,"432"
1113,"395"
1114,"389"
1115,"436"
1116,"428"
1117,"411"
1118,"408"
1119,"397"
1120,"367"
1121,"409"
1122,"412"
1123,"344"
1124,"437"
1125,"427"
1126,"481"
1127,"441"
1128,"469"
1129,"522"
1130,"512"
1131,"559"
1132,"589"
1133,"618"
1134,"585"
1135,"664"
1136,"647"
1137,"643"
1138,"589"
1139,"578"
1140,"552"
1141,"531"
1142,"494"
1143,"449"
1144,"439"
1145,"436"
1146,"405"
1147,"370"
1148,"400"
1149,"392"
1150,"392"
1151,"355"
1152,"357"
1153,"376"
1154,"428"
1155,"399"
1156,"371"
1157,"383"
1158,"385"
1159,"384"
1160,"361"
1161,"393"
1162,"373"
1163,"368"
1164,"372"
1165,"347"
1166,"347"
1167,"355"
1168,"330"
1169,"349"
1170,"311"
1171,"309"
1172,"332"
1173,"327"
1174,"319"
1175,"333"
1176,"336"
1177,"328"
1178,"331"
1179,"351"
1180,"327"
1181,"322"
1182,"355"
1183,"334"
1184,"344"
1185,"363"
1186,"368"
1187,"352"
1188,"387"
1189,"382"
1190,"379"
1191,"350"
1192,"348"
1193,"409"
1194,"389"
1195,"330"
1196,"340"
1197,"377"
1198,"294"
1199,"336"
1200,"304"
1201,"303"
1202,"317"
1203,"289"
1204,"301"
1205,"315"
1206,"294"
1207,"310"
1208,"305"
1209,"288"
1210,"286"
1211,"301"
1212,"286"
1213,"279"
1214,"269"
1215,"287"
1216,"275"
1217,"279"
1218,"295"
1219,"270"
1220,"286"
1221,"262"
1222,"275"
1223,"258"
1224,"285"
1225,"266"
1226,"287"
1227,"271"
1228,"254"
1229,"257"
1230,"280"
1231,"285"
1232,"245"
1233,"263"
1234,"259"
1235,"254"
1236,"287"
1237,"274"
1238,"257"
1239,"229"
1240,"276"
1241,"235"
1242,"233"
1243,"244"
1244,"265"
1245,"276"
1246,"254"
1247,"253"
1248,"256"
1249,"234"
1250,"266"
1251,"257"
1252,"250"
1253,"251"
1254,"250"
1255,"266"
1256,"254"
1257,"261"
1258,"262"
1259,"279"
1260,"230"
1261,"239"
1262,"236"
1263,"250"
1264,"235"
1265,"249"
1266,"211"
1267,"242"
1268,"236"
1269,"242"
1270,"240"
1271,"232"
1272,"243"
1273,"252"
1274,"227"
1275,"224"
1276,"230"
1277,"222"
1278,"207"
1279,"263"
1280,"250"
1281,"210"
1282,"208"
1283,"238"
1284,"223"
1285,"207"
1286,"229"
1287,"233"
1288,"202"
1289,"197"
1290,"242"
1291,"227"
1292,"204"
1293,"216"
1294,"234"
1295,"222"
1296,"224"
1297,"195"
1298,"222"
1299,"187"
1300,"221"
1301,"220"
1302,"207"
1303,"220"
1304,"219"
1305,"207"
1306,"242"
1307,"200"
1308,"225"
1309,"230"
1310,"218"
1311,"230"
1312,"221"
1313,"225"
1314,"210"
1315,"217"
1316,"217"
1317,"226"
1318,"219"
1319,"201"
1320,"219"
1321,"235"
1322,"233"
1323,"202"
1324,"221"
1325,"199"
1326,"213"
1327,"188"
1328,"241"
1329,"218"
1330,"185"
1331,"184"
1332,"184"
1333,"198"
1334,"202"
1335,"186"
1336,"207"
1337,"201"
1338,"213"
1339,"197"
1340,"188"
1341,"199"
1342,"173"
1343,"174"
1344,"185"
1345,"168"
1346,"197"
1347,"178"
1348,"166"
1349,"172"
1350,"172"
1351,"185"
1352,"158"
1353,"187"
1354,"180"
1355,"176"
1356,"185"
1357,"180"
1358,"177"
1359,"173"
1360,"161"
1361,"184"
1362,"143"
1363,"165"
1364,"163"
1365,"179"
1366,"167"
1367,"170"
1368,"140"
1369,"148"
1370,"179"
1371,"152"
1372,"170"
