Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PK48200"
Duration Time,300.225
Ambient Temperature,"113.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"39382880"
Raw Accumulated Counts,"72607582"
Valid Count Last Packet,"116812"
Raw Count Last Packet,"211601"
Live Time,160.975021
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0437
Number of Channels,2048
Vacuum,992
Channel#,Intensity
0,"5003"
1,"4056"
2,"3055"
3,"2027"
4,"808"
5,"179"
6,"59"
7,"35"
8,"18"
9,"11"
10,"12"
11,"10"
12,"6"
13,"6"
14,"6"
15,"6"
16,"2"
17,"3"
18,"4"
19,"5"
20,"7"
21,"4"
22,"3"
23,"4"
24,"3"
25,"5"
26,"2"
27,"3"
28,"3"
29,"13"
30,"63"
31,"386"
32,"1243"
33,"2509"
34,"3335"
35,"3789"
36,"3847"
37,"3914"
38,"3898"
39,"3789"
40,"3648"
41,"3616"
42,"3585"
43,"3637"
44,"3571"
45,"3613"
46,"3690"
47,"3669"
48,"3545"
49,"3393"
50,"3282"
51,"3271"
52,"3381"
53,"3288"
54,"3274"
55,"3280"
56,"3238"
57,"3236"
58,"3229"
59,"3204"
60,"3184"
61,"3132"
62,"3165"
63,"3068"
64,"2950"
65,"2983"
66,"2892"
67,"2899"
68,"2776"
69,"2931"
70,"2969"
71,"3059"
72,"3135"
73,"3170"
74,"3224"
75,"3212"
76,"3133"
77,"2974"
78,"2959"
79,"2912"
80,"3004"
81,"2816"
82,"2875"
83,"2884"
84,"3147"
85,"3027"
86,"3174"
87,"3213"
88,"3111"
89,"3036"
90,"2911"
91,"2959"
92,"2878"
93,"2922"
94,"2889"
95,"2903"
96,"3041"
97,"2918"
98,"3040"
99,"3008"
100,"3124"
101,"3066"
102,"3053"
103,"3059"
104,"3135"
105,"3136"
106,"3098"
107,"3213"
108,"3208"
109,"3127"
110,"3197"
111,"3366"
112,"3670"
113,"3846"
114,"3972"
115,"3975"
116,"4045"
117,"4023"
118,"3924"
119,"3885"
120,"3785"
121,"3801"
122,"3857"
123,"3990"
124,"4060"
125,"4177"
126,"4391"
127,"4838"
128,"5355"
129,"6556"
130,"8277"
131,"10493"
132,"12937"
133,"15383"
134,"16536"
135,"16150"
136,"15476"
137,"13895"
138,"13266"
139,"13189"
140,"13934"
141,"14552"
142,"14782"
143,"14339"
144,"14518"
145,"14392"
146,"14697"
147,"14738"
148,"13948"
149,"12749"
150,"11036"
151,"9011"
152,"7375"
153,"6180"
154,"5604"
155,"5189"
156,"5165"
157,"5283"
158,"5144"
159,"5219"
160,"5122"
161,"4814"
162,"4656"
163,"4530"
164,"4614"
165,"4601"
166,"4701"
167,"4619"
168,"4585"
169,"4501"
170,"4518"
171,"4315"
172,"4277"
173,"4302"
174,"4271"
175,"4345"
176,"4395"
177,"4468"
178,"4641"
179,"4992"
180,"5520"
181,"6182"
182,"7007"
183,"7215"
184,"7664"
185,"7567"
186,"6960"
187,"6480"
188,"5942"
189,"5598"
190,"5277"
191,"5078"
192,"4967"
193,"5180"
194,"5228"
195,"5219"
196,"5241"
197,"5685"
198,"5798"
199,"5830"
200,"5905"
201,"6090"
202,"5900"
203,"5917"
204,"5881"
205,"5914"
206,"5862"
207,"5855"
208,"5782"
209,"5964"
210,"6020"
211,"5862"
212,"6083"
213,"6058"
214,"6199"
215,"6206"
216,"6340"
217,"6463"
218,"6870"
219,"7312"
220,"7799"
221,"8499"
222,"9136"
223,"9670"
224,"10199"
225,"10777"
226,"11138"
227,"12359"
228,"13804"
229,"15627"
230,"17781"
231,"19842"
232,"20399"
233,"19832"
234,"18312"
235,"15951"
236,"13576"
237,"11947"
238,"10643"
239,"10041"
240,"9686"
241,"9547"
242,"9603"
243,"9769"
244,"9529"
245,"9622"
246,"9480"
247,"9496"
248,"9286"
249,"9322"
250,"9314"
251,"9098"
252,"9258"
253,"9125"
254,"9223"
255,"9385"
256,"9474"
257,"9840"
258,"9794"
259,"10094"
260,"10389"
261,"10721"
262,"11203"
263,"11751"
264,"12577"
265,"13501"
266,"14660"
267,"16253"
268,"17456"
269,"18417"
270,"18877"
271,"18720"
272,"17753"
273,"16448"
274,"15041"
275,"14086"
276,"13129"
277,"12658"
278,"12275"
279,"12044"
280,"11896"
281,"11981"
282,"11987"
283,"12170"
284,"12377"
285,"12604"
286,"12949"
287,"13137"
288,"13706"
289,"14418"
290,"15294"
291,"16694"
292,"18006"
293,"18875"
294,"19768"
295,"20427"
296,"20781"
297,"20823"
298,"20930"
299,"20638"
300,"21514"
301,"21770"
302,"22915"
303,"24538"
304,"25773"
305,"28048"
306,"31181"
307,"35666"
308,"45326"
309,"63442"
310,"101901"
311,"179120"
312,"323458"
313,"568737"
314,"947911"
315,"1466381"
316,"2090167"
317,"2722980"
318,"3247124"
319,"3525923"
320,"3493668"
321,"3154642"
322,"2599561"
323,"1958750"
324,"1350256"
325,"854658"
326,"502621"
327,"278413"
328,"147777"
329,"80082"
330,"46709"
331,"30856"
332,"23888"
333,"20429"
334,"18844"
335,"18185"
336,"18071"
337,"18522"
338,"19309"
339,"20448"
340,"22613"
341,"25563"
342,"30933"
343,"40849"
