Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LP004"
Duration Time,300.241
Ambient Temperature,"98.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"16476171"
Raw Accumulated Counts,"19262719"
Valid Count Last Packet,"51018"
Raw Count Last Packet,"59345"
Live Time,256.342072
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0457
Number of Channels,2048
Vacuum,1023
Channel#,Intensity
0,"8681"
1,"6926"
2,"4416"
3,"2893"
4,"1311"
5,"282"
6,"49"
7,"22"
8,"12"
9,"2"
10,"4"
11,"0"
12,"1"
13,"1"
14,"2"
15,"2"
16,"3"
17,"2"
18,"6"
19,"1"
20,"1"
21,"4"
22,"2"
23,"1"
24,"2"
25,"3"
26,"0"
27,"0"
28,"0"
29,"2"
30,"4"
31,"59"
32,"430"
33,"1422"
34,"2223"
35,"2594"
36,"2757"
37,"2744"
38,"2766"
39,"2621"
40,"2680"
41,"2601"
42,"2636"
43,"2711"
44,"2688"
45,"2707"
46,"2678"
47,"2712"
48,"2647"
49,"2678"
50,"2458"
51,"2542"
52,"2574"
53,"2554"
54,"2515"
55,"2468"
56,"2556"
57,"2379"
58,"2508"
59,"2475"
60,"2459"
61,"2338"
62,"2393"
63,"2332"
64,"2276"
65,"2115"
66,"2178"
67,"2202"
68,"2208"
69,"2124"
70,"2135"
71,"2201"
72,"2288"
73,"2387"
74,"2390"
75,"2338"
76,"2359"
77,"2317"
78,"2402"
79,"2376"
80,"2302"
81,"2345"
82,"2513"
83,"2947"
84,"3783"
85,"4511"
86,"5142"
87,"5238"
88,"4671"
89,"4005"
90,"3202"
91,"2683"
92,"2395"
93,"2268"
94,"2135"
95,"2098"
96,"2150"
97,"2209"
98,"2244"
99,"2270"
100,"2138"
101,"2206"
102,"2156"
103,"2107"
104,"2042"
105,"2000"
106,"2055"
107,"2169"
108,"2119"
109,"2178"
110,"2279"
111,"2511"
112,"2646"
113,"2987"
114,"3247"
115,"3410"
116,"3392"
117,"3237"
118,"3160"
119,"2894"
120,"2790"
121,"2728"
122,"2743"
123,"2820"
124,"2878"
125,"3042"
126,"3315"
127,"3837"
128,"4618"
129,"6203"
130,"8626"
131,"11730"
132,"15306"
133,"18848"
134,"20741"
135,"20781"
136,"19308"
137,"16872"
138,"15124"
139,"15215"
140,"15596"
141,"16714"
142,"16992"
143,"16870"
144,"17068"
145,"17510"
146,"18448"
147,"18473"
148,"17722"
149,"15712"
150,"12991"
151,"9902"
152,"7471"
153,"5716"
154,"4789"
155,"4385"
156,"4550"
157,"4826"
158,"5162"
159,"6033"
160,"7581"
161,"10131"
162,"13777"
163,"18735"
164,"22653"
165,"25051"
166,"24750"
167,"21410"
168,"16580"
169,"11518"
170,"8051"
171,"5462"
172,"4059"
173,"3517"
174,"3796"
175,"4226"
176,"4761"
177,"5718"
178,"6674"
179,"7659"
180,"8570"
181,"9226"
182,"10105"
183,"10486"
184,"10580"
185,"10020"
186,"8931"
187,"7305"
188,"5767"
189,"4663"
190,"3971"
191,"3634"
192,"3423"
193,"3528"
194,"3564"
195,"3637"
196,"3888"
197,"4158"
198,"4344"
199,"4535"
200,"4739"
201,"4728"
202,"4407"
203,"4400"
204,"4385"
205,"4130"
206,"4116"
207,"4008"
208,"4059"
209,"4010"
210,"4087"
211,"4076"
212,"4139"
213,"4320"
214,"4432"
215,"4503"
216,"4794"
217,"5288"
218,"6204"
219,"8163"
220,"11341"
221,"15654"
222,"21125"
223,"26450"
224,"31359"
225,"32387"
226,"31015"
227,"27414"
228,"22122"
229,"17181"
230,"13412"
231,"11272"
232,"9689"
233,"8755"
234,"7896"
235,"7228"
236,"6751"
237,"6362"
238,"6185"
239,"6249"
240,"6744"
241,"7083"
242,"8016"
243,"9016"
244,"10015"
245,"10669"
246,"11305"
247,"11198"
248,"10426"
249,"9471"
250,"8481"
251,"7565"
252,"6915"
253,"6611"
254,"6384"
255,"6310"
256,"6326"
257,"6366"
258,"6539"
259,"6502"
260,"6773"
261,"6876"
262,"6988"
263,"7305"
264,"7439"
265,"7642"
266,"8124"
267,"8082"
268,"8419"
269,"8617"
270,"8692"
271,"8776"
272,"8547"
273,"8417"
274,"8275"
275,"8024"
276,"7922"
277,"7888"
278,"7970"
279,"7998"
280,"7759"
281,"7819"
282,"7948"
283,"7960"
284,"8026"
285,"8178"
286,"8177"
287,"8411"
288,"8596"
289,"8825"
290,"9085"
291,"9588"
292,"9922"
293,"10251"
294,"10398"
295,"10589"
296,"10400"
297,"10602"
298,"10328"
299,"10301"
300,"10371"
301,"10672"
302,"10831"
303,"11120"
304,"11671"
305,"12204"
306,"12965"
307,"14293"
308,"16289"
309,"20199"
310,"29171"
311,"46824"
312,"81817"
313,"141110"
314,"234757"
315,"364886"
316,"525348"
317,"687023"
318,"824024"
319,"895288"
320,"886280"
321,"799045"
322,"652790"
323,"488459"
324,"331088"
325,"206888"
326,"120025"
327,"66110"
328,"36087"
329,"21107"
330,"14063"
331,"11026"
332,"10127"
333,"9484"
334,"9387"
335,"9392"
336,"9553"
337,"9800"
338,"10101"
339,"10348"
340,"11076"
341,"12106"
342,"13392"
343,"16088"
344,"20341"
345,"27654"
346,"39400"
347,"55485"
348,"76182"
349,"100688"
350,"122514"
351,"139773"
352,"147124"
353,"142309"
354,"126767"
355,"104764"
356,"80379"
357,"57841"
358,"40079"
359,"27597"
360,"20025"
361,"15680"
362,"13860"
363,"13220"
364,"13206"
365,"13470"
366,"13730"
367,"14628"
368,"15255"
369,"16463"
370,"17571"
371,"18904"
372,"19367"
373,"19530"
374,"18375"
375,"16521"
376,"14321"
377,"11892"
378,"10105"
379,"8674"
380,"7585"
381,"6945"
382,"6454"
383,"6273"
384,"6192"
385,"6040"
386,"6075"
387,"6116"
388,"6208"
389,"6183"
390,"6229"
391,"6407"
392,"6306"
393,"6503"
394,"6675"
395,"6801"
396,"6983"
397,"7166"
398,"7345"
399,"7674"
400,"7951"
401,"8015"
402,"8170"
403,"8065"
404,"7858"
405,"7820"
406,"7536"
407,"7536"
408,"7465"
409,"7580"
410,"7865"
411,"7959"
412,"8016"
413,"8017"
414,"7789"
415,"7487"
416,"7093"
417,"6782"
418,"6542"
419,"6421"
420,"6278"
421,"6190"
422,"6223"
423,"6132"
424,"6405"
425,"6463"
426,"6623"
427,"6763"
428,"7030"
429,"7154"
430,"7321"
431,"7220"
432,"7330"
433,"7202"
434,"6937"
435,"6852"
436,"6815"
437,"6481"
438,"6428"
439,"6208"
440,"6534"
441,"6304"
442,"6376"
443,"6456"
444,"6546"
445,"6494"
446,"6469"
447,"6475"
448,"6528"
449,"6542"
450,"6449"
451,"6429"
452,"6541"
453,"6587"
454,"6560"
455,"6608"
456,"6688"
457,"6648"
458,"6814"
459,"6687"
460,"6902"
461,"6873"
462,"6945"
463,"6870"
464,"6826"
465,"6736"
466,"6771"
467,"6598"
468,"6626"
469,"6736"
470,"6662"
471,"6666"
472,"6705"
473,"6607"
474,"6672"
475,"6732"
476,"6730"
477,"6602"
478,"6727"
479,"6506"
480,"6668"
481,"6712"
482,"6699"
483,"6771"
484,"6641"
485,"6776"
486,"6598"
487,"6635"
488,"6794"
489,"6642"
490,"6602"
491,"6596"
492,"6633"
493,"6415"
494,"6753"
495,"6494"
496,"6600"
497,"6706"
498,"6614"
499,"6655"
500,"6681"
501,"6522"
502,"6613"
503,"6541"
504,"6757"
505,"6547"
506,"6524"
507,"6572"
508,"6624"
509,"6525"
510,"6519"
511,"6503"
512,"6507"
513,"6718"
514,"6580"
515,"6586"
516,"6572"
517,"6482"
518,"6573"
519,"6729"
520,"6674"
521,"6771"
522,"6894"
523,"6984"
524,"7006"
525,"7116"
526,"7308"
527,"7118"
528,"6956"
529,"6922"
530,"6944"
531,"6879"
532,"6658"
533,"6522"
534,"6508"
535,"6435"
536,"6435"
537,"6311"
538,"6433"
539,"6536"
540,"6412"
541,"6386"
542,"6381"
543,"6196"
544,"6562"
545,"6543"
546,"6330"
547,"6240"
548,"6380"
549,"6452"
550,"6333"
551,"6173"
552,"6307"
553,"6265"
554,"6196"
555,"6231"
556,"6322"
557,"6413"
558,"6202"
559,"6215"
560,"6191"
561,"6130"
562,"6234"
563,"6136"
564,"6191"
565,"6188"
566,"6088"
567,"6264"
568,"6043"
569,"6187"
570,"6119"
571,"6028"
572,"6105"
573,"6136"
574,"6133"
575,"6134"
576,"6118"
577,"6130"
578,"6129"
579,"6171"
580,"6045"
581,"6315"
582,"6196"
583,"6131"
584,"6211"
585,"6141"
586,"6231"
587,"6208"
588,"6322"
589,"6269"
590,"6259"
591,"6317"
592,"6287"
593,"6325"
594,"6432"
595,"6389"
596,"6375"
597,"6292"
598,"6283"
599,"6130"
600,"6176"
601,"6037"
602,"6128"
603,"5849"
604,"5798"
605,"6014"
606,"6054"
607,"6089"
608,"5897"
609,"5958"
610,"5915"
611,"5908"
612,"5898"
613,"5925"
614,"5878"
615,"5898"
616,"5826"
617,"5863"
618,"5877"
619,"5965"
620,"5986"
621,"5818"
622,"5914"
623,"5877"
624,"5976"
625,"5907"
626,"6046"
627,"6144"
628,"6051"
629,"6081"
630,"6289"
631,"6291"
632,"6383"
633,"6467"
634,"6616"
635,"6908"
636,"7242"
637,"7373"
638,"7491"
639,"7623"
640,"7590"
641,"7326"
642,"7311"
643,"7131"
644,"6905"
645,"6546"
646,"6412"
647,"6125"
648,"6156"
649,"6006"
650,"5924"
651,"5966"
652,"5915"
653,"5861"
654,"5850"
655,"5937"
656,"5706"
657,"5991"
658,"5996"
659,"6151"
660,"6200"
661,"6654"
662,"7017"
663,"7344"
664,"7588"
665,"7894"
666,"8058"
667,"8481"
668,"8440"
669,"8694"
670,"8189"
671,"8071"
672,"7640"
673,"7476"
674,"7083"
675,"6779"
676,"6459"
677,"6267"
678,"5903"
679,"5949"
680,"5897"
681,"5747"
682,"5533"
683,"5582"
684,"5554"
685,"5624"
686,"5635"
687,"5593"
688,"5460"
689,"5727"
690,"5605"
691,"5598"
692,"5557"
693,"5610"
694,"5473"
695,"5738"
696,"5716"
697,"6000"
698,"5978"
699,"6224"
700,"6335"
701,"6728"
702,"7046"
703,"7127"
704,"7453"
705,"7611"
706,"7569"
707,"7621"
708,"7319"
709,"7064"
710,"7000"
711,"6807"
712,"6335"
713,"5935"
714,"5994"
715,"5548"
716,"5411"
717,"5654"
718,"5415"
719,"5397"
720,"5371"
721,"5309"
722,"5191"
723,"5317"
724,"5308"
725,"5383"
726,"5286"
727,"5342"
728,"5376"
729,"5027"
730,"5302"
731,"5050"
732,"5241"
733,"5252"
734,"5188"
735,"5344"
736,"5372"
737,"5341"
738,"5384"
739,"5472"
740,"5616"
741,"5607"
742,"5646"
743,"5738"
744,"5771"
745,"5861"
746,"5954"
747,"5784"
748,"5872"
749,"5733"
750,"5620"
751,"5543"
752,"5529"
753,"5410"
754,"5228"
755,"5192"
756,"5260"
757,"5122"
758,"4998"
759,"5146"
760,"5276"
761,"5128"
762,"5068"
763,"4977"
764,"4892"
765,"5025"
766,"4968"
767,"4950"
768,"4977"
769,"5033"
770,"5075"
771,"5220"
772,"5247"
773,"5555"
774,"5795"
775,"6197"
776,"6819"
777,"7405"
778,"8668"
779,"9833"
780,"11141"
781,"12896"
782,"14398"
783,"15997"
784,"17109"
785,"17928"
786,"18346"
787,"18082"
788,"17469"
789,"16378"
790,"14840"
791,"13016"
792,"11590"
793,"9984"
794,"8312"
795,"7387"
796,"6391"
797,"5785"
798,"5348"
799,"5129"
800,"4883"
801,"4878"
802,"4712"
803,"4752"
804,"4627"
805,"4494"
806,"4631"
807,"4582"
808,"4661"
809,"4570"
810,"4484"
811,"4609"
812,"4639"
813,"4480"
814,"4576"
815,"4596"
816,"4557"
817,"4606"
818,"4468"
819,"4471"
820,"4541"
821,"4620"
822,"4645"
823,"4668"
824,"4686"
825,"4733"
826,"4757"
827,"4778"
828,"4737"
829,"4782"
830,"4800"
831,"4737"
832,"4620"
833,"4624"
834,"4612"
835,"4583"
836,"4595"
837,"4529"
838,"4475"
839,"4472"
840,"4430"
841,"4518"
842,"4248"
843,"4364"
844,"4359"
845,"4448"
846,"4308"
847,"4465"
848,"4371"
849,"4527"
850,"4399"
851,"4355"
852,"4325"
853,"4306"
854,"4422"
855,"4216"
856,"4431"
857,"4328"
858,"4401"
859,"4344"
860,"4273"
861,"4447"
862,"4369"
863,"4398"
864,"4312"
865,"4274"
866,"4293"
867,"4555"
868,"4551"
869,"4392"
870,"4489"
871,"4707"
872,"4659"
873,"4838"
874,"4970"
875,"5159"
876,"5420"
877,"5718"
878,"5925"
879,"6157"
880,"6506"
881,"6599"
882,"6687"
883,"6392"
884,"6351"
885,"6243"
886,"5883"
887,"5759"
888,"5508"
889,"5234"
890,"5145"
891,"5079"
892,"5047"
893,"4913"
894,"4993"
895,"4967"
896,"5011"
897,"4993"
898,"5296"
899,"5206"
900,"5111"
901,"4981"
902,"5132"
903,"5023"
904,"5064"
905,"5073"
906,"5203"
907,"5146"
908,"5184"
909,"5246"
910,"5357"
911,"5442"
912,"5301"
913,"5459"
914,"5718"
915,"5774"
916,"5924"
917,"5915"
918,"6132"
919,"6212"
920,"6551"
921,"6544"
922,"6898"
923,"6913"
924,"7335"
925,"7525"
926,"7933"
927,"8237"
928,"8430"
929,"8850"
930,"9294"
931,"9496"
932,"9933"
933,"10499"
934,"10877"
935,"11324"
936,"11611"
937,"12382"
938,"12717"
939,"13034"
940,"13618"
941,"13756"
942,"14169"
943,"14648"
944,"14929"
945,"14803"
946,"14987"
947,"15192"
948,"15030"
949,"15100"
950,"14809"
951,"15076"
952,"14653"
953,"14585"
954,"14124"
955,"13912"
956,"13569"
957,"13152"
958,"12431"
959,"12267"
960,"11676"
961,"11113"
962,"10590"
963,"10211"
964,"9660"
965,"9375"
966,"8842"
967,"8488"
968,"8091"
969,"7459"
970,"7367"
971,"6973"
972,"6781"
973,"6372"
974,"6091"
975,"5846"
976,"5932"
977,"5510"
978,"5388"
979,"5236"
980,"4899"
981,"4850"
982,"4693"
983,"4557"
984,"4512"
985,"4560"
986,"4338"
987,"4266"
988,"4236"
989,"4172"
990,"4176"
991,"4195"
992,"4358"
993,"4428"
994,"4789"
995,"4980"
996,"5342"
997,"5692"
998,"6307"
999,"6598"
1000,"7280"
1001,"7831"
1002,"8398"
1003,"8885"
1004,"9453"
1005,"9614"
1006,"9872"
1007,"9980"
1008,"9798"
1009,"9734"
1010,"9444"
1011,"8729"
1012,"8212"
1013,"7511"
1014,"6788"
1015,"5937"
1016,"5462"
1017,"4752"
1018,"4411"
1019,"3859"
1020,"3679"
1021,"3669"
1022,"3293"
1023,"3397"
1024,"3273"
1025,"3261"
1026,"3243"
1027,"3283"
1028,"3122"
1029,"3291"
1030,"3287"
1031,"3349"
1032,"3302"
1033,"3403"
1034,"3367"
1035,"3375"
1036,"3560"
1037,"3497"
1038,"3611"
1039,"3599"
1040,"3826"
1041,"3862"
1042,"3950"
1043,"4175"
1044,"4235"
1045,"4320"
1046,"4582"
1047,"4869"
1048,"5014"
1049,"5055"
1050,"5353"
1051,"5480"
1052,"5595"
1053,"5643"
1054,"5639"
1055,"5876"
1056,"5919"
1057,"5769"
1058,"5810"
1059,"5776"
1060,"5634"
1061,"5243"
1062,"5253"
1063,"4993"
1064,"4869"
1065,"4714"
1066,"4627"
1067,"4442"
1068,"4175"
1069,"4219"
1070,"4089"
1071,"3974"
1072,"3935"
1073,"3891"
1074,"3822"
1075,"3685"
1076,"3732"
1077,"3568"
1078,"3324"
1079,"3532"
1080,"3436"
1081,"3241"
1082,"3257"
1083,"3196"
1084,"3109"
1085,"3117"
1086,"3017"
1087,"3001"
1088,"2992"
1089,"2889"
1090,"2759"
1091,"2742"
1092,"2809"
1093,"2779"
1094,"2687"
1095,"2714"
1096,"2629"
1097,"2604"
1098,"2617"
1099,"2533"
1100,"2483"
1101,"2605"
1102,"2598"
1103,"2462"
1104,"2568"
1105,"2499"
1106,"2492"
1107,"2452"
1108,"2440"
1109,"2277"
1110,"2330"
1111,"2328"
1112,"2217"
1113,"2297"
1114,"2287"
1115,"2260"
1116,"2244"
1117,"2119"
1118,"2210"
1119,"2242"
1120,"2291"
1121,"2250"
1122,"2188"
1123,"2273"
1124,"2275"
1125,"2398"
1126,"2453"
1127,"2465"
1128,"2578"
1129,"2709"
1130,"2822"
1131,"2850"
1132,"2898"
1133,"2998"
1134,"3022"
1135,"2990"
1136,"2939"
1137,"2849"
1138,"2764"
1139,"2620"
1140,"2414"
1141,"2281"
1142,"2253"
1143,"2220"
1144,"2072"
1145,"2060"
1146,"2081"
1147,"1991"
1148,"2027"
1149,"2013"
1150,"1970"
1151,"1943"
1152,"2028"
1153,"2068"
1154,"1955"
1155,"2078"
1156,"1971"
1157,"2010"
1158,"1985"
1159,"2023"
1160,"1967"
1161,"1975"
1162,"1922"
1163,"1965"
1164,"1927"
1165,"1883"
1166,"1833"
1167,"1816"
1168,"1824"
1169,"1804"
1170,"1843"
1171,"1763"
1172,"1744"
1173,"1773"
1174,"1864"
1175,"1785"
1176,"1766"
1177,"1799"
1178,"1778"
1179,"1726"
1180,"1865"
1181,"1798"
1182,"1854"
1183,"1846"
1184,"1885"
1185,"1935"
1186,"1930"
1187,"1990"
1188,"1925"
1189,"2013"
1190,"1901"
1191,"1995"
1192,"1867"
1193,"1807"
1194,"1835"
1195,"1810"
1196,"1791"
1197,"1693"
1198,"1628"
1199,"1747"
1200,"1669"
1201,"1672"
1202,"1778"
1203,"1664"
1204,"1638"
1205,"1606"
1206,"1579"
1207,"1621"
1208,"1620"
1209,"1688"
1210,"1642"
1211,"1706"
1212,"1645"
1213,"1566"
1214,"1597"
1215,"1601"
1216,"1665"
1217,"1570"
1218,"1524"
1219,"1565"
1220,"1489"
1221,"1580"
1222,"1505"
1223,"1501"
1224,"1482"
1225,"1537"
1226,"1510"
1227,"1480"
1228,"1476"
1229,"1446"
1230,"1563"
1231,"1485"
1232,"1413"
1233,"1475"
1234,"1459"
1235,"1536"
1236,"1410"
1237,"1457"
1238,"1447"
1239,"1473"
1240,"1463"
1241,"1476"
1242,"1394"
1243,"1455"
1244,"1450"
1245,"1426"
1246,"1475"
1247,"1447"
1248,"1467"
1249,"1465"
1250,"1394"
1251,"1465"
1252,"1450"
1253,"1447"
1254,"1420"
1255,"1467"
1256,"1452"
1257,"1453"
1258,"1421"
1259,"1414"
1260,"1388"
1261,"1417"
1262,"1422"
1263,"1529"
1264,"1492"
1265,"1381"
1266,"1411"
1267,"1409"
1268,"1382"
1269,"1319"
1270,"1318"
1271,"1424"
1272,"1347"
1273,"1358"
1274,"1369"
1275,"1400"
1276,"1340"
1277,"1303"
1278,"1302"
1279,"1309"
1280,"1372"
1281,"1262"
1282,"1349"
1283,"1277"
1284,"1294"
1285,"1350"
1286,"1314"
1287,"1270"
1288,"1278"
1289,"1269"
1290,"1269"
1291,"1312"
1292,"1221"
1293,"1205"
1294,"1293"
1295,"1225"
1296,"1276"
1297,"1217"
1298,"1258"
1299,"1214"
1300,"1137"
1301,"1194"
1302,"1195"
1303,"1205"
1304,"1218"
1305,"1187"
1306,"1166"
1307,"1199"
1308,"1230"
1309,"1149"
1310,"1205"
1311,"1089"
1312,"1151"
1313,"1128"
1314,"1177"
1315,"1174"
1316,"1124"
1317,"1136"
1318,"1189"
1319,"1174"
1320,"1128"
1321,"1164"
1322,"1109"
1323,"1112"
1324,"1161"
1325,"1081"
1326,"1117"
1327,"1151"
1328,"1090"
1329,"1082"
1330,"1114"
1331,"1074"
1332,"1112"
1333,"1077"
1334,"1103"
1335,"1129"
1336,"1077"
1337,"1100"
1338,"1012"
1339,"1049"
1340,"1058"
1341,"1073"
1342,"1022"
1343,"1037"
1344,"1045"
1345,"946"
1346,"982"
1347,"1031"
1348,"1007"
1349,"1024"
1350,"1027"
1351,"972"
1352,"1011"
1353,"1040"
1354,"1011"
1355,"1029"
1356,"999"
1357,"1033"
1358,"961"
1359,"988"
1360,"1058"
1361,"1003"
1362,"920"
1363,"935"
1364,"986"
1365,"953"
1366,"962"
1367,"1017"
1368,"948"
1369,"1014"
1370,"1012"
1371,"982"
1372,"986"
1373,"983"
1374,"902"
1375,"897"
1376,"957"
1377,"970"
1378,"990"
1379,"925"
1380,"966"
1381,"917"
1382,"884"
1383,"912"
1384,"947"
1385,"900"
1386,"924"
1387,"850"
1388,"959"
1389,"879"
1390,"889"
1391,"900"
1392,"887"
1393,"863"
1394,"856"
1395,"899"
1396,"855"
1397,"827"
1398,"844"
1399,"908"
1400,"897"
1401,"837"
1402,"844"
1403,"834"
1404,"881"
1405,"797"
1406,"850"
1407,"790"
1408,"858"
1409,"860"
1410,"789"
1411,"826"
1412,"816"
1413,"805"
1414,"858"
1415,"747"
1416,"825"
1417,"862"
1418,"823"
1419,"800"
1420,"800"
1421,"856"
1422,"784"
1423,"768"
1424,"775"
1425,"789"
1426,"771"
1427,"771"
1428,"789"
1429,"757"
1430,"714"
1431,"773"
1432,"801"
1433,"760"
1434,"739"
1435,"742"
1436,"781"
1437,"770"
1438,"779"
1439,"770"
1440,"726"
1441,"727"
1442,"678"
1443,"738"
1444,"736"
1445,"732"
1446,"733"
1447,"736"
1448,"737"
1449,"736"
1450,"733"
1451,"704"
1452,"662"
1453,"738"
1454,"712"
1455,"702"
1456,"718"
1457,"695"
1458,"738"
1459,"687"
1460,"635"
1461,"666"
1462,"667"
1463,"697"
1464,"629"
1465,"642"
1466,"640"
1467,"670"
1468,"687"
1469,"698"
1470,"675"
1471,"648"
1472,"688"
1473,"659"
1474,"587"
1475,"581"
1476,"592"
1477,"650"
1478,"622"
1479,"649"
1480,"621"
1481,"604"
1482,"638"
1483,"586"
1484,"618"
1485,"594"
1486,"633"
1487,"652"
1488,"643"
1489,"591"
1490,"606"
1491,"586"
1492,"609"
1493,"584"
1494,"588"
1495,"623"
1496,"601"
1497,"538"
1498,"563"
1499,"583"
1500,"540"
1501,"541"
1502,"542"
1503,"581"
1504,"520"
1505,"603"
1506,"608"
1507,"569"
1508,"546"
1509,"534"
1510,"546"
1511,"560"
1512,"547"
1513,"544"
1514,"557"
1515,"547"
1516,"548"
1517,"536"
1518,"546"
1519,"519"
1520,"527"
1521,"531"
1522,"521"
1523,"506"
1524,"521"
1525,"522"
1526,"494"
1527,"512"
1528,"492"
1529,"486"
1530,"516"
1531,"472"
1532,"509"
1533,"519"
1534,"507"
1535,"504"
1536,"481"
1537,"489"
1538,"538"
1539,"469"
1540,"489"
1541,"472"
1542,"512"
1543,"481"
1544,"429"
1545,"447"
1546,"500"
1547,"476"
1548,"467"
1549,"469"
1550,"481"
1551,"480"
1552,"436"
1553,"427"
1554,"453"
1555,"411"
1556,"460"
1557,"436"
1558,"473"
1559,"475"
1560,"433"
1561,"472"
1562,"451"
1563,"434"
1564,"437"
1565,"445"
1566,"403"
1567,"403"
1568,"412"
1569,"406"
1570,"439"
1571,"420"
1572,"418"
1573,"409"
1574,"433"
1575,"399"
1576,"395"
1577,"404"
1578,"408"
1579,"432"
1580,"372"
1581,"414"
1582,"398"
1583,"378"
1584,"414"
1585,"412"
1586,"399"
1587,"361"
1588,"363"
1589,"410"
1590,"363"
1591,"382"
1592,"384"
1593,"361"
1594,"398"
1595,"367"
1596,"380"
1597,"412"
1598,"406"
1599,"337"
1600,"371"
1601,"360"
1602,"366"
1603,"392"
1604,"341"
1605,"367"
1606,"340"
1607,"358"
1608,"358"
1609,"351"
1610,"312"
1611,"397"
1612,"365"
1613,"334"
1614,"313"
1615,"310"
1616,"305"
1617,"303"
1618,"318"
1619,"329"
1620,"307"
1621,"328"
1622,"297"
1623,"307"
1624,"260"
1625,"327"
1626,"288"
1627,"301"
1628,"297"
1629,"290"
1630,"277"
1631,"272"
1632,"255"
1633,"301"
1634,"297"
1635,"305"
1636,"270"
1637,"309"
1638,"293"
1639,"268"
1640,"291"
1641,"261"
1642,"269"
1643,"246"
1644,"273"
1645,"266"
1646,"260"
1647,"264"
1648,"274"
1649,"261"
1650,"251"
1651,"256"
1652,"261"
1653,"244"
1654,"221"
1655,"232"
1656,"249"
1657,"237"
1658,"255"
1659,"242"
1660,"249"
1661,"230"
1662,"227"
1663,"244"
1664,"231"
1665,"230"
1666,"246"
1667,"213"
1668,"190"
1669,"188"
1670,"244"
1671,"195"
1672,"223"
1673,"224"
1674,"188"
1675,"202"
1676,"211"
1677,"213"
1678,"189"
1679,"184"
1680,"195"
1681,"186"
1682,"208"
1683,"190"
1684,"156"
1685,"190"
1686,"179"
1687,"181"
1688,"205"
1689,"187"
1690,"175"
1691,"189"
1692,"171"
1693,"176"
1694,"176"
1695,"137"
1696,"160"
1697,"162"
1698,"182"
1699,"156"
1700,"169"
1701,"166"
1702,"163"
1703,"156"
1704,"144"
1705,"158"
1706,"140"
1707,"155"
1708,"160"
1709,"145"
1710,"145"
1711,"146"
1712,"155"
1713,"152"
1714,"152"
1715,"132"
1716,"150"
1717,"132"
1718,"158"
1719,"128"
1720,"141"
1721,"130"
1722,"127"
1723,"123"
1724,"121"
1725,"118"
1726,"118"
1727,"131"
1728,"114"
1729,"128"
1730,"126"
1731,"115"
1732,"112"
1733,"113"
1734,"112"
1735,"105"
1736,"106"
1737,"120"
1738,"103"
1739,"86"
1740,"90"
1741,"109"
1742,"110"
1743,"93"
1744,"79"
1745,"80"
1746,"96"
1747,"107"
1748,"99"
1749,"86"
1750,"84"
