Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PM485"
Duration Time,300.127
Ambient Temperature,"106.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"39222535"
Raw Accumulated Counts,"71903668"
Valid Count Last Packet,"114491"
Raw Count Last Packet,"210021"
Live Time,161.830002
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0354
Number of Channels,2048
Vacuum,686
Channel#,Intensity
0,"5099"
1,"4098"
2,"3027"
3,"2089"
4,"817"
5,"183"
6,"44"
7,"21"
8,"27"
9,"7"
10,"5"
11,"9"
12,"5"
13,"11"
14,"5"
15,"4"
16,"1"
17,"4"
18,"4"
19,"3"
20,"6"
21,"3"
22,"4"
23,"3"
24,"5"
25,"2"
26,"2"
27,"0"
28,"4"
29,"9"
30,"60"
31,"305"
32,"1234"
33,"2458"
34,"3278"
35,"3847"
36,"3938"
37,"3961"
38,"3849"
39,"3778"
40,"3772"
41,"3561"
42,"3599"
43,"3695"
44,"3640"
45,"3675"
46,"3571"
47,"3551"
48,"3609"
49,"3496"
50,"3384"
51,"3471"
52,"3508"
53,"3390"
54,"3353"
55,"3296"
56,"3263"
57,"3350"
58,"3258"
59,"3073"
60,"3175"
61,"3308"
62,"3079"
63,"3051"
64,"3108"
65,"3047"
66,"2967"
67,"3014"
68,"2917"
69,"2976"
70,"2948"
71,"3037"
72,"3278"
73,"3205"
74,"3154"
75,"3151"
76,"3209"
77,"3048"
78,"2971"
79,"2901"
80,"2884"
81,"2992"
82,"2995"
83,"2933"
84,"3000"
85,"3133"
86,"3100"
87,"3134"
88,"3139"
89,"3108"
90,"3022"
91,"3045"
92,"2977"
93,"2997"
94,"3106"
95,"3109"
96,"3177"
97,"3198"
98,"3210"
99,"3251"
100,"3169"
101,"3186"
102,"3138"
103,"3126"
104,"3170"
105,"3100"
106,"3120"
107,"3195"
108,"3353"
109,"3341"
110,"3564"
111,"3991"
112,"4425"
113,"4935"
114,"5425"
115,"5657"
116,"5485"
117,"5265"
118,"4917"
119,"4438"
120,"4245"
121,"4077"
122,"4274"
123,"4104"
124,"4179"
125,"4370"
126,"4452"
127,"4802"
128,"5544"
129,"6522"
130,"8241"
131,"10298"
132,"12534"
133,"14867"
134,"15937"
135,"16170"
136,"15129"
137,"13805"
138,"13269"
139,"13260"
140,"14111"
141,"15039"
142,"15111"
143,"15178"
144,"14789"
145,"14934"
146,"14935"
147,"14935"
148,"14751"
149,"13168"
150,"11104"
151,"9217"
152,"7522"
153,"6458"
154,"5752"
155,"5328"
156,"5218"
157,"5417"
158,"5401"
159,"5350"
160,"5460"
161,"5380"
162,"5180"
163,"5363"
164,"5393"
165,"5491"
166,"5583"
167,"5465"
168,"5167"
169,"4903"
170,"4812"
171,"4647"
172,"4720"
173,"4620"
174,"4636"
175,"4652"
176,"4903"
177,"5579"
178,"6482"
179,"7950"
180,"10674"
181,"14543"
182,"18048"
183,"21084"
184,"22441"
185,"21471"
186,"19114"
187,"15337"
188,"11830"
189,"8920"
190,"6925"
191,"5809"
192,"5450"
193,"5325"
194,"5323"
195,"5730"
196,"6029"
197,"6788"
198,"7348"
199,"7798"
200,"7994"
201,"8121"
202,"7961"
203,"7300"
204,"6896"
205,"6404"
206,"6121"
207,"5998"
208,"5973"
209,"5914"
210,"5927"
211,"5953"
212,"5956"
213,"6014"
214,"6132"
215,"6257"
216,"6493"
217,"6673"
218,"7186"
219,"7864"
220,"8575"
221,"9478"
222,"10220"
223,"11096"
224,"11708"
225,"11842"
226,"12102"
227,"13241"
228,"14377"
229,"15891"
230,"17826"
231,"19646"
232,"20498"
233,"20041"
234,"18194"
235,"16051"
236,"13993"
237,"12111"
238,"10938"
239,"10433"
240,"10112"
241,"10294"
242,"10154"
243,"10341"
244,"10035"
245,"9973"
246,"9746"
