Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LA12"
Duration Time,300.679
Ambient Temperature,"110.9"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"11260768"
Raw Accumulated Counts,"12497869"
Valid Count Last Packet,"35180"
Raw Count Last Packet,"38971"
Live Time,270.823914
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0332
Number of Channels,2048
Vacuum,687
Channel#,Intensity
0,"9349"
1,"7257"
2,"4724"
3,"2985"
4,"1338"
5,"346"
6,"51"
7,"12"
8,"12"
9,"4"
10,"1"
11,"4"
12,"5"
13,"7"
14,"1"
15,"5"
16,"4"
17,"2"
18,"1"
19,"0"
20,"0"
21,"1"
22,"2"
23,"1"
24,"0"
25,"0"
26,"4"
27,"1"
28,"1"
29,"1"
30,"4"
31,"38"
32,"334"
33,"1084"
34,"1731"
35,"2163"
36,"2422"
37,"2444"
38,"2452"
39,"2432"
40,"2309"
41,"2474"
42,"2381"
43,"2337"
44,"2371"
45,"2427"
46,"2515"
47,"2554"
48,"2505"
49,"2451"
50,"2274"
51,"2389"
52,"2373"
53,"2386"
54,"2306"
55,"2380"
56,"2380"
57,"2315"
58,"2370"
59,"2359"
60,"2400"
61,"2426"
62,"2333"
63,"2379"
64,"2295"
65,"2209"
66,"2222"
67,"2188"
68,"2335"
69,"2415"
70,"2716"
71,"3274"
72,"3791"
73,"4467"
74,"4576"
75,"4431"
76,"3873"
77,"3459"
78,"2893"
79,"2706"
80,"2681"
81,"2931"
82,"4031"
83,"6109"
84,"9286"
85,"13051"
86,"15717"
87,"16060"
88,"14437"
89,"11119"
90,"7822"
91,"5298"
92,"3840"
93,"3172"
94,"2833"
95,"2696"
96,"2648"
97,"2661"
98,"2667"
99,"2731"
100,"2821"
101,"2753"
102,"2817"
103,"2740"
104,"2742"
105,"2905"
106,"2941"
107,"3097"
108,"3816"
109,"5167"
110,"8141"
111,"13593"
112,"22238"
113,"32461"
114,"41209"
115,"44920"
116,"42908"
117,"35017"
118,"24817"
119,"15884"
120,"10393"
121,"7670"
122,"6900"
123,"6447"
124,"6062"
125,"5398"
126,"4968"
127,"4931"
128,"5318"
129,"6633"
130,"8952"
131,"12094"
132,"15981"
133,"19330"
134,"21927"
135,"22451"
136,"20902"
137,"18199"
138,"15941"
139,"15275"
140,"15380"
141,"15724"
142,"15968"
143,"15725"
144,"15833"
145,"16395"
146,"17256"
147,"18012"
148,"17552"
149,"15869"
150,"13060"
151,"9788"
152,"7150"
153,"5227"
154,"4207"
155,"3839"
156,"3977"
157,"4199"
158,"4568"
159,"4882"
160,"5196"
161,"5941"
162,"7105"
163,"8999"
164,"10770"
165,"11753"
166,"11806"
167,"10718"
168,"8957"
169,"6782"
170,"4967"
171,"3978"
172,"3353"
173,"3032"
174,"3115"
175,"3459"
176,"3846"
177,"4624"
178,"6150"
179,"8753"
180,"12537"
181,"18419"
182,"24592"
183,"30284"
184,"33451"
185,"33194"
186,"29004"
187,"22543"
188,"15850"
189,"10580"
190,"6912"
191,"4915"
192,"4053"
193,"3804"
194,"3918"
195,"4342"
196,"5191"
197,"6243"
198,"7398"
199,"8516"
200,"9294"
201,"9221"
202,"8586"
203,"7747"
204,"6410"
205,"5527"
206,"4766"
207,"4397"
208,"4247"
209,"4409"
210,"4352"
211,"4452"
212,"4701"
213,"4849"
214,"5259"
215,"5806"
216,"6892"
217,"9176"
218,"14371"
219,"24936"
220,"43520"
221,"72019"
222,"109801"
223,"151827"
224,"186038"
225,"204241"
226,"199379"
227,"173555"
228,"134368"
229,"92585"
230,"57937"
231,"33189"
232,"18356"
233,"10433"
234,"6944"
235,"5652"
236,"5316"
237,"5364"
238,"5924"
239,"6922"
240,"8554"
241,"11295"
242,"15423"
243,"20973"
244,"26506"
245,"31391"
246,"33996"
247,"34143"
248,"30949"
249,"25332"
250,"19532"
251,"14110"
252,"10099"
253,"7377"
254,"5885"
255,"5088"
256,"5017"
257,"4715"
258,"4719"
259,"4783"
260,"4796"
261,"4993"
262,"4847"
263,"4980"
264,"5032"
265,"5165"
266,"5120"
267,"5308"
268,"5350"
269,"5332"
270,"5609"
271,"5603"
272,"5524"
273,"5516"
274,"5474"
275,"5442"
276,"5345"
277,"5477"
278,"5594"
279,"5542"
280,"5613"
281,"5613"
282,"5600"
283,"5623"
284,"5792"
285,"5706"
286,"5885"
287,"5821"
288,"6113"
289,"5999"
290,"6346"
291,"6351"
292,"6500"
293,"6840"
294,"6777"
295,"6863"
296,"6946"
297,"6710"
298,"6635"
299,"6508"
300,"6289"
301,"6305"
302,"6313"
303,"6330"
304,"6277"
305,"6441"
306,"6443"
307,"6708"
308,"6678"
309,"7019"
310,"7225"
311,"7686"
312,"8641"
313,"10496"
314,"12627"
315,"16257"
316,"20647"
317,"25466"
318,"30031"
319,"32837"
320,"33602"
321,"31701"
322,"28136"
323,"23023"
324,"18025"
325,"13791"
326,"10939"
327,"8702"
328,"7674"
329,"7288"
330,"6947"
331,"6741"
332,"6848"
333,"6763"
334,"6930"
335,"6909"
336,"6913"
337,"7017"
338,"7130"
339,"7036"
340,"7309"
341,"7536"
342,"7582"
343,"7911"
344,"8151"
345,"8122"
346,"8474"
347,"8668"
348,"9267"
349,"9821"
350,"10260"
351,"10907"
352,"11365"
353,"11444"
354,"11345"
355,"10951"
356,"10598"
357,"10259"
358,"10396"
359,"10543"
360,"10954"
361,"11596"
362,"12328"
363,"12817"
364,"13220"
365,"13782"
366,"14388"
367,"15104"
368,"16190"
369,"17238"
370,"19078"
371,"20579"
372,"21799"
373,"21929"
374,"21438"
375,"19841"
376,"17194"
377,"15028"
378,"12406"
379,"10425"
380,"8836"
381,"7994"
382,"7291"
383,"7038"
384,"6896"
385,"6936"
386,"6846"
387,"6802"
388,"6868"
389,"7045"
390,"7060"
391,"7088"
392,"7212"
393,"7654"
394,"8070"
395,"9041"
396,"10168"
397,"12087"
398,"14089"
399,"16060"
400,"17884"
401,"19047"
402,"19424"
403,"18910"
404,"17542"
405,"15645"
406,"13930"
407,"12169"
408,"10929"
409,"10169"
410,"9614"
411,"9511"
412,"9596"
413,"9300"
414,"9284"
415,"8737"
416,"8294"
417,"8116"
418,"7754"
419,"7426"
420,"7354"
421,"7231"
422,"7072"
423,"7136"
424,"7111"
425,"7205"
426,"7366"
427,"7792"
428,"8006"
429,"8171"
430,"8279"
431,"8385"
432,"8433"
433,"8354"
434,"8228"
435,"7972"
436,"8067"
437,"7740"
438,"7694"
439,"7899"
440,"8100"
441,"8271"
442,"8498"
443,"8650"
444,"8805"
445,"9018"
446,"8716"
447,"8596"
448,"8379"
449,"8318"
450,"8199"
451,"7887"
452,"7712"
453,"7668"
454,"7750"
455,"7686"
456,"7533"
457,"7572"
458,"7688"
459,"7628"
460,"7567"
461,"7679"
462,"7669"
463,"7698"
464,"7774"
465,"7713"
466,"7636"
467,"7759"
468,"7745"
469,"7630"
470,"7762"
471,"7627"
472,"7667"
473,"7729"
474,"7685"
475,"7873"
476,"7708"
477,"7752"
478,"7937"
479,"8163"
480,"7924"
481,"8055"
482,"7936"
483,"7723"
484,"7921"
485,"7738"
486,"7912"
487,"7681"
488,"7654"
489,"7779"
490,"7591"
491,"7869"
492,"7855"
493,"7799"
494,"7825"
495,"7709"
496,"7643"
497,"7911"
498,"7827"
499,"7900"
500,"7661"
501,"7718"
502,"7820"
503,"7985"
504,"7907"
505,"7790"
506,"7910"
507,"7858"
508,"7949"
509,"7985"
510,"7832"
511,"7894"
512,"8068"
513,"8312"
514,"8373"
515,"8920"
516,"9588"
517,"10886"
518,"12838"
519,"15758"
520,"20412"
521,"25709"
522,"32391"
523,"39008"
524,"44820"
525,"50098"
526,"52257"
527,"51751"
528,"48768"
529,"43707"
530,"36924"
531,"29922"
532,"23823"
533,"18423"
534,"14482"
535,"11784"
536,"9905"
537,"8862"
538,"8240"
539,"7855"
540,"7827"
541,"7730"
542,"7610"
543,"7581"
544,"7597"
545,"7727"
546,"7509"
547,"7601"
548,"7501"
549,"7601"
550,"7350"
551,"7639"
552,"7525"
553,"7518"
554,"7444"
555,"7465"
556,"7298"
557,"7342"
558,"7597"
559,"7412"
560,"7306"
561,"7413"
562,"7447"
563,"7457"
564,"7448"
565,"7298"
566,"7398"
567,"7498"
568,"7460"
569,"7472"
570,"7260"
571,"7312"
572,"7503"
573,"7519"
574,"7508"
575,"7799"
576,"7911"
577,"8168"
578,"8808"
579,"9143"
580,"9916"
581,"11076"
582,"12119"
583,"13143"
584,"14229"
585,"14612"
586,"14982"
587,"14742"
588,"14155"
589,"13286"
590,"12279"
591,"10861"
592,"10014"
593,"9086"
594,"8560"
595,"7993"
596,"7764"
597,"7488"
598,"7391"
599,"7132"
600,"7131"
601,"7125"
602,"7128"
603,"7042"
604,"6984"
605,"7124"
606,"6955"
607,"7025"
608,"7142"
609,"7054"
610,"7090"
611,"7183"
612,"6966"
613,"6934"
614,"7103"
615,"7095"
616,"7121"
617,"7127"
618,"6982"
619,"6955"
620,"7115"
621,"7132"
622,"7103"
623,"6970"
624,"7077"
625,"7076"
626,"6876"
627,"7138"
628,"7086"
629,"7148"
630,"7048"
631,"7027"
632,"7172"
633,"7073"
634,"7070"
635,"7023"
636,"7170"
637,"6958"
638,"6904"
639,"7153"
640,"6907"
641,"6976"
642,"7005"
643,"6916"
644,"7066"
645,"6969"
646,"6909"
647,"6741"
648,"6886"
649,"7011"
650,"6948"
651,"6874"
652,"7096"
653,"6899"
654,"6963"
655,"7045"
656,"6966"
657,"6889"
658,"6986"
659,"6941"
660,"7004"
661,"7244"
662,"7395"
663,"7573"
664,"7901"
665,"7952"
666,"8120"
667,"8244"
668,"8378"
669,"8213"
670,"8253"
671,"8189"
672,"7836"
673,"7543"
674,"7300"
675,"7394"
676,"7176"
677,"7116"
678,"7103"
679,"6732"
680,"6867"
681,"6811"
682,"6878"
683,"6743"
684,"6687"
685,"6866"
686,"6767"
687,"6592"
688,"6689"
689,"6652"
690,"6752"
691,"6750"
692,"6739"
693,"6672"
694,"6685"
695,"6719"
696,"6722"
697,"6882"
698,"6895"
699,"7158"
700,"7020"
701,"7198"
702,"7651"
703,"7689"
704,"7891"
705,"8071"
706,"8257"
707,"8258"
708,"8182"
709,"7966"
710,"7836"
711,"7472"
712,"7334"
713,"7256"
714,"6901"
715,"6964"
716,"6649"
717,"6578"
718,"6601"
719,"6557"
720,"6413"
