Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LA1"
Duration Time,300.552
Ambient Temperature,"97.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"31027183"
Raw Accumulated Counts,"45078455"
Valid Count Last Packet,"92570"
Raw Count Last Packet,"134368"
Live Time,205.431854
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0374
Number of Channels,2048
Vacuum,681
Channel#,Intensity
0,"6705"
1,"5228"
2,"3821"
3,"2668"
4,"1177"
5,"272"
6,"56"
7,"30"
8,"22"
9,"6"
10,"11"
11,"9"
12,"6"
13,"7"
14,"7"
15,"2"
16,"4"
17,"0"
18,"5"
19,"3"
20,"4"
21,"2"
22,"0"
23,"4"
24,"1"
25,"0"
26,"5"
27,"1"
28,"2"
29,"7"
30,"27"
31,"182"
32,"900"
33,"2240"
34,"3305"
35,"3906"
36,"4046"
37,"4110"
38,"4031"
39,"3954"
40,"3947"
41,"3933"
42,"3862"
43,"3915"
44,"3815"
45,"3893"
46,"3838"
47,"3853"
48,"3801"
49,"3709"
50,"3659"
51,"3572"
52,"3609"
53,"3634"
54,"3552"
55,"3617"
56,"3499"
57,"3611"
58,"3487"
59,"3484"
60,"3393"
61,"3253"
62,"3299"
63,"3179"
64,"3179"
65,"3186"
66,"3146"
67,"3252"
68,"3143"
69,"3116"
70,"3131"
71,"3177"
72,"3291"
73,"3449"
74,"3446"
75,"3311"
76,"3284"
77,"3101"
78,"3086"
79,"3049"
80,"3079"
81,"3182"
82,"3173"
83,"3468"
84,"3844"
85,"4264"
86,"4644"
87,"4625"
88,"4276"
89,"4060"
90,"3601"
91,"3290"
92,"3132"
93,"3072"
94,"3047"
95,"3071"
96,"3075"
97,"3157"
98,"3168"
99,"3140"
100,"3157"
101,"3076"
102,"3154"
103,"3109"
104,"3015"
105,"3143"
106,"3131"
107,"3105"
108,"3246"
109,"3356"
110,"3628"
111,"3961"
112,"4638"
113,"5136"
114,"5874"
115,"6173"
116,"5897"
117,"5427"
118,"4828"
119,"4418"
120,"4171"
121,"3954"
122,"3908"
123,"4077"
124,"3950"
125,"4178"
126,"4275"
127,"4919"
128,"5536"
129,"7057"
130,"9071"
131,"11881"
132,"15474"
133,"18559"
134,"20460"
135,"20500"
136,"18761"
137,"16859"
138,"15106"
139,"14561"
140,"15242"
141,"15719"
142,"16204"
143,"16161"
144,"15720"
145,"16038"
146,"16409"
147,"16684"
148,"15939"
149,"14439"
150,"12275"
151,"9692"
152,"7614"
153,"6305"
154,"5313"
155,"5118"
156,"5132"
157,"5134"
158,"5260"
159,"5270"
160,"5217"
161,"5084"
162,"4924"
163,"4942"
164,"5119"
165,"5144"
166,"5062"
167,"5071"
168,"4835"
169,"4557"
170,"4308"
171,"4086"
172,"3939"
173,"3988"
174,"3989"
175,"4087"
176,"4216"
177,"4504"
178,"5141"
179,"6009"
180,"7728"
181,"9676"
182,"12128"
183,"13960"
184,"14773"
185,"14531"
