Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LP014"
Duration Time,300.07
Ambient Temperature,"105.9"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"9617794"
Raw Accumulated Counts,"10477748"
Valid Count Last Packet,"29876"
Raw Count Last Packet,"32702"
Live Time,275.671997
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0655
Number of Channels,2048
Vacuum,714
Channel#,Intensity
0,"9324"
1,"7302"
2,"4863"
3,"2870"
4,"1296"
5,"331"
6,"52"
7,"12"
8,"7"
9,"3"
10,"3"
11,"1"
12,"3"
13,"1"
14,"1"
15,"0"
16,"3"
17,"2"
18,"0"
19,"3"
20,"0"
21,"1"
22,"1"
23,"0"
24,"2"
25,"0"
26,"1"
27,"0"
28,"0"
29,"0"
30,"1"
31,"42"
32,"321"
33,"962"
34,"1567"
35,"1819"
36,"2101"
37,"2134"
38,"2101"
39,"2124"
40,"2115"
41,"2028"
42,"2038"
43,"2083"
44,"2120"
45,"2203"
46,"2236"
47,"2248"
48,"2205"
49,"2131"
50,"2003"
51,"2052"
52,"1941"
53,"2091"
54,"2018"
55,"2027"
56,"2004"
57,"2009"
58,"1978"
59,"1938"
60,"1959"
61,"1963"
62,"1888"
63,"1906"
64,"1796"
65,"1744"
66,"1679"
67,"1620"
68,"1703"
69,"1787"
70,"1781"
71,"1819"
72,"1906"
73,"1986"
74,"2006"
75,"2144"
76,"2140"
77,"2247"
78,"2302"
79,"2161"
80,"1996"
81,"1799"
82,"1804"
83,"1828"
84,"1950"
85,"2226"
86,"2206"
87,"2305"
88,"2177"
89,"2030"
90,"1895"
91,"1825"
92,"1792"
93,"1750"
94,"1752"
95,"1790"
96,"1814"
97,"2014"
98,"2031"
99,"2240"
100,"2258"
101,"2200"
102,"2177"
103,"2072"
104,"1953"
105,"1883"
106,"1903"
107,"2031"
108,"2140"
109,"2602"
110,"3395"
111,"4779"
112,"7184"
113,"10073"
114,"12289"
115,"13497"
116,"12627"
117,"10724"
118,"7877"
119,"5640"
120,"4324"
121,"3606"
122,"3416"
123,"3373"
124,"3265"
125,"3345"
126,"3306"
127,"3811"
128,"4711"
129,"6305"
130,"8788"
131,"12501"
132,"16388"
133,"20356"
134,"22290"
135,"22361"
136,"20391"
137,"17816"
138,"15938"
139,"15551"
140,"16404"
141,"17168"
142,"17612"
143,"17880"
144,"17674"
145,"18125"
146,"18915"
147,"19505"
148,"18631"
149,"16556"
150,"13145"
151,"10288"
152,"7596"
153,"5643"
154,"4582"
155,"4344"
156,"4456"
157,"4857"
158,"5808"
159,"7479"
160,"10893"
161,"16846"
162,"25992"
163,"36519"
164,"46773"
165,"52280"
166,"51406"
167,"43850"
168,"33828"
169,"22517"
170,"14013"
171,"8066"
172,"5238"
173,"4161"
174,"4250"
175,"5181"
176,"6717"
177,"8508"
178,"10317"
179,"11758"
180,"12411"
181,"12575"
182,"12634"
183,"12421"
184,"11734"
185,"10678"
186,"9161"
187,"7013"
188,"5475"
189,"4133"
190,"3380"
191,"2960"
192,"2971"
193,"2829"
194,"2991"
195,"3097"
196,"3243"
197,"3549"
198,"3810"
199,"4066"
200,"4209"
201,"4058"
202,"4122"
203,"3890"
204,"3735"
205,"3442"
206,"3559"
207,"3375"
208,"3275"
209,"3398"
210,"3401"
211,"3438"
212,"3387"
213,"3406"
214,"3566"
215,"3550"
216,"3580"
217,"3750"
218,"3770"
219,"3988"
220,"4173"
221,"4278"
222,"4524"
223,"4801"
224,"4907"
225,"4963"
226,"4806"
227,"4752"
228,"4537"
229,"4524"
230,"4283"
231,"4275"
232,"4309"
233,"4275"
234,"4241"
235,"4223"
236,"4405"
237,"4482"
238,"4436"
239,"4590"
240,"4532"
241,"4644"
242,"4502"
243,"4718"
244,"4924"
245,"4802"
246,"4943"
247,"4993"
248,"4953"
249,"4957"
250,"4933"
251,"5062"
252,"5011"
253,"5118"
254,"5214"
255,"5175"
256,"5126"
257,"5158"
258,"5239"
259,"5412"
260,"5519"
261,"5488"
262,"5617"
263,"5618"
264,"5622"
265,"5513"
266,"5716"
267,"5868"
268,"5994"
269,"6020"
270,"6037"
271,"6141"
272,"6225"
273,"6199"
274,"6205"
275,"6151"
276,"6341"
277,"6234"
278,"6370"
279,"6429"
280,"6434"
281,"6328"
282,"6408"
283,"6520"
284,"6654"
285,"6587"
286,"6766"
287,"6843"
288,"6830"
289,"6844"
290,"6994"
291,"7153"
292,"7053"
293,"7199"
294,"7349"
295,"7297"
296,"7407"
297,"7299"
298,"7354"
299,"7469"
300,"7243"
301,"7257"
302,"7235"
303,"7398"
304,"7609"
305,"7458"
306,"7662"
307,"7820"
308,"7862"
309,"8304"
310,"8397"
311,"8709"
312,"9286"
313,"10200"
314,"11102"
315,"12602"
316,"14465"
317,"16529"
318,"17458"
319,"18503"
320,"18253"
321,"17193"
322,"15307"
323,"13595"
324,"11634"
325,"10131"
326,"8909"
327,"8482"
328,"7893"
329,"7813"
330,"7725"
331,"7698"
332,"7850"
333,"7895"
334,"8025"
335,"8017"
336,"8185"
337,"8190"
338,"8313"
339,"8391"
340,"8425"
341,"8702"
342,"8730"
343,"9068"
344,"9143"
345,"9260"
346,"9498"
347,"9580"
348,"9729"
349,"9965"
350,"10283"
351,"10352"
352,"10587"
353,"10788"
354,"10770"
355,"11117"
356,"11149"
357,"11649"
358,"12349"
359,"13109"
360,"14021"
361,"15101"
362,"16028"
363,"17032"
364,"18093"
365,"18636"
366,"19084"
367,"19937"
368,"20908"
369,"22703"
370,"23958"
371,"24944"
372,"25975"
373,"25676"
374,"24269"
375,"22132"
376,"19245"
377,"16513"
378,"13859"
379,"11759"
380,"10373"
381,"9494"
382,"8970"
383,"8686"
384,"8629"
385,"8644"
386,"8701"
387,"8578"
388,"8918"
389,"8925"
390,"8813"
391,"8865"
392,"9146"
393,"9242"
394,"9617"
395,"10143"
396,"10349"
397,"11085"
398,"11639"
399,"12146"
400,"12931"
401,"13183"
402,"13205"
403,"12936"
404,"12661"
405,"12310"
406,"11684"
407,"11675"
408,"11420"
409,"11217"
410,"11486"
411,"11795"
412,"12000"
413,"11795"
414,"11644"
415,"11288"
416,"10591"
417,"10069"
418,"9699"
419,"9439"
420,"9313"
421,"9212"
422,"9109"
423,"9354"
424,"9323"
425,"9562"
426,"9713"
427,"10133"
428,"10394"
429,"10625"
430,"10901"
431,"10987"
432,"10648"
433,"10590"
434,"10312"
435,"9928"
436,"9883"
437,"9513"
438,"9593"
439,"9309"
440,"9394"
441,"9567"
442,"9393"
443,"9405"
444,"9652"
445,"9664"
446,"9562"
447,"9165"
448,"9349"
449,"9421"
450,"9398"
451,"9429"
452,"9258"
453,"9443"
454,"9253"
455,"9439"
456,"9484"
457,"9541"
458,"9971"
459,"9891"
460,"10017"
461,"10100"
462,"10218"
463,"10186"
464,"9961"
465,"9858"
466,"9603"
467,"9598"
468,"9367"
469,"9387"
470,"9436"
471,"9366"
472,"9479"
473,"9487"
474,"9592"
475,"9429"
476,"9500"
477,"9679"
478,"9707"
479,"9711"
480,"9742"
481,"9532"
482,"9730"
483,"9670"
484,"9551"
485,"9484"
486,"9537"
487,"9578"
488,"9402"
489,"9602"
490,"9579"
491,"9530"
492,"9654"
493,"9597"
494,"9528"
495,"9651"
496,"9529"
497,"9608"
498,"9707"
499,"9452"
500,"9484"
501,"9508"
502,"9579"
503,"9608"
504,"9611"
505,"9735"
506,"9678"
507,"9808"
508,"9759"
509,"9795"
510,"9842"
511,"9749"
512,"9690"
513,"9752"
514,"9819"
515,"9806"
516,"9812"
517,"9667"
518,"9746"
519,"9754"
520,"9784"
521,"9692"
522,"9758"
523,"9966"
524,"9978"
525,"9944"
526,"10043"
527,"10191"
528,"9995"
529,"9931"
530,"9890"
531,"9769"
532,"9927"
533,"9943"
534,"9800"
535,"9759"
536,"9908"
537,"9876"
538,"9879"
539,"9820"
540,"9812"
541,"9843"
542,"9795"
543,"9793"
544,"9683"
545,"9813"
546,"9770"
547,"9894"
548,"9980"
549,"9929"
550,"9931"
551,"9671"
552,"9704"
553,"9785"
554,"9833"
555,"9920"
556,"9726"
557,"9797"
558,"9791"
559,"9940"
560,"9890"
561,"9948"
562,"9748"
563,"9979"
564,"9918"
565,"9782"
566,"9567"
567,"9818"
568,"10098"
569,"9783"
570,"9861"
571,"9849"
572,"9964"
573,"9971"
574,"9960"
575,"9708"
576,"9899"
577,"9680"
578,"9752"
579,"9794"
580,"9921"
581,"10003"
582,"9732"
583,"9957"
584,"9733"
585,"9922"
586,"9868"
587,"9861"
588,"9766"
589,"9904"
590,"9812"
591,"10140"
592,"10011"
593,"9907"
594,"10048"
595,"9972"
596,"10088"
597,"10112"
598,"9985"
599,"9885"
600,"9882"
601,"10001"
602,"9701"
603,"9639"
604,"9570"
605,"9593"
606,"9682"
607,"9445"
608,"9437"
609,"9574"
610,"9533"
611,"9447"
612,"9741"
613,"9701"
614,"9565"
615,"9439"
616,"9596"
617,"9441"
618,"9542"
619,"9618"
620,"9375"
621,"9429"
622,"9544"
623,"9322"
624,"9504"
625,"9470"
626,"9260"
627,"9352"
628,"9522"
629,"9502"
630,"9547"
631,"9393"
632,"9370"
633,"9294"
634,"9309"
635,"9356"
636,"9230"
637,"9306"
638,"9330"
639,"9239"
640,"9318"
641,"9206"
642,"8993"
643,"9293"
644,"9041"
645,"9069"
646,"9091"
647,"9053"
648,"9112"
649,"8999"
650,"9122"
651,"9151"
652,"8885"
653,"8961"
654,"9162"
655,"9013"
656,"9034"
657,"8929"
658,"8895"
659,"8883"
660,"8931"
661,"9123"
662,"9055"
663,"9114"
664,"8983"
665,"9275"
666,"9120"
667,"9032"
668,"9002"
669,"9024"
670,"9016"
671,"8976"
672,"9002"
673,"9055"
674,"8666"
675,"8615"
676,"8779"
677,"8518"
678,"8711"
679,"8640"
680,"8494"
681,"8477"
682,"8748"
683,"8544"
684,"8439"
685,"8502"
686,"8473"
687,"8519"
688,"8413"
689,"8520"
690,"8439"
691,"8478"
692,"8514"
693,"8385"
694,"8622"
695,"8505"
696,"8216"
697,"8397"
698,"8337"
699,"8467"
700,"8571"
701,"8608"
702,"8560"
703,"8473"
704,"8589"
705,"8878"
706,"8712"
707,"8904"
708,"8596"
709,"8737"
710,"8568"
711,"8425"
712,"8366"
713,"8229"
714,"8308"
715,"8243"
716,"8152"
717,"8179"
718,"7942"
719,"8204"
720,"8110"
721,"8098"
722,"8068"
723,"8063"
724,"8110"
725,"7843"
726,"7997"
727,"7822"
728,"8106"
729,"7977"
730,"7967"
