Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WN0301502"
Duration Time,300.911
Ambient Temperature,"115.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"14072659"
Raw Accumulated Counts,"16069669"
Valid Count Last Packet,"42836"
Raw Count Last Packet,"49124"
Live Time,263.410858
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0472
Number of Channels,2048
Vacuum,686
Channel#,Intensity
0,"8927"
1,"6938"
2,"4525"
3,"3298"
4,"1487"
5,"326"
6,"45"
7,"27"
8,"10"
9,"9"
10,"10"
11,"5"
12,"1"
13,"4"
14,"5"
15,"2"
16,"1"
17,"1"
18,"3"
19,"2"
20,"2"
21,"2"
22,"2"
23,"4"
24,"1"
25,"2"
26,"4"
27,"2"
28,"0"
29,"0"
30,"8"
31,"95"
32,"571"
33,"1723"
34,"2573"
35,"3069"
36,"3110"
37,"3306"
38,"3256"
39,"3311"
40,"3186"
41,"3218"
42,"3125"
43,"3142"
44,"3182"
45,"3261"
46,"3275"
47,"3409"
48,"3314"
49,"3230"
50,"3193"
51,"3086"
52,"3161"
53,"3115"
54,"3090"
55,"3030"
56,"3088"
57,"3083"
58,"2937"
59,"2994"
60,"2936"
61,"3015"
62,"2874"
63,"2753"
64,"2759"
65,"2560"
66,"2629"
67,"2620"
68,"2547"
69,"2566"
70,"2639"
71,"2764"
72,"2721"
73,"2744"
74,"2808"
75,"2678"
76,"2591"
77,"2535"
78,"2549"
79,"2468"
80,"2454"
81,"2537"
82,"2640"
83,"2949"
84,"3370"
85,"3943"
86,"4150"
87,"4284"
88,"3915"
89,"3575"
90,"3130"
91,"2941"
92,"2979"
93,"3179"
94,"3579"
95,"4011"
96,"4486"
97,"4673"
98,"4470"
99,"4234"
100,"3506"
101,"3110"
102,"2789"
103,"2632"
104,"2558"
105,"2544"
106,"2514"
107,"2574"
108,"2661"
109,"2669"
110,"2857"
111,"3140"
112,"3658"
113,"3810"
114,"4137"
115,"4299"
116,"4179"
117,"3975"
118,"3760"
119,"3403"
120,"3348"
121,"3228"
122,"3118"
123,"3421"
124,"3337"
125,"3469"
126,"3829"
127,"4279"
128,"5232"
129,"6924"
130,"9245"
131,"12915"
132,"16629"
133,"20389"
134,"22235"
135,"22769"
136,"20773"
137,"18156"
138,"16564"
139,"16447"
140,"16488"
141,"17669"
142,"18116"
143,"17946"
144,"17689"
145,"18399"
146,"18745"
147,"19367"
148,"18685"
149,"16717"
150,"13848"
151,"10558"
152,"8042"
153,"6341"
154,"5450"
155,"4951"
156,"5112"
157,"5306"
158,"5482"
159,"5593"
160,"5708"
161,"5821"
162,"6538"
163,"7283"
164,"8121"
165,"8578"
166,"8393"
167,"8196"
168,"7252"
169,"6248"
170,"5478"
171,"5126"
172,"4884"
173,"5065"
174,"5484"
175,"6322"
176,"8546"
177,"13473"
178,"23657"
179,"42143"
180,"73902"
181,"116513"
182,"164350"
183,"206600"
184,"227467"
185,"219404"
186,"186414"
187,"137987"
188,"92185"
189,"54464"
190,"29814"
191,"15809"
192,"9840"
193,"8082"
194,"8940"
195,"11848"
196,"16724"
197,"23146"
198,"30908"
199,"37613"
200,"40740"
201,"40001"
202,"35192"
203,"27871"
204,"19750"
205,"13317"
206,"8881"
207,"6198"
208,"4913"
209,"4306"
210,"4208"
211,"4150"
212,"4147"
213,"4041"
214,"4036"
215,"4100"
216,"4039"
217,"4291"
218,"4690"
219,"5490"
220,"6911"
221,"8866"
222,"11226"
223,"14069"
224,"16047"
225,"17036"
226,"16258"
227,"14539"
228,"11578"
229,"9137"
230,"7424"
231,"5818"
232,"4949"
233,"4475"
234,"4446"
235,"4346"
236,"4431"
237,"4445"
238,"4542"
239,"4699"
240,"4905"
241,"5204"
242,"5429"
243,"5861"
244,"6441"
245,"6756"
246,"7126"
247,"7013"
248,"6563"
249,"6533"
250,"6095"
251,"5743"
252,"5398"
253,"5384"
254,"5174"
255,"5084"
256,"5283"
257,"5410"
258,"5268"
259,"5531"
260,"5502"
261,"5395"
262,"5574"
263,"5544"
264,"5653"
265,"5886"
266,"5927"
267,"6176"
268,"6211"
269,"6345"
270,"6335"
271,"6529"
272,"6367"
273,"6401"
274,"6268"
275,"6305"
276,"6241"
277,"6123"
278,"6290"
279,"6277"
280,"6379"
281,"6316"
282,"6316"
283,"6333"
284,"6522"
285,"6570"
286,"6625"
287,"6817"
288,"6649"
289,"6929"
290,"7063"
291,"7131"
292,"7292"
293,"7414"
294,"7685"
295,"7707"
296,"7624"
297,"7481"
298,"7296"
299,"7327"
300,"7240"
301,"7238"
302,"7187"
303,"7299"
304,"7249"
305,"7475"
306,"7614"
307,"7771"
308,"7967"
309,"8318"
310,"8874"
311,"9839"
312,"11895"
313,"15150"
314,"19883"
315,"27107"
316,"35431"
317,"45073"
318,"52606"
319,"56805"
320,"56775"
321,"52401"
322,"44495"
323,"35791"
324,"26903"
325,"19405"
326,"14315"
327,"11010"
328,"9203"
329,"8234"
330,"8085"
331,"7604"
332,"7648"
333,"7796"
334,"7691"
335,"7770"
336,"8041"
337,"8010"
338,"8256"
339,"8351"
340,"8520"
341,"8746"
342,"8759"
343,"9167"
344,"9476"
345,"9940"
346,"10672"
347,"11350"
348,"12647"
349,"14080"
350,"14944"
351,"16417"
352,"16803"
353,"16924"
354,"16278"
355,"15472"
356,"14573"
357,"13838"
358,"13389"
359,"13703"
360,"13698"
361,"14594"
362,"15388"
363,"16198"
364,"16903"
365,"17661"
366,"18505"
367,"19538"
368,"20282"
369,"21768"
370,"23705"
371,"24735"
372,"25780"
373,"25596"
374,"24422"
375,"22204"
376,"19279"
377,"16413"
