Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LA10"
Duration Time,300.542
Ambient Temperature,"110.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"16401585"
Raw Accumulated Counts,"19161015"
Valid Count Last Packet,"51182"
Raw Count Last Packet,"59329"
Live Time,256.637024
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0452
Number of Channels,2048
Vacuum,685
Channel#,Intensity
0,"8637"
1,"6931"
2,"4677"
3,"3184"
4,"1676"
5,"373"
6,"56"
7,"19"
8,"6"
9,"4"
10,"8"
11,"6"
12,"3"
13,"0"
14,"0"
15,"2"
16,"2"
17,"1"
18,"2"
19,"3"
20,"1"
21,"3"
22,"1"
23,"1"
24,"2"
25,"1"
26,"0"
27,"0"
28,"1"
29,"1"
30,"6"
31,"66"
32,"467"
33,"1466"
34,"2472"
35,"2968"
36,"3221"
37,"3387"
38,"3375"
39,"3379"
40,"3331"
41,"3308"
42,"3400"
43,"3427"
44,"3398"
45,"3527"
46,"3445"
47,"3463"
48,"3559"
49,"3399"
50,"3399"
51,"3421"
52,"3338"
53,"3234"
54,"3317"
55,"3295"
56,"3316"
57,"3326"
58,"3342"
59,"3258"
60,"3233"
61,"3376"
62,"3226"
63,"3172"
64,"3192"
65,"2996"
66,"2993"
67,"3029"
68,"2960"
69,"3017"
70,"3025"
71,"3056"
72,"3249"
73,"3102"
74,"3351"
75,"3203"
76,"3106"
77,"3096"
78,"2868"
79,"2930"
80,"2855"
81,"2996"
82,"2941"
83,"3059"
84,"3347"
85,"3653"
86,"3725"
87,"3754"
88,"3754"
89,"3898"
90,"3958"
91,"4050"
92,"4767"
93,"5954"
94,"7908"
95,"10240"
96,"12567"
97,"13463"
98,"12976"
99,"10754"
100,"8339"
101,"6353"
102,"4788"
103,"4078"
104,"3793"
105,"3833"
106,"3837"
107,"3928"
108,"4180"
109,"4417"
110,"5049"
111,"5828"
112,"6678"
113,"7941"
114,"8618"
115,"9078"
116,"8404"
117,"7676"
118,"6547"
119,"5859"
120,"5351"
121,"5015"
122,"5066"
123,"4952"
124,"5357"
125,"5772"
126,"6556"
127,"8290"
128,"10735"
129,"13853"
130,"17411"
131,"20597"
132,"23783"
133,"25743"
134,"26079"
135,"24848"
136,"22680"
137,"20086"
138,"18095"
139,"17266"
140,"18125"
141,"19012"
142,"19478"
143,"19288"
144,"19517"
145,"19962"
146,"20625"
147,"21335"
148,"21081"
149,"19129"
150,"16510"
151,"13761"
152,"11238"
153,"9325"
154,"8436"
155,"8042"
156,"8265"
157,"8448"
158,"8941"
159,"8987"
160,"8813"
161,"9036"
162,"8906"
163,"9147"
164,"9153"
165,"9679"
166,"9801"
167,"10167"
168,"10235"
169,"10237"
170,"10517"
171,"10917"
172,"11528"
173,"12792"
174,"14748"
175,"18026"
176,"26295"
177,"44915"
178,"84031"
179,"160978"
180,"289540"
181,"472798"
182,"685108"
183,"875179"
184,"981156"
185,"964602"
186,"831531"
187,"627939"
188,"415996"
189,"245539"
190,"129368"
191,"63413"
192,"32913"
193,"22665"
194,"23703"
195,"33658"
196,"51800"
197,"77260"
198,"108396"
199,"135643"
200,"151477"
201,"151818"
202,"133974"
203,"104109"
204,"71924"
205,"45370"
206,"25726"
207,"13988"
208,"7546"
209,"4531"
210,"3414"
211,"2937"
212,"2850"
213,"2813"
214,"2825"
215,"2839"
216,"2795"
217,"2854"
218,"2966"
219,"3045"
220,"3323"
221,"3456"
222,"3655"
223,"3921"
224,"4040"
225,"4269"
226,"4063"
227,"3989"
228,"3828"
229,"3554"
230,"3498"
231,"3364"
232,"3260"
233,"3253"
234,"3197"
235,"3263"
236,"3302"
237,"3312"
238,"3287"
239,"3370"
240,"3421"
241,"3352"
242,"3505"
243,"3507"
244,"3537"
245,"3562"
246,"3580"
247,"3654"
248,"3563"
249,"3491"
250,"3595"
251,"3569"
252,"3585"
253,"3570"
254,"3575"
255,"3474"
256,"3533"
257,"3651"
258,"3557"
259,"3723"
260,"3657"
261,"3766"
262,"3671"
263,"3652"
264,"3711"
265,"3987"
266,"3953"
267,"3908"
268,"3939"
269,"3981"
270,"4049"
271,"3987"
272,"4149"
273,"4175"
274,"4103"
275,"4219"
276,"4078"
277,"4197"
278,"4178"
279,"4263"
280,"4327"
281,"4249"
282,"4357"
283,"4392"
284,"4517"
285,"4563"
286,"4680"
287,"4630"
288,"4672"
289,"4812"
290,"4862"
291,"4967"
292,"5089"
293,"5092"
294,"5260"
295,"5353"
296,"5459"
297,"5302"
298,"5254"
299,"5295"
300,"5154"
301,"5165"
302,"5165"
303,"5238"
304,"5343"
305,"5348"
306,"5285"
307,"5485"
308,"5660"
309,"5921"
310,"5887"
311,"6210"
312,"6794"
313,"7557"
314,"8814"
315,"10115"
316,"12134"
317,"14455"
318,"16223"
319,"17696"
320,"17713"
321,"16746"
322,"15252"
323,"12822"
324,"10684"
325,"9016"
326,"7609"
327,"6714"
328,"6443"
329,"6218"
330,"5903"
331,"6039"
332,"5931"
333,"5905"
334,"6059"
335,"6198"
336,"6151"
337,"6281"
338,"6457"
339,"6374"
340,"6380"
341,"6597"
342,"6803"
343,"6777"
344,"6890"
345,"7087"
346,"7279"
347,"7596"
348,"7660"
349,"7992"
350,"8297"
351,"8482"
352,"8671"
353,"8716"
354,"8764"
355,"8722"
356,"8643"
357,"8762"
358,"9114"
359,"9445"
360,"10251"
361,"10925"
362,"11625"
363,"12374"
364,"13223"
365,"14043"
366,"14988"
367,"16295"
368,"17291"
369,"18536"
370,"19691"
371,"20748"
372,"21013"
373,"20871"
374,"19500"
375,"17808"
376,"15493"
377,"13234"
378,"11004"
379,"9288"
380,"8026"
381,"7410"
382,"6985"
383,"6853"
384,"6703"
385,"6808"
386,"6726"
387,"6637"
388,"6588"
389,"6461"
390,"6545"
391,"6252"
392,"6160"
393,"6306"
394,"6362"
395,"6538"
396,"6686"
397,"6867"
398,"7020"
399,"7286"
400,"7575"
401,"7639"
402,"7672"
403,"7491"
404,"7678"
405,"7524"
406,"7370"
407,"7295"
408,"7357"
409,"7426"
