Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LA3"
Duration Time,300.621
Ambient Temperature,"102.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"15093377"
Raw Accumulated Counts,"17386394"
Valid Count Last Packet,"46496"
Raw Count Last Packet,"53855"
Live Time,260.502014
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0526
Number of Channels,2048
Vacuum,685
Channel#,Intensity
0,"8741"
1,"6977"
2,"4597"
3,"3232"
4,"1560"
5,"360"
6,"55"
7,"14"
8,"6"
9,"12"
10,"10"
11,"2"
12,"2"
13,"4"
14,"4"
15,"2"
16,"4"
17,"3"
18,"1"
19,"1"
20,"2"
21,"3"
22,"1"
23,"1"
24,"3"
25,"0"
26,"2"
27,"2"
28,"0"
29,"2"
30,"11"
31,"45"
32,"432"
33,"1364"
34,"2303"
35,"2842"
36,"3014"
37,"3088"
38,"3080"
39,"3091"
40,"3030"
41,"3047"
42,"2961"
43,"3136"
44,"3134"
45,"3250"
46,"3258"
47,"3207"
48,"3165"
49,"3215"
50,"3033"
51,"3042"
52,"2999"
53,"3040"
54,"3141"
55,"3023"
56,"3024"
57,"3048"
58,"2975"
59,"3078"
60,"3079"
61,"2961"
62,"2885"
63,"2945"
64,"2903"
65,"2777"
66,"2691"
67,"2699"
68,"2746"
69,"2715"
70,"2760"
71,"2764"
72,"2886"
73,"3035"
74,"2947"
75,"2828"
76,"2876"
77,"2669"
78,"2732"
79,"2651"
80,"2530"
81,"2501"
82,"2698"
83,"2681"
84,"2938"
85,"3156"
86,"3252"
87,"3329"
88,"3239"
89,"3286"
90,"3297"
91,"3563"
92,"4296"
93,"5238"
94,"6832"
95,"8899"
96,"10460"
97,"11508"
98,"10880"
99,"9114"
100,"7001"
101,"5429"
102,"4042"
103,"3728"
104,"3440"
105,"3298"
106,"3439"
107,"3504"
108,"3582"
109,"3803"
110,"4515"
111,"5147"
112,"5823"
113,"6866"
114,"7320"
115,"7552"
116,"7341"
117,"6495"
118,"5580"
119,"5114"
120,"4550"
121,"4325"
122,"4360"
123,"4322"
124,"4366"
125,"4429"
126,"4991"
127,"5277"
128,"6355"
129,"7634"
130,"10053"
131,"13364"
132,"16953"
133,"20419"
134,"22674"
135,"23200"
136,"21353"
137,"19086"
138,"17196"
139,"16631"
140,"17169"
141,"18319"
142,"18508"
143,"19068"
144,"19339"
145,"19696"
146,"20819"
147,"21169"
148,"20854"
149,"18923"
150,"16156"
151,"13080"
152,"10341"
153,"8540"
154,"7737"
155,"7274"
156,"7399"
157,"7855"
158,"8027"
159,"8048"
160,"8199"
161,"8013"
162,"7759"
163,"8209"
164,"8382"
165,"8700"
166,"8869"
167,"9114"
168,"9013"
169,"8855"
170,"9159"
171,"9497"
172,"10335"
173,"10977"
174,"12712"
175,"15911"
176,"22587"
177,"38167"
178,"72107"
179,"137201"
180,"247035"
181,"398783"
182,"576631"
183,"733297"
184,"817626"
185,"798343"
186,"684691"
187,"512507"
188,"340326"
189,"197507"
190,"104321"
191,"51694"
192,"26588"
193,"18605"
194,"20004"
195,"28480"
196,"43531"
197,"65331"
198,"89800"
199,"111937"
200,"124754"
201,"123703"
202,"108141"
203,"84413"
204,"58392"
205,"36008"
206,"20941"
207,"11529"
208,"6529"
209,"4197"
210,"3349"
211,"2942"
212,"2820"
213,"2868"
214,"2720"
215,"2828"
216,"2912"
217,"2832"
218,"3050"
219,"3021"
220,"3211"
221,"3398"
222,"3566"
223,"3728"
224,"3911"
225,"3775"
226,"3736"
227,"3650"
228,"3610"
229,"3604"
230,"3276"
231,"3197"
232,"3140"
233,"3272"
234,"3174"
235,"3287"
236,"3289"
237,"3356"
238,"3366"
239,"3315"
240,"3404"
241,"3452"
242,"3656"
243,"3522"
244,"3637"
245,"3505"
246,"3683"
247,"3539"
248,"3743"
249,"3634"
250,"3717"
251,"3675"
252,"3767"
253,"3744"
254,"3723"
255,"3722"
256,"3732"
257,"3772"
258,"3851"
259,"3780"
260,"3967"
261,"3866"
262,"3961"
263,"4109"
264,"3988"
265,"4060"
266,"4206"
267,"4202"
268,"4268"
269,"4319"
270,"4315"
271,"4362"
272,"4398"
273,"4404"
274,"4458"
275,"4424"
276,"4539"
277,"4670"
278,"4559"
279,"4560"
280,"4780"
281,"4761"
282,"4817"
283,"4976"
284,"5062"
285,"4906"
286,"4989"
287,"5134"
288,"5279"
289,"5179"
290,"5341"
291,"5327"
292,"5670"
293,"5721"
294,"5755"
295,"5815"
296,"5837"
297,"5918"
298,"5631"
299,"5870"
300,"5676"
301,"5673"
302,"5746"
303,"5869"
304,"5744"
305,"5781"
306,"6042"
307,"6028"
308,"6111"
309,"6427"
310,"6632"
311,"6775"
312,"7174"
313,"7570"
314,"8540"
315,"9514"
316,"10654"
317,"11896"
318,"13208"
319,"13754"
320,"13764"
321,"13272"
322,"12080"
323,"10720"
324,"9180"
325,"8054"
326,"7292"
327,"6681"
328,"6508"
329,"6351"
330,"6372"
331,"6375"
332,"6544"
333,"6475"
334,"6417"
335,"6527"
336,"6588"
337,"6537"
338,"6738"
339,"6978"
340,"6902"
341,"7018"
342,"6993"
343,"7324"
344,"7437"
345,"7560"
346,"7712"
347,"7696"
348,"7741"
349,"8016"
350,"8153"
351,"8380"
352,"8556"
353,"8455"
354,"8642"
355,"8578"
356,"8838"
357,"9197"
358,"9624"
359,"10114"
360,"10803"
361,"11597"
362,"12419"
363,"13379"
364,"14187"
365,"14833"
366,"15659"
367,"16629"
368,"17562"
369,"18928"
370,"20157"
371,"21096"
372,"21797"
373,"21636"
374,"20385"
375,"18464"
376,"15977"
377,"13777"
378,"11420"
379,"9840"
380,"8640"
381,"7783"
382,"7310"
383,"7155"
384,"7036"
385,"7023"
386,"7031"
387,"6983"
388,"6830"
389,"6863"
390,"6805"
391,"6595"
392,"6792"
393,"6934"
394,"6919"
395,"7046"
396,"7284"
397,"7439"
398,"7667"
399,"8173"
400,"8049"
401,"8103"
402,"8427"
403,"8202"
404,"8179"
405,"7975"
406,"8071"
407,"8017"
408,"7919"
409,"8173"
410,"8155"
411,"8464"
412,"8458"
413,"8404"
414,"8385"
415,"8120"
416,"7623"
417,"7403"
418,"7154"
419,"6940"
420,"6813"
421,"6716"
422,"6512"
423,"6674"
424,"6553"
425,"6649"
426,"6834"
427,"6770"
428,"6881"
429,"6846"
430,"7088"
431,"7058"
432,"7087"
433,"7155"
434,"7077"
435,"7192"
436,"6994"
437,"6986"
438,"6992"
439,"7019"
440,"7234"
441,"6974"
442,"7136"
443,"7179"
444,"7105"
445,"7152"
446,"7228"
447,"7169"
448,"7155"
449,"7037"
450,"7219"
451,"7153"
452,"6952"
453,"7339"
454,"7344"
455,"7384"
456,"7232"
457,"7086"
458,"7224"
459,"7268"
460,"7405"
461,"7302"
462,"7407"
463,"7322"
464,"7486"
465,"7455"
466,"7431"
467,"7273"
468,"7348"
469,"7332"
470,"7555"
471,"7415"
472,"7552"
473,"7392"
474,"7409"
475,"7608"
476,"7477"
477,"7512"
478,"7687"
479,"7509"
480,"7656"
481,"7559"
482,"7421"
483,"7554"
484,"7505"
485,"7644"
486,"7714"
487,"7494"
488,"7567"
489,"7542"
490,"7494"
491,"7641"
492,"7720"
493,"7681"
494,"7779"
495,"7644"
496,"7619"
497,"7689"
498,"7598"
499,"7648"
500,"7553"
501,"7768"
502,"7568"
503,"7741"
504,"7638"
505,"7769"
506,"7626"
507,"7841"
508,"7708"
509,"7812"
510,"7881"
511,"7967"
512,"7763"
513,"8108"
514,"7990"
