Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WN0301337"
Duration Time,300.733
Ambient Temperature,"118.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"19946054"
Raw Accumulated Counts,"24477832"
Valid Count Last Packet,"59229"
Raw Count Last Packet,"73230"
Live Time,244.601944
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0399
Number of Channels,2048
Vacuum,693
Channel#,Intensity
0,"7883"
1,"6345"
2,"4589"
3,"3285"
4,"1405"
5,"294"
6,"49"
7,"24"
8,"14"
9,"14"
10,"8"
11,"7"
12,"6"
13,"4"
14,"4"
15,"4"
16,"7"
17,"3"
18,"3"
19,"1"
20,"7"
21,"2"
22,"5"
23,"0"
24,"2"
25,"1"
26,"0"
27,"2"
28,"1"
29,"8"
30,"24"
31,"239"
32,"1125"
33,"2481"
34,"3420"
35,"4004"
36,"4271"
37,"4206"
38,"4297"
39,"4101"
40,"4055"
41,"4027"
42,"4042"
43,"4137"
44,"4009"
45,"4042"
46,"4034"
47,"3985"
48,"3899"
49,"3881"
50,"3685"
51,"3879"
52,"3882"
53,"3835"
54,"3717"
55,"3542"
56,"3509"
57,"3576"
58,"3640"
59,"3557"
60,"3558"
61,"3482"
62,"3369"
63,"3301"
64,"3263"
65,"3237"
66,"3245"
67,"3050"
68,"3020"
69,"3050"
70,"3089"
71,"3083"
72,"3118"
73,"3019"
74,"3058"
75,"3065"
76,"2941"
77,"3071"
78,"2975"
79,"2970"
80,"2857"
81,"2801"
82,"2843"
83,"3028"
84,"3183"
85,"3331"
86,"3577"
87,"3524"
88,"3392"
89,"3148"
90,"2901"
91,"2820"
92,"2668"
93,"2707"
94,"2737"
95,"2794"
96,"3018"
97,"2962"
98,"2865"
99,"2890"
100,"2872"
101,"2733"
102,"2692"
103,"2639"
104,"2651"
105,"2571"
106,"2638"
107,"2593"
108,"2710"
109,"2884"
110,"3233"
111,"3826"
112,"4536"
113,"5318"
114,"6070"
115,"6460"
116,"6212"
117,"5474"
118,"4775"
119,"4038"
120,"3614"
121,"3474"
122,"3463"
123,"3457"
124,"3527"
125,"3487"
126,"3883"
127,"4341"
128,"5177"
129,"6880"
130,"9383"
131,"12492"
132,"16299"
133,"19817"
134,"21450"
135,"21389"
136,"19662"
137,"17392"
138,"15661"
139,"15433"
140,"16356"
141,"16988"
142,"17461"
143,"16930"
144,"16926"
145,"17297"
146,"17835"
147,"17918"
148,"17067"
149,"15163"
150,"12496"
151,"9833"
152,"7479"
153,"5990"
154,"4990"
155,"4791"
156,"4717"
157,"4945"
158,"5315"
159,"5864"
160,"7038"
161,"9141"
162,"12428"
163,"15846"
164,"19338"
165,"21334"
166,"21423"
167,"18621"
168,"14495"
169,"10601"
170,"7572"
171,"5467"
172,"4423"
173,"4024"
174,"4129"
175,"4583"
