Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PSC18826"
Duration Time,300.09
Ambient Temperature,"110.9"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"8242438"
Raw Accumulated Counts,"8852433"
Valid Count Last Packet,"25706"
Raw Count Last Packet,"27667"
Live Time,279.738892
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0239
Number of Channels,2048
Vacuum,1023
Channel#,Intensity
0,"9541"
1,"7536"
2,"4722"
3,"2769"
4,"1221"
5,"279"
6,"45"
7,"8"
8,"4"
9,"5"
10,"1"
11,"1"
12,"1"
13,"1"
14,"3"
15,"3"
16,"2"
17,"3"
18,"1"
19,"0"
20,"1"
21,"0"
22,"2"
23,"1"
24,"2"
25,"2"
26,"0"
27,"0"
28,"0"
29,"0"
30,"2"
31,"16"
32,"186"
33,"695"
34,"1121"
35,"1426"
36,"1640"
37,"1623"
38,"1621"
39,"1537"
40,"1566"
41,"1572"
42,"1617"
43,"1667"
44,"1681"
45,"1784"
46,"1739"
47,"1767"
48,"1720"
49,"1630"
50,"1652"
51,"1531"
52,"1601"
53,"1610"
54,"1625"
55,"1670"
56,"1602"
57,"1603"
58,"1674"
59,"1649"
60,"1720"
61,"1717"
62,"1730"
63,"1660"
64,"1535"
65,"1509"
66,"1553"
67,"1534"
68,"1510"
69,"1538"
70,"1540"
71,"1558"
72,"1568"
73,"1587"
74,"1643"
75,"1629"
76,"1537"
77,"1539"
78,"1412"
79,"1559"
80,"1492"
81,"1496"
82,"1426"
83,"1537"
84,"1675"
85,"1760"
86,"1815"
87,"1855"
88,"1794"
89,"1764"
90,"1735"
91,"1620"
92,"1593"
93,"1577"
94,"1637"
95,"1618"
96,"1720"
97,"1783"
98,"1765"
99,"1930"
100,"2011"
101,"2027"
102,"2102"
103,"2143"
104,"2173"
105,"2320"
106,"2439"
107,"2749"
108,"3241"
109,"4653"
110,"7497"
111,"13019"
112,"21682"
113,"32913"
114,"42449"
115,"47178"
116,"45250"
117,"37343"
118,"26699"
119,"16873"
120,"10945"
121,"7837"
122,"6797"
123,"6471"
124,"6105"
125,"5364"
126,"5367"
127,"5907"
128,"7321"
129,"9807"
130,"13096"
131,"16832"
132,"20554"
133,"23626"
134,"24467"
135,"24236"
136,"21853"
137,"18583"
138,"16348"
139,"15779"
140,"16499"
141,"17413"
142,"17916"
143,"17890"
144,"17751"
145,"17857"
146,"18412"
147,"19021"
148,"18522"
149,"16576"
150,"13550"
151,"10132"
152,"7225"
153,"5134"
154,"4066"
155,"3510"
156,"3509"
157,"3656"
158,"3761"
159,"3709"
160,"3541"
161,"3231"
162,"2882"
163,"2624"
164,"2589"
165,"2601"
166,"2607"
167,"2719"
168,"2471"
169,"2486"
170,"2383"
171,"2270"
172,"2242"
173,"2172"
174,"2119"
175,"2200"
176,"2120"
177,"2300"
178,"2494"
179,"2708"
180,"3103"
181,"3670"
182,"4470"
183,"5098"
184,"5476"
185,"5442"
186,"5167"
187,"4517"
188,"3818"
189,"3288"
190,"3152"
191,"2960"
192,"2744"
193,"2794"
194,"2928"
195,"2933"
196,"2956"
197,"3092"
198,"3256"
199,"3347"
200,"3440"
201,"3488"
202,"3576"
203,"3520"
204,"3425"
205,"3349"
206,"3347"
207,"3497"
208,"3368"
209,"3469"
210,"3312"
211,"3431"
212,"3587"
213,"3543"
214,"3520"
215,"3621"
216,"3554"
217,"3668"
218,"3753"
219,"3939"
220,"4084"
221,"4267"
222,"4494"
223,"4761"
224,"4771"
225,"4901"
226,"4805"
227,"4772"
228,"4564"
229,"4461"
230,"4256"
231,"4274"
232,"4271"
233,"4349"
234,"4249"
235,"4295"
236,"4455"
237,"4412"
238,"4459"
239,"4609"
240,"4739"
241,"4597"
242,"4739"
243,"4815"
244,"4952"
245,"4903"
246,"5020"
247,"5181"
248,"5085"
249,"5192"
250,"5230"
251,"5266"
252,"5339"
253,"5368"
254,"5515"
255,"5418"
256,"5495"
257,"5654"
258,"5619"
259,"5869"
260,"5753"
261,"5869"
262,"5940"
263,"5986"
264,"6208"
265,"6476"
266,"6410"
267,"6485"
268,"6612"
269,"6680"
270,"6826"
271,"7026"
272,"7008"
273,"7031"
274,"7165"
275,"7123"
276,"7243"
277,"7235"
278,"7342"
279,"7268"
280,"7384"
281,"7549"
282,"7678"
283,"7674"
284,"7747"
285,"7877"
286,"7849"
287,"7907"
288,"8036"
289,"8067"
290,"8220"
291,"8204"
292,"8381"
293,"8524"
294,"8637"
295,"8766"
296,"8720"
297,"8889"
298,"8617"
299,"8923"
300,"8818"
301,"8773"
302,"8798"
303,"9115"
304,"9233"
305,"9083"
306,"9414"
307,"9395"
308,"9687"
309,"10052"
310,"10342"
311,"10618"
312,"10967"
313,"11372"
314,"11698"
315,"12407"
316,"13015"
317,"13743"
318,"13862"
319,"14452"
320,"14279"
321,"14006"
322,"13204"
323,"12144"
324,"11480"
325,"10819"
326,"10304"
327,"9934"
328,"9695"
329,"9800"
330,"9531"
331,"9596"
332,"9897"
333,"9846"
334,"9970"
335,"10107"
336,"10220"
337,"10322"
338,"10475"
339,"10310"
340,"10596"
341,"10600"
342,"11105"
343,"10920"
344,"11255"
345,"11436"
346,"11226"
347,"11347"
348,"11445"
349,"11472"
350,"11407"
351,"11773"
352,"11969"
353,"11914"
354,"12252"
355,"12805"
356,"13362"
357,"14192"
358,"15207"
359,"16631"
360,"17882"
361,"19060"
362,"20575"
363,"22053"
364,"23033"
365,"23910"
366,"24286"
367,"24851"
368,"25398"
369,"26026"
370,"27235"
371,"28084"
372,"28542"
373,"28211"
374,"27286"
375,"25380"
376,"22563"
377,"19405"
378,"16688"
379,"14235"
