Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LUK0611"
Duration Time,300.338
Ambient Temperature,"117.0"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"20913868"
Raw Accumulated Counts,"25740381"
Valid Count Last Packet,"64552"
Raw Count Last Packet,"80095"
Live Time,243.271988
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0355
Number of Channels,2048
Vacuum,694
Channel#,Intensity
0,"8268"
1,"6362"
2,"4305"
3,"2656"
4,"1210"
5,"292"
6,"48"
7,"20"
8,"9"
9,"11"
10,"5"
11,"5"
12,"4"
13,"3"
14,"2"
15,"4"
16,"2"
17,"2"
18,"2"
19,"3"
20,"2"
21,"2"
22,"2"
23,"5"
24,"0"
25,"0"
26,"4"
27,"0"
28,"1"
29,"0"
30,"4"
31,"54"
32,"429"
33,"1249"
34,"1987"
35,"2408"
36,"2579"
37,"2625"
38,"2657"
39,"2567"
40,"2554"
41,"2552"
42,"2503"
43,"2620"
44,"2597"
45,"2612"
46,"2592"
47,"2695"
48,"2683"
49,"2669"
50,"2484"
51,"2467"
52,"2566"
53,"2576"
54,"2540"
55,"2430"
56,"2496"
57,"2493"
58,"2410"
59,"2422"
60,"2437"
61,"2469"
62,"2425"
63,"2310"
64,"2316"
65,"2243"
66,"2206"
67,"2265"
68,"2230"
69,"2322"
70,"2238"
71,"2340"
72,"2361"
73,"2441"
74,"2512"
75,"2487"
76,"2363"
77,"2304"
78,"2207"
79,"2148"
80,"2235"
81,"2269"
82,"2238"
83,"2393"
84,"2488"
85,"2587"
86,"2748"
87,"2760"
88,"2812"
89,"2693"
90,"2580"
91,"2626"
92,"2763"
93,"3374"
94,"4090"
95,"4994"
96,"5643"
97,"6144"
98,"5863"
99,"5196"
100,"4384"
101,"3671"
102,"3184"
103,"2803"
104,"2614"
105,"2725"
106,"2584"
107,"2599"
108,"2689"
109,"2953"
110,"3045"
111,"3309"
112,"3605"
113,"3896"
114,"4376"
115,"4462"
116,"4275"
117,"3960"
118,"3800"
119,"3606"
120,"3452"
121,"3408"
122,"3413"
123,"3389"
124,"3572"
125,"3791"
126,"3940"
127,"4550"
128,"5271"
129,"6783"
130,"8960"
131,"11999"
132,"15359"
133,"18879"
134,"20679"
135,"20785"
136,"19175"
137,"17246"
138,"15618"
139,"15254"
140,"16076"
141,"16846"
142,"17269"
143,"17196"
144,"17291"
145,"18062"
146,"18729"
147,"19134"
148,"18812"
149,"16846"
150,"14025"
151,"11120"
152,"8625"
153,"6964"
154,"6042"
155,"5637"
156,"5632"
157,"5843"
158,"6086"
159,"5964"
160,"5923"
161,"5720"
162,"5711"
163,"5729"
164,"5711"
165,"5905"
166,"5967"
167,"5989"
168,"5816"
169,"5807"
170,"5799"
171,"5913"
172,"6127"
173,"6454"
174,"7126"
175,"8660"
176,"11838"
177,"19018"
178,"34742"
179,"64831"
180,"113341"
181,"180359"
182,"256632"
183,"321071"
184,"356199"
185,"344493"
186,"291148"
187,"217518"
188,"143232"
189,"84232"
190,"45069"
191,"23505"
192,"14138"
193,"11006"
194,"12028"
195,"16350"
196,"23682"
197,"33912"
198,"45780"
199,"55904"
200,"60963"
201,"60278"
202,"52701"
203,"41171"
204,"29297"
205,"19154"
206,"12014"
207,"7734"
208,"5650"
209,"4608"
210,"4142"
211,"4038"
212,"4051"
213,"4142"
214,"4018"
215,"4200"
216,"4258"
217,"4304"
218,"4504"
219,"4954"
220,"5203"
221,"5983"
222,"6706"
223,"7559"
224,"8228"
225,"8735"
226,"8947"
227,"8753"
228,"8603"
229,"8935"
230,"9060"
231,"9866"
232,"9807"
233,"9581"
234,"8982"
235,"8375"
236,"7169"
237,"6512"
238,"6130"
239,"5722"
240,"5558"
241,"5504"
242,"5775"
243,"5837"
244,"5905"
245,"6042"
246,"6148"
247,"6114"
248,"6056"
249,"6049"
250,"5759"
251,"5571"
252,"5788"
253,"5914"
254,"5694"
255,"5813"
256,"5791"
257,"6007"
258,"6068"
259,"6237"
260,"6453"
261,"6546"
262,"6696"
263,"6840"
264,"6863"
265,"7176"
266,"7222"
267,"7264"
268,"7167"
269,"7336"
270,"7177"
271,"7149"
272,"7158"
273,"7289"
274,"7210"
275,"7306"
276,"7340"
277,"7397"
278,"7434"
279,"7370"
280,"7566"
281,"7621"
282,"7549"
283,"7514"
284,"7738"
285,"7812"
286,"8000"
287,"8136"
288,"8493"
289,"8853"
290,"9764"
291,"10203"
292,"11112"
293,"11776"
294,"12391"
295,"12335"
296,"12171"
297,"12044"
298,"11730"
299,"11693"
300,"11468"
301,"11497"
302,"11597"
303,"12405"
304,"12885"
305,"13944"
306,"14949"
307,"16224"
308,"19319"
309,"24586"
310,"36451"
311,"60549"
312,"107610"
313,"190966"
314,"322124"
315,"508455"
316,"740084"
317,"984526"
318,"1193833"
319,"1316405"
320,"1319740"
321,"1203856"
322,"998607"
323,"753490"
324,"519840"
325,"327622"
326,"190769"
327,"104144"
328,"55195"
329,"29550"
330,"17908"
331,"12992"
332,"11059"
333,"10305"
334,"9946"
335,"9846"
336,"10117"
337,"10276"
338,"10732"
339,"11583"
340,"12391"
341,"13490"
342,"15529"
343,"19069"
344,"24952"
345,"34868"
346,"50685"
347,"73062"
348,"103132"
349,"136969"
350,"170328"
351,"196567"
352,"207799"
353,"204568"
354,"184326"
355,"152787"
356,"117311"
357,"84595"
358,"57329"
359,"37012"
360,"24680"
361,"17461"
362,"14029"
363,"12522"
364,"11877"
365,"11962"
366,"12491"
367,"12945"
368,"13393"
369,"14072"
370,"14844"
371,"15251"
372,"15869"
373,"15471"
374,"14861"
375,"13527"
376,"11694"
377,"10083"
378,"8419"
379,"7183"
380,"6321"
381,"5836"
382,"5436"
383,"5339"
384,"5278"
385,"5208"
386,"5278"
387,"5142"
388,"4984"
389,"5005"
390,"5104"
391,"5059"
392,"5207"
393,"5228"
394,"5246"
395,"5343"
396,"5615"
397,"5680"
398,"5985"
399,"6253"
400,"6188"
401,"6406"
402,"6313"
403,"6352"
404,"6272"
405,"6146"
406,"6035"
407,"5963"
408,"5935"
409,"5793"
410,"5978"
411,"6081"
412,"6058"
413,"6067"
414,"5923"
415,"5666"
416,"5456"
417,"5239"
418,"5078"
419,"4929"
420,"4828"
421,"4719"
422,"4676"
423,"4511"
424,"4737"
425,"4683"
426,"4888"
427,"4984"
428,"5167"
429,"5168"
430,"5297"
431,"5122"
432,"5347"
433,"5201"
434,"5084"
435,"5060"
436,"5089"
437,"4913"
438,"4758"
439,"4756"
440,"4747"
441,"4669"
442,"4757"
443,"4913"
444,"4846"
445,"4831"
446,"4958"
447,"4835"
448,"4801"
449,"4838"
450,"5005"
451,"4926"
452,"4838"
453,"4917"
454,"4947"
455,"4953"
456,"4902"
457,"4883"
458,"5163"
459,"5011"
460,"5035"
461,"4859"
462,"5100"
463,"4874"
464,"5057"
465,"5027"
466,"5084"
467,"5135"
468,"4891"
469,"4904"
470,"5069"
471,"5014"
472,"4918"
473,"4961"
474,"5126"
475,"4976"
476,"4885"
477,"5043"
478,"4905"
479,"4830"
480,"4911"
481,"4976"
482,"5096"
483,"4955"
484,"4899"
485,"5013"
486,"4856"
487,"4805"
488,"4831"
489,"4827"
490,"4817"
491,"4910"
492,"4861"
493,"4923"
494,"5026"
495,"5009"
496,"5135"
497,"5270"
