Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WN0301312"
Duration Time,300.366
Ambient Temperature,"113.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"14749936"
Raw Accumulated Counts,"16975248"
Valid Count Last Packet,"44890"
Raw Count Last Packet,"51509"
Live Time,260.824066
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0474
Number of Channels,2048
Vacuum,696
Channel#,Intensity
0,"8780"
1,"6974"
2,"4587"
3,"3141"
4,"1416"
5,"322"
6,"54"
7,"17"
8,"10"
9,"11"
10,"4"
11,"5"
12,"8"
13,"6"
14,"1"
15,"1"
16,"2"
17,"4"
18,"2"
19,"1"
20,"1"
21,"1"
22,"1"
23,"1"
24,"4"
25,"0"
26,"0"
27,"1"
28,"0"
29,"2"
30,"9"
31,"121"
32,"679"
33,"1832"
34,"2591"
35,"3114"
36,"3314"
37,"3381"
38,"3238"
39,"3365"
40,"3292"
41,"3272"
42,"3192"
43,"3334"
44,"3213"
45,"3310"
46,"3343"
47,"3473"
48,"3344"
49,"3211"
50,"3123"
51,"3081"
52,"3196"
53,"3054"
54,"3111"
55,"3125"
56,"2993"
57,"3094"
58,"2914"
59,"2838"
60,"2916"
61,"2996"
62,"2912"
63,"2829"
64,"2729"
65,"2674"
66,"2629"
67,"2409"
68,"2537"
69,"2601"
70,"2633"
71,"2505"
72,"2703"
73,"2618"
74,"2639"
75,"2674"
76,"2561"
77,"2494"
78,"2324"
79,"2391"
80,"2412"
81,"2402"
82,"2485"
83,"2735"
84,"3196"
85,"3605"
86,"3902"
87,"3975"
88,"3693"
89,"3343"
90,"2845"
91,"2589"
92,"2406"
93,"2293"
94,"2253"
95,"2276"
96,"2312"
97,"2242"
98,"2335"
99,"2365"
100,"2319"
101,"2283"
102,"2322"
103,"2258"
104,"2290"
105,"2259"
106,"2104"
107,"2245"
108,"2174"
109,"2323"
110,"2534"
111,"2546"
112,"2981"
113,"3395"
114,"3690"
115,"3873"
116,"3773"
117,"3570"
118,"3340"
119,"3077"
120,"2881"
121,"2975"
122,"2873"
123,"2929"
124,"2943"
125,"3275"
126,"3577"
127,"4325"
128,"5671"
129,"7350"
130,"10206"
131,"13578"
132,"17245"
133,"20514"
134,"21961"
135,"21851"
136,"20169"
137,"17701"
138,"16298"
139,"15732"
140,"16384"
141,"17246"
142,"17654"
143,"17760"
144,"17304"
145,"17887"
146,"18109"
147,"18651"
148,"17771"
149,"15695"
150,"12951"
151,"9778"
152,"7359"
153,"5519"
154,"4641"
155,"4169"
156,"4278"
157,"4403"
158,"4481"
159,"4654"
160,"4600"
161,"4939"
162,"5418"
163,"6071"
164,"6863"
165,"7534"
166,"7526"
167,"6650"
168,"5783"
169,"4730"
170,"3716"
171,"3214"
172,"2941"
173,"2878"
174,"2807"
175,"3058"
176,"3088"
177,"3591"
178,"3936"
179,"4844"
180,"6137"
181,"7763"
182,"9482"
183,"10895"
184,"11414"
185,"11153"
186,"9859"
187,"7934"
188,"6270"
189,"4970"
190,"4047"
191,"3700"
192,"3392"
193,"3590"
194,"3832"
195,"3950"
196,"4394"
197,"4541"
198,"4775"
199,"5041"
200,"4990"
201,"5044"
202,"4758"
203,"4716"
204,"4433"
205,"4089"
206,"4048"
207,"4059"
208,"4174"
209,"4241"
210,"4346"
211,"4572"
212,"4495"
213,"4504"
214,"4460"
215,"4599"
216,"4644"
217,"4991"
218,"5552"
219,"6894"
220,"9096"
221,"12340"
222,"16397"
223,"20593"
224,"23842"
225,"24999"
226,"23734"
227,"20788"
228,"16571"
229,"12689"
230,"9351"
231,"7223"
232,"6071"
233,"5272"
234,"5046"
235,"4830"
236,"4862"
237,"4871"
238,"5085"
239,"5364"
240,"5498"
241,"5801"
242,"6550"
243,"7415"
244,"8055"
245,"8786"
246,"9066"
247,"8939"
248,"8651"
249,"7833"
250,"7105"
251,"6690"
252,"6364"
253,"6015"
254,"5892"
255,"5997"
256,"5998"
257,"6154"
258,"6123"
259,"6276"
260,"6316"
261,"6444"
262,"6502"
263,"6650"
264,"6870"
265,"6896"
266,"6988"
267,"7234"
268,"7366"
269,"7613"
270,"7582"
271,"7652"
272,"7525"
273,"7326"
274,"7259"
275,"7376"
276,"7177"
277,"7202"
278,"7209"
279,"7115"
280,"7020"
281,"7239"
282,"7338"
283,"7393"
284,"7421"
285,"7469"
286,"7434"
287,"7631"
288,"7590"
289,"7673"
290,"7694"
291,"7889"
292,"7969"
293,"8202"
294,"8256"
295,"8141"
296,"8189"
297,"8261"
298,"8113"
299,"8197"
300,"8093"
301,"8344"
302,"8077"
303,"8335"
304,"8413"
305,"8333"
306,"8513"
307,"8831"
308,"9303"
309,"9646"
310,"10729"
311,"12290"
312,"15477"
313,"20747"
314,"28713"
315,"40341"
316,"54278"
317,"68882"
318,"80889"
319,"87311"
320,"87095"
321,"79214"
322,"67246"
323,"52380"
324,"38459"
325,"27350"
326,"18993"
327,"13909"
328,"11127"
329,"9781"
330,"9059"
331,"8789"
332,"8739"
333,"8852"
334,"8787"
335,"9013"
336,"8925"
337,"9125"
338,"9366"
339,"9472"
340,"9604"
341,"10023"
342,"10335"
343,"10645"
344,"10942"
345,"11757"
346,"12879"
347,"14315"
348,"16179"
349,"18138"
350,"20326"
351,"21998"
352,"22777"
353,"22620"
354,"21377"
355,"19954"
356,"18093"
357,"17090"
358,"15966"
359,"15834"
360,"15957"
361,"16430"
362,"17420"
363,"18406"
364,"18978"
365,"19599"
366,"20578"
367,"21254"
368,"22322"
369,"23633"
370,"25267"
371,"26624"
372,"27497"
373,"27097"
374,"26153"
375,"23511"
376,"20523"
377,"17637"
378,"14661"
379,"12352"
380,"10927"
381,"10196"
382,"9574"
383,"9309"
384,"9260"
385,"9298"
386,"9160"
387,"9468"
388,"9645"
389,"9793"
390,"9974"
391,"10587"
392,"11590"
393,"13713"
394,"16652"
395,"21543"
396,"28982"
397,"38313"
398,"48966"
399,"59565"
400,"68221"
401,"72748"
402,"72572"
403,"67722"
404,"58986"
405,"48429"
406,"38450"
407,"29573"
408,"22984"
409,"18247"
410,"15474"
411,"13848"
412,"13068"
413,"12441"
414,"11988"
415,"11640"
416,"11033"
417,"10688"
418,"10460"
419,"9952"
420,"9788"
421,"9548"
422,"9837"
423,"9577"
424,"9638"
425,"9782"
426,"9821"
427,"10270"
428,"10254"
429,"10417"
430,"10594"
431,"10690"
432,"10810"
433,"10722"
434,"10789"
435,"10770"
436,"11088"
437,"11449"
438,"12290"
439,"13336"
440,"14758"
441,"16458"
442,"18085"
443,"19279"
444,"20125"
445,"20238"
446,"19334"
447,"18578"
448,"16728"
449,"15329"
450,"13627"
451,"12447"
452,"11509"
453,"11030"
454,"10896"
455,"10642"
456,"10947"
457,"11120"
458,"11303"
459,"11358"
460,"11510"
461,"11891"
462,"11742"
463,"11708"
464,"11381"
465,"11488"
466,"11140"
467,"10913"
468,"10824"
469,"10731"
470,"10592"
471,"10780"
472,"10628"
473,"10643"
474,"10550"
475,"10677"
476,"10715"
477,"10719"
478,"10815"
479,"10709"
480,"10838"
481,"10718"
482,"10850"
483,"10792"
484,"10756"
485,"10502"
486,"10733"
487,"10679"
488,"10598"
489,"10817"
490,"10925"
491,"10739"
492,"10851"
493,"10896"
494,"10632"
495,"10709"
496,"10693"
497,"10789"
498,"10774"
499,"10865"
500,"10551"
501,"10819"
502,"10844"
503,"10872"
504,"10921"
505,"10715"
506,"10864"
507,"10833"
508,"11099"
509,"10928"
510,"11067"
511,"11191"
512,"11100"
513,"11222"
514,"10999"
515,"11119"
516,"11223"
517,"11161"
518,"11042"
519,"11001"
520,"11001"
521,"10981"
522,"11126"
523,"11227"
524,"11022"
525,"11083"
526,"11374"
527,"11347"
528,"11327"
529,"11323"
530,"11255"
531,"11174"
532,"11140"
533,"10932"
534,"10925"
535,"10963"
536,"10952"
537,"10737"
538,"10878"
539,"10724"
540,"10846"
541,"10819"
542,"10861"
543,"10870"
544,"11005"
545,"10964"
546,"10857"
547,"10894"
548,"11044"
549,"11010"
550,"11108"
551,"11084"
552,"11021"
553,"10971"
554,"10860"
555,"11194"
556,"11009"
557,"11205"
558,"11055"
559,"11035"
560,"11093"
561,"11104"
562,"11035"
563,"10980"
564,"11135"
565,"11141"
566,"11153"
567,"11129"
568,"11144"
569,"11182"
570,"11230"
571,"10991"
572,"11093"
573,"11350"
574,"11226"
575,"11180"
576,"11275"
577,"11204"
578,"11212"
579,"11148"
580,"11247"
581,"11473"
582,"11270"
583,"11958"
584,"12174"
585,"12876"
586,"14280"
587,"15694"
588,"18501"
589,"21213"
590,"24784"
591,"27963"
592,"31429"
593,"34364"
594,"35374"
595,"35417"
596,"34358"
597,"32232"
598,"28477"
599,"25287"
600,"21894"
601,"18742"
602,"16314"
603,"14314"
604,"12919"
605,"12062"
606,"11697"
607,"11353"
608,"11058"
609,"10796"
610,"10929"
611,"11077"
612,"10961"
613,"10822"
614,"10962"
615,"10850"
616,"10833"
617,"11157"
618,"10950"
619,"10969"
620,"11038"
621,"10990"
622,"11026"
623,"10892"
624,"11068"
625,"11065"
626,"11322"
627,"11272"
628,"11329"
629,"11165"
630,"11284"
631,"11235"
632,"11106"
633,"11291"
634,"11122"
635,"11273"
636,"11149"
637,"11275"
638,"11184"
639,"11165"
640,"11141"
641,"11313"
