Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WN0301654"
Duration Time,300.365
Ambient Temperature,"108.0"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"14994911"
Raw Accumulated Counts,"17324695"
Valid Count Last Packet,"45596"
Raw Count Last Packet,"52790"
Live Time,259.829041
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0505
Number of Channels,2048
Vacuum,695
Channel#,Intensity
0,"8578"
1,"6854"
2,"4708"
3,"3175"
4,"1415"
5,"306"
6,"63"
7,"15"
8,"9"
9,"11"
10,"11"
11,"6"
12,"6"
13,"5"
14,"8"
15,"1"
16,"3"
17,"3"
18,"2"
19,"3"
20,"4"
21,"0"
22,"1"
23,"1"
24,"2"
25,"0"
26,"1"
27,"0"
28,"0"
29,"0"
30,"6"
31,"119"
32,"659"
33,"1741"
34,"2620"
35,"3105"
36,"3208"
37,"3261"
38,"3371"
39,"3304"
40,"3268"
41,"3115"
42,"3235"
43,"3181"
44,"3162"
45,"3296"
46,"3390"
47,"3322"
48,"3206"
49,"3142"
50,"3029"
51,"3013"
52,"3002"
53,"3100"
54,"2930"
55,"2947"
56,"2974"
57,"2936"
58,"2893"
59,"2896"
60,"2929"
61,"2878"
62,"2845"
63,"2824"
64,"2615"
65,"2548"
66,"2577"
67,"2582"
68,"2521"
69,"2580"
70,"2435"
71,"2508"
72,"2558"
73,"2557"
74,"2595"
75,"2511"
76,"2515"
77,"2353"
78,"2352"
79,"2419"
80,"2390"
81,"2451"
82,"2680"
83,"3207"
84,"4020"
85,"4780"
86,"5420"
87,"5304"
88,"4937"
89,"4023"
90,"3419"
91,"2925"
92,"2560"
93,"2441"
94,"2310"
95,"2370"
96,"2324"
97,"2359"
98,"2375"
99,"2338"
100,"2297"
101,"2412"
102,"2412"
103,"2363"
104,"2215"
105,"2253"
106,"2219"
107,"2355"
108,"2368"
109,"2556"
110,"2994"
111,"3707"
112,"4827"
113,"6231"
114,"7243"
115,"7715"
116,"7290"
117,"6391"
118,"5057"
119,"4249"
120,"3646"
121,"3309"
122,"3149"
123,"3251"
124,"3389"
125,"3432"
126,"3965"
127,"4734"
128,"6303"
129,"8293"
130,"11204"
131,"14714"
132,"18166"
133,"21271"
134,"22507"
135,"21779"
136,"19564"
137,"17322"
138,"15974"
139,"15530"
140,"16218"
141,"17112"
142,"17308"
143,"17285"
144,"16991"
145,"17137"
146,"17879"
147,"18306"
148,"17417"
149,"15451"
150,"12382"
151,"9518"
152,"7046"
153,"5344"
154,"4449"
155,"4188"
156,"4027"
157,"4190"
158,"4490"
159,"4568"
160,"4602"
161,"4963"
162,"5615"
163,"6375"
164,"7446"
165,"7884"
166,"7723"
167,"7067"
168,"5965"
169,"4803"
170,"3977"
171,"3305"
172,"2929"
173,"2847"
174,"2875"
175,"2980"
176,"3160"
177,"3617"
178,"4357"
179,"5231"
180,"6853"
181,"8786"
182,"10825"
183,"12687"
184,"13523"
185,"13003"
186,"11105"
187,"9000"
188,"6781"
