Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WNW0101465"
Duration Time,300.181
Ambient Temperature,"106.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"16241514"
Raw Accumulated Counts,"19011990"
Valid Count Last Packet,"49705"
Raw Count Last Packet,"57934"
Live Time,255.901932
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0309
Number of Channels,2048
Vacuum,689
Channel#,Intensity
0,"8498"
1,"6699"
2,"4686"
3,"3384"
4,"1642"
5,"329"
6,"64"
7,"20"
8,"14"
9,"9"
10,"7"
11,"2"
12,"5"
13,"3"
14,"2"
15,"5"
16,"4"
17,"2"
18,"3"
19,"3"
20,"3"
21,"3"
22,"2"
23,"1"
24,"0"
25,"0"
26,"2"
27,"2"
28,"1"
29,"0"
30,"8"
31,"109"
32,"644"
33,"1792"
34,"2807"
35,"3382"
36,"3530"
37,"3702"
38,"3567"
39,"3618"
40,"3361"
41,"3405"
42,"3347"
43,"3498"
44,"3510"
45,"3519"
46,"3573"
47,"3538"
48,"3575"
49,"3526"
50,"3444"
51,"3419"
52,"3451"
53,"3516"
54,"3619"
55,"3632"
56,"3663"
57,"3685"
58,"3698"
59,"3615"
60,"3776"
61,"3709"
62,"3762"
63,"3651"
64,"3663"
65,"3682"
66,"3482"
67,"3481"
68,"3466"
69,"3456"
70,"3502"
71,"3527"
72,"3549"
73,"3659"
74,"3567"
75,"3666"
76,"3618"
77,"3532"
78,"3580"
79,"3397"
80,"3508"
81,"3438"
82,"3429"
83,"3620"
84,"3533"
85,"3788"
86,"3783"
87,"3966"
88,"3886"
89,"4026"
90,"4090"
91,"4277"
92,"4657"
93,"5378"
94,"6417"
95,"7734"
96,"8995"
97,"9868"
98,"10124"
99,"9782"
100,"9150"
101,"8199"
102,"7263"
103,"6645"
104,"6373"
105,"6084"
106,"6318"
107,"7095"
108,"8838"
109,"13060"
110,"21717"
111,"37363"
112,"61804"
113,"90490"
114,"115882"
115,"127342"
116,"119638"
117,"95949"
118,"67587"
119,"42825"
120,"26574"
121,"18153"
122,"14986"
123,"13209"
124,"11955"
125,"10119"
126,"8660"
127,"7614"
128,"7606"
129,"8596"
130,"10831"
131,"13427"
132,"16834"
133,"19682"
134,"21519"
135,"21594"
136,"19708"
137,"16992"
138,"15237"
139,"14654"
140,"15015"
141,"15635"
142,"16125"
143,"16172"
144,"16482"
145,"17010"
146,"18043"
147,"18412"
148,"18108"
149,"16409"
150,"13999"
151,"10781"
152,"8304"
153,"6717"
154,"5733"
155,"5517"
156,"5668"
157,"5904"
158,"6084"
