Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PK-17290"
Duration Time,300.88
Ambient Temperature,"105.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"32366563"
Raw Accumulated Counts,"48074025"
Valid Count Last Packet,"97528"
Raw Count Last Packet,"143693"
Live Time,201.206039
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,19.9988
Number of Channels,2048
Vacuum,689
Channel#,Intensity
0,"6624"
1,"5221"
2,"3634"
3,"2452"
4,"1109"
5,"270"
6,"57"
7,"35"
8,"12"
9,"15"
10,"6"
11,"9"
12,"3"
13,"3"
14,"8"
15,"8"
16,"2"
17,"1"
18,"2"
19,"2"
20,"7"
21,"3"
22,"3"
23,"1"
24,"3"
25,"6"
26,"4"
27,"1"
28,"1"
29,"4"
30,"16"
31,"126"
32,"649"
33,"1812"
34,"2567"
35,"3050"
36,"3424"
37,"3516"
38,"3294"
39,"3128"
40,"3345"
41,"3198"
42,"3171"
43,"3105"
44,"3121"
45,"3231"
46,"3316"
47,"3223"
48,"3137"
49,"3030"
50,"3077"
51,"3019"
52,"3053"
53,"2981"
54,"3087"
55,"3072"
56,"2942"
57,"2897"
58,"3008"
59,"2948"
60,"3058"
61,"2813"
62,"2783"
63,"2757"
64,"2725"
65,"2712"
66,"2674"
67,"2684"
68,"2649"
69,"2754"
70,"2717"
71,"2804"
72,"2843"
73,"3026"
74,"3053"
75,"3056"
76,"2900"
77,"2819"
78,"2746"
79,"2639"
80,"2687"
81,"2651"
82,"2769"
83,"2927"
84,"3215"
85,"3522"
86,"3813"
87,"3755"
88,"3666"
89,"3385"
90,"3140"
91,"2927"
92,"2827"
93,"2924"
94,"2894"
95,"3159"
96,"3220"
97,"3267"
98,"3149"
99,"3267"
100,"3072"
101,"2930"
102,"2918"
103,"2806"
104,"2795"
105,"2777"
106,"2788"
107,"2850"
108,"2746"
109,"2895"
110,"2987"
111,"3124"
112,"3259"
113,"3391"
114,"3654"
115,"3704"
116,"3774"
117,"3651"
118,"3572"
119,"3478"
120,"3562"
121,"3568"
122,"3530"
123,"3622"
124,"3683"
125,"3712"
126,"3925"
127,"4157"
128,"4848"
129,"5901"
130,"7413"
131,"9799"
132,"12689"
133,"15790"
134,"17635"
135,"17928"
136,"17366"
137,"15768"
138,"14566"
139,"14368"
140,"15042"
141,"15929"
142,"16413"
143,"16266"
144,"16110"
145,"15954"
146,"16432"
147,"16843"
148,"16343"
149,"15179"
150,"12841"
151,"10548"
152,"8274"
153,"6682"
154,"5692"
155,"5283"
156,"5166"
157,"5377"
158,"5239"
159,"5470"
160,"5240"
161,"5120"
162,"5036"
163,"5079"
164,"5158"
165,"5340"
166,"5494"
167,"5407"
168,"4990"
169,"4747"
170,"4579"
171,"4495"
172,"4348"
173,"4291"
174,"4375"
175,"4643"
176,"5221"
177,"6055"
178,"8736"
179,"12818"
180,"20054"
181,"30450"
182,"43156"
183,"54936"
184,"62222"
185,"62470"
186,"55702"
187,"43815"
188,"31357"
189,"20668"
190,"13117"
191,"8808"
192,"6524"
193,"5793"
194,"5766"
195,"6380"
196,"7391"
197,"8879"
198,"10879"
199,"12985"
200,"13957"
201,"14321"
202,"13370"
203,"11999"
204,"9917"
205,"8398"
206,"6977"
207,"6312"
208,"5828"
209,"5654"
210,"5500"
211,"5629"
212,"5574"
213,"5631"
214,"5798"
215,"5932"
216,"6259"
217,"6732"
218,"7753"
219,"9773"
220,"13745"
221,"19298"
222,"27034"
223,"35806"
224,"43677"
225,"48730"
226,"48749"
227,"45121"
228,"38676"
229,"31897"
230,"26112"
231,"22602"
232,"20200"
233,"18358"
234,"16632"
235,"14706"
236,"12431"
237,"10667"
238,"9399"
239,"9054"
240,"9010"
241,"9733"
242,"10888"
243,"12813"
244,"15213"
245,"17418"
246,"19062"
247,"19824"
248,"19115"
249,"17531"
250,"15348"
251,"13153"
252,"11094"
253,"9797"
254,"9041"
255,"8505"
256,"8361"
257,"8358"
258,"8544"
259,"8763"
260,"8866"
261,"9418"
262,"9753"
263,"10573"
264,"11034"
265,"11968"
266,"12800"
267,"14014"
268,"15478"
269,"16679"
270,"17453"
271,"17551"
272,"17060"
273,"15990"
274,"14419"
275,"13056"
276,"11907"
277,"11318"
278,"10993"
279,"10645"
280,"10609"
281,"10394"
282,"10556"
283,"10770"
284,"10661"
285,"10943"
286,"11260"
287,"11665"
288,"12142"
289,"12754"
290,"14282"
291,"15612"
292,"17447"
293,"19167"
294,"20436"
295,"21376"
296,"21185"
297,"20949"
298,"19870"
299,"19056"
300,"18417"
301,"18287"
302,"18427"
303,"19170"
304,"19842"
305,"21078"
306,"22713"
307,"24979"
308,"29565"
309,"37292"
310,"53255"
311,"87547"
312,"155814"
313,"282713"
314,"493983"
315,"812711"
316,"1239645"
317,"1729699"
318,"2211909"
319,"2571154"
320,"2724912"
321,"2627946"
322,"2310940"
323,"1843396"
324,"1348098"
325,"901391"
326,"552776"
327,"315424"
328,"169545"
329,"88746"
330,"48232"
331,"28616"
332,"20615"
333,"16992"
334,"15171"
335,"14697"
336,"14428"
337,"14765"
338,"15003"
339,"15810"
340,"17145"
341,"18917"
342,"21630"
343,"26352"
344,"34876"
345,"49565"
346,"73284"
347,"110898"
348,"163097"
349,"227335"
350,"296947"
351,"360724"
352,"406394"
353,"420162"
354,"400602"
355,"350043"
356,"280986"
357,"209125"
358,"144844"
359,"92826"
360,"57090"
361,"34323"
362,"21253"
363,"14782"
364,"11433"
365,"10342"
366,"9811"
367,"9786"
368,"9870"
369,"10528"
370,"11017"
371,"11730"
372,"12319"
373,"12539"
374,"12469"
375,"11583"
376,"10388"
377,"8855"
378,"7868"
379,"6607"
380,"5545"
381,"4860"
382,"4589"
383,"4200"
384,"4250"
385,"4085"
386,"4124"
387,"4010"
388,"4023"
389,"4186"
390,"4131"
391,"4137"
392,"4130"
393,"4231"
394,"4090"
395,"4193"
396,"4384"
397,"4433"
398,"4440"
399,"4782"
400,"4750"
401,"4786"
402,"4959"
403,"4994"
404,"5006"
405,"4952"
406,"4855"
407,"4824"
408,"4730"
409,"4724"
410,"4782"
411,"5047"
412,"4980"
413,"4935"
414,"4861"
415,"4744"
416,"4648"
417,"4314"
418,"4041"
419,"4128"
420,"3876"
421,"3792"
422,"3736"
423,"3804"
424,"3908"
425,"4127"
426,"4330"
427,"4737"
428,"5071"
429,"5569"
430,"5976"
431,"6239"
432,"6302"
433,"6172"
434,"5796"
435,"5350"
436,"4837"
437,"4517"
438,"3994"
439,"3847"
440,"3822"
441,"3598"
442,"3540"
443,"3541"
444,"3527"
445,"3557"
446,"3631"
447,"3558"
448,"3467"
449,"3553"
450,"3640"
451,"3651"
452,"3691"
453,"3787"
454,"3724"
455,"3850"
456,"3946"
457,"3970"
458,"4076"
459,"4204"
460,"4370"
461,"4278"
462,"4388"
463,"4384"
464,"4350"
465,"4325"
466,"4011"
467,"4127"
468,"3857"
469,"3748"
470,"3876"
471,"3753"
472,"3629"
473,"3758"
474,"3648"
475,"3656"
476,"3662"
477,"3815"
478,"3827"
479,"3820"
480,"3928"
481,"3804"
482,"3780"
483,"3593"
484,"3706"
485,"3649"
486,"3582"
487,"3516"
488,"3511"
489,"3503"
490,"3589"
491,"3399"
492,"3446"
493,"3367"
494,"3472"
495,"3493"
496,"3448"
497,"3449"
498,"3614"
499,"3729"
500,"3773"
501,"4051"
502,"4049"
503,"4194"
504,"4346"
505,"4491"
506,"4359"
507,"4468"
508,"4246"
509,"4075"
510,"3874"
511,"3839"
512,"3654"
513,"3577"
514,"3542"
515,"3590"
516,"3570"
517,"3461"
518,"3654"
519,"3569"
520,"3689"
521,"3958"
522,"4041"
523,"4136"
524,"4365"
525,"4394"
526,"4569"
527,"4574"
528,"4575"
529,"4371"
530,"4305"
531,"4010"
532,"3924"
533,"3846"
534,"3608"
535,"3555"
536,"3605"
537,"3569"
538,"3567"
539,"3524"
540,"3557"
541,"3759"
542,"3682"
543,"3952"
544,"3957"
545,"4121"
546,"4085"
547,"3953"
548,"3963"
549,"3937"
550,"3917"
551,"3859"
552,"3771"
553,"3725"
554,"3560"
555,"3591"
556,"3553"
557,"3383"
558,"3405"
559,"3437"
560,"3362"
561,"3424"
562,"3384"
563,"3348"
564,"3424"
565,"3396"
566,"3483"
567,"3420"
568,"3474"
569,"3396"
570,"3450"
571,"3367"
572,"3410"
573,"3296"
574,"3437"
575,"3325"
576,"3333"
577,"3347"
578,"3383"
579,"3337"
580,"3263"
581,"3487"
582,"3394"
583,"3405"
584,"3378"
585,"3355"
586,"3544"
587,"3454"
588,"3404"
589,"3439"
590,"3371"
591,"3558"
592,"3386"
593,"3383"
594,"3290"
595,"3387"
596,"3365"
597,"3201"
598,"3382"
599,"3217"
600,"3345"
601,"3236"
602,"3195"
603,"3217"
604,"3159"
605,"3194"
606,"3094"
607,"3158"
608,"3160"
609,"3059"
610,"3284"
611,"3170"
612,"3324"
613,"3218"
614,"3303"
615,"3363"
616,"3287"
617,"3236"
618,"3297"
619,"3336"
620,"3274"
621,"3378"
622,"3303"
623,"3294"
624,"3378"
625,"3260"
626,"3395"
627,"3438"
628,"3627"
629,"3873"
630,"4260"
631,"4917"
632,"5686"
633,"6955"
634,"8581"
635,"10866"
636,"13501"
637,"16412"
638,"19779"
639,"22074"
640,"23860"
641,"24958"
642,"24472"
643,"22984"
644,"20340"
645,"17675"
646,"14427"
647,"11599"
648,"9084"
649,"7062"
650,"5562"
651,"4559"
652,"3998"
653,"3523"
654,"3338"
655,"3106"
656,"3081"
657,"2957"
658,"3015"
659,"2885"
660,"3045"
661,"3055"
662,"3132"
663,"3312"
664,"3603"
665,"3905"
666,"4183"
667,"4791"
668,"5490"
669,"6373"
670,"7088"
671,"8073"
672,"8766"
673,"9243"
674,"9333"
675,"9145"
676,"8586"
677,"7940"
678,"6819"
679,"6207"
680,"5316"
681,"4452"
682,"3838"
683,"3465"
684,"3147"
685,"2926"
686,"2793"
687,"2724"
688,"2712"
689,"2718"
690,"2700"
691,"2764"
692,"2617"
693,"2697"
694,"2692"
695,"2737"
696,"2713"
697,"2675"
698,"2834"
699,"2856"
700,"2888"
701,"3032"
702,"3067"
703,"3284"
704,"3361"
705,"3399"
706,"3528"
707,"3632"
708,"3578"
709,"3502"
710,"3335"
711,"3093"
712,"3072"
713,"3022"
714,"2662"
715,"2660"
716,"2700"
717,"2553"
718,"2637"
719,"2448"
720,"2469"
721,"2473"
722,"2337"
723,"2341"
724,"2365"
725,"2409"
