Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PK50834"
Duration Time,300.641
Ambient Temperature,"104.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"15782984"
Raw Accumulated Counts,"18288655"
Valid Count Last Packet,"48713"
Raw Count Last Packet,"56550"
Live Time,258.848999
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0502
Number of Channels,2048
Vacuum,1009
Channel#,Intensity
0,"8677"
1,"6799"
2,"4602"
3,"3064"
4,"1496"
5,"356"
6,"58"
7,"13"
8,"3"
9,"7"
10,"3"
11,"7"
12,"2"
13,"1"
14,"3"
15,"1"
16,"4"
17,"3"
18,"6"
19,"2"
20,"2"
21,"1"
22,"2"
23,"3"
24,"0"
25,"0"
26,"1"
27,"0"
28,"0"
29,"2"
30,"4"
31,"46"
32,"395"
33,"1409"
34,"2218"
35,"2683"
36,"2947"
37,"2927"
38,"3038"
39,"2924"
40,"2894"
41,"2914"
42,"2910"
43,"3099"
44,"3030"
45,"3115"
46,"3190"
47,"3140"
48,"3178"
49,"3148"
50,"3016"
51,"3074"
52,"3143"
53,"3036"
54,"3137"
55,"3091"
56,"3170"
57,"3051"
58,"3191"
59,"3052"
60,"3179"
61,"3018"
62,"3038"
63,"2933"
64,"2883"
65,"2905"
66,"2900"
67,"2718"
68,"2775"
69,"2736"
70,"2750"
71,"2808"
72,"3041"
73,"2959"
74,"3111"
75,"2862"
76,"2829"
77,"2803"
78,"2810"
79,"2648"
80,"2667"
81,"2661"
82,"2782"
83,"2873"
84,"2867"
85,"3032"
86,"3128"
87,"3282"
88,"3302"
89,"3381"
90,"3661"
91,"3984"
92,"4851"
93,"6237"
94,"8586"
95,"11219"
96,"13663"
97,"14675"
98,"13777"
99,"11403"
100,"8830"
101,"6508"
102,"4868"
103,"4087"
104,"3823"
105,"3706"
106,"3740"
107,"3923"
108,"4047"
109,"4461"
110,"4826"
111,"5453"
112,"6185"
113,"6708"
114,"7042"
115,"6988"
116,"6640"
117,"5978"
118,"5542"
119,"5168"
120,"4786"
121,"4845"
122,"4863"
123,"4927"
124,"5034"
125,"5356"
126,"5586"
127,"6082"
128,"7036"
129,"8373"
130,"10613"
131,"13907"
132,"17898"
133,"21496"
134,"23509"
135,"23754"
136,"22173"
137,"19844"
138,"18169"
139,"18015"
140,"18656"
141,"19821"
142,"20137"
143,"20460"
144,"20370"
145,"20932"
146,"21880"
147,"22478"
148,"21796"
149,"19818"
150,"17079"
151,"14124"
152,"11300"
153,"9548"
154,"8470"
155,"8275"
156,"8355"
157,"8700"
158,"9054"
159,"9008"
160,"9072"
161,"9107"
162,"9089"
163,"8812"
164,"8941"
165,"9108"
166,"9552"
167,"9768"
168,"9919"
169,"10083"
170,"10814"
171,"11679"
172,"12284"
173,"13547"
174,"15846"
175,"19822"
176,"29249"
177,"50440"
178,"97339"
179,"186729"
180,"335529"
181,"543760"
182,"783300"
183,"991773"
184,"1102617"
185,"1074700"
186,"915049"
187,"686974"
188,"451101"
189,"263214"
190,"137344"
191,"67728"
192,"36169"
193,"25826"
194,"28422"
195,"41114"
196,"62854"
197,"93871"
198,"129132"
199,"160096"
200,"177819"
201,"175192"
202,"152186"
203,"118161"
204,"81585"
205,"50070"
206,"27698"
207,"14690"
208,"8148"
209,"4933"
210,"3702"
211,"3286"
212,"3060"
213,"3063"
214,"3008"
215,"3099"
216,"3049"
217,"3089"
218,"3149"
219,"3227"
220,"3289"
221,"3364"
222,"3570"
223,"3660"
224,"3769"
225,"3695"
226,"3700"
227,"3556"
228,"3498"
229,"3375"
230,"3325"
231,"3087"
232,"3293"
233,"3234"
234,"3169"
235,"3266"
236,"3251"
237,"3401"
238,"3494"
239,"3463"
240,"3527"
241,"3684"
242,"3844"
243,"3967"
244,"4028"
245,"4303"
246,"4317"
247,"4341"
248,"4329"
249,"4595"
250,"4600"
251,"4582"
252,"4569"
253,"4704"
254,"4472"
255,"4553"
256,"4568"
257,"4597"
258,"4555"
259,"4334"
260,"4480"
261,"4411"
262,"4520"
263,"4434"
264,"4550"
265,"4340"
266,"4334"
267,"4528"
268,"4581"
269,"4585"
270,"4507"
271,"4621"
272,"4501"
273,"4497"
274,"4407"
275,"4454"
276,"4406"
277,"4430"
278,"4365"
279,"4415"
280,"4448"
281,"4377"
282,"4442"
283,"4507"
284,"4432"
285,"4527"
286,"4581"
287,"4546"
288,"4444"
289,"4566"
290,"4692"
291,"4811"
292,"4865"
293,"4974"
294,"5041"
295,"5053"
296,"5093"
297,"5032"
298,"4990"
299,"5052"
300,"5150"
301,"5126"
302,"5075"
303,"5350"
304,"5283"
305,"5428"
306,"5573"
307,"5777"
308,"5740"
309,"5981"
310,"6026"
311,"6141"
312,"6403"
313,"6645"
314,"6924"
315,"7259"
316,"7765"
317,"8034"
318,"8267"
319,"8247"
320,"8214"
321,"7875"
322,"7231"
323,"6890"
324,"6359"
325,"5811"
326,"5611"
327,"5453"
328,"5365"
329,"5131"
330,"5255"
331,"5219"
332,"5354"
333,"5287"
334,"5315"
335,"5393"
336,"5442"
337,"5609"
338,"5586"
339,"5681"
340,"5647"
341,"5769"
342,"5984"
343,"6022"
344,"6161"
345,"6169"
346,"6113"
347,"6172"
348,"6211"
349,"6175"
350,"6330"
351,"6275"
352,"6245"
353,"6467"
354,"6589"
355,"6576"
356,"7006"
357,"7356"
358,"7870"
359,"8364"
360,"8922"
361,"9963"
362,"10674"
363,"11523"
364,"12233"
365,"13250"
366,"14069"
367,"15041"
368,"16224"
369,"17462"
370,"18248"
371,"19003"
372,"19108"
373,"18374"
374,"17356"
375,"15497"
376,"13623"
377,"11299"
378,"9630"
379,"8103"
380,"7317"
381,"6727"
382,"6441"
383,"6377"
384,"6467"
385,"6589"
386,"6444"
387,"6339"
388,"6049"
389,"6001"
390,"5878"
391,"5630"
392,"5683"
393,"5514"
394,"5498"
395,"5626"
396,"5655"
397,"5893"
398,"6079"
399,"6192"
400,"6247"
401,"6372"
402,"6471"
403,"6452"
404,"6292"
405,"6089"
406,"6161"
407,"5924"
408,"6196"
409,"6003"
410,"6129"
411,"6202"
412,"6111"
413,"6189"
414,"6096"
415,"5818"
416,"5590"
417,"5495"
418,"5330"
419,"5235"
420,"5152"
421,"5208"
422,"5085"
423,"5164"
424,"5052"
425,"5108"
426,"5371"
427,"5352"
428,"5512"
429,"5580"
430,"5476"
431,"5790"
432,"5722"
433,"5665"
434,"5697"
435,"5757"
436,"5602"
437,"5621"
438,"5581"
439,"5752"
440,"5816"
441,"5638"
442,"5771"
443,"5741"
444,"5847"
445,"5644"
446,"5868"
447,"5600"
448,"5838"
449,"5602"
450,"5440"
451,"5482"
452,"5378"
453,"5437"
454,"5395"
455,"5456"
456,"5303"
457,"5327"
458,"5400"
459,"5298"
460,"5364"
461,"5227"
462,"5213"
463,"5268"
464,"5225"
465,"5275"
466,"5241"
467,"5259"
468,"5110"
469,"4991"
470,"5054"
471,"4971"
472,"4955"
473,"5069"
474,"5096"
475,"5031"
476,"5084"
477,"5204"
478,"5130"
479,"5203"
480,"5170"
481,"5147"
482,"5177"
483,"5226"
484,"5185"
485,"5327"
486,"5410"
487,"5344"
488,"5377"
489,"5306"
490,"5392"
491,"5253"
492,"5418"
493,"5395"
494,"5546"
495,"5466"
496,"5283"
497,"5403"
498,"5342"
499,"5279"
500,"5351"
501,"5393"
502,"5322"
503,"5342"
504,"5250"
505,"5448"
506,"5431"
507,"5186"
508,"5404"
509,"5197"
510,"5260"
511,"5349"
512,"5203"
513,"5324"
514,"5278"
515,"5240"
516,"5282"
517,"5085"
518,"5124"
519,"5277"
520,"5269"
521,"5185"
522,"5329"
523,"5285"
524,"5365"
525,"5018"
526,"5356"
527,"5319"
528,"5307"
529,"5176"
530,"5205"
531,"5258"
532,"5341"
533,"5381"
534,"5185"
535,"5189"
536,"5156"
537,"5213"
538,"5135"
539,"5318"
540,"5185"
541,"5182"
542,"5236"
543,"5301"
544,"5289"
545,"5301"
546,"5067"
547,"5259"
548,"5178"
549,"5241"
550,"5208"
551,"5164"
552,"5233"
553,"5306"
554,"5244"
555,"5311"
556,"5298"
557,"5284"
558,"5345"
559,"5428"
560,"5284"
561,"5313"
562,"5285"
563,"5252"
564,"5327"
565,"5304"
566,"5287"
567,"5368"
568,"5189"
569,"5267"
570,"5320"
571,"5220"
572,"5243"
573,"5236"
574,"5293"
575,"5290"
576,"5253"
577,"5147"
578,"5207"
579,"5105"
580,"5320"
581,"5144"
582,"5118"
583,"5251"
584,"5351"
585,"5511"
586,"5568"
587,"5925"
588,"6290"
589,"6889"
590,"7540"
591,"8282"
592,"8917"
593,"9514"
594,"9842"
595,"9892"
596,"9931"
597,"9411"
598,"8660"
599,"8055"
600,"7229"
601,"6693"
602,"6129"
603,"5835"
604,"5463"
605,"5166"
606,"5193"
607,"5105"
608,"5021"
609,"5066"
610,"5111"
611,"4934"
612,"5164"
613,"5043"
614,"5057"
615,"4949"
616,"4898"
617,"5145"
618,"5117"
619,"5022"
620,"5030"
621,"5125"
622,"4989"
623,"5045"
624,"5001"
625,"4989"
626,"4972"
627,"5065"
628,"5083"
629,"4884"
630,"4915"
631,"4959"
632,"4942"
633,"4897"
634,"4941"
635,"4887"
636,"4795"
637,"4771"
638,"4854"
639,"4929"
640,"4798"
641,"4818"
642,"4881"
643,"4897"
644,"4714"
645,"4721"
646,"4749"
647,"4607"
648,"4684"
649,"4776"
650,"4715"
651,"4669"
652,"4770"
653,"4696"
654,"4734"
655,"4909"
656,"4708"
657,"4953"
658,"4849"
659,"5034"
660,"5225"
661,"5219"
662,"5341"
663,"5319"
664,"5344"
665,"5358"
666,"5451"
667,"5260"
668,"5147"
669,"5010"
670,"4918"
671,"4979"
672,"4854"
673,"4804"
674,"4867"
675,"4844"
676,"4787"
677,"4945"
678,"4736"
679,"4695"
680,"4701"
681,"4728"
682,"4692"
683,"4669"
684,"4604"
685,"4663"
686,"4766"
687,"4643"
688,"4673"
689,"4726"
690,"4646"
691,"4749"
692,"4917"
693,"5045"
694,"5313"
695,"5717"
696,"6518"
697,"7693"
698,"9025"
699,"10987"
700,"13403"
701,"16236"
702,"19057"
703,"21856"
704,"24201"
705,"26238"
706,"27089"
707,"27239"
708,"25631"
709,"23769"
710,"21428"
711,"18256"
712,"15140"
713,"12399"
714,"10135"
715,"8163"
716,"6901"
717,"5835"
718,"5195"
719,"4921"
720,"4671"
721,"4452"
722,"4399"
723,"4311"
724,"4216"
725,"4201"
726,"4246"
727,"4211"
728,"4330"
729,"4235"
730,"4298"
731,"4210"
732,"4224"
733,"4246"
734,"4185"
735,"4279"
736,"4182"
737,"4226"
738,"4179"
739,"3997"
740,"4159"
741,"4141"
742,"4165"
743,"4245"
744,"4069"
745,"4084"
746,"4161"
747,"4261"
748,"4122"
749,"4090"
750,"3957"
751,"4078"
752,"4139"
753,"4172"
754,"4145"
755,"4205"
756,"4022"
757,"4027"
758,"4127"
759,"3997"
760,"4035"
761,"3978"
762,"4084"
763,"3990"
764,"4006"
765,"4074"
766,"3956"
767,"4021"
768,"4035"
769,"3917"
770,"3972"
771,"4061"
772,"3977"
773,"3935"
774,"4030"
775,"3973"
776,"3972"
777,"3917"
778,"3942"
779,"4031"
780,"4224"
781,"4281"
782,"4595"
783,"4894"
784,"5205"
785,"5555"
786,"5957"
787,"6476"
788,"6983"
789,"7309"
790,"7617"
791,"7547"
792,"7530"
793,"7133"
794,"6903"
795,"6371"
796,"5839"
797,"5353"
798,"5051"
799,"4810"
800,"4669"
801,"4454"
802,"4382"
803,"4300"
804,"4416"
805,"4315"
806,"4044"
807,"4165"
808,"3954"
809,"3945"
810,"3827"
811,"3814"
812,"3615"
813,"3759"
814,"3623"
815,"3665"
816,"3627"
817,"3614"
818,"3657"
819,"3599"
820,"3563"
821,"3521"
822,"3548"
823,"3516"
824,"3447"
825,"3513"
826,"3466"
827,"3554"
828,"3535"
829,"3453"
830,"3611"
831,"3494"
832,"3560"
833,"3520"
834,"3477"
835,"3529"
836,"3421"
837,"3568"
838,"3446"
839,"3399"
840,"3361"
841,"3487"
842,"3521"
843,"3542"
844,"3499"
845,"3516"
846,"3543"
847,"3517"
848,"3383"
849,"3467"
850,"3494"
851,"3443"
852,"3503"
853,"3400"
854,"3387"
855,"3605"
856,"3465"
857,"3344"
858,"3402"
859,"3474"
860,"3425"
861,"3434"
862,"3428"
863,"3515"
864,"3528"
865,"3423"
866,"3561"
867,"3407"
868,"3522"
869,"3414"
870,"3464"
871,"3566"
872,"3601"
873,"3438"
874,"3549"
875,"3558"
876,"3524"
877,"3515"
878,"3465"
879,"3511"
880,"3390"
881,"3484"
882,"3580"
883,"3566"
884,"3552"
885,"3565"
886,"3597"
887,"3624"
888,"3645"
889,"3749"
890,"3761"
891,"3762"
892,"3714"
893,"3672"
894,"3766"
895,"3709"
896,"3860"
897,"3744"
898,"3655"
899,"3701"
900,"3799"
901,"3820"
902,"3815"
903,"3919"
904,"3899"
905,"4002"
906,"3824"
907,"4030"
908,"3902"
909,"4058"
910,"4060"
911,"4126"
912,"4126"
913,"4335"
914,"4155"
915,"4381"
916,"4470"
917,"4472"
918,"4667"
919,"4674"
920,"4905"
921,"5013"
