Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WN0301235"
Duration Time,300.651
Ambient Temperature,"112.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"17831679"
Raw Accumulated Counts,"21201753"
Valid Count Last Packet,"54229"
Raw Count Last Packet,"64656"
Live Time,252.256973
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0434
Number of Channels,2048
Vacuum,685
Channel#,Intensity
0,"8588"
1,"6568"
2,"4511"
3,"3090"
4,"1425"
5,"290"
6,"52"
7,"14"
8,"8"
9,"6"
10,"8"
11,"3"
12,"4"
13,"6"
14,"7"
15,"3"
16,"1"
17,"5"
18,"1"
19,"0"
20,"3"
21,"0"
22,"3"
23,"2"
24,"2"
25,"1"
26,"0"
27,"0"
28,"4"
29,"1"
30,"8"
31,"89"
32,"588"
33,"1699"
34,"2506"
35,"2923"
36,"3222"
37,"3285"
38,"3297"
39,"3251"
40,"3216"
41,"3302"
42,"3184"
43,"3243"
44,"3268"
45,"3307"
46,"3371"
47,"3393"
48,"3369"
49,"3258"
50,"3215"
51,"3165"
52,"3254"
53,"3195"
54,"3138"
55,"3266"
56,"3166"
57,"3247"
58,"3248"
59,"3068"
60,"3249"
61,"3164"
62,"3015"
63,"2947"
64,"3003"
65,"2918"
66,"2825"
67,"2966"
68,"2793"
69,"2942"
70,"2938"
71,"2892"
72,"3089"
73,"3066"
74,"3030"
75,"3003"
76,"2938"
77,"2883"
78,"2787"
79,"2906"
80,"2740"
81,"2810"
82,"2767"
83,"2919"
84,"3104"
85,"3285"
86,"3453"
87,"3458"
88,"3566"
89,"3377"
90,"3530"
91,"3587"
92,"4239"
93,"5023"
94,"6671"
95,"8409"
96,"9875"
97,"10550"
98,"9848"
99,"8408"
100,"6451"
101,"5086"
102,"4081"
103,"3575"
104,"3502"
105,"3464"
106,"3545"
107,"3686"
108,"3777"
109,"4111"
110,"4686"
111,"5439"
112,"6733"
113,"7981"
114,"8736"
115,"9079"
116,"8593"
117,"7566"
118,"6466"
119,"5510"
120,"4979"
121,"4779"
122,"4700"
123,"4711"
124,"4918"
125,"5159"
126,"5829"
127,"6862"
128,"8576"
129,"11066"
130,"14033"
131,"17631"
132,"21119"
133,"23695"
134,"24979"
135,"24267"
136,"21917"
137,"19563"
138,"18102"
139,"17650"
140,"18629"
141,"19462"
142,"19910"
143,"19582"
144,"19668"
145,"19854"
146,"20521"
147,"20627"
148,"20048"
149,"18028"
150,"15415"
151,"12685"
152,"10144"
153,"8424"
154,"7745"
155,"7341"
156,"7343"
157,"7618"
158,"7749"
159,"8050"
160,"8202"
161,"8564"
162,"9050"
163,"9904"
164,"10592"
165,"11254"
166,"11273"
167,"10991"
168,"10370"
169,"9613"
170,"9483"
171,"9312"
172,"9664"
173,"10565"
174,"11889"
175,"14676"
176,"21600"
177,"37118"
178,"70355"
179,"131979"
180,"233026"
181,"371704"
182,"526879"
183,"657432"
184,"722360"
185,"695319"
186,"586437"
187,"434250"
188,"283522"
189,"165037"
190,"86356"
191,"43763"
