Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PK-23340"
Duration Time,300.272
Ambient Temperature,"112.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"8029621"
Raw Accumulated Counts,"8611166"
Valid Count Last Packet,"24989"
Raw Count Last Packet,"26852"
Live Time,280.260071
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0188
Number of Channels,2048
Vacuum,685
Channel#,Intensity
0,"9698"
1,"7426"
2,"4801"
3,"2846"
4,"1408"
5,"349"
6,"44"
7,"12"
8,"2"
9,"3"
10,"4"
11,"3"
12,"1"
13,"2"
14,"1"
15,"1"
16,"1"
17,"2"
18,"2"
19,"0"
20,"1"
21,"0"
22,"0"
23,"1"
24,"0"
25,"2"
26,"1"
27,"1"
28,"1"
29,"0"
30,"0"
31,"10"
32,"188"
33,"714"
34,"1294"
35,"1643"
36,"1974"
37,"2071"
38,"2261"
39,"2502"
40,"3186"
41,"4162"
42,"5518"
43,"6569"
44,"6925"
45,"6173"
46,"4667"
47,"3506"
48,"2681"
49,"2172"
50,"2103"
51,"1973"
52,"2106"
53,"2348"
54,"2206"
55,"2137"
56,"2046"
57,"1897"
58,"1826"
59,"2017"
60,"1938"
61,"1938"
62,"2086"
63,"2051"
64,"2085"
65,"2101"
66,"2150"
67,"2197"
68,"2164"
69,"2348"
70,"2396"
71,"2356"
72,"2412"
73,"2576"
74,"2530"
75,"2566"
76,"2651"
77,"2559"
78,"2532"
79,"2382"
80,"2495"
81,"2501"
82,"2465"
83,"2611"
84,"2707"
85,"2710"
86,"2776"
87,"2817"
88,"2772"
89,"2786"
90,"2728"
91,"2711"
92,"2644"
93,"2698"
94,"2691"
95,"2770"
96,"2764"
97,"2939"
98,"3007"
99,"2986"
100,"3143"
101,"3120"
102,"3185"
103,"3291"
104,"3274"
105,"3354"
106,"3430"
107,"3615"
108,"3836"
109,"4047"
110,"4147"
111,"4319"
112,"4663"
113,"4994"
114,"5564"
115,"5822"
116,"6127"
117,"6532"
118,"6613"
119,"6762"
120,"7299"
121,"7625"
122,"8732"
123,"10829"
124,"15298"
125,"26079"
126,"48852"
127,"91001"
128,"153699"
129,"231197"
130,"300175"
131,"334658"
132,"323740"
133,"270131"
134,"197107"
135,"128978"
136,"81257"
137,"55007"
138,"46014"
139,"47029"
140,"51295"
141,"52611"
142,"48991"
143,"41658"
144,"33700"
145,"26915"
146,"22666"
147,"20780"
148,"19310"
149,"17232"
150,"14391"
151,"10698"
152,"7536"
153,"5473"
154,"4026"
155,"3289"
156,"3316"
157,"3312"
158,"3527"
159,"3454"
160,"3332"
161,"3092"
162,"2906"
163,"2600"
164,"2418"
165,"2447"
166,"2345"
167,"2382"
168,"2359"
169,"2201"
170,"2127"
171,"2047"
172,"1897"
173,"1857"
174,"1830"
175,"1775"
176,"1899"
177,"1846"
178,"1943"
179,"2053"
180,"2207"
181,"2474"
182,"2767"
183,"3016"
184,"3114"
185,"3201"
186,"3037"
187,"2859"
188,"2761"
189,"2538"
190,"2502"
191,"2351"
192,"2340"
193,"2350"
194,"2511"
195,"2406"
196,"2540"
197,"2532"
198,"2642"
199,"2677"
200,"2693"
201,"2720"
202,"2736"
203,"2812"
204,"2770"
205,"2832"
206,"2706"
207,"2885"
208,"2890"
209,"2903"
210,"2857"
211,"2869"
212,"2944"
213,"3014"
214,"3115"
215,"3009"
216,"2973"
217,"3035"
218,"3191"
219,"3209"
220,"3315"
221,"3460"
222,"3535"
223,"3817"
224,"3926"
225,"3980"
226,"3960"
227,"3841"
228,"3826"
229,"3632"
230,"3634"
231,"3498"
232,"3460"
233,"3442"
234,"3342"
235,"3445"
236,"3454"
237,"3472"
238,"3495"
239,"3598"
240,"3673"
241,"3663"
242,"3677"
243,"3805"
244,"3790"
245,"3911"
246,"3793"
247,"3998"
248,"3975"
249,"3899"
250,"4022"
251,"3979"
252,"4019"
253,"4058"
254,"3991"
255,"4062"
256,"4158"
257,"4321"
258,"4303"
259,"4370"
260,"4439"
261,"4646"
262,"4651"
263,"4721"
264,"4783"
265,"4763"
266,"4847"
267,"4734"
268,"5010"
269,"4986"
270,"4884"
271,"5197"
272,"5069"
273,"5131"
274,"5148"
275,"5017"
276,"5161"
277,"5117"
278,"5287"
279,"5218"
280,"5219"
281,"5356"
282,"5253"
283,"5524"
284,"5480"
285,"5470"
286,"5550"
287,"5557"
288,"5533"
289,"5687"
290,"5617"
291,"5755"
292,"5815"
293,"5845"
294,"5898"
295,"5885"
296,"5863"
297,"5950"
298,"6055"
299,"5916"
300,"5996"
301,"5938"
302,"6055"
303,"6063"
304,"6085"
305,"6234"
306,"6285"
307,"6240"
308,"6277"
309,"6680"
310,"6567"
311,"6825"
312,"7193"
313,"7282"
314,"7527"
315,"7899"
316,"8335"
317,"8840"
318,"9094"
319,"9463"
320,"9571"
321,"9112"
322,"8928"
323,"8383"
324,"7814"
325,"7374"
326,"7042"
327,"6667"
328,"6490"
329,"6297"
330,"6359"
331,"6220"
332,"6320"
333,"6333"
334,"6551"
335,"6600"
336,"6713"
337,"6598"
338,"6680"
339,"6748"
340,"6880"
341,"6817"
342,"7292"
343,"7130"
344,"7347"
345,"7393"
346,"7608"
347,"7559"
348,"7629"
349,"7555"
350,"7630"
351,"7641"
352,"7587"
353,"7637"
354,"7767"
355,"7984"
356,"8324"
357,"8461"
358,"9107"
359,"9685"
360,"10407"
361,"10866"
362,"11776"
363,"12723"
364,"13596"
365,"14037"
366,"14529"
367,"14989"
368,"15760"
369,"16547"
370,"18219"
371,"19362"
372,"20797"
373,"21813"
374,"21832"
375,"20473"
376,"18807"
377,"16360"
378,"13556"
379,"11409"
380,"9685"
381,"8127"
382,"7353"
383,"7122"
384,"6606"
385,"6551"
386,"6721"
387,"6750"
388,"6489"
389,"6696"
390,"6685"
391,"6732"
392,"6870"
393,"6796"
394,"7141"
395,"7070"
396,"7294"
397,"7346"
398,"7888"
399,"7888"
400,"8149"
401,"8352"
402,"8603"
403,"8719"
404,"8432"
405,"8620"
406,"8383"
407,"8168"
408,"8238"
409,"8213"
410,"8286"
411,"8621"
412,"8901"
413,"8967"
414,"8861"
415,"8532"
416,"8199"
417,"7705"
418,"7487"
419,"7232"
420,"7080"
421,"6867"
422,"6617"
423,"6691"
424,"6529"
425,"6727"
426,"6511"
427,"6734"
428,"6671"
429,"6761"
430,"6860"
431,"6794"
432,"6894"
433,"6858"
434,"6834"
435,"6767"
436,"6747"
437,"6806"
438,"6767"
439,"6655"
440,"6799"
441,"6868"
442,"6798"
443,"6827"
444,"6854"
445,"6619"
446,"6827"
447,"6819"
448,"7009"
449,"6903"
450,"6678"
451,"6978"
452,"6779"
453,"6842"
454,"6851"
455,"6865"
456,"6871"
457,"6925"
458,"6883"
459,"6775"
460,"6835"
461,"6736"
462,"6986"
463,"6801"
464,"6829"
465,"7199"
466,"6986"
467,"6917"
468,"6822"
469,"6998"
470,"6837"
471,"6812"
472,"6925"
473,"6949"
474,"6889"
475,"6986"
476,"6841"
477,"6915"
478,"7049"
479,"6908"
480,"7044"
481,"6920"
482,"7036"
483,"7033"
484,"6978"
485,"7061"
486,"7121"
487,"7071"
488,"7066"
489,"6947"
490,"6901"
491,"6914"
492,"7075"
493,"7012"
494,"7005"
495,"6881"
496,"6895"
497,"6984"
498,"7004"
499,"7018"
500,"6897"
501,"6850"
502,"6954"
503,"7067"
504,"6968"
505,"6781"
506,"6898"
507,"6848"
508,"6959"
509,"6901"
510,"6814"
511,"6842"
512,"6768"
513,"6877"
514,"6844"
515,"6664"
516,"6793"
517,"6804"
518,"6777"
519,"6623"
520,"6840"
521,"6847"
522,"6916"
523,"6955"
524,"6839"
525,"6745"
526,"6757"
527,"6781"
528,"6687"
529,"6914"
530,"6775"
531,"6764"
532,"6814"
533,"6666"
534,"6794"
535,"6668"
536,"6729"
537,"6780"
538,"6765"
539,"6677"
540,"6733"
541,"6750"
542,"6707"
543,"6603"
544,"6696"
545,"6698"
546,"6630"
