Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"20"
Duration Time,60.283
Ambient Temperature,"99.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"2407545"
Raw Accumulated Counts,"2687865"
Valid Count Last Packet,"37491"
Raw Count Last Packet,"41691"
Live Time,54.006012
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0866
Number of Channels,2048
Vacuum,682
Channel#,Intensity
0,"1857"
1,"1488"
2,"905"
3,"592"
4,"304"
5,"58"
6,"8"
7,"2"
8,"1"
9,"2"
10,"1"
11,"1"
12,"1"
13,"0"
14,"0"
15,"0"
16,"1"
17,"1"
18,"0"
19,"0"
20,"0"
21,"0"
22,"0"
23,"0"
24,"0"
25,"0"
26,"0"
27,"0"
28,"1"
29,"0"
30,"0"
31,"14"
32,"91"
33,"247"
34,"341"
35,"452"
36,"519"
37,"505"
38,"518"
39,"477"
40,"481"
41,"448"
42,"524"
43,"517"
44,"498"
45,"510"
46,"518"
47,"523"
48,"541"
49,"513"
50,"477"
51,"485"
52,"515"
53,"490"
54,"482"
55,"487"
56,"504"
57,"478"
58,"508"
59,"524"
60,"509"
61,"481"
62,"489"
63,"498"
64,"476"
65,"485"
66,"483"
67,"469"
68,"488"
69,"457"
70,"524"
71,"530"
72,"532"
73,"541"
74,"580"
75,"534"
76,"552"
77,"516"
78,"521"
79,"451"
80,"456"
81,"530"
82,"673"
83,"949"
84,"1295"
85,"1635"
86,"1988"
87,"2010"
88,"1685"
89,"1324"
90,"1066"
91,"733"
92,"682"
93,"579"
94,"528"
95,"579"
96,"623"
97,"647"
98,"608"
99,"600"
100,"589"
101,"640"
102,"661"
103,"633"
104,"639"
105,"651"
106,"747"
107,"824"
108,"1058"
109,"1423"
110,"2551"
111,"4280"
112,"6834"
113,"9834"
114,"12515"
115,"13144"
116,"11923"
117,"9124"
118,"6209"
119,"3723"
120,"2454"
121,"1783"
122,"1590"
123,"1453"
124,"1304"
125,"1250"
126,"1139"
127,"1178"
128,"1390"
129,"1778"
130,"2265"
131,"2928"
132,"3742"
133,"4135"
134,"4498"
135,"4482"
136,"4003"
137,"3530"
138,"3141"
139,"2998"
140,"3025"
141,"3082"
142,"3127"
143,"3063"
144,"3075"
145,"3303"
146,"3606"
147,"3665"
148,"3440"
149,"3055"
150,"2504"
151,"1809"
152,"1405"
153,"1121"
154,"988"
155,"907"
156,"940"
157,"955"
158,"929"
159,"958"
160,"996"
161,"1063"
162,"1118"
163,"1246"
164,"1378"
165,"1412"
166,"1362"
167,"1236"
168,"1102"
169,"914"
170,"815"
171,"778"
172,"719"
173,"718"
174,"742"
175,"756"
176,"917"
177,"1146"
178,"1577"
179,"2520"
180,"3891"
181,"5734"
182,"7751"
183,"8999"
184,"9333"
185,"8946"
186,"7280"
187,"5319"
188,"3442"
189,"2321"
190,"1494"
191,"1145"
192,"1099"
193,"1076"
194,"1325"
195,"1703"
196,"2056"
197,"2482"
198,"2797"
199,"2963"
200,"2956"
201,"2661"
202,"2289"
203,"1893"
204,"1512"
205,"1308"
206,"1094"
207,"1071"
208,"1011"
209,"1004"
210,"1046"
211,"1123"
212,"1248"
213,"1474"
214,"1718"
215,"2281"
216,"3548"
217,"5591"
218,"9179"
219,"14862"
220,"21550"
221,"29156"
222,"35715"
223,"39406"
224,"39616"
225,"35764"
226,"29226"
227,"21696"
228,"14881"
229,"8995"
230,"5388"
231,"3292"
232,"2188"
233,"2066"
234,"2268"
235,"3286"
236,"4913"
237,"7176"
238,"10324"
239,"13378"
240,"15774"
241,"16823"
242,"16685"
243,"15288"
244,"13557"
245,"11513"
246,"9582"
247,"7843"
248,"6102"
249,"4712"
250,"3525"
251,"3063"
252,"2869"
253,"3113"
254,"3745"
255,"4477"
256,"5019"
257,"5254"
258,"5029"
259,"4584"
260,"3704"
261,"3028"
262,"2257"
263,"1739"
264,"1446"
265,"1264"
266,"1204"
267,"1249"
268,"1291"
269,"1289"
270,"1502"
271,"1723"
272,"2053"
273,"2551"
274,"2736"
275,"3142"
276,"3214"
277,"3017"
278,"2619"
279,"2378"
280,"1855"
281,"1682"
282,"1564"
283,"1428"
284,"1444"
285,"1703"
286,"1827"
287,"2006"
288,"2029"
289,"2193"
290,"2039"
291,"2033"
292,"1817"
293,"1692"
294,"1587"
295,"1509"
296,"1478"
297,"1500"
298,"1357"
299,"1408"
300,"1330"
301,"1298"
302,"1335"
303,"1219"
304,"1268"
305,"1213"
306,"1234"
307,"1301"
308,"1328"
309,"1366"
310,"1432"
311,"1564"
312,"1729"
313,"2040"
314,"2412"
315,"2895"
316,"3798"
317,"4256"
318,"4764"
319,"4922"
320,"4597"
321,"4142"
322,"3635"
323,"2809"
324,"2296"
325,"1857"
326,"1641"
327,"1388"
328,"1397"
329,"1338"
330,"1311"
331,"1264"
332,"1257"
333,"1346"
334,"1346"
335,"1364"
336,"1394"
337,"1409"
338,"1395"
339,"1358"
340,"1440"
341,"1464"
342,"1470"
343,"1427"
344,"1514"
345,"1571"
346,"1583"
347,"1664"
348,"1823"
349,"1797"
350,"1916"
351,"1983"
352,"1880"
353,"1955"
354,"1880"
355,"1926"
356,"1868"
357,"1865"
358,"2045"
359,"2037"
360,"2137"
361,"2311"
362,"2444"
363,"2502"
364,"2633"
365,"2785"
366,"2884"
367,"3129"
368,"3342"
369,"3676"
370,"4049"
371,"4309"
372,"4315"
373,"4395"
374,"3913"
375,"3455"
376,"2881"
377,"2374"
378,"1999"
379,"1736"
380,"1608"
381,"1426"
382,"1401"
383,"1313"
384,"1287"
385,"1275"
386,"1436"
387,"1329"
388,"1329"
389,"1323"
390,"1352"
391,"1350"
392,"1392"
393,"1488"
394,"1397"
395,"1527"
396,"1596"
397,"1646"
398,"1852"
399,"1812"
400,"1796"
401,"1890"
402,"1853"
403,"1840"
404,"1862"
405,"1700"
406,"1705"
407,"1655"
408,"1722"
409,"1684"
410,"1732"
411,"1816"
412,"1814"
413,"1786"
414,"1760"
415,"1581"
416,"1542"
417,"1531"
418,"1425"
419,"1367"
420,"1359"
421,"1300"
422,"1410"
423,"1382"
424,"1350"
425,"1406"
426,"1387"
427,"1381"
428,"1397"
429,"1436"
430,"1483"
431,"1406"
432,"1412"
433,"1381"
434,"1455"
435,"1407"
436,"1377"
437,"1441"
438,"1445"
439,"1358"
440,"1404"
441,"1559"
442,"1401"
443,"1482"
444,"1459"
445,"1457"
446,"1411"
447,"1488"
448,"1403"
449,"1529"
450,"1387"
451,"1414"
452,"1447"
453,"1443"
454,"1480"
455,"1417"
456,"1388"
457,"1432"
458,"1535"
459,"1438"
460,"1515"
461,"1481"
462,"1459"
463,"1471"
464,"1469"
465,"1426"
466,"1453"
467,"1534"
468,"1489"
469,"1473"
470,"1408"
471,"1417"
472,"1530"
473,"1548"
474,"1427"
475,"1469"
476,"1547"
477,"1521"
478,"1505"
479,"1491"
480,"1442"
481,"1507"
482,"1487"
483,"1591"
484,"1546"
485,"1505"
486,"1558"
487,"1431"
488,"1516"
489,"1541"
490,"1504"
491,"1482"
492,"1560"
493,"1526"
494,"1518"
495,"1526"
496,"1544"
497,"1534"
498,"1535"
499,"1458"
500,"1485"
501,"1509"
502,"1525"
503,"1558"
504,"1560"
505,"1543"
506,"1564"
507,"1524"
508,"1535"
509,"1527"
510,"1603"
511,"1624"
512,"1674"
513,"1655"
514,"1801"
515,"1983"
516,"2115"
517,"2581"
518,"3288"
519,"4411"
520,"5468"
521,"6795"
522,"8117"
523,"9267"
524,"10208"
525,"10237"
526,"10007"
527,"9148"
528,"8156"
529,"6636"
530,"5340"
531,"4163"
532,"3227"
533,"2514"
534,"2179"
535,"1836"
536,"1674"
537,"1469"
538,"1515"
539,"1558"
540,"1469"
541,"1524"
542,"1485"
543,"1441"
544,"1520"
545,"1460"
546,"1420"
547,"1448"
548,"1508"
549,"1431"
550,"1439"
551,"1459"
552,"1517"
553,"1483"
554,"1421"
555,"1525"
556,"1403"
557,"1469"
558,"1446"
559,"1501"
560,"1483"
561,"1424"
562,"1418"
563,"1486"
564,"1440"
565,"1510"
566,"1468"
567,"1442"
568,"1458"
569,"1467"
570,"1474"
571,"1474"
572,"1500"
573,"1477"
574,"1476"
575,"1563"
576,"1601"
