Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PK43870"
Duration Time,300.691
Ambient Temperature,"108.0"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"13237893"
Raw Accumulated Counts,"22115491"
Valid Count Last Packet,"36"
Raw Count Last Packet,"76"
Live Time,255.364365
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0668
Number of Channels,2048
Vacuum,-1
Channel#,Intensity
0,"2871"
1,"2430"
2,"1793"
3,"869"
4,"257"
5,"62"
6,"21"
7,"16"
8,"7"
9,"8"
10,"8"
11,"6"
12,"4"
13,"3"
14,"4"
15,"2"
16,"0"
17,"0"
18,"0"
19,"2"
20,"2"
21,"1"
22,"0"
23,"2"
24,"0"
25,"1"
26,"0"
27,"1"
28,"6"
29,"33"
30,"169"
31,"704"
32,"1484"
33,"2127"
34,"2430"
35,"2641"
36,"2581"
37,"2653"
38,"2540"
39,"2504"
40,"2415"
41,"2405"
42,"2321"
43,"2247"
44,"2246"
45,"2153"
46,"2135"
47,"2044"
48,"2014"
49,"1837"
50,"1837"
51,"1703"
52,"1660"
53,"1605"
54,"1588"
55,"1482"
56,"1530"
57,"1364"
58,"1302"
59,"1282"
60,"1359"
61,"1270"
62,"1228"
63,"1199"
64,"1133"
65,"1126"
66,"1120"
67,"1072"
68,"1088"
69,"1050"
70,"1023"
71,"1081"
72,"1055"
73,"1069"
74,"966"
75,"1019"
76,"981"
77,"991"
78,"903"
79,"947"
80,"964"
81,"939"
82,"1028"
83,"1052"
84,"1127"
85,"1254"
86,"1355"
87,"1276"
88,"1190"
89,"1125"
90,"1070"
91,"993"
92,"911"
93,"950"
94,"983"
95,"1075"
96,"1140"
97,"1350"
98,"1691"
99,"2051"
100,"2548"
101,"2742"
102,"2884"
103,"2867"
104,"2835"
105,"2687"
106,"2468"
107,"2143"
108,"1870"
109,"1660"
110,"1512"
111,"1355"
112,"1243"
113,"1263"
114,"1213"
115,"1160"
116,"1153"
117,"1141"
118,"1103"
119,"1094"
120,"1090"
121,"1087"
122,"1133"
123,"1155"
124,"1116"
125,"1195"
126,"1335"
127,"1518"
128,"1749"
129,"2245"
130,"2924"
131,"3582"
132,"4526"
133,"5155"
134,"5463"
135,"5303"
136,"4916"
137,"4592"
138,"4098"
139,"4311"
140,"4503"
141,"4631"
142,"4695"
143,"4686"
144,"4839"
145,"4934"
146,"5027"
147,"4923"
148,"4714"
149,"4133"
150,"3339"
151,"2526"
152,"2109"
153,"1757"
154,"1602"
155,"1447"
156,"1472"
157,"1400"
158,"1472"
159,"1482"
160,"1475"
161,"1492"
162,"1362"
163,"1390"
164,"1304"
165,"1380"
166,"1320"
167,"1245"
168,"1249"
169,"1171"
170,"1151"
171,"1120"
172,"1099"
173,"1086"
174,"1034"
175,"1066"
176,"1101"
177,"1126"
178,"1233"
179,"1321"
180,"1536"
181,"1771"
182,"2020"
183,"2154"
184,"2194"
185,"2156"
186,"1941"
187,"1789"
188,"1529"
189,"1361"
190,"1328"
191,"1245"
192,"1288"
193,"1194"
194,"1226"
195,"1288"
196,"1310"
197,"1345"
198,"1380"
199,"1451"
200,"1470"
201,"1534"
202,"1525"
203,"1567"
204,"1487"
205,"1448"
206,"1492"
207,"1421"
208,"1501"
209,"1447"
210,"1439"
211,"1466"
212,"1496"
213,"1415"
214,"1472"
215,"1458"
216,"1558"
217,"1698"
218,"1763"
219,"1887"
220,"2075"
221,"2258"
222,"2400"
223,"2514"
224,"2521"
225,"2368"
226,"2329"
227,"1966"
228,"1866"
229,"1686"
230,"1601"
231,"1564"
232,"1528"
233,"1550"
234,"1574"
235,"1584"
236,"1542"
237,"1586"
238,"1700"
239,"1790"
240,"1890"
241,"2063"
242,"2343"
243,"2878"
244,"3790"
245,"5550"
246,"7933"
247,"11033"
248,"14377"
249,"17497"
250,"19748"
251,"20120"
252,"18811"
253,"16066"
254,"12369"
255,"9099"
256,"6256"
257,"4447"
258,"3237"
259,"2595"
260,"2284"
261,"2105"
262,"2049"
263,"2006"
264,"2167"
265,"2392"
266,"2781"
267,"3574"
268,"4819"
269,"6679"
270,"8967"
271,"11763"
272,"13910"
273,"15390"
274,"16073"
275,"15154"
276,"13850"
277,"11878"
278,"9977"
279,"8107"
280,"6646"
281,"5334"
282,"4522"
283,"3882"
284,"3406"
285,"3396"
286,"3448"
287,"3766"
288,"4619"
289,"5322"
290,"6159"
291,"6553"
292,"6613"
293,"6213"
294,"5726"
295,"4757"
296,"4096"
297,"3499"
298,"2815"
299,"2470"
300,"2328"
301,"2270"
302,"2237"
303,"2179"
304,"2186"
305,"2276"
306,"2279"
307,"2358"
308,"2481"
309,"2842"
310,"3175"
311,"3571"
312,"4097"
313,"4663"
314,"5206"
315,"5582"
316,"5822"
317,"5745"
318,"5479"
319,"5267"
320,"4768"
321,"4271"
322,"3806"
323,"3563"
324,"3319"
325,"3381"
326,"3295"
327,"3425"
328,"3491"
329,"3453"
330,"3573"
331,"3427"
332,"3385"
333,"3018"
334,"2809"
335,"2710"
336,"2580"
337,"2602"
338,"2548"
339,"2698"
340,"2616"
341,"2665"
342,"2722"
343,"2794"
344,"2819"
345,"2821"
346,"2801"
347,"2792"
348,"2884"
349,"2795"
350,"2550"
351,"2611"
352,"2551"
353,"2559"
