Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MA1202116"
Duration Time,300.008
Ambient Temperature,"107.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"14194214"
Raw Accumulated Counts,"16199054"
Valid Count Last Packet,"44019"
Raw Count Last Packet,"50297"
Live Time,262.506012
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0565
Number of Channels,2048
Vacuum,683
Channel#,Intensity
0,"8770"
1,"7111"
2,"4667"
3,"3065"
4,"1430"
5,"335"
6,"57"
7,"14"
8,"7"
9,"5"
10,"5"
11,"4"
12,"4"
13,"5"
14,"3"
15,"2"
16,"1"
17,"2"
18,"0"
19,"1"
20,"2"
21,"3"
22,"1"
23,"3"
24,"0"
25,"2"
26,"2"
27,"0"
28,"1"
29,"1"
30,"4"
31,"62"
32,"415"
33,"1431"
34,"2129"
35,"2596"
36,"2823"
37,"2904"
38,"2913"
39,"2848"
40,"2880"
41,"2790"
42,"2897"
43,"2867"
44,"2918"
45,"2955"
46,"2939"
47,"3005"
48,"3065"
49,"2871"
50,"2926"
51,"2884"
52,"2773"
53,"2795"
54,"2870"
55,"2897"
56,"2828"
57,"2776"
58,"2798"
59,"2792"
60,"2789"
61,"2731"
62,"2717"
63,"2642"
64,"2646"
65,"2486"
66,"2471"
67,"2639"
68,"2484"
69,"2481"
70,"2464"
71,"2559"
72,"2569"
73,"2578"
74,"2671"
75,"2576"
76,"2486"
77,"2456"
78,"2361"
79,"2386"
80,"2372"
81,"2391"
82,"2446"
83,"2530"
84,"2791"
85,"2828"
86,"2952"
87,"3070"
88,"3002"
89,"3000"
90,"2798"
91,"3104"
92,"3441"
93,"4229"
94,"5421"
95,"6734"
96,"7927"
97,"8509"
98,"8074"
99,"6864"
100,"5551"
101,"4298"
102,"3482"
103,"3144"
104,"2886"
105,"2930"
106,"2875"
107,"2933"
108,"2969"
109,"3240"
110,"3557"
111,"3872"
112,"4413"
113,"4709"
114,"4986"
115,"4895"
116,"4888"
117,"4405"
118,"4115"
119,"3999"
120,"3807"
121,"3837"
122,"3783"
123,"3801"
124,"3844"
125,"4229"
126,"4783"
127,"5483"
128,"6719"
129,"8687"
130,"11627"
131,"15171"
132,"18985"
133,"22676"
134,"24283"
135,"24343"
136,"22625"
137,"20320"
138,"18439"
139,"18103"
140,"18804"
141,"19636"
142,"19932"
143,"19639"
144,"19963"
145,"19786"
146,"20800"
147,"21056"
148,"20248"
149,"18203"
150,"15361"
151,"12333"
152,"9610"
153,"7634"
154,"6797"
155,"6513"
156,"6672"
157,"6935"
158,"7291"
159,"7237"
160,"7005"
161,"6959"
162,"6720"
163,"6630"
164,"6480"
165,"6834"
166,"7021"
167,"7090"
168,"7116"
169,"7323"
170,"7235"
171,"7766"
172,"8194"
173,"8741"
174,"9880"
175,"12254"
176,"17663"
177,"29470"
178,"55188"
179,"104444"
180,"183865"
181,"294408"
182,"420567"
183,"523316"
184,"576015"
185,"555397"
186,"467209"
187,"345812"
188,"225529"
189,"130594"
190,"68705"
191,"34664"
192,"19188"
193,"15090"
194,"16970"
195,"24179"
196,"36519"
197,"53767"
198,"73362"
199,"89479"
200,"98058"
201,"95687"
202,"82933"
203,"64239"
204,"44315"
205,"27855"
206,"16573"
207,"9641"
208,"6384"
209,"4946"
210,"4191"
211,"4074"
212,"4159"
213,"4326"
214,"4454"
215,"5027"
216,"5780"
217,"7342"
218,"10863"
219,"17589"
220,"29845"
221,"47453"
222,"70298"
223,"93321"
224,"112253"
225,"120181"
226,"113401"
227,"96033"
228,"72713"
229,"49711"
230,"31177"
231,"18484"
232,"10983"
233,"7162"
234,"5457"
235,"4912"
236,"4775"
237,"4958"
238,"5160"
239,"6016"
240,"7271"
241,"9142"
242,"12159"
243,"16038"
244,"19572"
245,"22483"
246,"23938"
247,"23179"
248,"20550"
249,"16908"
250,"13129"
251,"9981"
252,"7475"
253,"5983"
254,"5187"
255,"4851"
256,"4612"
257,"4498"
258,"4463"
259,"4549"
260,"4684"
261,"4600"
262,"4735"
263,"4698"
264,"4874"
265,"4895"
266,"4871"
267,"5057"
268,"5007"
269,"5037"
270,"5091"
271,"5283"
272,"5211"
273,"5156"
274,"5220"
275,"5237"
276,"5317"
277,"5142"
278,"5333"
279,"5461"
280,"5427"
281,"5434"
282,"5502"
283,"5476"
284,"5647"
285,"5606"
286,"5734"
287,"5808"
288,"5810"
289,"5909"
290,"5935"
291,"6050"
292,"6086"
293,"6151"
294,"6192"
295,"6321"
296,"6273"
297,"6120"
298,"6302"
299,"6091"
300,"6106"
301,"6222"
302,"6253"
303,"6322"
304,"6201"
305,"6285"
306,"6433"
307,"6649"
308,"6766"
309,"6958"
310,"7202"
311,"7317"
312,"7710"
313,"8071"
314,"8636"
315,"9033"
316,"10065"
317,"10693"
318,"11124"
319,"11463"
320,"11229"
321,"10723"
322,"10058"
323,"9251"
324,"8445"
325,"7701"
326,"7337"
327,"7056"
328,"6907"
329,"6855"
330,"6819"
331,"6931"
332,"6891"
333,"7082"
334,"6974"
335,"7249"
336,"7115"
337,"7241"
338,"7436"
339,"7590"
340,"7620"
341,"7668"
342,"7896"
343,"7893"
344,"7956"
345,"8106"
346,"8146"
347,"8383"
348,"8350"
349,"8412"
350,"8453"
351,"8596"
352,"8632"
353,"8761"
354,"8984"
355,"9176"
356,"9446"
357,"10013"
358,"10699"
359,"11610"
360,"12399"
361,"13316"
362,"14192"
363,"15043"
364,"16118"
365,"16591"
366,"17312"
367,"17933"
368,"18707"
369,"19658"
370,"20866"
371,"21763"
372,"22055"
373,"22077"
374,"20371"
375,"18433"
376,"15946"
377,"13599"
378,"11456"
379,"9845"
380,"8704"
381,"7899"
382,"7733"
383,"7508"
384,"7391"
385,"7314"
386,"7282"
387,"7362"
388,"7271"
389,"7395"
390,"7333"
391,"7201"
392,"7333"
393,"7602"
394,"7582"
395,"7829"
396,"7841"
397,"8149"
398,"8540"
399,"8795"
400,"8773"
401,"9050"
402,"9015"
403,"9184"
404,"9096"
405,"8924"
406,"8811"
407,"8875"
408,"8893"
409,"9074"
410,"9141"
411,"9246"
412,"9147"
413,"9040"
414,"8905"
415,"8418"
416,"8197"
417,"7940"
418,"7656"
419,"7328"
420,"7300"
421,"7156"
422,"7039"
423,"7065"
424,"7360"
425,"7456"
426,"7515"
427,"7634"
428,"7733"
429,"7922"
430,"8056"
431,"8010"
432,"7889"
433,"7944"
434,"7735"
435,"7561"
436,"7598"
437,"7482"
438,"7513"
439,"7449"
440,"7349"
441,"7444"
442,"7481"
443,"7670"
444,"7559"
445,"7604"
446,"7676"
447,"7654"
448,"7641"
449,"7618"
450,"7681"
451,"7680"
452,"7559"
453,"7836"
454,"7633"
455,"7696"
456,"7510"
457,"7495"
458,"7706"
459,"7628"
460,"7543"
461,"7641"
462,"7572"
463,"7735"
464,"7653"
465,"7789"
466,"7614"
467,"7643"
468,"7841"
469,"7858"
470,"7705"
471,"7836"
472,"7867"
473,"7771"
474,"7792"
475,"7802"
476,"7919"
477,"7821"
478,"8021"
479,"7729"
480,"8008"
481,"7754"
482,"7906"
483,"7865"
484,"7871"
485,"7823"
486,"7941"
487,"7906"
488,"7895"
489,"7994"
490,"7782"
491,"7945"
492,"7758"
493,"8018"
494,"7870"
495,"7807"
496,"7836"
497,"7957"
498,"7953"
499,"7978"
500,"7993"
501,"8075"
502,"8072"
503,"8163"
504,"7912"
505,"8099"
506,"7993"
507,"7979"
508,"8087"
509,"7775"
510,"8104"
511,"7915"
512,"8056"
513,"8062"
514,"8047"
515,"7981"
516,"7919"
517,"8323"
518,"7895"
519,"8327"
520,"8100"
521,"8038"
522,"8199"
523,"8190"
524,"8026"
525,"8218"
526,"8101"
527,"8271"
528,"8265"
529,"8041"
530,"8199"
531,"8139"
532,"8235"
533,"8211"
534,"8154"
535,"8084"
536,"7980"
537,"8189"
538,"8138"
539,"8097"
540,"8124"
541,"8242"
542,"8096"
543,"8117"
544,"8112"
545,"8138"
546,"8270"
547,"8130"
548,"8166"
549,"8243"
550,"8024"
551,"8134"
552,"8168"
553,"8251"
554,"8091"
555,"8183"
556,"8071"
557,"8121"
558,"8023"
559,"8082"
560,"8060"
561,"8127"
562,"8224"
563,"8134"
564,"8067"
565,"8035"
566,"8230"
567,"8299"
568,"8071"
569,"8060"
570,"8170"
571,"8165"
572,"8191"
573,"7898"
574,"8196"
575,"8086"
576,"8176"
577,"8197"
578,"8046"
579,"8192"
580,"8203"
581,"8124"
582,"8088"
583,"7979"
584,"8142"
585,"8136"
586,"8217"
587,"8110"
588,"7949"
589,"8269"
590,"8235"
591,"8135"
592,"8129"
593,"8231"
594,"8187"
595,"8186"
596,"8201"
597,"8178"
598,"8133"
599,"8044"
600,"8163"
601,"7890"
602,"8259"
603,"8176"
604,"8237"
605,"8182"
606,"8039"
607,"8034"
608,"8352"
609,"8000"
610,"8072"
611,"8164"
612,"8161"
613,"8190"
614,"8109"
615,"8188"
616,"8181"
617,"7970"
618,"8145"
619,"8025"
620,"8090"
621,"7979"
622,"8051"
623,"8075"
624,"8147"
625,"7864"
626,"8189"
627,"8016"
628,"8093"
629,"8096"
630,"8035"
631,"8158"
632,"8094"
633,"7955"
634,"8159"
635,"7946"
636,"8018"
637,"8048"
638,"7819"
639,"8077"
640,"7975"
641,"7962"
642,"7869"
643,"7904"
644,"7846"
645,"8104"
646,"7802"
647,"7723"
648,"7824"
649,"7686"
650,"7889"
651,"7887"
652,"7717"
653,"7846"
654,"7935"
655,"7747"
656,"7758"
657,"7739"
658,"7826"
659,"7662"
660,"7842"
661,"7833"
662,"7721"
663,"7670"
664,"7751"
665,"7629"
666,"7835"
667,"7811"
668,"7691"
669,"7636"
670,"7738"
671,"7666"
672,"7734"
673,"7649"
674,"7628"
675,"7732"
676,"7759"
677,"7494"
678,"7660"
679,"7551"
680,"7597"
681,"7584"
682,"7575"
683,"7667"
684,"7523"
685,"7476"
686,"7460"
687,"7634"
688,"7485"
689,"7309"
690,"7493"
691,"7659"
692,"7628"
693,"7562"
694,"7613"
695,"7445"
696,"7644"
697,"7687"
698,"7877"
699,"8133"
700,"8293"
701,"8687"
702,"8898"
703,"9155"
704,"9438"
705,"9572"
706,"9576"
707,"9462"
708,"9271"
709,"9009"
710,"8798"
711,"8483"
712,"8407"
