Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WNW0101137"
Duration Time,300.217
Ambient Temperature,"104.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"17985910"
Raw Accumulated Counts,"21500013"
Valid Count Last Packet,"54539"
Raw Count Last Packet,"65904"
Live Time,250.523148
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0174
Number of Channels,2048
Vacuum,690
Channel#,Intensity
0,"8360"
1,"6454"
2,"4597"
3,"3495"
4,"1687"
5,"359"
6,"76"
7,"13"
8,"9"
9,"5"
10,"4"
11,"6"
12,"6"
13,"1"
14,"4"
15,"3"
16,"0"
17,"2"
18,"4"
19,"3"
20,"0"
21,"3"
22,"1"
23,"0"
24,"1"
25,"3"
26,"0"
27,"0"
28,"0"
29,"2"
30,"16"
31,"164"
32,"889"
33,"2228"
34,"3387"
35,"4051"
36,"4289"
37,"4417"
38,"4313"
39,"4329"
40,"4283"
41,"4231"
42,"4163"
43,"4169"
44,"4204"
45,"4300"
46,"4353"
47,"4332"
48,"4397"
49,"4118"
50,"4151"
51,"4021"
52,"3994"
53,"4083"
54,"4003"
55,"4005"
56,"3920"
57,"3989"
58,"3909"
59,"3970"
60,"3967"
61,"4075"
62,"4065"
63,"4007"
64,"3909"
65,"3811"
66,"3735"
67,"3723"
68,"3743"
69,"3775"
70,"3835"
71,"3903"
72,"4174"
73,"4230"
74,"4286"
75,"4312"
76,"4210"
77,"4082"
78,"4024"
79,"3986"
80,"4158"
81,"4440"
82,"5001"
83,"5682"
84,"6177"
85,"6610"
86,"6625"
87,"6222"
88,"5701"
89,"5043"
90,"4629"
91,"4681"
92,"4550"
93,"4911"
94,"5165"
95,"5345"
96,"5653"
97,"5564"
98,"5254"
99,"5272"
100,"5061"
101,"4782"
102,"4683"
103,"4672"
104,"4571"
105,"4536"
106,"4602"
107,"4634"
108,"4836"
109,"5003"
110,"5476"
111,"6592"
112,"8111"
113,"9994"
114,"11607"
115,"12203"
116,"11804"
117,"10330"
118,"8637"
119,"6951"
120,"5729"
121,"5207"
122,"4962"
123,"4881"
124,"5002"
125,"5077"
126,"4974"
127,"5538"
128,"6324"
129,"7624"
130,"10484"
131,"14119"
132,"18788"
133,"23109"
134,"25871"
135,"26461"
136,"24602"
137,"21595"
138,"19402"
139,"18295"
140,"18640"
141,"19458"
142,"19906"
143,"19837"
144,"19507"
145,"19733"
146,"20066"
147,"20776"
148,"20657"
149,"19959"
150,"18157"
151,"16046"
152,"14032"
153,"12150"
154,"10615"
155,"9338"
156,"8252"
157,"8034"
158,"7873"
159,"8332"
160,"8797"
161,"9697"
162,"10812"
163,"12528"
164,"15316"
165,"19799"
166,"28533"
167,"44385"
168,"70191"
169,"104401"
170,"139671"
171,"168469"
172,"178331"
173,"166313"
174,"137360"
175,"101005"
176,"69167"
177,"49115"
178,"43986"
179,"52488"
180,"72010"
181,"95816"
182,"118785"
183,"133137"
184,"135029"
185,"123684"
186,"105980"
187,"84741"
188,"65544"
189,"49631"
190,"38157"
191,"32223"
192,"31546"
193,"33667"
194,"36676"
195,"38367"
196,"36674"
197,"32138"
198,"26519"
199,"20463"
200,"15783"
201,"12624"
202,"11513"
203,"11962"
204,"13462"
205,"14752"
206,"15648"
207,"15499"
208,"14046"
209,"11879"
210,"9744"
211,"8064"
212,"7142"
213,"7394"
214,"8197"
215,"10486"
216,"13851"
217,"18558"
218,"25715"
219,"34805"
220,"45800"
221,"57156"
222,"65240"
223,"67866"
224,"63992"
225,"54974"
226,"41905"
227,"29879"
228,"19606"
229,"12863"
230,"8645"
231,"6658"
232,"5987"
233,"5815"
234,"7078"
235,"9231"
236,"13240"
237,"19270"
238,"26881"
239,"35650"
240,"42449"
241,"46591"
242,"47712"
243,"44476"
244,"38795"
245,"31787"
246,"25671"
247,"20697"
248,"15827"
249,"12849"
250,"10479"
251,"9173"
252,"9219"
253,"10166"
254,"11935"
255,"14694"
256,"16785"
257,"18678"
258,"18992"
259,"18054"
260,"16244"
261,"14175"
262,"12854"
263,"13112"
264,"16365"
265,"23339"
266,"34325"
267,"48186"
268,"63536"
269,"75374"
270,"82868"
271,"82171"
272,"74263"
273,"62145"
274,"47755"
275,"35772"
276,"25824"
277,"19098"
278,"14527"
279,"11505"
280,"9269"
281,"7730"
282,"6826"
283,"6376"
284,"6297"
285,"6828"
286,"7175"
287,"7947"
288,"8668"
289,"9309"
290,"10113"
291,"10951"
292,"11801"
293,"13194"
294,"14773"
295,"16528"
296,"17801"
297,"17875"
298,"17052"
299,"15570"
300,"13106"
301,"11126"
302,"9091"
303,"7644"
304,"6613"
305,"5985"
306,"5774"
307,"5716"
308,"5628"
309,"5714"
310,"5893"
311,"5994"
312,"6385"
313,"6646"
314,"6977"
315,"7668"
316,"8469"
317,"9188"
318,"9981"
319,"10271"
320,"10229"
321,"9902"
322,"9326"
323,"8704"
324,"7971"
325,"7317"
326,"6883"
327,"6807"
328,"6668"
329,"6467"
330,"6592"
331,"6904"
332,"7120"
333,"7570"
334,"8052"
335,"9206"
336,"11609"
337,"16405"
338,"25514"
339,"41732"
340,"68096"
341,"105410"
342,"153819"
343,"208538"
344,"257542"
345,"293585"
346,"306808"
347,"293106"
348,"256791"
349,"206685"
350,"152438"
351,"104972"
352,"67052"
353,"41305"
354,"24895"
355,"16031"
356,"11386"
357,"9459"
358,"8598"
359,"8363"
360,"8547"
361,"8966"
362,"9171"
363,"9660"
364,"10229"
365,"10396"
366,"11293"
367,"12323"
368,"13763"
369,"15584"
370,"17905"
371,"19839"
372,"21888"
373,"23521"
374,"24732"
375,"25665"
376,"27907"
377,"31194"
378,"36445"
379,"42515"
380,"47700"
381,"51873"
382,"53389"
383,"51206"
384,"46166"
385,"38527"
386,"30468"
387,"23055"
388,"16730"
389,"12266"
390,"9183"
391,"7447"
392,"6474"
393,"6036"
394,"5898"
395,"5850"
396,"6086"
397,"6022"
398,"6301"
399,"6365"
400,"6729"
401,"6715"
402,"6866"
403,"6820"
404,"6799"
405,"6765"
406,"6605"
407,"6576"
408,"6779"
409,"6790"
410,"7085"
411,"7393"
412,"7453"
413,"7607"
414,"7224"
415,"7111"
416,"6782"
417,"6453"
418,"6285"
419,"6204"
420,"6196"
421,"6656"
422,"7718"
423,"9693"
424,"12797"
425,"17671"
426,"24168"
427,"32335"
428,"41490"
429,"49841"
430,"56227"
431,"59138"
432,"57827"
433,"53347"
434,"45974"
435,"36971"
436,"27898"
437,"20427"
438,"14726"
439,"10813"
440,"8079"
441,"6765"
442,"6009"
443,"5475"
444,"5468"
445,"5364"
446,"5199"
447,"5216"
448,"5131"
449,"5096"
450,"5112"
451,"5132"
452,"5005"
453,"4996"
454,"5134"
455,"5199"
456,"5123"
457,"5145"
458,"5243"
459,"5089"
460,"5209"
461,"5288"
462,"5166"
463,"5175"
464,"5262"
465,"5370"
466,"5298"
467,"5291"
468,"5569"
469,"5769"
470,"6129"
471,"6614"
472,"7450"
473,"8829"
474,"9812"
475,"11330"
476,"12696"
477,"13413"
478,"13746"
479,"13608"
480,"13014"
481,"11857"
482,"10468"
483,"9033"
484,"8016"
485,"7005"
486,"6196"
487,"5674"
488,"5468"
489,"5214"
490,"5260"
491,"5195"
492,"5148"
493,"5140"
494,"5235"
495,"5203"
496,"5220"
497,"5270"
498,"5160"
499,"5237"
500,"5198"
501,"5169"
502,"5194"
503,"5192"
504,"5286"
505,"5163"
506,"5120"
507,"5167"
508,"5276"
509,"5264"
510,"5195"
511,"5256"
512,"5265"
513,"5108"
514,"5378"
515,"5331"
516,"5188"
517,"5307"
518,"5408"
519,"5482"
520,"5473"
521,"5242"
522,"5296"
523,"5250"
524,"5284"
525,"5441"
526,"5431"
527,"5159"
528,"5239"
529,"5446"
530,"5333"
531,"5342"
532,"5337"
533,"5364"
534,"5266"
535,"5163"
536,"5217"
537,"5055"
538,"5172"
539,"5236"
540,"5134"
541,"5265"
542,"5119"
543,"5190"
544,"5126"
545,"5048"
546,"5131"
547,"5144"
548,"5106"
549,"5034"
550,"5083"
551,"5049"
552,"4988"
553,"4954"
554,"4976"
555,"4987"
556,"5083"
557,"5053"
558,"4985"
559,"5007"
560,"5023"
561,"4961"
562,"5069"
563,"4971"
564,"4960"
565,"5097"
566,"5089"
567,"5068"
568,"5175"
569,"4984"
570,"5203"
571,"5041"
572,"5024"
573,"5151"
574,"4983"
575,"4966"
576,"5007"
577,"5095"
578,"4922"
579,"4912"
580,"5000"
581,"5083"
582,"5042"
583,"5013"
584,"5109"
585,"5198"
586,"5222"
587,"5201"
588,"5455"
589,"5549"
590,"5852"
591,"6223"
592,"6334"
593,"6561"
594,"6697"
595,"6807"
596,"6736"
597,"6610"
598,"6427"
599,"6094"
600,"5698"
601,"5482"
602,"5288"
603,"5300"
604,"5199"
605,"5001"
606,"4917"
607,"4868"
608,"4732"
609,"4892"
610,"4935"
611,"4834"
612,"4769"
613,"4697"
614,"4807"
615,"4770"
616,"4806"
617,"4788"
618,"4839"
619,"4738"
620,"4846"
621,"4825"
622,"4707"
623,"4736"
624,"4668"
625,"4664"
626,"4607"
627,"4743"
628,"4583"
629,"4681"
630,"4704"
631,"4646"
632,"4588"
633,"4637"
634,"4656"
635,"4705"
636,"4659"
637,"4642"
638,"4592"
639,"4568"
640,"4517"
641,"4606"
642,"4520"
643,"4432"
644,"4478"
645,"4470"
646,"4577"
647,"4429"
648,"4470"
649,"4493"
650,"4489"
651,"4457"
652,"4644"
653,"4448"
654,"4429"
655,"4480"
656,"4498"
657,"4484"
658,"4543"
659,"4581"
660,"4661"
661,"4590"
662,"4641"
663,"4700"
664,"4729"
665,"4549"
666,"4584"
667,"4610"
668,"4542"
669,"4609"
670,"4442"
671,"4442"
672,"4421"
673,"4476"
674,"4353"
675,"4366"
676,"4420"
677,"4516"
678,"4305"
679,"4348"
680,"4291"
681,"4352"
682,"4414"
683,"4365"
684,"4272"
685,"4329"
686,"4347"
687,"4353"
688,"4324"
689,"4447"
690,"4543"
691,"4519"
692,"4478"
693,"4617"
694,"4782"
695,"5064"
696,"5307"
697,"5923"
698,"6523"
699,"7605"
700,"8771"
701,"10374"
702,"11967"
703,"13600"
704,"14869"
705,"16077"
706,"16671"
707,"16961"
708,"16540"
709,"15468"
710,"14011"
711,"12345"
712,"10975"
713,"9375"
714,"7883"
715,"6614"
716,"5583"
717,"5168"
718,"4755"
719,"4504"
720,"4175"
721,"4177"
722,"4177"
723,"4068"
724,"4018"
725,"4134"
726,"4103"
727,"3994"
728,"4113"
729,"4043"
730,"4050"
731,"4112"
732,"3968"
733,"3946"
734,"3926"
735,"3846"
736,"3857"
737,"3869"
738,"3857"
739,"3828"
740,"3802"
741,"3945"
742,"3807"
743,"3921"
744,"3852"
745,"3947"
746,"3846"
747,"3922"
748,"3743"
749,"3791"
750,"3813"
751,"3867"
752,"3758"
753,"3877"
754,"3805"
755,"3761"
756,"3658"
757,"3778"
758,"3617"
759,"3789"
760,"3716"
761,"3687"
762,"3745"
763,"3573"
764,"3612"
765,"3671"
766,"3690"
767,"3605"
768,"3733"
769,"3686"
770,"3701"
771,"3770"
772,"3720"
773,"3760"
774,"3593"
775,"3725"
776,"3680"
777,"3693"
778,"3703"
779,"3759"
780,"3832"
781,"3805"
782,"3926"
783,"4177"
784,"4231"
785,"4557"
786,"4649"
787,"4936"
788,"5412"
789,"5530"
790,"5639"
791,"5698"
792,"5702"
793,"5471"
794,"5261"
795,"4943"
796,"4778"
797,"4506"
798,"4232"
799,"4092"
800,"4055"
801,"4012"
802,"3743"
803,"3786"
804,"3791"
805,"3673"
806,"3549"
807,"3673"
808,"3573"
809,"3550"
810,"3417"
811,"3431"
812,"3418"
813,"3347"
814,"3301"
815,"3350"
816,"3324"
817,"3355"
818,"3243"
819,"3190"
820,"3312"
821,"3363"
822,"3298"
823,"3322"
824,"3324"
825,"3229"
826,"3211"
827,"3278"
828,"3258"
829,"3176"
830,"3197"
831,"3320"
832,"3265"
833,"3172"
834,"3174"
835,"3232"
836,"3217"
837,"3203"
838,"3203"
839,"3117"
840,"3175"
841,"3121"
842,"3290"
843,"3162"
844,"3122"
845,"3105"
846,"3164"
847,"3187"
848,"3136"
849,"3221"
850,"3172"
851,"3060"
852,"3190"
853,"3029"
854,"3076"
855,"3070"
856,"3070"
857,"3098"
858,"3096"
859,"3119"
860,"3212"
861,"3137"
862,"3180"
863,"2991"
864,"3105"
865,"3105"
866,"3232"
867,"3175"
868,"3238"
869,"3122"
870,"3217"
871,"3199"
872,"3226"
873,"3189"
874,"3346"
875,"3293"
876,"3300"
877,"3145"
878,"3254"
879,"3289"
880,"3176"
881,"3179"
882,"3286"
883,"3106"
884,"3049"
885,"3160"
886,"3133"
887,"3209"
888,"3166"
889,"3117"
890,"3147"
891,"3135"
892,"3117"
893,"3076"
894,"3121"
895,"3188"
896,"3231"
897,"3115"
898,"3077"
899,"3115"
900,"3120"
901,"3217"
902,"3307"
903,"3182"
904,"3220"
905,"3191"
906,"3391"
907,"3273"
908,"3357"
909,"3411"
910,"3375"
911,"3332"
912,"3543"
913,"3485"
914,"3566"
915,"3361"
916,"3573"
917,"3524"
918,"3552"
919,"3675"
920,"3650"
921,"3758"
922,"3889"
923,"3953"
924,"4163"
925,"4162"
926,"4214"
927,"4320"
928,"4454"
929,"4751"
930,"4721"
931,"4948"
932,"5173"
933,"5360"
934,"5663"
935,"5786"
936,"6025"
937,"6079"
938,"6379"
939,"6486"
940,"6848"
941,"7091"
942,"7156"
943,"7481"
944,"7531"
945,"7775"
946,"7897"
947,"7976"
948,"7840"
949,"8073"
950,"7918"
951,"7879"
952,"7968"
953,"7927"
954,"7767"
955,"7838"
956,"7606"
957,"7507"
958,"7336"
959,"6931"
960,"6848"
961,"6572"
962,"6360"
963,"6141"
964,"5868"
965,"5684"
966,"5441"
967,"5135"
968,"5126"
969,"4806"
970,"4501"
971,"4407"
972,"4431"
973,"4224"
974,"4049"
975,"3978"
976,"3828"
977,"3666"
978,"3647"
979,"3538"
980,"3399"
981,"3168"
982,"3317"
983,"3220"
984,"3221"
985,"3162"
986,"3005"
987,"3034"
988,"2964"
989,"3043"
990,"3012"
991,"3275"
992,"3302"
993,"3513"
994,"3894"
995,"4212"
996,"4780"
997,"5406"
998,"6173"
999,"7020"
1000,"7760"
1001,"8769"
1002,"9786"
1003,"10859"
1004,"11359"
1005,"12291"
1006,"13001"
1007,"13429"
1008,"13761"
1009,"13518"
1010,"13368"
1011,"12799"
1012,"11941"
1013,"10732"
1014,"9508"
1015,"8437"
1016,"7196"
1017,"6088"
1018,"5174"
1019,"4320"
1020,"3844"
1021,"3314"
1022,"2965"
1023,"2879"
1024,"2637"
1025,"2451"
1026,"2512"
1027,"2435"
1028,"2455"
1029,"2482"
1030,"2419"
1031,"2439"
1032,"2445"
1033,"2404"
1034,"2511"
1035,"2639"
1036,"2567"
1037,"2675"
1038,"2818"
1039,"2886"
1040,"3178"
1041,"3458"
1042,"3779"
1043,"4393"
1044,"4920"
1045,"5603"
1046,"6229"
1047,"7194"
1048,"8029"
1049,"9040"
1050,"9777"
1051,"10588"
1052,"11278"
1053,"11881"
1054,"12305"
1055,"12664"
1056,"13060"
1057,"12971"
1058,"12735"
1059,"12381"
1060,"11723"
1061,"10839"
1062,"9809"
1063,"8648"
1064,"7548"
1065,"6619"
1066,"5665"
1067,"4922"
1068,"4341"
1069,"4005"
1070,"3577"
1071,"3353"
1072,"3131"
1073,"2955"
1074,"2883"
1075,"2712"
1076,"2794"
1077,"2710"
1078,"2627"
1079,"2542"
1080,"2558"
1081,"2562"
1082,"2427"
1083,"2394"
1084,"2445"
1085,"2367"
1086,"2286"
1087,"2357"
1088,"2397"
1089,"2277"
1090,"2301"
1091,"2216"
1092,"2233"
1093,"2227"
1094,"2228"
1095,"2104"
1096,"2182"
1097,"2075"
1098,"2122"
1099,"2126"
1100,"2146"
1101,"2131"
1102,"2123"
1103,"2010"
1104,"2080"
1105,"2076"
1106,"2021"
1107,"2051"
1108,"2037"
1109,"2058"
1110,"2029"
1111,"1999"
1112,"2081"
1113,"2001"
1114,"2030"
1115,"1999"
1116,"1976"
1117,"2016"
1118,"1951"
1119,"2087"
1120,"1987"
1121,"2029"
1122,"2028"
1123,"2081"
1124,"2176"
1125,"2283"
1126,"2465"
1127,"2540"
1128,"2739"
1129,"2775"
1130,"3071"
1131,"3162"
1132,"3410"
1133,"3541"
1134,"3695"
1135,"3770"
1136,"3752"
1137,"3719"
1138,"3573"
1139,"3390"
1140,"3388"
1141,"3175"
1142,"2962"
1143,"2842"
1144,"2687"
1145,"2589"
1146,"2539"
1147,"2467"
1148,"2518"
1149,"2499"
1150,"2367"
1151,"2543"
1152,"2564"
1153,"2524"
1154,"2630"
1155,"2663"
1156,"2643"
1157,"2739"
1158,"2642"
1159,"2704"
1160,"2714"
1161,"2720"
1162,"2619"
1163,"2659"
1164,"2693"
1165,"2633"
1166,"2593"
1167,"2568"
1168,"2576"
1169,"2585"
1170,"2606"
1171,"2555"
1172,"2554"
1173,"2545"
1174,"2590"
1175,"2711"
1176,"2580"
1177,"2678"
1178,"2620"
1179,"2784"
1180,"2825"
1181,"2984"
1182,"3079"
1183,"3359"
1184,"3607"
1185,"3663"
1186,"3949"
1187,"4090"
1188,"4106"
1189,"4288"
1190,"4274"
1191,"4207"
1192,"4073"
1193,"3921"
1194,"3753"
1195,"3581"
1196,"3345"
1197,"3270"
1198,"3043"
1199,"2959"
1200,"2841"
1201,"2708"
1202,"2578"
1203,"2622"
1204,"2597"
1205,"2615"
1206,"2519"
1207,"2697"
1208,"2661"
1209,"2609"
1210,"2543"
1211,"2781"
1212,"2738"
1213,"2833"
1214,"2696"
1215,"2793"
1216,"2809"
1217,"2750"
1218,"2695"
1219,"2623"
1220,"2625"
1221,"2594"
1222,"2681"
1223,"2651"
1224,"2762"
1225,"2720"
1226,"2707"
1227,"2768"
1228,"2706"
1229,"2719"
1230,"2835"
1231,"3006"
1232,"3141"
1233,"3248"
1234,"3583"
1235,"4080"
1236,"4813"
1237,"5802"
1238,"7331"
1239,"9215"
1240,"12139"
1241,"15758"
1242,"20388"
1243,"26121"
1244,"32784"
1245,"40470"
1246,"48710"
1247,"57061"
1248,"65245"
1249,"73873"
1250,"80937"
1251,"88112"
1252,"93656"
1253,"99615"
1254,"104457"
1255,"109681"
1256,"115189"
1257,"121445"
1258,"128151"
1259,"133801"
1260,"139183"
1261,"141564"
1262,"142027"
1263,"140287"
1264,"133964"
1265,"126116"
1266,"114957"
1267,"101716"
1268,"86987"
1269,"73336"
1270,"59665"
1271,"46940"
1272,"36147"
1273,"27294"
1274,"20191"
1275,"14686"
1276,"10567"
1277,"7759"
1278,"5537"
1279,"4156"
1280,"3310"
1281,"2685"
1282,"2336"
1283,"2150"
1284,"1974"
1285,"1793"
1286,"1815"
1287,"1669"
1288,"1605"
1289,"1635"
1290,"1548"
1291,"1410"
1292,"1497"
1293,"1489"
1294,"1519"
1295,"1441"
1296,"1415"
1297,"1402"
1298,"1465"
1299,"1292"
1300,"1354"
1301,"1371"
1302,"1346"
1303,"1316"
1304,"1300"
1305,"1285"
1306,"1274"
1307,"1288"
1308,"1282"
1309,"1289"
1310,"1275"
1311,"1224"
1312,"1274"
1313,"1146"
1314,"1243"
1315,"1199"
1316,"1207"
1317,"1159"
1318,"1195"
1319,"1163"
1320,"1137"
1321,"1115"
1322,"1169"
1323,"1106"
1324,"1026"
1325,"1144"
1326,"1142"
1327,"1034"
1328,"1046"
1329,"1047"
1330,"1113"
1331,"1085"
1332,"1051"
1333,"1126"
1334,"1046"
1335,"984"
1336,"1013"
1337,"1060"
1338,"1019"
1339,"992"
1340,"991"
1341,"1053"
1342,"1013"
1343,"995"
1344,"919"
1345,"971"
1346,"971"
1347,"912"
1348,"914"
1349,"875"
1350,"913"
1351,"930"
1352,"893"
1353,"869"
1354,"918"
1355,"848"
1356,"856"
1357,"931"
1358,"825"
1359,"831"
1360,"895"
1361,"847"
1362,"919"
1363,"902"
1364,"870"
1365,"821"
1366,"825"
1367,"852"
1368,"816"
1369,"767"
1370,"811"
1371,"821"
1372,"861"
1373,"795"
1374,"820"
1375,"850"
1376,"805"
1377,"898"
1378,"850"
1379,"845"
1380,"862"
1381,"819"
1382,"830"
1383,"829"
1384,"817"
1385,"830"
1386,"835"
1387,"776"
1388,"802"
1389,"817"
1390,"794"
1391,"849"
1392,"827"
1393,"783"
1394,"876"
1395,"817"
1396,"866"
1397,"870"
1398,"861"
1399,"896"
1400,"857"
1401,"977"
1402,"1056"
1403,"1098"
1404,"1184"
1405,"1290"
1406,"1460"
1407,"1882"
1408,"2276"
1409,"2814"
1410,"3728"
1411,"4658"
1412,"6140"
1413,"7804"
1414,"9856"
1415,"12115"
1416,"14507"
1417,"16998"
1418,"19702"
1419,"22000"
1420,"24252"
1421,"25433"
1422,"26651"
1423,"26653"
1424,"26214"
1425,"25089"
1426,"23101"
1427,"21104"
1428,"18884"
1429,"16121"
1430,"13579"
1431,"11259"
1432,"8976"
1433,"7094"
1434,"5543"
1435,"4297"
1436,"3418"
1437,"2704"
1438,"2259"
1439,"1892"
1440,"1803"
1441,"1640"
1442,"1657"
1443,"1828"
1444,"2070"
1445,"2245"
1446,"2598"
1447,"2925"
1448,"3436"
1449,"3953"
1450,"4431"
1451,"4682"
1452,"4869"
1453,"5179"
1454,"5364"
1455,"5162"
1456,"5144"
1457,"4720"
1458,"4415"
1459,"3968"
1460,"3458"
1461,"2995"
1462,"2519"
1463,"2045"
1464,"1629"
1465,"1344"
1466,"1102"
1467,"891"
1468,"633"
1469,"517"
1470,"498"
1471,"431"
1472,"318"
1473,"314"
1474,"299"
1475,"280"
1476,"286"
1477,"258"
1478,"251"
1479,"287"
1480,"291"
1481,"265"
1482,"268"
1483,"259"
1484,"279"
1485,"288"
1486,"253"
1487,"293"
1488,"272"
1489,"263"
1490,"269"
1491,"259"
1492,"270"
1493,"220"
1494,"246"
1495,"274"
1496,"255"
1497,"269"
1498,"249"
1499,"237"
1500,"219"
1501,"273"
