Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PSC18371"
Duration Time,300.306
Ambient Temperature,"102.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"8969276"
Raw Accumulated Counts,"9696357"
Valid Count Last Packet,"28042"
Raw Count Last Packet,"30308"
Live Time,278.142944
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0854
Number of Channels,2048
Vacuum,684
Channel#,Intensity
0,"9600"
1,"7498"
2,"4762"
3,"2688"
4,"1204"
5,"283"
6,"38"
7,"12"
8,"7"
9,"2"
10,"3"
11,"1"
12,"1"
13,"3"
14,"1"
15,"4"
16,"0"
17,"1"
18,"2"
19,"1"
20,"0"
21,"0"
22,"2"
23,"1"
24,"0"
25,"1"
26,"0"
27,"1"
28,"1"
29,"1"
30,"0"
31,"19"
32,"197"
33,"673"
34,"1086"
35,"1415"
36,"1567"
37,"1565"
38,"1584"
39,"1537"
40,"1592"
41,"1555"
42,"1488"
43,"1558"
44,"1572"
45,"1656"
46,"1688"
47,"1780"
48,"1710"
49,"1627"
50,"1638"
51,"1489"
52,"1543"
53,"1620"
54,"1573"
55,"1505"
56,"1461"
57,"1502"
58,"1499"
59,"1492"
60,"1526"
61,"1451"
62,"1364"
63,"1356"
64,"1332"
65,"1232"
66,"1284"
67,"1240"
68,"1237"
69,"1289"
70,"1267"
71,"1256"
72,"1305"
73,"1260"
74,"1356"
75,"1383"
76,"1288"
77,"1279"
78,"1199"
79,"1187"
80,"1179"
81,"1225"
82,"1207"
83,"1245"
84,"1324"
85,"1421"
86,"1490"
87,"1536"
88,"1451"
89,"1413"
90,"1251"
91,"1231"
92,"1225"
93,"1205"
94,"1175"
95,"1150"
96,"1227"
97,"1271"
98,"1237"
99,"1365"
100,"1314"
101,"1318"
102,"1310"
103,"1222"
104,"1257"
105,"1209"
106,"1280"
107,"1292"
108,"1309"
109,"1323"
110,"1447"
111,"1559"
112,"1663"
113,"1951"
114,"2261"
115,"2446"
116,"2393"
117,"2401"
118,"2281"
119,"2112"
120,"2100"
121,"2075"
122,"2013"
123,"2056"
124,"2120"
125,"2340"
126,"2651"
127,"3200"
128,"4309"
129,"5840"
130,"8267"
131,"11895"
132,"15809"
133,"19137"
134,"21535"
135,"21769"
136,"19729"
137,"17583"
138,"15175"
139,"14776"
140,"15222"
141,"15906"
142,"16732"
143,"16923"
144,"17100"
145,"17674"
146,"18353"
147,"19121"
148,"18955"
149,"16930"
150,"13672"
151,"10261"
152,"7506"
153,"5178"
154,"4146"
155,"3674"
156,"3665"
157,"3774"
158,"3852"
159,"4023"
160,"3729"
161,"3386"
162,"3200"
163,"2865"
164,"2766"
165,"2835"
166,"2849"
167,"2860"
168,"2741"
169,"2748"
170,"2592"
171,"2405"
172,"2397"
173,"2356"
174,"2325"
175,"2366"
176,"2407"
177,"2592"
178,"2772"
179,"3380"
180,"4162"
181,"5154"
182,"6468"
183,"7842"
184,"8303"
185,"8390"
186,"7670"
