Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PM-392"
Duration Time,300.82
Ambient Temperature,"105.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"4021837"
Raw Accumulated Counts,"4174223"
Valid Count Last Packet,"12580"
Raw Count Last Packet,"13141"
Live Time,291.191711
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0288
Number of Channels,2048
Vacuum,681
Channel#,Intensity
0,"10019"
1,"8027"
2,"4814"
3,"2426"
4,"981"
5,"262"
6,"33"
7,"5"
8,"3"
9,"2"
10,"1"
11,"2"
12,"1"
13,"0"
14,"1"
15,"0"
16,"0"
17,"1"
18,"0"
19,"1"
20,"0"
21,"1"
22,"1"
23,"0"
24,"0"
25,"0"
26,"0"
27,"0"
28,"0"
29,"1"
30,"0"
31,"8"
32,"68"
33,"307"
34,"532"
35,"677"
36,"843"
37,"851"
38,"766"
39,"823"
40,"775"
41,"751"
42,"773"
43,"846"
44,"863"
45,"919"
46,"982"
47,"1013"
48,"951"
49,"974"
50,"812"
51,"871"
52,"870"
53,"884"
54,"886"
55,"874"
56,"912"
57,"925"
58,"891"
59,"913"
60,"972"
61,"989"
62,"910"
63,"869"
64,"850"
65,"774"
66,"724"
67,"782"
68,"817"
69,"790"
70,"910"
71,"996"
72,"1268"
73,"1256"
74,"1390"
75,"1310"
76,"1326"
77,"1112"
78,"1007"
79,"917"
80,"972"
81,"1057"
82,"1280"
83,"1809"
84,"2710"
85,"3794"
86,"4486"
87,"4690"
88,"4339"
89,"3393"
90,"2420"
91,"1768"
92,"1300"
93,"1128"
94,"997"
95,"1023"
96,"982"
97,"1095"
98,"1256"
99,"1362"
100,"1480"
101,"1547"
102,"1463"
103,"1380"
104,"1296"
105,"1208"
106,"1209"
107,"1358"
108,"1464"
109,"1891"
110,"2730"
111,"4160"
112,"6413"
113,"9598"
114,"12282"
115,"13908"
116,"13410"
117,"11099"
118,"8095"
119,"5450"
120,"3844"
121,"2990"
122,"2760"
123,"2652"
124,"2654"
125,"2686"
126,"2540"
127,"2786"
128,"3350"
129,"4459"
130,"6464"
131,"9474"
132,"13198"
133,"17132"
134,"19810"
135,"20474"
136,"18669"
137,"16264"
138,"13532"
139,"12736"
140,"12699"
141,"13422"
142,"14098"
143,"14513"
144,"15132"
145,"16250"
146,"17974"
147,"19216"
148,"19110"
149,"17158"
150,"13777"
151,"9834"
152,"6751"
153,"4548"
154,"3218"
155,"2873"
156,"2869"
157,"3136"
158,"3313"
159,"3594"
160,"3619"
161,"3849"
162,"4199"
163,"4782"
164,"5467"
165,"5949"
166,"6033"
167,"5552"
168,"4750"
169,"3669"
170,"2828"
171,"2251"
172,"1858"
173,"1676"
174,"1689"
175,"1787"
176,"1994"
177,"2190"
178,"2590"
179,"3082"
180,"3939"
181,"4827"
182,"5913"
183,"6914"
184,"7659"
185,"7509"
186,"6848"
187,"5673"
188,"4437"
189,"3390"
190,"2783"
191,"2333"
192,"2077"
193,"2135"
194,"2134"
195,"2299"
196,"2278"
197,"2460"
198,"2729"
199,"2896"
200,"2951"
201,"3022"
202,"2948"
203,"2921"
204,"2670"
205,"2702"
206,"2521"
207,"2428"
208,"2402"
209,"2469"
210,"2468"
211,"2433"
212,"2503"
213,"2512"
214,"2583"
215,"2503"
