Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PSC18357"
Duration Time,300.432
Ambient Temperature,"109.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"7254220"
Raw Accumulated Counts,"7730333"
Valid Count Last Packet,"22950"
Raw Count Last Packet,"24270"
Live Time,282.357178
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0296
Number of Channels,2048
Vacuum,972
Channel#,Intensity
0,"9702"
1,"7738"
2,"4817"
3,"2639"
4,"1196"
5,"249"
6,"48"
7,"6"
8,"3"
9,"3"
10,"6"
11,"3"
12,"1"
13,"0"
14,"1"
15,"0"
16,"1"
17,"2"
18,"1"
19,"4"
20,"1"
21,"0"
22,"1"
23,"4"
24,"0"
25,"0"
26,"1"
27,"0"
28,"1"
29,"1"
30,"0"
31,"15"
32,"167"
33,"592"
34,"1036"
35,"1318"
36,"1445"
37,"1533"
38,"1443"
39,"1459"
40,"1478"
41,"1469"
42,"1456"
43,"1475"
44,"1580"
45,"1549"
46,"1625"
47,"1626"
48,"1651"
49,"1540"
50,"1529"
51,"1455"
52,"1542"
53,"1472"
54,"1551"
55,"1454"
56,"1497"
57,"1476"
58,"1409"
59,"1530"
60,"1469"
61,"1474"
62,"1501"
63,"1405"
64,"1334"
65,"1306"
66,"1230"
67,"1264"
68,"1359"
69,"1284"
70,"1366"
71,"1357"
72,"1450"
73,"1478"
74,"1603"
75,"1509"
76,"1522"
77,"1490"
78,"1427"
79,"1366"
80,"1371"
81,"1460"
82,"1511"
83,"1965"
84,"2445"
85,"3141"
86,"3657"
87,"3782"
88,"3506"
89,"2905"
90,"2318"
91,"1874"
92,"1638"
93,"1454"
94,"1415"
95,"1396"
96,"1399"
97,"1391"
98,"1448"
99,"1476"
100,"1519"
101,"1600"
102,"1526"
103,"1557"
104,"1537"
105,"1621"
106,"1638"
107,"1764"
108,"1968"
109,"2427"
110,"3510"
111,"5731"
112,"8877"
113,"13037"
114,"16315"
115,"18357"
116,"17761"
117,"14508"
118,"10541"
119,"7284"
120,"5055"
121,"4011"
122,"3660"
123,"3599"
124,"3465"
125,"3443"
126,"3367"
127,"3532"
128,"4205"
129,"5898"
130,"8190"
131,"11638"
132,"15602"
133,"19798"
134,"22160"
135,"22533"
136,"20582"
137,"18025"
138,"15929"
139,"15332"
140,"15650"
141,"16676"
142,"17498"
143,"17031"
144,"17031"
145,"17678"
146,"18261"
147,"19262"
148,"18463"
149,"16457"
150,"13291"
151,"10168"
152,"7153"
153,"5062"
154,"4047"
155,"3475"
156,"3538"
157,"3764"
158,"3865"
159,"4140"
160,"4460"
161,"5049"
162,"6082"
163,"7673"
164,"9345"
165,"10299"
166,"10433"
167,"9501"
168,"7676"
169,"5925"
170,"4380"
171,"3179"
172,"2614"
173,"2368"
174,"2351"
175,"2465"
176,"2853"
177,"3215"
178,"3781"
179,"4637"
180,"5722"
181,"6882"
182,"8300"
183,"9513"
184,"10474"
185,"10306"
186,"9066"
187,"7392"
188,"5751"
189,"4365"
190,"3515"
191,"2927"
192,"2738"
193,"2693"
194,"2658"
195,"2847"
196,"2956"
197,"3255"
198,"3519"
199,"3760"
200,"4082"
201,"4058"
202,"3998"
203,"3825"
204,"3581"
205,"3387"
206,"3284"
207,"3267"
208,"3162"
209,"3087"
210,"3147"
211,"3139"
212,"3291"
213,"3348"
214,"3437"
215,"3350"
216,"3438"
217,"3669"
218,"4055"
219,"4293"
220,"5262"
221,"6408"
222,"8157"
223,"9879"
224,"11113"
225,"11730"
226,"11573"
227,"10464"
228,"8975"
229,"7451"
230,"6132"
231,"5193"
232,"4587"
233,"4334"
234,"4186"
235,"4299"
236,"4115"
237,"4184"
238,"4190"
239,"4664"
240,"4530"
241,"4947"
242,"5114"
243,"5343"
244,"5659"
245,"5715"
246,"5907"
247,"6115"
248,"5810"
249,"5627"
250,"5303"
251,"5255"
252,"5068"
253,"4808"
254,"4927"
255,"4913"
256,"5036"
257,"4924"
258,"4932"
259,"5197"
260,"5187"
261,"5391"
262,"5462"
263,"5513"
264,"5557"
265,"5521"
