Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LP007"
Duration Time,300.137
Ambient Temperature,"112.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"7739706"
Raw Accumulated Counts,"8277372"
Valid Count Last Packet,"24222"
Raw Count Last Packet,"25818"
Live Time,281.016022
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0486
Number of Channels,2048
Vacuum,681
Channel#,Intensity
0,"9816"
1,"7696"
2,"4710"
3,"2683"
4,"1162"
5,"259"
6,"43"
7,"10"
8,"5"
9,"3"
10,"3"
11,"2"
12,"2"
13,"0"
14,"1"
15,"0"
16,"3"
17,"3"
18,"0"
19,"0"
20,"1"
21,"0"
22,"1"
23,"2"
24,"1"
25,"0"
26,"1"
27,"0"
28,"0"
29,"0"
30,"0"
31,"16"
32,"211"
33,"658"
34,"1106"
35,"1418"
36,"1633"
37,"1593"
38,"1565"
39,"1504"
40,"1516"
41,"1556"
42,"1480"
43,"1525"
44,"1586"
45,"1606"
46,"1632"
47,"1696"
48,"1692"
49,"1661"
50,"1573"
51,"1461"
52,"1541"
53,"1590"
54,"1560"
55,"1580"
56,"1589"
57,"1535"
58,"1631"
59,"1542"
60,"1575"
61,"1560"
62,"1459"
63,"1522"
64,"1418"
65,"1363"
66,"1332"
67,"1327"
68,"1358"
69,"1375"
70,"1393"
71,"1513"
72,"1529"
73,"1577"
74,"1570"
75,"1699"
76,"1595"
77,"1540"
78,"1505"
79,"1474"
80,"1416"
81,"1360"
82,"1447"
83,"1430"
84,"1663"
85,"1873"
86,"2087"
87,"2084"
88,"1921"
89,"1845"
90,"1649"
91,"1506"
92,"1424"
93,"1427"
94,"1489"
95,"1565"
96,"1568"
97,"1629"
98,"1583"
99,"1709"
100,"1751"
101,"1714"
102,"1678"
103,"1716"
104,"1758"
105,"1767"
106,"1889"
107,"2001"
108,"2307"
109,"3054"
110,"4780"
111,"7882"
112,"12579"
113,"18402"
114,"23373"
115,"25804"
116,"24606"
117,"19615"
118,"14394"
119,"9650"
120,"6337"
121,"4876"
122,"4422"
123,"4222"
124,"3930"
125,"3661"
126,"3646"
127,"3679"
128,"4648"
129,"6149"
130,"8786"
131,"12170"
132,"16100"
133,"20163"
134,"22441"
135,"22584"
136,"20824"
137,"17764"
138,"15803"
139,"15310"
140,"16114"
141,"16969"
142,"17693"
143,"17656"
144,"17660"
145,"17928"
146,"18765"
147,"19161"
148,"18563"
149,"16781"
150,"13535"
151,"10011"
152,"7064"
153,"5132"
154,"4059"
155,"3722"
156,"3679"
157,"3863"
158,"4139"
159,"4358"
160,"5092"
161,"6152"
162,"7825"
163,"10006"
164,"12305"
165,"13563"
166,"13762"
167,"12192"
168,"9779"
169,"7109"
170,"5051"
171,"3504"
172,"2806"
173,"2567"
174,"2703"
175,"2762"
176,"3296"
177,"3944"
178,"4776"
179,"5951"
180,"7392"
181,"9693"
182,"12065"
183,"13834"
184,"14598"
185,"14370"
186,"12445"
187,"9902"
188,"7334"
189,"5347"
190,"4127"
191,"3240"
192,"3190"
193,"2935"
194,"3119"
195,"3168"
196,"3475"
197,"3850"
198,"4166"
199,"4654"
200,"4975"
201,"4882"
202,"4680"
203,"4279"
204,"4045"
205,"3653"
206,"3583"
207,"3432"
208,"3366"
209,"3257"
210,"3345"
211,"3420"
212,"3396"
213,"3484"
214,"3555"
215,"3545"
216,"3646"
217,"3664"
218,"3917"
219,"3893"
220,"4150"
221,"4339"
222,"4629"
223,"4779"
224,"4919"
225,"5138"
226,"5167"
227,"4992"
228,"4596"
229,"4396"
230,"4338"
231,"4428"
232,"4225"
233,"4127"
234,"4332"
235,"4280"
236,"4233"
237,"4280"
238,"4306"
239,"4417"
240,"4413"
241,"4716"
242,"4547"
243,"4731"
244,"4708"
245,"4766"
246,"4842"
247,"4937"
248,"5014"
249,"5068"
250,"5000"
251,"4877"
252,"5000"
253,"4916"
254,"4960"
255,"4974"
256,"5202"
257,"5246"
258,"5296"
259,"5380"
260,"5376"
261,"5333"
262,"5559"
263,"5631"
264,"5682"
265,"5796"
266,"5737"
267,"5936"
268,"5934"
269,"6054"
270,"6090"
271,"6217"
272,"6161"
273,"6254"
274,"6316"
275,"6200"
276,"6193"
277,"6275"
278,"6322"
279,"6268"
280,"6492"
281,"6258"
282,"6538"
283,"6439"
284,"6414"
285,"6673"
286,"6438"
287,"6704"
288,"6682"
289,"6836"
290,"6952"
291,"6917"
292,"6951"
293,"7024"
294,"7277"
295,"7183"
296,"7198"
297,"7298"
298,"7149"
299,"7208"
300,"7149"
301,"7082"
302,"7111"
303,"7136"
304,"7332"
305,"7501"
306,"7624"
307,"7837"
308,"7976"
309,"8186"
310,"8489"
311,"9399"
312,"10411"
313,"11922"
314,"14666"
315,"18055"
316,"22789"
317,"27530"
318,"31451"
319,"33716"
320,"34065"
321,"31760"
322,"27653"
323,"22976"
324,"18385"
325,"14541"
326,"11773"
327,"9617"
328,"8764"
329,"8243"
330,"8184"
331,"8233"
332,"8156"
333,"8049"
334,"8151"
335,"8221"
336,"8384"
337,"8337"
338,"8459"
339,"8385"
340,"8582"
341,"8633"
342,"8888"
343,"9070"
344,"9625"
345,"9560"
346,"10119"
347,"10299"
348,"10844"
349,"11762"
350,"11912"
351,"12599"
352,"12963"
353,"13154"
354,"12985"
355,"12861"
356,"12293"
357,"12146"
358,"12372"
359,"12994"
360,"13799"
