Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LA16"
Duration Time,300.251
Ambient Temperature,"112.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"18079037"
Raw Accumulated Counts,"21556070"
Valid Count Last Packet,"55548"
Raw Count Last Packet,"66085"
Live Time,251.185043
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0245
Number of Channels,2048
Vacuum,687
Channel#,Intensity
0,"8470"
1,"6844"
2,"4466"
3,"3113"
4,"1538"
5,"349"
6,"55"
7,"12"
8,"12"
9,"11"
10,"7"
11,"4"
12,"2"
13,"1"
14,"1"
15,"4"
16,"2"
17,"2"
18,"2"
19,"1"
20,"2"
21,"0"
22,"0"
23,"2"
24,"0"
25,"2"
26,"0"
27,"2"
28,"1"
29,"4"
30,"2"
31,"78"
32,"501"
33,"1511"
34,"2510"
35,"3065"
36,"3273"
37,"3351"
38,"3266"
39,"3239"
40,"3283"
41,"3246"
42,"3270"
43,"3198"
44,"3322"
45,"3377"
46,"3411"
47,"3449"
48,"3482"
49,"3297"
50,"3207"
51,"3383"
52,"3271"
53,"3225"
54,"3243"
55,"3309"
56,"3209"
57,"3233"
58,"3139"
59,"3221"
60,"3143"
61,"3206"
62,"3149"
63,"3016"
64,"3030"
65,"3033"
66,"2900"
67,"2940"
68,"2903"
69,"2839"
70,"2920"
71,"3011"
72,"3073"
73,"3101"
74,"3099"
75,"3099"
76,"3020"
77,"2911"
78,"2878"
79,"2792"
80,"2807"
81,"2823"
82,"2815"
83,"2932"
84,"2956"
85,"3033"
86,"3292"
87,"3277"
88,"3326"
89,"3359"
90,"3325"
91,"3806"
92,"4332"
93,"5402"
94,"7005"
95,"9014"
96,"10840"
97,"11598"
98,"11244"
99,"9254"
100,"7305"
101,"5633"
102,"4385"
103,"3734"
104,"3568"
105,"3489"
106,"3448"
107,"3717"
108,"3772"
109,"4038"
110,"4536"
111,"4975"
112,"5715"
113,"6593"
114,"7092"
115,"7162"
116,"6883"
117,"6203"
118,"5541"
119,"5154"
120,"4758"
121,"4461"
122,"4494"
123,"4618"
124,"4635"
125,"4799"
126,"5037"
127,"5707"
128,"6728"
129,"8210"
130,"10539"
131,"13509"
132,"17155"
133,"20788"
134,"23154"
135,"23051"
136,"21616"
137,"19236"
138,"17253"
139,"16709"
140,"17079"
141,"18013"
142,"18753"
143,"18771"
144,"18945"
145,"19371"
146,"20208"
147,"20877"
148,"20556"
149,"18739"
150,"16194"
151,"13160"
152,"10753"
153,"8817"
154,"7872"
155,"7585"
156,"7574"
157,"7818"
158,"8166"
159,"8206"
160,"8369"
161,"8265"
162,"8402"
163,"8350"
164,"8741"
165,"8892"
166,"9186"
167,"9032"
168,"9230"
169,"9270"
170,"9445"
171,"9717"
172,"10390"
173,"11284"
174,"12906"
175,"15808"
176,"22554"
177,"38039"
178,"70621"
179,"135069"
180,"243051"
181,"395991"
182,"576176"
183,"736888"
184,"827013"
185,"815819"
186,"704659"
187,"535480"
188,"356345"
189,"210767"
190,"111629"
191,"56143"
192,"28986"
193,"19880"
194,"20593"
195,"28859"
196,"44404"
197,"65862"
198,"90562"
199,"114230"
200,"128071"
201,"127848"
202,"113009"
203,"89012"
204,"62200"
205,"39422"
206,"22747"
207,"12380"
208,"7123"
209,"4668"
210,"3642"
211,"3225"
212,"3044"
213,"2971"
214,"3030"
215,"2952"
216,"3071"
217,"3115"
218,"3199"
219,"3352"
220,"3322"
221,"3511"
222,"3691"
223,"3806"
224,"4022"
225,"4096"
226,"3991"
227,"3888"
228,"3747"
229,"3578"
230,"3587"
