Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WN0301544"
Duration Time,300.261
Ambient Temperature,"116.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"14181344"
Raw Accumulated Counts,"16192191"
Valid Count Last Packet,"43580"
Raw Count Last Packet,"49846"
Live Time,262.685883
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0523
Number of Channels,2048
Vacuum,700
Channel#,Intensity
0,"8871"
1,"6940"
2,"4697"
3,"3219"
4,"1514"
5,"326"
6,"59"
7,"15"
8,"6"
9,"4"
10,"2"
11,"10"
12,"5"
13,"6"
14,"2"
15,"4"
16,"1"
17,"5"
18,"2"
19,"2"
20,"3"
21,"1"
22,"6"
23,"0"
24,"0"
25,"2"
26,"3"
27,"2"
28,"0"
29,"1"
30,"3"
31,"79"
32,"584"
33,"1563"
34,"2466"
35,"3052"
36,"3243"
37,"3254"
38,"3283"
39,"3192"
40,"3108"
41,"3093"
42,"3128"
43,"3061"
44,"3064"
45,"3168"
46,"3246"
47,"3141"
48,"3308"
49,"3221"
50,"3106"
51,"3059"
52,"3075"
53,"3085"
54,"3100"
55,"3092"
56,"3070"
57,"3035"
58,"3131"
59,"3114"
60,"3095"
61,"3088"
62,"3013"
63,"2915"
64,"2984"
65,"2860"
66,"2778"
67,"2831"
68,"2757"
69,"2781"
70,"2736"
71,"2941"
72,"2862"
73,"2964"
74,"2957"
75,"2983"
76,"2847"
77,"2705"
78,"2787"
79,"2691"
80,"2575"
81,"2685"
82,"2840"
83,"2937"
84,"3163"
85,"3436"
86,"3611"
87,"3690"
88,"3565"
89,"3390"
90,"3346"
91,"3378"
92,"3683"
93,"4162"
94,"5179"
95,"6083"
96,"7069"
97,"7625"
98,"7186"
99,"6258"
100,"5352"
101,"4431"
102,"3885"
103,"3734"
104,"3582"
105,"3642"
106,"3712"
107,"4062"
108,"4731"
109,"6419"
110,"9272"
111,"14709"
112,"22856"
113,"32349"
114,"40158"
115,"43977"
116,"40982"
117,"33331"
118,"24275"
119,"15997"
120,"10943"
121,"8447"
122,"7535"
123,"7070"
124,"6548"
125,"6012"
126,"5537"
127,"5492"
128,"5822"
129,"7465"
130,"9604"
131,"13245"
132,"17122"
133,"20680"
134,"22720"
135,"23032"
136,"21281"
137,"18719"
138,"16913"
139,"16339"
140,"17130"
141,"17713"
142,"18573"
143,"18349"
144,"18404"
145,"18818"
146,"19327"
147,"19504"
148,"19062"
149,"17161"
150,"14152"
151,"11254"
152,"8708"
153,"7008"
154,"6021"
155,"5806"
156,"5780"
157,"6141"
158,"6221"
159,"6566"
160,"7003"
161,"7409"
162,"8470"
163,"9705"
164,"10996"
165,"11553"
166,"11705"
167,"10821"
168,"9555"
169,"8457"
170,"7470"
171,"7012"
172,"6968"
173,"7070"
174,"8237"
175,"9855"
176,"13899"
177,"22821"
178,"42420"
179,"78792"
180,"139277"
181,"222362"
182,"315343"
183,"397723"
184,"438189"
185,"425198"
186,"360111"
187,"269254"
188,"176085"
189,"102742"
190,"55055"
191,"27900"
192,"15845"
193,"11775"
194,"13145"
195,"18531"
196,"27827"
197,"40277"
198,"54624"
199,"67382"
200,"74601"
201,"73187"
202,"63883"
203,"49861"
204,"34536"
205,"22100"
206,"13423"
207,"7958"
208,"5302"
209,"4249"
210,"3755"
211,"3626"
212,"3531"
213,"3496"
214,"3461"
215,"3475"
216,"3443"
217,"3485"
218,"3693"
219,"3763"
220,"3813"
221,"4117"
222,"4299"
223,"4616"
224,"4633"
225,"4708"
226,"4636"
227,"4510"
228,"4382"
229,"4042"
230,"3858"
231,"3713"
232,"3725"
233,"3686"
234,"3731"
235,"3785"
236,"3653"
237,"3789"
238,"3875"
239,"3997"
240,"4000"
241,"4077"
242,"3962"
243,"4183"
244,"4245"
245,"4361"
246,"4281"
247,"4453"
248,"4304"
249,"4377"
250,"4290"
251,"4352"
252,"4136"
253,"4243"
254,"4398"
255,"4245"
256,"4526"
257,"4538"
258,"4459"
259,"4566"
260,"4582"
261,"4611"
262,"4599"
263,"4779"
264,"4743"
265,"4851"
266,"4950"
267,"4893"
268,"5052"
269,"5274"
270,"5275"
271,"5288"
272,"5218"
273,"5464"
274,"5315"
275,"5313"
276,"5455"
277,"5380"
278,"5414"
279,"5457"
280,"5458"
281,"5600"
282,"5604"
283,"5725"
284,"5683"
285,"5949"
286,"5775"
287,"5843"
288,"5915"
289,"5992"
290,"6020"
291,"6183"
292,"6225"
293,"6393"
294,"6481"
295,"6688"
296,"6520"
297,"6441"
298,"6445"
299,"6368"
300,"6559"
301,"6591"
302,"6575"
303,"6605"
304,"6583"
305,"6518"
306,"6605"
307,"6701"
308,"6802"
309,"7080"
310,"7276"
311,"7494"
312,"7908"
