Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PM374"
Duration Time,300.166
Ambient Temperature,"110.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"29607741"
Raw Accumulated Counts,"41724689"
Valid Count Last Packet,"90089"
Raw Count Last Packet,"125595"
Live Time,211.790985
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0188
Number of Channels,2048
Vacuum,693
Channel#,Intensity
0,"7051"
1,"5459"
2,"3844"
3,"2598"
4,"1133"
5,"254"
6,"47"
7,"26"
8,"8"
9,"11"
10,"7"
11,"7"
12,"3"
13,"2"
14,"2"
15,"4"
16,"1"
17,"2"
18,"1"
19,"1"
20,"4"
21,"2"
22,"3"
23,"2"
24,"4"
25,"3"
26,"1"
27,"1"
28,"4"
29,"2"
30,"17"
31,"115"
32,"692"
33,"1759"
34,"2448"
35,"2975"
36,"3261"
37,"3257"
38,"3167"
39,"3230"
40,"3222"
41,"3054"
42,"2959"
43,"3063"
44,"3075"
45,"2993"
46,"3049"
47,"3059"
48,"3089"
49,"2965"
50,"2916"
51,"2859"
52,"2909"
53,"2831"
54,"2960"
55,"2877"
56,"2755"
57,"2823"
58,"2717"
59,"2709"
60,"2636"
61,"2731"
62,"2744"
63,"2540"
64,"2566"
65,"2495"
66,"2441"
67,"2464"
68,"2485"
69,"2425"
70,"2612"
71,"2663"
72,"2721"
73,"2787"
74,"2708"
75,"2710"
76,"2646"
77,"2633"
78,"2575"
79,"2467"
80,"2388"
81,"2479"
82,"2445"
83,"2500"
84,"2601"
85,"2513"
86,"2708"
87,"2757"
88,"2501"
89,"2549"
90,"2467"
91,"2423"
92,"2450"
93,"2422"
94,"2382"
95,"2445"
96,"2472"
97,"2545"
98,"2440"
99,"2497"
100,"2594"
101,"2538"
102,"2486"
103,"2571"
104,"2534"
105,"2540"
106,"2527"
107,"2474"
108,"2635"
109,"2664"
110,"2792"
111,"2945"
112,"3170"
113,"3410"
114,"3671"
115,"3841"
116,"3824"
117,"3690"
118,"3565"
119,"3411"
120,"3395"
121,"3187"
122,"3288"
123,"3259"
124,"3251"
125,"3461"
126,"3680"
127,"4166"
128,"4822"
129,"5903"
130,"7847"
131,"10273"
132,"13387"
133,"16100"
134,"17807"
135,"17999"
136,"17068"
137,"15499"
138,"14166"
139,"14382"
140,"15188"
141,"16009"
142,"16629"
143,"16207"
144,"16278"
145,"16226"
146,"16897"
147,"17125"
148,"16613"
149,"14830"
150,"12535"
151,"10146"
152,"7761"
153,"6321"
154,"5557"
155,"4864"
156,"4679"
157,"4843"
158,"4830"
159,"4735"
160,"4685"
161,"4370"
162,"4122"
163,"4012"
164,"3900"
165,"3864"
166,"3868"
167,"3858"
168,"3964"
169,"3833"
170,"3701"
171,"3661"
172,"3568"
173,"3484"
174,"3413"
175,"3489"
176,"3582"
177,"3757"
178,"3570"
179,"3857"
180,"4312"
181,"4690"
182,"5203"
183,"5591"
184,"5747"
185,"5582"
186,"5253"
187,"4910"
188,"4598"
189,"4279"
190,"4194"
191,"4080"
192,"4181"
193,"4117"
194,"4320"
195,"4513"
196,"4880"
197,"5105"
198,"5063"
199,"5114"
200,"5140"
201,"5168"
202,"4709"
203,"4835"
204,"4600"
205,"4555"
206,"4700"
207,"4633"
208,"4681"
209,"4850"
210,"5069"
211,"5226"
212,"5501"
213,"5512"
214,"6063"
215,"6780"
216,"8218"
217,"10186"
218,"14188"
219,"19877"
220,"26757"
221,"33883"
222,"40027"
223,"42498"
224,"41458"
225,"36643"
226,"29168"
227,"22109"
228,"16031"
229,"11852"
230,"9322"
231,"7683"
232,"7215"
233,"7576"
234,"8093"
235,"9658"
236,"12062"
237,"16081"
238,"21294"
239,"26755"
240,"31485"
241,"34410"
242,"35420"
243,"33311"
244,"29621"
245,"25630"
246,"21891"
247,"18074"
248,"15411"
249,"12895"
250,"11723"
251,"11269"
252,"11197"
253,"12149"
254,"14632"
255,"17419"
256,"20140"
257,"22695"
258,"23703"
259,"23191"
260,"21155"
261,"19305"
262,"17492"
263,"17096"
264,"19564"
265,"25857"
266,"36558"
267,"50362"
268,"64497"
269,"77702"
270,"85121"
271,"84655"
272,"77440"
273,"65123"
274,"50059"
275,"37887"
276,"27795"
277,"20769"
278,"16110"
279,"13093"
280,"11175"
281,"10372"
282,"9368"
283,"9098"
284,"9329"
285,"9319"
286,"9989"
287,"10440"
288,"11393"
289,"11926"
290,"12641"
291,"14006"
292,"15205"
293,"17044"
294,"18907"
295,"20755"
296,"22223"
297,"22699"
298,"21684"
299,"20034"
300,"17536"
301,"15278"
302,"12936"
303,"11614"
304,"10556"
305,"9883"
306,"9541"
307,"9584"
308,"9656"
309,"9953"
310,"10295"
311,"10484"
312,"10860"
313,"11342"
314,"11939"
315,"12460"
316,"13320"
317,"14491"
318,"15064"
319,"15840"
320,"16158"
321,"16532"
322,"16120"
323,"15901"
324,"15389"
325,"15614"
326,"15528"
327,"16045"
328,"16586"
329,"17243"
330,"18045"
331,"19847"
332,"21315"
333,"23791"
334,"27870"
335,"36113"
336,"52789"
337,"87396"
338,"153682"
339,"272683"
340,"465366"
341,"746211"
342,"1106858"
343,"1513566"
344,"1901365"
345,"2189717"
346,"2306210"
347,"2220279"
348,"1964670"
349,"1587307"
350,"1176397"
351,"800798"
352,"502469"
353,"294600"
354,"161762"
355,"87071"
356,"47962"
357,"29485"
358,"21088"
359,"17540"
360,"16651"
361,"16034"
362,"16446"
363,"17155"
364,"17506"
365,"17881"
366,"18749"
367,"19941"
368,"21468"
369,"23546"
370,"26276"
371,"29380"
372,"34350"
373,"41587"
374,"53140"
375,"71095"
376,"100205"
377,"140052"
378,"191408"
379,"248710"
380,"302486"
381,"342817"
382,"358570"
383,"349106"
384,"313445"
385,"259034"
386,"198817"
387,"141140"
388,"93264"
389,"58144"
390,"34791"
391,"20406"
392,"12321"
393,"8059"
394,"6290"
395,"5436"
396,"5208"
397,"5094"
398,"4950"
399,"5189"
400,"5082"
401,"5239"
402,"5342"
403,"5261"
404,"5220"
405,"5015"
