Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LUK0609"
211,"3376"
212,"3472"
213,"3419"
214,"3309"
215,"3494"
216,"3559"
217,"3556"
218,"3639"
219,"3932"
220,"4341"
221,"4734"
222,"5260"
223,"5881"
224,"6298"
225,"6825"
226,"6945"
227,"6636"
228,"6540"
229,"6436"
230,"6580"
231,"6757"
232,"6951"
233,"6752"
234,"6435"
235,"5975"
236,"5375"
237,"4988"
238,"4731"
239,"4508"
240,"4533"
241,"4570"
242,"4588"
243,"4749"
244,"4885"
245,"4921"
246,"5142"
247,"5075"
248,"5028"
249,"4957"
250,"4895"
251,"4884"
252,"4804"
253,"4838"
254,"4928"
255,"4891"
256,"4981"
257,"4916"
258,"5208"
259,"5062"
260,"5212"
261,"5241"
262,"5505"
263,"5465"
264,"5550"
265,"5668"
266,"5803"
267,"5977"
268,"5728"
269,"5867"
270,"5918"
271,"5978"
272,"5871"
273,"6019"
274,"5913"
275,"5950"
276,"5996"
277,"6077"
278,"5994"
279,"6150"
280,"6075"
281,"6124"
282,"6219"
283,"6321"
284,"6218"
285,"6188"
286,"6439"
287,"6555"
288,"6826"
289,"7187"
290,"7502"
291,"7959"
292,"8322"
293,"8634"
294,"8901"
295,"9069"
296,"8997"
297,"8843"
298,"8735"
299,"8693"
300,"8538"
301,"8649"
302,"8765"
303,"9097"
304,"9423"
305,"10080"
306,"10646"
307,"11658"
308,"13331"
309,"16536"
310,"22819"
311,"36312"
312,"62069"
313,"109889"
314,"184543"
315,"291596"
316,"424905"
317,"569143"
318,"692114"
319,"767650"
320,"773821"
321,"708231"
322,"591905"
323,"446699"
324,"309390"
325,"195954"
326,"115048"
327,"63382"
328,"33978"
329,"19491"
330,"12463"
331,"9355"
332,"8194"
333,"7757"
334,"7573"
335,"7630"
336,"7825"
337,"7945"
338,"8154"
339,"8496"
340,"9075"
341,"10018"
342,"11148"
343,"13073"
344,"16492"
345,"21963"
346,"31144"
347,"44060"
348,"61641"
349,"80607"
350,"101164"
351,"116319"
352,"124578"
353,"122271"
354,"110591"
355,"93226"
356,"72292"
357,"52898"
358,"36778"
359,"25305"
360,"18164"
361,"14290"
362,"12353"
363,"11672"
364,"11570"
365,"12121"
366,"12278"
367,"12682"
368,"13372"
369,"14066"
370,"14193"
371,"15232"
372,"15795"
373,"15591"
374,"14605"
375,"13292"
376,"11736"
377,"9944"
378,"8316"
379,"7202"
380,"6261"
381,"5567"
382,"5273"
383,"5052"
384,"5068"
385,"4974"
386,"4938"
387,"5043"
388,"4874"
389,"4856"
390,"4920"
391,"4860"
392,"4970"
393,"5031"
394,"4992"
395,"5172"
396,"5316"
397,"5433"
398,"5595"
399,"5884"
400,"6090"
401,"6226"
402,"6130"
403,"6207"
404,"6004"
405,"5947"
406,"5927"
407,"5806"
408,"5690"
409,"5761"
410,"5828"
411,"5974"
412,"5865"
413,"5766"
414,"5751"
415,"5408"
416,"5203"
417,"5178"
418,"4869"
419,"4755"
420,"4654"
421,"4583"
422,"4491"
423,"4485"
424,"4490"
425,"4583"
426,"4657"
427,"4651"
428,"4698"
429,"4651"
430,"4865"
431,"4751"
432,"4762"
433,"4702"
434,"4578"
435,"4422"
436,"4726"
437,"4566"
438,"4565"
439,"4576"
440,"4571"
441,"4550"
442,"4512"
443,"4630"
444,"4481"
445,"4746"
446,"4540"
447,"4521"
448,"4518"
449,"4454"
450,"4555"
451,"4595"
452,"4717"
453,"4651"
454,"4636"
455,"4653"
456,"4561"
457,"4646"
458,"4604"
459,"4608"
460,"4675"
461,"4655"
462,"4737"
463,"4591"
464,"4611"
465,"4722"
466,"4695"
467,"4707"
468,"4749"
469,"4663"
470,"4639"
471,"4661"
472,"4642"
473,"4611"
474,"4735"
475,"4593"
476,"4707"
477,"4699"
478,"4729"
479,"4749"
480,"4606"
481,"4584"
482,"4584"
483,"4483"
484,"4589"
485,"4586"
486,"4617"
487,"4569"
488,"4566"
489,"4616"
490,"4524"
491,"4505"
492,"4497"
493,"4552"
494,"4654"
495,"4586"
496,"4634"
497,"4665"
498,"4746"
499,"4904"
500,"5122"
501,"5302"
502,"5523"
503,"5597"
504,"5742"
505,"5698"
506,"5658"
507,"5585"
508,"5365"
509,"5102"
510,"4941"
511,"4829"
512,"4737"
513,"4604"
514,"4559"
515,"4570"
516,"4587"
517,"4630"
518,"4626"
519,"4601"
520,"4652"
521,"4720"
522,"4590"
523,"4761"
524,"4637"
525,"4609"
526,"4647"
527,"4565"
528,"4514"
529,"4585"
530,"4626"
531,"4455"
532,"4521"
533,"4526"
534,"4448"
535,"4541"
536,"4664"
537,"4657"
538,"4538"
539,"4505"
540,"4638"
541,"4530"
542,"4519"
543,"4579"
544,"4345"
545,"4373"
546,"4314"
547,"4454"
548,"4425"
549,"4414"
550,"4304"
551,"4476"
552,"4335"
553,"4354"
554,"4394"
555,"4388"
556,"4252"
557,"4312"
558,"4242"
559,"4276"
560,"4300"
561,"4220"
562,"4201"
563,"4231"
564,"4339"
565,"4285"
566,"4268"
567,"4124"
568,"4337"
569,"4129"
570,"4245"
571,"4164"
572,"4187"
573,"4276"
574,"4184"
575,"4068"
576,"4224"
577,"4055"
578,"4239"
579,"4112"
580,"4165"
581,"4167"
582,"4149"
583,"4008"
584,"4027"
585,"4075"
586,"3996"
587,"4113"
588,"4006"
589,"4056"
590,"4017"
591,"4031"
592,"4046"
593,"4219"
594,"4098"
595,"4027"
596,"4127"
597,"4075"
598,"4036"
599,"3990"
600,"4115"
601,"4133"
602,"3974"
603,"3984"
604,"4081"
605,"3980"
606,"4012"
607,"3991"
608,"3898"
609,"3881"
610,"3944"
611,"3931"
612,"4026"
613,"3830"
614,"3891"
615,"3952"
616,"3912"
617,"3861"
618,"3972"
619,"3818"
620,"3885"
621,"3993"
622,"3899"
623,"4028"
624,"3888"
625,"3958"
626,"3795"
627,"3867"
628,"3860"
629,"3911"
630,"4022"
631,"3893"
632,"4228"
633,"4059"
634,"4205"
635,"4404"
636,"4577"
637,"4717"
638,"4912"
639,"5003"
640,"5067"
641,"4914"
642,"4808"
643,"4627"
644,"4494"
645,"4327"
646,"4119"
647,"3964"
648,"3790"
649,"3734"
650,"3643"
651,"3591"
652,"3599"
653,"3500"
654,"3558"
655,"3614"
656,"3595"
657,"3573"
658,"3490"
659,"3573"
660,"3657"
661,"3572"
662,"3450"
663,"3619"
664,"3603"
665,"3520"
666,"3693"
667,"3659"
668,"3574"
669,"3720"
670,"3828"
671,"3723"
672,"3775"
673,"3864"
674,"3839"
675,"3756"
676,"3673"
677,"3729"
678,"3627"
679,"3605"
680,"3554"
681,"3487"
682,"3355"
683,"3374"
684,"3343"
685,"3269"
686,"3383"
687,"3396"
688,"3312"
689,"3452"
690,"3302"
691,"3243"
692,"3359"
693,"3388"
694,"3319"
695,"3462"
696,"3468"
697,"3704"
698,"3865"
699,"3960"
700,"4488"
701,"4656"
702,"5066"
703,"5321"
704,"5583"
705,"5889"
706,"5976"
707,"6050"
708,"5723"
709,"5526"
710,"5191"
711,"4840"
712,"4417"
713,"4191"
714,"3963"
715,"3548"
716,"3405"
717,"3215"
718,"3104"
719,"2952"
720,"3034"
721,"2988"
722,"3053"
723,"2940"
724,"2998"
725,"2931"
726,"2951"
727,"2886"
728,"2947"
729,"3003"
730,"3103"
731,"2912"
732,"2902"
733,"2884"
734,"2899"
735,"2933"
736,"2848"
737,"2967"
738,"2900"
739,"2965"
740,"2924"
741,"2845"
742,"2916"
743,"2867"
744,"2793"
745,"2880"
746,"2819"
747,"2795"
748,"2854"
749,"2802"
750,"2794"
751,"2871"
752,"2818"
753,"2801"
754,"2769"
755,"2806"
756,"2783"
757,"2707"
758,"2674"
759,"2669"
760,"2708"
761,"2779"
762,"2666"
763,"2693"
764,"2757"
765,"2669"
766,"2740"
767,"2744"
768,"2639"
769,"2629"
770,"2700"
771,"2737"
772,"2724"
773,"2561"
774,"2546"
775,"2558"
776,"2686"
777,"2580"
778,"2647"
779,"2636"
780,"2530"
781,"2584"
782,"2706"
783,"2768"
784,"2724"
785,"2722"
786,"2785"
787,"2849"
788,"2874"
789,"2988"
790,"2976"
791,"2979"
792,"2794"
793,"2889"
794,"2792"
795,"2712"
796,"2611"
797,"2625"
798,"2587"
799,"2624"
800,"2555"
801,"2428"
802,"2498"
803,"2458"
804,"2484"
805,"2433"
806,"2345"
807,"2381"
808,"2399"
809,"2382"
810,"2345"
811,"2381"
812,"2391"
813,"2389"
814,"2341"
815,"2389"
816,"2361"
817,"2317"
818,"2264"
819,"2234"
820,"2180"
821,"2283"
822,"2272"
823,"2170"
824,"2150"
825,"2289"
826,"2303"
827,"2271"
828,"2215"
829,"2235"
830,"2151"
831,"2193"
832,"2176"
833,"2232"
834,"2160"
835,"2169"
836,"2125"
837,"2148"
838,"2062"
839,"2173"
840,"2186"
841,"2168"
842,"2184"
843,"2211"
844,"2153"
845,"2134"
846,"2184"
847,"2140"
848,"2137"
849,"2161"
850,"2145"
851,"2193"
852,"2152"
853,"2093"
854,"2170"
855,"2149"
856,"2081"
857,"2111"
858,"2029"
859,"2115"
860,"2062"
861,"2097"
862,"2054"
863,"2085"
864,"2022"
865,"2040"
866,"2023"
867,"2036"
868,"2073"
869,"1988"
870,"2114"
871,"2119"
872,"2008"
873,"2068"
874,"2041"
875,"2038"
876,"2013"
877,"1971"
878,"2005"
879,"2089"
880,"2095"
881,"2082"
882,"2107"
883,"2010"
884,"2117"
885,"2090"
886,"2061"
887,"2039"
888,"2009"
889,"2049"
890,"2079"
891,"2008"
892,"2035"
893,"2096"
894,"2035"
895,"2156"
896,"2079"
897,"2019"
898,"2171"
899,"2066"
900,"2136"
901,"2168"
902,"2117"
903,"2117"
904,"2146"
905,"2119"
906,"2234"
907,"2314"
908,"2236"
909,"2306"
910,"2281"
911,"2296"
912,"2285"
913,"2280"
914,"2301"
915,"2431"
916,"2395"
917,"2461"
918,"2401"
919,"2487"
920,"2543"
921,"2659"
922,"2682"
923,"2811"
924,"2888"
925,"2891"
926,"3174"
927,"3370"
928,"3414"
929,"3527"
930,"3696"
931,"3927"
932,"4113"
933,"4350"
934,"4690"
935,"4862"
936,"5137"
937,"5357"
938,"5715"
939,"5892"
940,"5911"
941,"6413"
942,"6586"
943,"7019"
944,"7048"
945,"7233"
946,"7266"
947,"7552"
948,"7447"
949,"7619"
950,"7558"
951,"7480"
952,"7545"
953,"7380"
954,"7207"
955,"7082"
956,"6905"
957,"6573"
958,"6337"
959,"6166"
960,"5736"
961,"5467"
962,"5227"
963,"5008"
964,"4722"
965,"4400"
966,"4231"
967,"4103"
968,"3718"
969,"3641"
970,"3332"
971,"3082"
972,"2971"
973,"2803"
974,"2827"
975,"2676"
976,"2489"
977,"2333"
978,"2304"
979,"2218"
980,"2132"
981,"2101"
982,"2028"
983,"1873"
984,"1942"
985,"1778"
986,"1708"
987,"1783"
988,"1799"
989,"1746"
990,"1713"
991,"1800"
992,"1671"
993,"1731"
994,"1795"
995,"2052"
996,"2032"
997,"2168"
998,"2301"
999,"2553"
1000,"2750"
1001,"2947"
1002,"3231"
1003,"3450"
1004,"3512"
1005,"3858"
1006,"3868"
1007,"3851"
1008,"3976"
1009,"3856"
1010,"3863"
1011,"3660"
1012,"3414"
1013,"3167"
1014,"2812"
1015,"2458"
1016,"2366"
1017,"2010"
1018,"1849"
1019,"1606"
1020,"1527"
1021,"1373"
1022,"1370"
1023,"1333"
1024,"1316"
1025,"1247"
1026,"1360"
1027,"1284"
1028,"1287"
1029,"1340"
1030,"1242"
1031,"1321"
1032,"1286"
1033,"1300"
1034,"1344"
1035,"1252"
1036,"1344"
1037,"1396"
1038,"1362"
1039,"1354"
1040,"1453"
1041,"1509"
1042,"1525"
1043,"1631"
1044,"1624"
1045,"1677"
1046,"1830"
1047,"1885"
1048,"2011"
1049,"1992"
1050,"2081"
1051,"2251"
1052,"2299"
1053,"2384"
1054,"2501"
1055,"2465"
1056,"2493"
1057,"2453"
1058,"2466"
1059,"2525"
1060,"2479"
1061,"2222"
1062,"2264"
1063,"2241"
1064,"2047"
1065,"2074"
1066,"1924"
1067,"1958"
1068,"1847"
1069,"1845"
1070,"1749"
1071,"1766"
1072,"1684"
1073,"1634"
1074,"1663"
1075,"1617"
1076,"1519"
1077,"1529"
1078,"1421"
1079,"1480"
1080,"1398"
1081,"1398"
1082,"1357"
1083,"1332"
1084,"1326"
1085,"1304"
1086,"1227"
1087,"1210"
1088,"1256"
1089,"1162"
1090,"1144"
1091,"1135"
1092,"1099"
1093,"1040"
1094,"1082"
1095,"1118"
1096,"1003"
1097,"996"
1098,"957"
1099,"1057"
1100,"941"
1101,"959"
1102,"1005"
1103,"959"
1104,"986"
1105,"953"
1106,"958"
1107,"918"
1108,"890"
1109,"922"
1110,"885"
1111,"879"
1112,"813"
1113,"884"
1114,"844"
1115,"819"
1116,"843"
1117,"893"
1118,"789"
1119,"812"
1120,"837"
1121,"870"
1122,"793"
1123,"901"
1124,"865"
1125,"867"
1126,"904"
1127,"939"
1128,"965"
1129,"991"
1130,"1023"
1131,"1062"
1132,"1080"
1133,"1099"
1134,"1066"
1135,"1036"
1136,"1123"
1137,"1025"
1138,"1059"
1139,"1007"
1140,"913"
1141,"895"
1142,"883"
1143,"862"
1144,"834"
1145,"770"
1146,"811"
1147,"765"
1148,"705"
1149,"760"
1150,"759"
1151,"727"
1152,"781"
1153,"779"
1154,"722"
1155,"786"
1156,"739"
1157,"784"
1158,"724"
1159,"722"
1160,"751"
1161,"750"
1162,"741"
1163,"723"
1164,"683"
1165,"697"
1166,"617"
1167,"707"
1168,"665"
1169,"670"
1170,"656"
1171,"691"
1172,"651"
1173,"630"
1174,"669"
1175,"648"
1176,"627"
1177,"642"
1178,"652"
1179,"661"
1180,"597"
1181,"680"
1182,"706"
1183,"688"
1184,"719"
1185,"732"
1186,"701"
1187,"772"
1188,"783"
1189,"720"
1190,"748"
1191,"708"
1192,"712"
1193,"671"
1194,"721"
1195,"698"
1196,"667"
1197,"654"
1198,"684"
1199,"653"
1200,"588"
1201,"586"
1202,"615"
1203,"613"
1204,"579"
1205,"541"
1206,"591"
1207,"552"
1208,"547"
1209,"579"
1210,"595"
1211,"611"
1212,"534"
1213,"588"
1214,"567"
1215,"560"
1216,"554"
1217,"605"
1218,"562"
1219,"552"
1220,"556"
1221,"572"
1222,"577"
1223,"549"
1224,"532"
1225,"518"
1226,"555"
1227,"527"
1228,"558"
1229,"506"
1230,"529"
1231,"527"
1232,"542"
1233,"531"
1234,"496"
1235,"587"
1236,"508"
1237,"536"
1238,"505"
1239,"524"
1240,"514"
1241,"509"
1242,"507"
1243,"535"
1244,"514"
1245,"461"
1246,"527"
1247,"513"
1248,"514"
1249,"541"
1250,"483"
1251,"488"
1252,"517"
1253,"507"
1254,"536"
1255,"488"
1256,"499"
1257,"471"
1258,"515"
1259,"525"
1260,"498"
1261,"499"
1262,"528"
1263,"494"
1264,"488"
1265,"482"
1266,"500"
1267,"512"
1268,"491"
1269,"474"
1270,"524"
1271,"500"
1272,"466"
1273,"461"
1274,"486"
1275,"472"
1276,"472"
1277,"466"
1278,"437"
1279,"459"
1280,"428"
1281,"459"
1282,"492"
1283,"448"
1284,"440"
1285,"488"
1286,"461"
1287,"430"
1288,"429"
1289,"482"
1290,"427"
1291,"390"
1292,"410"
1293,"448"
1294,"486"
1295,"414"
1296,"455"
1297,"448"
1298,"391"
1299,"414"
1300,"369"
1301,"407"
1302,"385"
1303,"406"
1304,"435"
1305,"409"
1306,"415"
1307,"386"
1308,"397"
1309,"381"
1310,"388"
1311,"387"
1312,"390"
1313,"383"
1314,"373"
1315,"395"
1316,"389"
1317,"411"
1318,"361"
1319,"384"
1320,"354"
1321,"405"
1322,"370"
1323,"409"
1324,"333"
1325,"399"
1326,"404"
1327,"370"
1328,"408"
1329,"390"
1330,"402"
1331,"370"
1332,"393"
1333,"336"
1334,"358"
1335,"379"
1336,"343"
1337,"345"
1338,"364"
1339,"374"
1340,"362"
1341,"356"
1342,"363"
1343,"363"
1344,"353"
1345,"336"
1346,"328"
1347,"339"
1348,"352"
1349,"328"
1350,"333"
1351,"341"
1352,"366"
1353,"319"
1354,"336"
1355,"338"
1356,"337"
1357,"349"
1358,"345"
1359,"338"
1360,"319"
1361,"359"
1362,"349"
1363,"324"
1364,"317"
1365,"323"
1366,"324"
1367,"310"
1368,"348"
1369,"304"
1370,"341"
1371,"319"
1372,"316"
1373,"309"
1374,"336"
1375,"293"
1376,"329"
1377,"295"
1378,"314"
1379,"288"
1380,"297"
1381,"319"
1382,"336"
1383,"298"
1384,"327"
1385,"311"
1386,"303"
1387,"291"
1388,"287"
1389,"281"
1390,"312"
1391,"290"
1392,"319"
1393,"298"
1394,"295"
1395,"297"
1396,"288"
1397,"292"
1398,"284"
1399,"258"
1400,"285"
1401,"297"
1402,"275"
1403,"295"
1404,"250"
1405,"253"
1406,"277"
1407,"303"
1408,"276"
1409,"267"
1410,"253"
1411,"308"
1412,"275"
1413,"246"
1414,"280"
1415,"249"
1416,"252"
1417,"282"
1418,"268"
1419,"285"
1420,"290"
1421,"238"
1422,"277"
1423,"263"
1424,"263"
1425,"231"
1426,"283"
1427,"225"
1428,"272"
1429,"245"
1430,"253"
1431,"253"
1432,"268"
1433,"247"
1434,"253"
1435,"213"
1436,"253"
1437,"257"
1438,"228"
1439,"254"
1440,"250"
1441,"239"
1442,"242"
1443,"235"
1444,"247"
1445,"267"
1446,"227"
1447,"241"
1448,"238"
1449,"234"
1450,"236"
1451,"268"
1452,"224"
1453,"207"
1454,"212"
1455,"236"
1456,"233"
1457,"238"
1458,"227"
1459,"215"
1460,"205"
1461,"203"
1462,"217"
1463,"227"
1464,"201"
1465,"220"
1466,"225"
1467,"218"
1468,"209"
1469,"181"
1470,"205"
1471,"198"
1472,"217"
1473,"198"
1474,"198"
1475,"206"
1476,"190"
1477,"228"
1478,"212"
1479,"195"
1480,"220"
1481,"192"
1482,"183"
1483,"186"
1484,"183"
1485,"202"
1486,"179"
1487,"187"
1488,"205"
1489,"217"
1490,"176"
1491,"202"
1492,"209"
1493,"183"
1494,"223"
1495,"183"
1496,"164"
1497,"197"
1498,"194"
1499,"204"
1500,"194"
1501,"172"
1502,"198"
1503,"199"
1504,"198"
1505,"169"
1506,"167"
1507,"192"
1508,"164"
1509,"195"
1510,"181"
1511,"168"
1512,"171"
1513,"165"
1514,"176"
1515,"166"
1516,"158"
1517,"160"
1518,"151"
1519,"179"
1520,"158"
1521,"153"
1522,"169"
1523,"161"
1524,"159"
1525,"184"
1526,"171"
1527,"170"
1528,"177"
1529,"165"
1530,"151"
1531,"171"
1532,"157"
1533,"155"
1534,"157"
1535,"151"
1536,"148"
1537,"157"
1538,"163"
1539,"151"
1540,"156"
1541,"156"
1542,"158"
1543,"135"
1544,"160"
1545,"136"
1546,"161"
1547,"164"
1548,"138"
1549,"163"
1550,"168"
1551,"157"
1552,"163"
1553,"146"
1554,"157"
1555,"143"
1556,"142"
1557,"159"
1558,"118"
1559,"141"
1560,"125"
1561,"137"
1562,"140"
1563,"135"
1564,"141"
1565,"112"
1566,"132"
1567,"156"
1568,"145"
1569,"131"
1570,"111"
1571,"123"
1572,"121"
1573,"118"
1574,"136"
1575,"119"
1576,"152"
1577,"122"
1578,"117"
1579,"120"
1580,"132"
1581,"121"
1582,"152"
1583,"116"
1584,"102"
1585,"125"
1586,"114"
1587,"121"
1588,"126"
1589,"114"
1590,"120"
1591,"129"
1592,"134"
1593,"113"
1594,"126"
1595,"131"
1596,"111"
1597,"119"
1598,"110"
1599,"111"
1600,"115"
1601,"105"
1602,"126"
1603,"109"
1604,"118"
1605,"107"
1606,"90"
1607,"117"
1608,"103"
1609,"95"
1610,"120"
1611,"102"
1612,"116"
1613,"110"
1614,"104"
1615,"104"
1616,"116"
1617,"114"
1618,"100"
1619,"95"
1620,"99"
1621,"100"
1622,"90"
1623,"104"
1624,"97"
1625,"81"
1626,"76"
1627,"89"
1628,"101"
1629,"92"
1630,"83"
1631,"108"
1632,"95"
1633,"89"
1634,"82"
1635,"79"
1636,"85"
1637,"93"
1638,"102"
1639,"73"
1640,"89"
1641,"73"
1642,"74"
1643,"97"
1644,"73"
1645,"88"
1646,"85"
1647,"87"
1648,"100"
1649,"67"
1650,"72"
1651,"74"
1652,"79"
1653,"81"
1654,"74"
1655,"80"
1656,"72"
1657,"75"
1658,"85"
1659,"81"
1660,"78"
1661,"69"
1662,"65"
1663,"67"
1664,"62"
1665,"66"
1666,"73"
1667,"64"
1668,"75"
1669,"78"
1670,"63"
1671,"75"
1672,"74"
1673,"61"
1674,"67"
1675,"65"
1676,"72"
1677,"71"
1678,"65"
1679,"78"
1680,"57"
1681,"60"
1682,"47"
1683,"60"
1684,"56"
1685,"43"
1686,"62"
1687,"51"
1688,"78"
1689,"59"
1690,"60"
1691,"58"
1692,"63"
1693,"49"
1694,"51"
1695,"60"
1696,"57"
1697,"49"
1698,"57"
1699,"56"
1700,"43"
1701,"51"
1702,"48"
1703,"56"
1704,"54"
1705,"51"
1706,"54"
1707,"50"
1708,"49"
1709,"51"
1710,"38"
1711,"42"
1712,"51"
1713,"49"
1714,"34"
1715,"41"
1716,"45"
1717,"45"
1718,"37"
1719,"47"
1720,"45"
1721,"45"
1722,"48"
1723,"41"
1724,"43"
1725,"42"
1726,"46"
1727,"57"
1728,"35"
1729,"38"
1730,"37"
1731,"31"
1732,"50"
1733,"39"
1734,"41"
1735,"33"
1736,"36"
1737,"26"
1738,"40"
1739,"29"
1740,"22"
1741,"34"
1742,"32"
1743,"25"
1744,"29"
1745,"28"
1746,"23"
1747,"30"
1748,"23"
1749,"26"
1750,"28"
1751,"29"
1752,"29"
1753,"19"
1754,"27"
1755,"29"
1756,"29"
1757,"20"
1758,"31"
1759,"25"
1760,"28"
1761,"25"
1762,"22"
1763,"25"
1764,"20"
1765,"22"
1766,"14"
1767,"19"
1768,"19"
1769,"19"
1770,"12"
1771,"22"
1772,"15"
1773,"23"
1774,"18"
1775,"18"
1776,"16"
1777,"15"
1778,"12"
1779,"18"
1780,"17"
1781,"19"
1782,"14"
1783,"17"
1784,"15"
1785,"10"
1786,"8"
1787,"16"
1788,"12"
1789,"17"
1790,"17"
1791,"15"
1792,"12"
1793,"18"
1794,"8"
1795,"9"
1796,"10"
1797,"15"
1798,"10"
1799,"9"
1800,"9"
1801,"10"
1802,"10"
1803,"7"
1804,"10"
1805,"13"
1806,"8"
1807,"9"
1808,"5"
1809,"8"
1810,"7"
1811,"5"
1812,"8"
1813,"2"
1814,"3"
1815,"6"
1816,"7"
1817,"8"
1818,"10"
1819,"2"
1820,"6"
1821,"1"
1822,"11"
1823,"10"
1824,"8"
1825,"5"
1826,"6"
1827,"8"
1828,"9"
1829,"8"
1830,"4"
1831,"1"
1832,"5"
1833,"5"
1834,"9"
1835,"5"
1836,"4"
1837,"3"
1838,"5"
1839,"4"
1840,"6"
1841,"6"
1842,"3"
1843,"5"
1844,"5"
1845,"5"
1846,"5"
1847,"5"
1848,"3"
1849,"4"
1850,"3"
1851,"3"
1852,"6"
1853,"4"
1854,"4"
1855,"2"
1856,"3"
1857,"4"
1858,"9"
1859,"6"
1860,"2"
1861,"6"
1862,"5"
1863,"4"
1864,"4"
1865,"4"
1866,"7"
1867,"5"
1868,"6"
1869,"5"
1870,"3"
1871,"3"
1872,"0"
1873,"3"
1874,"3"
1875,"4"
1876,"2"
1877,"2"
1878,"3"
1879,"1"
1880,"2"
1881,"2"
1882,"5"
1883,"3"
1884,"4"
1885,"2"
1886,"3"
1887,"4"
1888,"4"
1889,"2"
1890,"4"
1891,"4"
1892,"5"
1893,"2"
1894,"1"
1895,"1"
1896,"2"
1897,"1"
1898,"1"
1899,"3"
1900,"3"
1901,"1"
1902,"2"
1903,"1"
1904,"3"
1905,"3"
1906,"0"
1907,"3"
1908,"3"
1909,"3"
1910,"2"
1911,"2"
1912,"4"
1913,"4"
1914,"4"
1915,"1"
1916,"0"
1917,"3"
1918,"2"
1919,"2"
1920,"3"
1921,"2"
1922,"1"
1923,"2"
1924,"1"
1925,"2"
1926,"2"
1927,"2"
1928,"0"
1929,"5"
1930,"1"
1931,"2"
1932,"3"
1933,"1"
1934,"4"
1935,"2"
1936,"1"
1937,"0"
1938,"2"
1939,"0"
1940,"5"
1941,"3"
1942,"5"
1943,"4"
1944,"1"
1945,"1"
1946,"1"
1947,"2"
1948,"0"
1949,"1"
1950,"1"
1951,"1"
1952,"2"
1953,"1"
1954,"2"
1955,"2"
1956,"0"
1957,"2"
1958,"0"
1959,"2"
1960,"0"
1961,"1"
1962,"0"
1963,"2"
1964,"1"
1965,"0"
1966,"0"
1967,"1"
1968,"1"
1969,"2"
1970,"2"
1971,"1"
1972,"0"
1973,"1"
1974,"0"
1975,"1"
1976,"0"
1977,"3"
1978,"0"
