Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PSC18825"
Duration Time,300.564
Ambient Temperature,"111.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"7357010"
Raw Accumulated Counts,"7841628"
Valid Count Last Packet,"23095"
Raw Count Last Packet,"24435"
Live Time,282.520111
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0801
Number of Channels,2048
Vacuum,987
Channel#,Intensity
0,"9657"
1,"7663"
2,"4725"
3,"2732"
4,"1228"
5,"288"
6,"39"
7,"6"
8,"5"
9,"0"
10,"1"
11,"2"
12,"5"
13,"1"
14,"1"
15,"1"
16,"1"
17,"0"
18,"1"
19,"0"
20,"2"
21,"0"
22,"1"
23,"1"
24,"0"
25,"0"
26,"0"
27,"1"
28,"0"
29,"0"
30,"1"
31,"17"
32,"185"
33,"641"
34,"1081"
35,"1314"
36,"1497"
37,"1415"
38,"1462"
39,"1453"
40,"1418"
41,"1433"
42,"1387"
43,"1377"
44,"1410"
45,"1532"
46,"1572"
47,"1594"
48,"1573"
49,"1493"
50,"1501"
51,"1486"
52,"1512"
53,"1434"
54,"1516"
55,"1555"
56,"1545"
57,"1523"
58,"1492"
59,"1578"
60,"1605"
61,"1588"
62,"1536"
63,"1493"
64,"1380"
65,"1360"
66,"1399"
67,"1419"
68,"1407"
69,"1386"
70,"1393"
71,"1487"
72,"1580"
73,"1528"
74,"1515"
75,"1517"
76,"1416"
77,"1423"
78,"1451"
79,"1392"
80,"1379"
81,"1380"
82,"1441"
83,"1517"
84,"1667"
85,"1713"
86,"1801"
87,"1889"
88,"1755"
89,"1675"
90,"1568"
91,"1573"
92,"1589"
93,"1508"
94,"1588"
95,"1511"
96,"1634"
97,"1682"
98,"1722"
99,"1899"
100,"1967"
101,"1914"
102,"2088"
103,"2030"
104,"2096"
105,"2228"
106,"2347"
107,"2569"
108,"3228"
109,"4610"
110,"7709"
111,"13092"
112,"22546"
113,"33399"
114,"43758"
115,"49377"
116,"47257"
117,"38653"
118,"27554"
119,"17501"
120,"11233"
121,"7839"
122,"6900"
123,"6428"
124,"5804"
125,"5208"
126,"4462"
127,"4164"
128,"4664"
129,"5742"
130,"8054"
131,"11300"
132,"15520"
133,"19396"
134,"22093"
135,"22633"
136,"20719"
137,"18178"
138,"15973"
139,"15328"
140,"15773"
141,"16623"
142,"17720"
143,"17422"
144,"17391"
145,"17799"
146,"18408"
147,"19250"
148,"18637"
149,"16705"
150,"13439"
151,"10376"
152,"7323"
153,"5132"
154,"3940"
155,"3532"
156,"3477"
157,"3546"
158,"3839"
159,"3741"
160,"3473"
161,"3205"
162,"2892"
163,"2634"
164,"2478"
165,"2430"
166,"2578"
167,"2663"
168,"2612"
169,"2460"
170,"2432"
171,"2225"
172,"2249"
173,"2062"
174,"2152"
175,"2135"
176,"2176"
177,"2235"
178,"2337"
179,"2478"
180,"2687"
181,"3100"
182,"3556"
183,"3617"
184,"3811"
185,"3905"
186,"3780"
187,"3550"
188,"3250"
189,"2973"
190,"2905"
191,"2717"
192,"2836"
193,"2753"
194,"2736"
195,"3017"
196,"3048"
197,"2939"
198,"3170"
199,"3197"
200,"3272"
201,"3337"
202,"3355"
203,"3326"
204,"3367"
205,"3356"
206,"3440"
207,"3202"
208,"3425"
209,"3465"
210,"3382"
211,"3532"
212,"3478"
213,"3601"
214,"3625"
215,"3657"
216,"3722"
217,"3856"
218,"3845"
219,"3954"
220,"4174"
221,"4367"
222,"4588"
223,"4691"
224,"4834"
225,"4888"
226,"4928"
227,"4830"
228,"4772"
229,"4674"
230,"4354"
231,"4323"
232,"4340"
233,"4509"
234,"4366"
235,"4336"
236,"4544"
237,"4711"
238,"4630"
239,"4662"
240,"4906"
241,"4844"
242,"4868"
243,"4928"
244,"5040"
245,"5138"
246,"5216"
247,"5254"
248,"5277"
249,"5452"
250,"5371"
251,"5433"
252,"5351"
253,"5571"
254,"5392"
255,"5533"
256,"5792"
257,"5884"
258,"5901"
259,"5977"
260,"6025"
261,"6072"
262,"6248"
263,"6270"
264,"6470"
265,"6416"
266,"6598"
267,"6646"
268,"6851"
269,"6907"
270,"6939"
271,"7154"
272,"7219"
273,"7133"
274,"7239"
275,"7295"
276,"7217"
277,"7306"
278,"7461"
279,"7615"
280,"7795"
281,"7704"
282,"7676"
283,"7911"
284,"8022"
285,"8001"
286,"8150"
287,"8322"
288,"8254"
289,"8295"
290,"8449"
291,"8628"
292,"8587"
293,"8794"
294,"8760"
295,"9026"
296,"9026"
297,"9082"
298,"8946"
299,"8993"
300,"9047"
301,"8998"
302,"9041"
303,"9081"
304,"9122"
305,"9260"
306,"9440"
307,"9843"
308,"10075"
309,"10230"
310,"10494"
311,"10845"
312,"11150"
313,"11577"
314,"11873"
315,"12415"
316,"13179"
317,"13848"
318,"14161"
319,"14459"
320,"14562"
321,"13851"
322,"13212"
323,"12312"
324,"11608"
325,"10818"
326,"10382"
327,"10072"
328,"9936"
329,"9864"
330,"9966"
331,"9898"
332,"10005"
333,"9997"
334,"10161"
335,"10235"
336,"10318"
337,"10602"
338,"10775"
339,"10623"
340,"10785"
341,"11009"
342,"10953"
343,"11156"
344,"11343"
345,"11386"
346,"11666"
347,"11671"
348,"11566"
349,"11836"
350,"11588"
351,"11735"
352,"11866"
353,"12128"
354,"12398"
355,"12972"
356,"13320"
357,"14000"
358,"14944"
359,"16548"
360,"17883"
361,"19435"
362,"20805"
363,"22090"
364,"23271"
365,"24302"
