Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WNW0101552"
Duration Time,300.053
Ambient Temperature,"106.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"24047811"
Raw Accumulated Counts,"31016024"
Valid Count Last Packet,"73572"
Raw Count Last Packet,"94024"
Live Time,231.596008
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.02
Number of Channels,2048
Vacuum,690
Channel#,Intensity
0,"7609"
1,"5995"
2,"4141"
3,"2963"
4,"1427"
5,"340"
6,"61"
7,"35"
8,"11"
9,"14"
10,"8"
11,"6"
12,"5"
13,"4"
14,"5"
15,"7"
16,"3"
17,"1"
18,"1"
19,"3"
20,"4"
21,"2"
22,"1"
23,"1"
24,"1"
25,"1"
26,"1"
27,"0"
28,"1"
29,"0"
30,"9"
31,"115"
32,"704"
33,"1926"
34,"2844"
35,"3552"
36,"3695"
37,"3814"
38,"3769"
39,"3797"
40,"3669"
41,"3788"
42,"3661"
43,"3732"
44,"3692"
45,"3700"
46,"3884"
47,"3762"
48,"3749"
49,"3839"
50,"3661"
51,"3654"
52,"3675"
53,"3570"
54,"3618"
55,"3604"
56,"3696"
57,"3575"
58,"3658"
59,"3533"
60,"3551"
61,"3500"
62,"3511"
63,"3431"
64,"3362"
65,"3398"
66,"3282"
67,"3218"
68,"3280"
69,"3204"
70,"3241"
71,"3302"
72,"3507"
73,"3511"
74,"3606"
75,"3468"
76,"3444"
77,"3388"
78,"3242"
79,"3265"
80,"3148"
81,"3090"
82,"3242"
83,"3246"
84,"3153"
85,"3258"
86,"3316"
87,"3286"
88,"3458"
89,"3510"
90,"3729"
91,"3980"
92,"4719"
93,"5605"
94,"7226"
95,"9111"
96,"10639"
97,"11367"
98,"10967"
99,"9223"
100,"7407"
101,"5780"
102,"4845"
103,"4257"
104,"3991"
105,"3953"
106,"3895"
107,"4119"
108,"4018"
109,"4368"
110,"4699"
111,"5183"
112,"6157"
113,"6730"
114,"6984"
115,"7207"
116,"6928"
117,"6336"
118,"5802"
119,"5343"
120,"5023"
121,"5030"
122,"4811"
123,"4842"
124,"5017"
125,"5130"
126,"5471"
127,"5762"
128,"6809"
129,"8121"
130,"10430"
131,"13113"
132,"16501"
133,"19883"
134,"22125"
135,"22209"
136,"20722"
137,"18564"
138,"16991"
139,"16367"
140,"17221"
141,"17858"
142,"18768"
143,"18842"
144,"18447"
145,"18983"
146,"19637"
147,"19804"
148,"19818"
149,"18025"
150,"15437"
151,"12825"
152,"10470"
153,"9202"
154,"8153"
155,"7903"
156,"7925"
157,"8340"
158,"8580"
159,"8911"
160,"9518"
161,"10361"
162,"11998"
163,"14033"
164,"16122"
165,"17382"
166,"17555"
167,"16792"
168,"14779"
169,"13149"
170,"11432"
171,"10768"
172,"10799"
173,"11666"
174,"13103"
175,"16196"
176,"22851"
177,"38342"
178,"71347"
179,"133428"
180,"237246"
181,"381627"
182,"548355"
183,"697509"
184,"783273"
185,"769562"
186,"663406"
187,"502644"
188,"336089"
189,"199704"
190,"106586"
191,"53710"
192,"28816"
193,"19947"
194,"21185"
195,"28963"
196,"43314"
197,"64378"
