Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LP006"
Duration Time,300.077
Ambient Temperature,"110.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"11768334"
Raw Accumulated Counts,"13089685"
Valid Count Last Packet,"36395"
Raw Count Last Packet,"40422"
Live Time,269.836914
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0369
Number of Channels,2048
Vacuum,685
Channel#,Intensity
0,"9116"
1,"7276"
2,"4615"
3,"2691"
4,"1267"
5,"265"
6,"50"
7,"17"
8,"6"
9,"5"
10,"2"
11,"4"
12,"3"
13,"1"
14,"1"
15,"3"
16,"4"
17,"1"
18,"0"
19,"4"
20,"0"
21,"0"
22,"1"
23,"1"
24,"1"
25,"0"
26,"1"
27,"1"
28,"1"
29,"3"
30,"2"
31,"31"
32,"260"
33,"969"
34,"1492"
35,"1862"
36,"2009"
37,"2117"
38,"1981"
39,"2014"
40,"2001"
41,"2041"
42,"1975"
43,"2032"
44,"2066"
45,"2121"
46,"2104"
47,"2157"
48,"2088"
49,"2008"
50,"1994"
51,"2049"
52,"1883"
53,"2039"
54,"1976"
55,"1947"
56,"1933"
57,"1816"
58,"1909"
59,"1886"
60,"1964"
61,"1862"
62,"1834"
63,"1761"
64,"1712"
65,"1676"
66,"1676"
67,"1648"
68,"1598"
69,"1707"
70,"1666"
71,"1784"
72,"1759"
73,"1863"
74,"1926"
75,"1851"
76,"1928"
77,"1936"
78,"1984"
79,"1903"
80,"1864"
81,"1932"
82,"2190"
83,"2843"
84,"3858"
85,"4882"
86,"5896"
87,"6044"
88,"5432"
89,"4242"
90,"3424"
91,"2562"
92,"2099"
93,"1980"
94,"1741"
95,"1635"
96,"1616"
97,"1666"
98,"1725"
99,"1768"
100,"1798"
101,"1786"
102,"1697"
103,"1590"
104,"1664"
105,"1602"
106,"1643"
107,"1613"
108,"1605"
109,"1735"
110,"1849"
111,"2097"
112,"2271"
113,"2577"
114,"2780"
115,"3039"
116,"3142"
117,"2854"
118,"2684"
119,"2496"
120,"2336"
121,"2412"
122,"2381"
123,"2387"
124,"2520"
125,"2694"
126,"2960"
127,"3528"
128,"4431"
129,"6163"
130,"8584"
131,"11744"
132,"15873"
133,"19727"
134,"21753"
135,"21756"
136,"20309"
137,"17619"
138,"15786"
139,"15450"
140,"15963"
141,"16982"
142,"17413"
143,"17427"
144,"17305"
145,"17783"
146,"18442"
147,"19088"
148,"18391"
149,"16302"
150,"13459"
151,"10097"
152,"7258"
153,"5513"
154,"4474"
155,"4149"
156,"4191"
157,"4526"
158,"4844"
159,"5844"
160,"7379"
161,"10025"
162,"14445"
163,"20135"
164,"24978"
165,"28193"
166,"28103"
167,"24274"
168,"19045"
169,"13207"
170,"8649"
171,"5583"
172,"3925"
173,"3254"
174,"3478"
175,"3946"
176,"4888"
177,"5979"
178,"7222"
179,"8504"
180,"9884"
181,"11516"
182,"13480"
183,"14688"
184,"15400"
185,"14471"
186,"12463"
187,"9990"
188,"7639"
189,"5522"
190,"4166"
191,"3488"
192,"3184"
193,"3177"
194,"3171"
195,"3397"
196,"3573"
197,"4077"
198,"4438"
199,"4820"
200,"5196"
201,"5043"
202,"4906"
203,"4507"
204,"4318"
205,"4001"
206,"3754"
207,"3627"
208,"3612"
209,"3503"
210,"3685"
211,"3733"
212,"3656"
213,"3845"
214,"3812"
215,"4107"
216,"4325"
217,"4734"
218,"5642"
219,"7565"
220,"10708"
221,"15434"
222,"21072"
223,"27355"
224,"32206"
225,"34349"
226,"33438"
227,"29012"
228,"23103"
229,"17362"
230,"12849"
231,"9549"
232,"7688"
233,"6835"
234,"5982"
235,"5621"
236,"5482"
237,"5263"
238,"5233"
239,"5698"
240,"6082"
241,"6512"
242,"7356"
243,"8594"
244,"9368"
245,"10422"
246,"11038"
247,"10842"
248,"10169"
249,"9095"
250,"7995"
251,"7043"
252,"6349"
253,"5929"
254,"5712"
255,"5697"
256,"5810"
257,"5805"
258,"5758"
259,"5910"
260,"5852"
261,"6138"
262,"6449"
263,"6436"
264,"6556"
265,"6847"
266,"6745"
267,"7239"
268,"7413"
269,"7661"
270,"7756"
271,"7583"
272,"7706"
273,"7457"
274,"7202"
275,"7004"
276,"6955"
277,"6911"
278,"6917"
279,"6927"
280,"7046"
281,"6999"
282,"7077"
283,"7036"
284,"7199"
285,"7186"
286,"7483"
287,"7537"
288,"7735"
289,"8200"
290,"8417"
291,"9138"
292,"9432"
293,"9892"
294,"10235"
295,"10322"
296,"10193"
297,"9987"
298,"9558"
299,"8975"
300,"9003"
301,"8702"
302,"8891"
303,"8891"
304,"8812"
305,"9191"
306,"9708"
307,"9942"
308,"11134"
309,"12701"
310,"16470"
311,"24067"
312,"37961"
313,"63405"
314,"104838"
315,"162104"
316,"235481"
317,"311040"
318,"378090"
319,"417685"
320,"419595"
321,"384693"
322,"319943"
323,"242509"
324,"168938"
325,"108175"
326,"64887"
327,"37523"
328,"22105"
329,"14131"
330,"10419"
331,"8977"
332,"8429"
333,"8202"
334,"8187"
335,"8355"
336,"8371"
337,"8493"
338,"8735"
339,"8868"
340,"9260"
341,"9644"
342,"10494"
343,"11592"
344,"13551"
345,"16761"
346,"21899"
347,"29357"
348,"39406"
349,"50002"
350,"61424"
351,"70338"
352,"75039"
353,"73260"
354,"66846"
355,"56582"
356,"45454"
357,"34947"
358,"25742"
359,"19883"
360,"16220"
361,"14444"
362,"13781"
363,"13664"
364,"13995"
365,"14335"
366,"14830"
367,"15742"
368,"16730"
369,"18071"
370,"19281"
371,"20843"
372,"21688"
373,"21823"
374,"20697"
375,"18921"
376,"16491"
377,"13974"
378,"11701"
379,"9714"
380,"8531"
381,"7559"
382,"7188"
383,"6900"
384,"6760"
385,"6628"
386,"6738"
387,"6620"
388,"6718"
389,"6766"
390,"6814"
391,"6701"
392,"6956"
393,"7062"
394,"7241"
395,"7219"
396,"7383"
397,"7767"
398,"8140"
399,"8358"
400,"8549"
401,"8632"
402,"8627"
403,"8724"
404,"8692"
405,"8692"
406,"8253"
407,"8342"
408,"8398"
409,"8538"
410,"8717"
411,"8937"
412,"8888"
413,"8858"
414,"8812"
415,"8491"
416,"8201"
417,"7716"
418,"7602"
419,"7267"
420,"7017"
421,"6934"
422,"6925"
423,"6877"
424,"7015"
