Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LUK0674"
Duration Time,300.733
Ambient Temperature,"115.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"12238307"
Raw Accumulated Counts,"13658013"
Valid Count Last Packet,"38115"
Raw Count Last Packet,"42638"
Live Time,269.368134
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0464
Number of Channels,2048
Vacuum,687
Channel#,Intensity
0,"9195"
1,"7373"
2,"4650"
3,"2848"
4,"1356"
5,"283"
6,"44"
7,"7"
8,"11"
9,"10"
10,"7"
11,"3"
12,"1"
13,"0"
14,"1"
15,"2"
16,"0"
17,"1"
18,"1"
19,"0"
20,"1"
21,"2"
22,"2"
23,"1"
24,"0"
25,"2"
26,"0"
27,"1"
28,"1"
29,"0"
30,"1"
31,"34"
32,"298"
33,"970"
34,"1501"
35,"1909"
36,"2117"
37,"2203"
38,"2130"
39,"2193"
40,"2189"
41,"2165"
42,"2208"
43,"2166"
44,"2263"
45,"2282"
46,"2403"
47,"2392"
48,"2341"
49,"2324"
50,"2371"
51,"2147"
52,"2221"
53,"2126"
54,"2231"
55,"2337"
56,"2230"
57,"2248"
58,"2198"
59,"2175"
60,"2238"
61,"2149"
62,"2157"
63,"2034"
64,"1939"
65,"2030"
66,"1934"
67,"1947"
68,"1921"
69,"1921"
70,"2037"
71,"2000"
72,"2096"
73,"2154"
74,"2287"
75,"2109"
76,"2129"
77,"1943"
78,"1929"
79,"1827"
80,"1914"
81,"1926"
82,"1894"
83,"2038"
84,"2205"
85,"2546"
86,"2653"
87,"2718"
88,"2680"
89,"2573"
90,"2456"
91,"2702"
92,"3048"
93,"3776"
94,"4866"
95,"6241"
96,"7538"
97,"8085"
98,"7544"
99,"6280"
100,"4972"
101,"3847"
102,"3022"
103,"2647"
104,"2403"
105,"2443"
106,"2406"
107,"2448"
108,"2634"
109,"2888"
110,"3125"
111,"3607"
112,"4282"
113,"4762"
114,"5198"
115,"5298"
116,"5054"
117,"4578"
118,"4251"
119,"3794"
120,"3556"
121,"3462"
122,"3298"
123,"3588"
124,"3578"
125,"3867"
126,"4414"
127,"5294"
128,"6807"
129,"9081"
130,"11818"
131,"15383"
132,"18988"
133,"22551"
134,"24100"
135,"23924"
136,"21698"
137,"18799"
138,"17368"
139,"16974"
140,"17662"
141,"18721"
142,"19336"
143,"19340"
144,"19371"
145,"19633"
146,"20537"
147,"20952"
148,"20292"
149,"18230"
150,"15205"
151,"11860"
152,"9416"
153,"7310"
154,"6470"
155,"6077"
156,"6075"
157,"6235"
158,"6539"
159,"6621"
160,"6618"
161,"6411"
162,"6377"
163,"6408"
164,"6708"
165,"7000"
166,"7053"
167,"7137"
168,"6907"
169,"6904"
170,"6919"
171,"7245"
172,"7437"
173,"7927"
174,"9191"
175,"11361"
176,"16146"
177,"27103"
178,"51727"
179,"97092"
180,"174305"
181,"281671"
182,"403077"
183,"510350"
184,"565091"
185,"548636"
186,"465847"
187,"347210"
188,"227351"
189,"132319"
190,"69306"
191,"34219"
192,"18814"
193,"14139"
194,"15745"
195,"22169"
196,"33822"
197,"50530"
198,"69081"
199,"86140"
200,"95327"
201,"93362"
202,"81547"
203,"63617"
204,"43920"
205,"27625"
206,"16073"
207,"9200"
208,"5826"
209,"4098"
210,"3550"
211,"3334"
212,"3212"
213,"3171"
214,"3209"
215,"3275"
216,"3347"
217,"3362"
218,"3467"
219,"3543"
220,"3690"
221,"3883"
222,"4129"
223,"4316"
224,"4416"
225,"4564"
226,"4480"
227,"4225"
228,"4267"
229,"4110"
230,"3957"
231,"3912"
232,"3976"
233,"3965"
234,"3872"
235,"3911"
236,"3938"
237,"4018"
238,"3988"
239,"4028"
240,"4037"
241,"4129"
242,"4098"
243,"4275"
244,"4247"
245,"4489"
246,"4348"
247,"4364"
248,"4445"
249,"4409"
250,"4404"
251,"4547"
252,"4363"
253,"4416"
254,"4561"
255,"4484"
256,"4664"
257,"4675"
258,"4561"
259,"4615"
260,"4762"
261,"4775"
262,"4860"
263,"4882"
264,"4893"
265,"5049"
266,"4970"
267,"5044"
268,"5262"
269,"5358"
270,"5409"
271,"5358"
272,"5207"
273,"5308"
274,"5446"
275,"5444"
276,"5390"
277,"5521"
278,"5373"
279,"5479"
280,"5513"
281,"5551"
282,"5491"
283,"5727"
284,"5606"
285,"5787"
286,"5652"
287,"5878"
288,"5876"
289,"5933"
290,"6149"
291,"6287"
292,"6397"
293,"6308"
294,"6616"
295,"6701"
296,"6702"
297,"6437"
298,"6165"
299,"6387"
300,"6464"
301,"6471"
302,"6483"
303,"6512"
304,"6556"
305,"6753"
