Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WNW0101733"
Duration Time,300.249
Ambient Temperature,"98.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"14254161"
Raw Accumulated Counts,"16303925"
Valid Count Last Packet,"43367"
Raw Count Last Packet,"50269"
Live Time,262.157990
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0473
Number of Channels,2048
Vacuum,689
Channel#,Intensity
0,"8648"
1,"6915"
2,"4819"
3,"3368"
4,"1629"
5,"353"
6,"54"
7,"15"
8,"8"
9,"9"
10,"8"
11,"5"
12,"1"
13,"4"
14,"3"
15,"5"
16,"0"
17,"4"
18,"1"
19,"2"
20,"1"
21,"3"
22,"5"
23,"1"
24,"1"
25,"0"
26,"2"
27,"0"
28,"2"
29,"1"
30,"7"
31,"91"
32,"570"
33,"1738"
34,"2599"
35,"3114"
36,"3549"
37,"3639"
38,"3468"
39,"3394"
40,"3462"
41,"3453"
42,"3498"
43,"3426"
44,"3486"
45,"3504"
46,"3393"
47,"3506"
48,"3349"
49,"3240"
50,"3261"
51,"3260"
52,"3288"
53,"3319"
54,"3404"
55,"3354"
56,"3607"
57,"3440"
58,"3499"
59,"3506"
60,"3566"
61,"3539"
62,"3581"
63,"3386"
64,"3398"
65,"3343"
66,"3186"
67,"3269"
68,"3340"
69,"3367"
70,"3315"
71,"3421"
72,"3423"
73,"3454"
74,"3344"
75,"3437"
76,"3453"
77,"3390"
78,"3266"
79,"3281"
80,"3292"
81,"3207"
82,"3252"
83,"3416"
84,"3452"
85,"3778"
86,"3705"
87,"3794"
88,"3806"
89,"3819"
90,"3909"
91,"4089"
92,"4439"
93,"5174"
94,"5925"
95,"7170"
96,"8045"
97,"8459"
98,"8134"
99,"7558"
100,"6497"
101,"5831"
102,"5072"
103,"4937"
104,"4964"
105,"5234"
106,"5556"
107,"6257"
108,"7705"
109,"11138"
110,"18137"
111,"31047"
112,"51606"
113,"74269"
114,"95024"
115,"104923"
116,"98344"
117,"79158"
118,"55365"
119,"35170"
120,"21855"
121,"15461"
122,"12903"
123,"11727"
124,"10933"
125,"9785"
126,"9155"
127,"10045"
128,"12279"
129,"15666"
130,"19425"
131,"22836"
132,"25058"
133,"26114"
134,"25423"
135,"23492"
136,"20533"
137,"17587"
138,"15904"
139,"14836"
140,"15662"
141,"16123"
142,"16551"
143,"16649"
144,"16656"
145,"17707"
146,"18409"
147,"19384"
148,"18822"
149,"17062"
150,"13952"
151,"10918"
152,"8477"
153,"6574"
154,"5724"
155,"5483"
156,"5602"
157,"5795"
158,"6197"
159,"6415"
160,"6952"
161,"7634"
162,"9170"
163,"10774"
164,"12399"
165,"13336"
166,"13414"
167,"12642"
168,"11056"
169,"9054"
170,"7787"
171,"7148"
172,"6772"
173,"7189"
174,"8083"
175,"10022"
176,"13923"
177,"23285"
178,"42729"
179,"79600"
180,"140625"
181,"225768"
182,"323698"
183,"409779"
184,"455143"
185,"444878"
186,"380797"
187,"284317"
188,"189109"
189,"111275"
190,"58912"
191,"29871"
192,"16080"
193,"11527"
194,"12530"
195,"17516"
196,"26493"
197,"38799"
198,"53147"
199,"66125"
200,"73884"
201,"73085"
202,"64378"
203,"50508"
204,"35105"
205,"22619"
206,"13171"
207,"7834"
208,"4910"
209,"3485"
