Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WNW0101074"
Duration Time,300.417
Ambient Temperature,"103.9"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"23335203"
Raw Accumulated Counts,"29797103"
Valid Count Last Packet,"71138"
Raw Count Last Packet,"90669"
Live Time,234.325928
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0258
Number of Channels,2048
Vacuum,688
Channel#,Intensity
0,"7753"
1,"6155"
2,"4299"
3,"3039"
4,"1492"
5,"319"
6,"60"
7,"22"
8,"19"
9,"7"
10,"7"
11,"4"
12,"8"
13,"2"
14,"10"
15,"1"
16,"3"
17,"3"
18,"2"
19,"2"
20,"5"
21,"3"
22,"0"
23,"5"
24,"2"
25,"0"
26,"2"
27,"0"
28,"0"
29,"2"
30,"20"
31,"108"
32,"698"
33,"1843"
34,"2917"
35,"3489"
36,"3735"
37,"3797"
38,"3744"
39,"3874"
40,"3814"
41,"3820"
42,"3745"
43,"3703"
44,"3862"
45,"3860"
46,"3853"
47,"3839"
48,"3714"
49,"3811"
50,"3615"
51,"3639"
52,"3685"
53,"3767"
54,"3612"
55,"3641"
56,"3641"
57,"3664"
58,"3705"
59,"3588"
60,"3655"
61,"3522"
62,"3487"
63,"3527"
64,"3448"
65,"3398"
66,"3421"
67,"3257"
68,"3316"
69,"3241"
70,"3346"
71,"3456"
72,"3391"
73,"3548"
74,"3425"
75,"3454"
76,"3484"
77,"3352"
78,"3225"
79,"3355"
80,"3220"
81,"3209"
82,"3374"
83,"3568"
84,"3809"
85,"4214"
86,"4366"
87,"4590"
88,"4378"
89,"4285"
90,"4158"
91,"4439"
92,"4835"
93,"5851"
94,"7309"
95,"9465"
96,"10908"
97,"11883"
98,"11215"
99,"9691"
100,"7896"
101,"6196"
102,"5215"
103,"4501"
104,"4191"
105,"4106"
106,"4056"
107,"4197"
108,"4367"
109,"4617"
110,"5158"
111,"6187"
112,"7272"
113,"8710"
114,"9584"
115,"10249"
116,"9535"
117,"8617"
118,"7241"
119,"6268"
120,"5527"
121,"5355"
122,"5157"
123,"4947"
124,"5185"
125,"5374"
126,"5510"
127,"5951"
128,"6583"
129,"7959"
130,"10173"
131,"13260"
132,"16638"
133,"20342"
134,"22282"
135,"22440"
136,"21007"
137,"18672"
138,"16730"
139,"16428"
140,"16597"
141,"17723"
142,"18345"
143,"18249"
144,"18387"
145,"18963"
146,"19635"
147,"20099"
148,"19498"
149,"18110"
150,"15609"
151,"12818"
152,"10490"
153,"8959"
154,"8207"
155,"7886"
156,"8097"
157,"8150"
158,"8750"
159,"9134"
160,"9779"
161,"11326"
162,"13366"
163,"15600"
164,"18311"
165,"19915"
166,"19955"
167,"18602"
168,"16206"
169,"13842"
170,"12232"
171,"11207"
172,"11055"
173,"11716"
174,"13340"
175,"16483"
176,"24057"
177,"40041"
178,"73891"
179,"139644"
180,"245873"
181,"394334"
182,"565018"
183,"714604"
184,"792169"
185,"773296"
186,"662724"
187,"498093"
188,"330779"
189,"195048"
190,"103822"
191,"52327"
192,"28412"
193,"20070"
194,"21500"
195,"29909"
196,"45309"
197,"66142"
198,"90425"
199,"112223"
200,"124886"
201,"123280"
202,"108274"
203,"84916"
204,"59247"
205,"37393"
206,"21661"
207,"12374"
208,"7367"
209,"4981"
210,"4244"
211,"3828"
212,"3689"
213,"3702"
214,"3670"
215,"3710"
216,"3711"
217,"3719"
218,"3797"
219,"3949"
220,"4040"
221,"4266"
222,"4379"
223,"4477"
224,"4688"
225,"4961"
226,"5108"
227,"5278"
228,"5762"
229,"6140"
230,"6758"
231,"7411"
232,"7604"
233,"7515"
234,"7196"
235,"6585"
236,"5713"
237,"5315"
238,"4801"
239,"4728"
240,"4594"
241,"4506"
242,"4557"
243,"4452"
244,"4612"
245,"4726"
246,"4585"
247,"4653"
248,"4704"
249,"4599"
250,"4616"
251,"4767"
252,"4780"
253,"4719"
254,"4679"
255,"4814"
256,"4845"
257,"4924"
258,"4984"
259,"5114"
260,"5243"
261,"5282"
262,"5444"
263,"5598"
264,"5518"
265,"5791"
266,"5929"
267,"6096"
268,"6139"
269,"6079"
270,"6233"
271,"6284"
272,"6077"
273,"6047"
274,"5996"
275,"5974"
276,"6052"
277,"6080"
278,"6003"
279,"6105"
280,"6113"
281,"6192"
282,"6256"
283,"6429"
284,"6517"
285,"6372"
286,"6626"
287,"6707"
288,"7030"
289,"7315"
290,"7489"
291,"8181"
292,"8550"
293,"9256"
294,"9550"
295,"9772"
296,"9842"
297,"9593"
298,"9398"
299,"8969"
300,"9172"
301,"9157"
302,"9144"
303,"9870"
304,"10286"
305,"10533"
306,"11447"
307,"12802"
308,"14439"
309,"17964"
310,"25982"
311,"42239"
312,"73608"
313,"131139"
314,"222770"
315,"353672"
316,"520099"
317,"700551"
318,"860518"
319,"963588"
320,"979306"
321,"906671"
322,"765182"
323,"586518"
324,"409032"
325,"263571"
326,"157251"
327,"87140"
328,"47294"
329,"25922"
330,"15934"
331,"11600"
332,"9608"
333,"9048"
334,"8643"
335,"8672"
336,"8650"
337,"8813"
338,"9086"
339,"9261"
340,"10076"
341,"10917"
342,"12100"
343,"14631"
344,"18403"
345,"25259"
346,"35984"
347,"52239"
348,"73625"
349,"99287"
350,"124251"
351,"145703"
352,"156436"
353,"156249"
354,"142979"
355,"121161"
356,"93941"
357,"68861"
358,"47650"
359,"31363"
360,"21233"
361,"15497"
362,"12315"
363,"11231"
364,"10888"
365,"11141"
366,"11609"
367,"12375"
368,"13240"
369,"14081"
370,"15089"
371,"16016"
372,"15940"
373,"15947"
374,"14929"
375,"13761"
376,"11950"
377,"10123"
378,"8509"
379,"7194"
380,"6377"
381,"5709"
382,"5534"
383,"5305"
384,"5187"
385,"5276"
386,"5314"
387,"5145"
388,"5025"
389,"5010"
390,"4945"
391,"4791"
392,"4895"
393,"4882"
394,"4940"
395,"5143"
396,"5165"
397,"5225"
398,"5357"
399,"5581"
400,"5852"
401,"5898"
402,"5969"
403,"5842"
404,"5934"
405,"5770"
406,"5614"
407,"5600"
408,"5557"
409,"5760"
410,"5659"
411,"5875"
412,"5897"
413,"5900"
414,"5668"
415,"5474"
416,"5358"
417,"5195"
418,"5149"
419,"4884"
420,"4669"
421,"4727"
422,"4577"
423,"4649"
424,"4648"
425,"4619"
426,"4673"
427,"4678"
428,"4710"
429,"4720"
430,"4726"
431,"4879"
432,"4846"
433,"4880"
434,"4831"
435,"4655"
436,"4757"
437,"4718"
438,"4663"
439,"4724"
440,"4764"
441,"4861"
442,"4684"
443,"4817"
444,"4639"
445,"4753"
446,"4840"
447,"4923"
448,"4785"
449,"4788"
450,"4859"
451,"4844"
452,"4907"
453,"4879"
454,"4954"
455,"4962"
456,"4978"
457,"5045"
458,"4898"
459,"5013"
460,"4904"
461,"4834"
462,"4977"
463,"5085"
464,"5110"
465,"5039"
466,"5110"
467,"4998"
468,"5074"
469,"5049"
470,"4985"
471,"5103"
472,"4919"
473,"5025"
474,"5003"
475,"5003"
476,"5156"
477,"5076"
478,"5179"
479,"5198"
480,"5042"
481,"5266"
482,"5131"
483,"5165"
484,"5108"
485,"5303"
486,"5087"
487,"5241"
488,"5228"
489,"5192"
490,"5112"
491,"5179"
492,"5146"
493,"5225"
494,"5356"
495,"5368"
496,"5457"
497,"5742"
498,"6022"
499,"6559"
500,"7120"
501,"7771"
502,"8225"
503,"9059"
504,"9265"
505,"9242"
506,"9135"
507,"8763"
508,"8235"
509,"7692"
510,"6885"
511,"6572"
512,"6058"
513,"5541"
514,"5682"
515,"5622"
516,"5584"
517,"5676"
518,"5834"
519,"5740"
520,"5915"
521,"5941"
522,"5837"
523,"5700"
524,"5776"
525,"5438"
526,"5601"
527,"5643"
528,"5452"
529,"5307"
530,"5330"
531,"5424"
532,"5552"
533,"5636"
534,"5698"
535,"5679"
536,"5871"
537,"5975"
538,"5856"
539,"6028"
540,"5837"
541,"5791"
542,"5478"
543,"5492"
544,"5483"
545,"5345"
546,"5367"
547,"5316"
548,"5340"
549,"5394"
550,"5276"
551,"5330"
552,"5387"
553,"5395"
554,"5383"
555,"5273"
556,"5381"
557,"5224"
558,"5344"
559,"5453"
560,"5349"
561,"5368"
562,"5177"
563,"5370"
564,"5182"
565,"5306"
566,"5308"
567,"5374"
568,"5178"
569,"5154"
570,"5280"
571,"5220"
572,"5192"
573,"5337"
574,"5236"
575,"5314"
576,"5397"
577,"5336"
578,"5241"
579,"5228"
580,"5247"
581,"5250"
582,"5341"
583,"5274"
584,"5388"
585,"5579"
586,"5811"
587,"6072"
588,"6408"
589,"6953"
590,"7516"
591,"8144"
592,"8780"
593,"9289"
594,"9519"
595,"9869"
596,"9661"
597,"9218"
598,"8896"
599,"8183"
600,"7383"
601,"6720"
602,"6415"
603,"6130"
604,"5820"
605,"5541"
606,"5299"
607,"5445"
608,"5352"
609,"5171"
610,"5367"
611,"5298"
612,"5319"
613,"5209"
614,"5448"
615,"5272"
616,"5318"
617,"5241"
618,"5249"
619,"5228"
620,"5181"
621,"5268"
622,"5145"
623,"5098"
624,"5202"
625,"5216"
626,"5256"
