Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WNW0101730"
Duration Time,300.863
Ambient Temperature,"105.9"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"15228160"
Raw Accumulated Counts,"17602050"
Valid Count Last Packet,"46758"
Raw Count Last Packet,"53834"
Live Time,259.856018
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0405
Number of Channels,2048
Vacuum,691
Channel#,Intensity
0,"8776"
1,"6763"
2,"4668"
3,"3346"
4,"1588"
5,"360"
6,"65"
7,"22"
8,"12"
9,"10"
10,"10"
11,"12"
12,"3"
13,"7"
14,"2"
15,"7"
16,"2"
17,"1"
18,"0"
19,"1"
20,"3"
21,"4"
22,"0"
23,"2"
24,"0"
25,"0"
26,"3"
27,"0"
28,"1"
29,"4"
30,"8"
31,"94"
32,"603"
33,"1773"
34,"2780"
35,"3372"
36,"3641"
37,"3468"
38,"3537"
39,"3508"
40,"3431"
41,"3364"
42,"3457"
43,"3324"
44,"3362"
45,"3473"
46,"3642"
47,"3600"
48,"3538"
49,"3429"
50,"3359"
51,"3540"
52,"3466"
53,"3439"
54,"3627"
55,"3599"
56,"3656"
57,"3657"
58,"3659"
59,"3826"
60,"3739"
61,"3841"
62,"3728"
63,"3666"
64,"3627"
65,"3514"
66,"3675"
67,"3495"
68,"3466"
69,"3656"
70,"3650"
71,"3573"
72,"3621"
73,"3730"
74,"3698"
75,"3658"
76,"3759"
77,"3521"
78,"3589"
79,"3552"
80,"3627"
81,"3607"
82,"3799"
83,"4320"
84,"4725"
85,"5476"
86,"6083"
87,"6315"
88,"5928"
89,"5327"
90,"5079"
91,"4983"
92,"5085"
93,"5773"
94,"6873"
95,"8073"
96,"9303"
97,"9779"
98,"9527"
99,"8640"
100,"7395"
101,"6467"
102,"5911"
103,"5713"
104,"5741"
105,"5810"
106,"6253"
107,"6955"
108,"8650"
109,"13016"
110,"21940"
111,"37731"
112,"61373"
113,"90348"
114,"116202"
115,"127664"
116,"120539"
117,"97182"
118,"68220"
119,"43313"
120,"26648"
121,"18217"
122,"15074"
123,"13577"
124,"11918"
125,"10190"
126,"8337"
127,"7118"
128,"6745"
129,"7442"
130,"9071"
131,"12016"
132,"15429"
133,"18459"
134,"20642"
135,"20943"
136,"19307"
137,"17006"
138,"15120"
139,"14338"
140,"14932"
141,"15660"
142,"15842"
143,"16195"
144,"16472"
145,"17065"
146,"18223"
147,"18679"
148,"18425"
149,"16877"
150,"14267"
151,"11078"
152,"8642"
153,"7044"
154,"6153"
155,"5769"
156,"5824"
157,"6280"
158,"6536"
159,"6913"
160,"7336"
161,"8021"
162,"9242"
163,"10897"
164,"12537"
165,"13651"
166,"13705"
