Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WNW0101502"
Duration Time,300.265
Ambient Temperature,"106.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"15556356"
Raw Accumulated Counts,"18060001"
Valid Count Last Packet,"47161"
Raw Count Last Packet,"54825"
Live Time,258.203064
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0378
Number of Channels,2048
Vacuum,690
Channel#,Intensity
0,"8776"
1,"6711"
2,"4743"
3,"3314"
4,"1604"
5,"336"
6,"52"
7,"20"
8,"11"
9,"9"
10,"7"
11,"9"
12,"8"
13,"4"
14,"3"
15,"3"
16,"4"
17,"1"
18,"1"
19,"1"
20,"3"
21,"2"
22,"1"
23,"3"
24,"2"
25,"1"
26,"1"
27,"1"
28,"2"
29,"3"
30,"13"
31,"95"
32,"630"
33,"1745"
34,"2779"
35,"3321"
36,"3762"
37,"3756"
38,"3634"
39,"3556"
40,"3484"
41,"3484"
42,"3427"
43,"3513"
44,"3480"
45,"3551"
46,"3618"
47,"3567"
48,"3528"
49,"3460"
50,"3513"
51,"3482"
52,"3487"
53,"3482"
54,"3518"
55,"3560"
56,"3619"
57,"3532"
58,"3660"
59,"3676"
60,"3835"
61,"3761"
62,"3601"
63,"3567"
64,"3618"
65,"3584"
66,"3452"
67,"3437"
68,"3336"
69,"3531"
70,"3461"
71,"3452"
72,"3578"
73,"3703"
74,"3729"
75,"3675"
76,"3536"
77,"3471"
78,"3484"
79,"3447"
80,"3438"
81,"3483"
82,"3344"
83,"3476"
84,"3664"
85,"3715"
86,"3837"
87,"4021"
88,"4040"
89,"3978"
90,"4107"
91,"4363"
92,"4744"
93,"5351"
94,"6258"
95,"7703"
96,"8902"
97,"9271"
98,"8886"
99,"7930"
100,"6825"
101,"6165"
102,"5587"
103,"5201"
104,"5368"
105,"5506"
106,"5803"
107,"6465"
108,"8073"
109,"11825"
110,"19301"
111,"33704"
112,"54939"
113,"80803"
114,"103254"
115,"113724"
116,"107233"
117,"87350"
118,"61383"
119,"38881"
120,"24078"
121,"16573"
122,"13622"
123,"12347"
124,"11273"
125,"9509"
126,"7888"
127,"6768"
128,"6625"
129,"7399"
130,"9251"
131,"11967"
132,"15276"
133,"18726"
134,"20826"
135,"21319"
136,"19720"
137,"17328"
138,"15398"
139,"14591"
140,"14839"
141,"15628"
142,"15991"
143,"16401"
144,"16699"
145,"17144"
146,"18377"
147,"19061"
148,"18339"
149,"16706"
150,"14269"
151,"11159"
152,"8738"
153,"7077"
154,"5969"
155,"5722"
156,"5759"
157,"6072"
158,"6507"
159,"6819"
160,"7559"
161,"8608"
162,"10628"
163,"12806"
164,"14986"
165,"16420"
166,"16776"
167,"15320"
168,"13282"
169,"10874"
