Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WNW0101263"
Duration Time,300.164
Ambient Temperature,"107.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"12738535"
Raw Accumulated Counts,"14399290"
Valid Count Last Packet,"39346"
Raw Count Last Packet,"44176"
Live Time,265.292999
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0288
Number of Channels,2048
Vacuum,690
Channel#,Intensity
0,"8884"
1,"7002"
2,"4757"
3,"3167"
4,"1513"
5,"344"
6,"59"
7,"18"
8,"8"
9,"9"
10,"6"
11,"5"
12,"3"
13,"6"
14,"3"
15,"8"
16,"3"
17,"2"
18,"2"
19,"0"
20,"2"
21,"2"
22,"3"
23,"2"
24,"3"
25,"0"
26,"2"
27,"0"
28,"1"
29,"4"
30,"9"
31,"83"
32,"545"
33,"1663"
34,"2395"
35,"2884"
36,"3131"
37,"3226"
38,"3272"
39,"3211"
40,"3063"
41,"3130"
42,"3161"
43,"3082"
44,"3068"
45,"3160"
46,"3209"
47,"3090"
48,"3053"
49,"3167"
50,"3076"
51,"3036"
52,"3003"
53,"2989"
54,"3098"
55,"2992"
56,"3020"
57,"3010"
58,"2873"
59,"3018"
60,"3053"
61,"2984"
62,"2949"
63,"2949"
64,"2804"
65,"2823"
66,"2737"
67,"2864"
68,"2850"
69,"3113"
70,"3370"
71,"4183"
72,"5170"
73,"5729"
74,"6226"
75,"5931"
76,"5353"
77,"4479"
78,"3702"
79,"3353"
80,"3268"
81,"3764"
82,"5090"
83,"8047"
84,"12450"
85,"17058"
86,"20836"
87,"21274"
88,"18686"
89,"14126"
90,"9961"
91,"6794"
92,"4818"
93,"3741"
94,"3284"
95,"2973"
96,"2868"
97,"2868"
98,"2908"
99,"2861"
100,"3072"
101,"2997"
102,"3128"
103,"3098"
104,"3208"
105,"3151"
106,"3373"
107,"3675"
108,"4481"
109,"6338"
110,"9950"
111,"17067"
112,"27167"
113,"39917"
114,"50855"
115,"55518"
116,"52461"
117,"42279"
118,"29803"
119,"19300"
120,"12335"
121,"9132"
122,"8056"
123,"7519"
124,"6824"
125,"6035"
126,"5216"
127,"4760"
128,"4650"
129,"5755"
130,"7540"
131,"10243"
132,"13843"
133,"17223"
134,"19864"
135,"20069"
136,"18758"
137,"16203"
138,"14085"
139,"13248"
140,"13652"
141,"14292"
142,"14715"
143,"14868"
144,"15164"
145,"15807"
146,"16730"
147,"17358"
148,"17311"
149,"15193"
150,"12546"
151,"9398"
152,"6965"
153,"5133"
154,"4021"
155,"3649"
156,"3718"
157,"3987"
158,"4333"
159,"4823"
160,"5914"
161,"7741"
162,"10350"
163,"14490"
164,"18045"
165,"20423"
166,"20409"
167,"18457"
168,"14296"
169,"10234"
170,"6939"
171,"4738"
172,"3471"
173,"2956"
174,"2829"
175,"3093"
176,"3733"
177,"4573"
178,"5391"
179,"6575"
180,"7989"
181,"9563"
182,"11517"
183,"13210"
184,"13799"
185,"13681"
186,"12039"
187,"9662"
188,"7156"
189,"5244"
190,"3928"
191,"3243"
192,"2728"
193,"2780"
194,"2829"
195,"2880"
196,"3197"
197,"3624"
198,"3903"
199,"4174"
200,"4422"
201,"4521"
202,"4334"
203,"4013"
204,"3771"
205,"3464"
206,"3170"
207,"3132"
208,"3024"
209,"3023"
210,"3129"
211,"3074"
212,"3076"
213,"3061"
214,"3308"
215,"3179"
216,"3257"
217,"3376"
218,"3519"
219,"3692"
220,"4074"
221,"4483"
222,"5096"
223,"5704"
224,"6039"
225,"6160"
226,"6146"
227,"5830"
228,"5274"
229,"4825"
230,"4501"
231,"4168"
232,"3955"
233,"3844"
234,"3907"
235,"3905"
236,"3935"
237,"3885"
238,"4038"
239,"3994"
240,"4292"
241,"4398"
242,"4501"
243,"4663"
244,"4631"
245,"4707"
246,"4723"
247,"4694"
248,"4571"
249,"4688"
250,"4674"
251,"4544"
252,"4481"
253,"4612"
254,"4658"
255,"4610"
256,"4781"
257,"4852"
258,"5028"
259,"5023"
260,"5073"
261,"5258"
262,"5245"
263,"5313"
264,"5249"
265,"5352"
266,"5602"
267,"5632"
268,"5619"
269,"5741"
270,"5819"
271,"5846"
272,"5976"
273,"5889"
274,"6014"
275,"5871"
276,"5900"
277,"5837"
278,"5845"
279,"6120"
280,"6057"
281,"6010"
282,"6057"
283,"6090"
284,"6171"
285,"6174"
286,"6142"
287,"6220"
288,"6375"
289,"6383"
290,"6483"
291,"6764"
292,"6948"
293,"6994"
294,"7161"
295,"7147"
296,"7051"
297,"7034"
298,"6772"
299,"6697"
300,"6649"
301,"6550"
302,"6578"
303,"6591"
304,"6666"
305,"6608"
306,"6825"
307,"6590"
308,"6961"
309,"7206"
310,"7687"
311,"8186"
312,"8973"
313,"10614"
314,"13254"
315,"16892"
316,"21680"
317,"27090"
318,"31402"
319,"35027"
320,"35543"
321,"33866"
322,"29698"
323,"24592"
324,"19567"
325,"15021"
326,"11911"
327,"9626"
328,"8223"
329,"7661"
330,"7411"
331,"7196"
332,"7277"
333,"7431"
334,"7133"
335,"7464"
336,"7553"
337,"7624"
338,"7937"
339,"7583"
340,"7886"
341,"8038"
342,"8193"
343,"8410"
344,"8780"
345,"8844"
346,"9060"
347,"9838"
348,"10306"
