Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WNW0101726"
Duration Time,300.571
Ambient Temperature,"101.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"14120357"
Raw Accumulated Counts,"16128678"
Valid Count Last Packet,"43262"
Raw Count Last Packet,"49465"
Live Time,262.818939
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0437
Number of Channels,2048
Vacuum,687
Channel#,Intensity
0,"8751"
1,"6860"
2,"4732"
3,"3339"
4,"1581"
5,"357"
6,"50"
7,"15"
8,"9"
9,"8"
10,"6"
11,"10"
12,"1"
13,"3"
14,"7"
15,"1"
16,"1"
17,"2"
18,"5"
19,"2"
20,"3"
21,"1"
22,"0"
23,"3"
24,"4"
25,"3"
26,"0"
27,"1"
28,"5"
29,"1"
30,"8"
31,"68"
32,"580"
33,"1550"
34,"2528"
35,"3114"
36,"3444"
37,"3544"
38,"3412"
39,"3425"
40,"3474"
41,"3512"
42,"3690"
43,"3744"
44,"3814"
45,"3833"
46,"3674"
47,"3580"
48,"3390"
49,"3345"
50,"3332"
51,"3259"
52,"3313"
53,"3507"
54,"3444"
55,"3487"
56,"3478"
57,"3414"
58,"3485"
59,"3511"
60,"3563"
61,"3562"
62,"3540"
63,"3449"
64,"3364"
65,"3418"
66,"3350"
67,"3313"
68,"3320"
69,"3460"
70,"3389"
71,"3385"
72,"3516"
73,"3612"
74,"3579"
75,"3464"
76,"3529"
77,"3457"
78,"3311"
79,"3467"
80,"3286"
81,"3410"
82,"3497"
83,"3991"
84,"4500"
85,"5152"
86,"5521"
87,"5678"
88,"5467"
89,"4916"
90,"4709"
91,"4366"
92,"4675"
93,"5185"
94,"5901"
95,"7092"
96,"8069"
97,"8494"
98,"8273"
99,"7492"
100,"6581"
101,"5905"
102,"5272"
103,"5241"
104,"5093"
105,"5463"
106,"5665"
107,"6229"
108,"7864"
109,"11113"
110,"18344"
111,"31684"
112,"51475"
113,"74941"
114,"95823"
115,"105562"
116,"99737"
117,"80803"
118,"56824"
119,"36205"
120,"22441"
121,"16187"
122,"13329"
123,"12772"
124,"12241"
125,"12211"
126,"14315"
127,"18559"
128,"26597"
129,"36534"
130,"44530"
131,"49732"
132,"49055"
133,"44983"
134,"37865"
135,"31105"
136,"25018"
137,"20501"
138,"18191"
139,"17931"
140,"18368"
141,"18963"
142,"18866"
143,"18403"
144,"17638"
145,"18095"
146,"18469"
147,"19110"
148,"18641"
149,"16744"
150,"13593"
151,"10760"
152,"8325"
153,"6443"
154,"5534"
155,"5210"
156,"5371"
157,"5547"
158,"6010"
159,"6306"
160,"6540"
161,"7311"
162,"8207"
163,"9702"
164,"10770"
165,"12171"
166,"12138"
167,"11285"
168,"9875"
169,"8397"
170,"7378"
171,"6520"
172,"6448"
173,"6823"
174,"7559"
175,"9260"
176,"13241"
177,"21330"
178,"39120"
179,"73825"
180,"129809"
181,"208786"
182,"302125"
183,"382563"
184,"428259"
185,"418810"
186,"360640"
187,"270315"
188,"180135"
189,"106411"
190,"56436"
191,"28624"
192,"15384"
193,"11017"
194,"12069"
195,"16511"
196,"24997"
197,"36459"
198,"49646"
199,"61994"
200,"69342"
201,"68995"
202,"60662"
203,"47602"
204,"33569"
205,"21489"
206,"12838"
207,"7640"
208,"4866"
209,"3582"
210,"2972"
211,"2807"
212,"2858"
213,"2711"
214,"2820"
215,"2690"
216,"2940"
217,"2914"
218,"3026"
219,"3015"
220,"3287"
221,"3455"
222,"3693"
223,"3718"
224,"3875"
225,"3865"
226,"3886"
227,"3690"
228,"3527"
229,"3336"
230,"3194"
231,"3061"
232,"3070"
233,"3013"
234,"3095"
235,"3070"
236,"3098"
237,"3169"
238,"3122"
239,"3295"
240,"3421"
241,"3376"
242,"3565"
243,"3312"
244,"3501"
245,"3606"
246,"3446"
247,"3523"
248,"3507"
249,"3479"
250,"3522"
251,"3543"
252,"3517"
253,"3413"
254,"3589"
255,"3610"
256,"3632"
257,"3618"
258,"3866"
259,"3690"
260,"3818"
261,"3739"
262,"4016"
263,"4025"
264,"3911"
265,"4160"
266,"4067"
267,"4273"
268,"4451"
269,"4622"
270,"4719"
271,"4752"
272,"4616"
273,"4595"
274,"4636"
275,"4477"
276,"4422"
277,"4480"
278,"4603"
279,"4744"
280,"4669"
281,"4626"
282,"4543"
283,"4657"
284,"4750"
285,"4806"
286,"4865"
287,"4925"
288,"4940"
289,"5098"
290,"5116"
291,"5527"
292,"5573"
293,"5656"
294,"5576"
295,"5879"
296,"5832"
297,"5802"
298,"5801"
299,"5699"
300,"5800"
301,"5640"
302,"5542"
303,"5590"
304,"5437"
305,"5594"
306,"5549"
307,"5830"
308,"5953"
309,"6135"
310,"6250"
311,"6235"
312,"6649"
313,"6948"
314,"7739"
315,"8573"
316,"9651"
317,"10865"
318,"11988"
319,"12400"
320,"12441"
321,"12176"
322,"11091"
323,"9828"
324,"8674"
325,"7475"
326,"6733"
327,"6391"
328,"5922"
329,"6092"
330,"5836"
331,"5870"
332,"5957"
333,"6056"
334,"5999"
335,"6038"
336,"5999"
337,"6272"
338,"6267"
339,"6230"
340,"6342"
341,"6518"
342,"6516"
343,"6479"
344,"6827"
345,"7009"
346,"6975"
347,"7170"
348,"7197"
349,"7195"
350,"7496"
351,"7748"
352,"7638"
353,"7894"
354,"7796"
355,"8023"
356,"8067"
357,"8385"
358,"8702"
359,"9369"
360,"9702"
361,"10678"
362,"11226"
363,"11824"
364,"12403"
365,"13010"
366,"13826"
367,"14586"
