Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PSC18675"
Duration Time,300.305
Ambient Temperature,"111.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"15314819"
Raw Accumulated Counts,"17656876"
Valid Count Last Packet,"47082"
Raw Count Last Packet,"54083"
Live Time,260.178894
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0259
Number of Channels,2048
Vacuum,1023
Channel#,Intensity
0,"8997"
1,"6849"
2,"4417"
3,"2960"
4,"1355"
5,"298"
6,"68"
7,"9"
8,"8"
9,"3"
10,"4"
11,"5"
12,"5"
13,"2"
14,"2"
15,"2"
16,"1"
17,"2"
18,"1"
19,"0"
20,"0"
21,"3"
22,"2"
23,"1"
24,"0"
25,"0"
26,"3"
27,"0"
28,"0"
29,"0"
30,"3"
31,"51"
32,"380"
33,"1116"
34,"1761"
35,"2305"
36,"2363"
37,"2519"
38,"2461"
39,"2424"
40,"2469"
41,"2367"
42,"2386"
43,"2392"
44,"2419"
45,"2444"
46,"2408"
47,"2618"
48,"2455"
49,"2378"
50,"2343"
51,"2320"
52,"2334"
53,"2254"
54,"2342"
55,"2305"
56,"2263"
57,"2211"
58,"2247"
59,"2231"
60,"2250"
61,"2332"
62,"2068"
63,"2072"
64,"2117"
65,"1936"
66,"1990"
67,"1985"
68,"1994"
69,"1979"
70,"2027"
71,"1970"
72,"2064"
73,"2059"
74,"2071"
75,"1981"
76,"2057"
77,"1855"
78,"1965"
79,"1922"
80,"1889"
81,"1876"
82,"1927"
83,"1965"
84,"2072"
85,"2092"
86,"2258"
87,"2300"
88,"2190"
89,"2185"
90,"2087"
91,"1988"
92,"2076"
93,"2182"
94,"2475"
95,"2824"
96,"2992"
97,"3102"
98,"3095"
99,"2982"
100,"2636"
101,"2312"
102,"2205"
103,"2077"
104,"2019"
105,"1935"
106,"2065"
107,"2172"
108,"2161"
109,"2207"
110,"2557"
111,"2979"
112,"3658"
113,"4385"
114,"5015"
115,"5368"
116,"5212"
117,"4762"
118,"4017"
119,"3512"
120,"3234"
121,"3031"
122,"2932"
123,"3007"
124,"3072"
125,"3243"
126,"3463"
127,"3970"
128,"4745"
129,"6181"
130,"8423"
131,"11893"
132,"15701"
133,"19926"
134,"21954"
135,"22081"
136,"20873"
137,"18430"
138,"16474"
139,"16111"
140,"16709"
141,"17534"
142,"17985"
143,"18269"
144,"17908"
145,"18072"
146,"18530"
147,"19203"
148,"18680"
149,"16756"
150,"13787"
151,"10655"
152,"7911"
153,"6082"
154,"5051"
155,"4697"
156,"4552"
157,"4808"
158,"4810"
159,"4866"
160,"4818"
161,"4624"
162,"4584"
163,"4769"
164,"4891"
165,"5142"
166,"5286"
167,"5009"
168,"4923"
169,"4411"
170,"4149"
171,"4037"
172,"3915"
173,"4118"
174,"4166"
175,"4881"
176,"5736"
177,"7968"
178,"12880"
179,"22417"
180,"37973"
181,"60021"
182,"86292"
183,"109073"
184,"121470"
185,"119685"
186,"102884"
187,"78700"
188,"52653"
189,"32088"
190,"18197"
191,"10381"
192,"6938"
193,"5910"
194,"5983"
195,"7594"
196,"9848"
197,"13615"
198,"17810"
199,"21417"
200,"23412"
201,"23416"
202,"21289"
203,"17335"
204,"13066"
205,"9568"
206,"7158"
207,"5596"
208,"4723"
209,"4479"
210,"4350"
211,"4300"
212,"4219"
213,"4248"
214,"4387"
215,"4358"
216,"4545"
217,"4749"
218,"4955"
219,"5241"
220,"5847"
221,"6560"
222,"7620"
223,"8332"
224,"8863"
225,"9167"
226,"9150"
227,"8634"
228,"7942"
229,"7624"
230,"7450"
231,"7353"
232,"7296"
233,"7245"
234,"7115"
235,"6640"
236,"6421"
237,"6051"
238,"6064"
239,"6023"
240,"6209"
241,"6285"
242,"6436"
243,"6615"
244,"6563"
245,"6788"
246,"6755"
247,"6748"
248,"6766"
249,"6489"
250,"6490"
251,"6527"
252,"6335"
253,"6324"
254,"6230"
255,"6442"
256,"6589"
257,"6722"
258,"6826"
259,"6984"
260,"7132"
261,"7046"
262,"7165"
263,"7452"
264,"7497"
265,"7622"
266,"7884"
267,"8038"
268,"8217"
269,"8615"
270,"8477"
271,"8631"
272,"8759"
273,"8752"
274,"8639"
275,"8436"
276,"8374"
277,"8531"
278,"8636"
279,"8687"
280,"8729"
281,"8876"
282,"9079"
283,"8967"
284,"8980"
285,"9231"
286,"9694"
287,"10043"
288,"11026"
289,"11930"
290,"13791"
291,"15778"
292,"18064"
293,"19936"
294,"21020"
295,"21235"
296,"20738"
297,"18826"
298,"16834"
299,"15298"
300,"13946"
301,"12687"
302,"12583"
303,"12442"
304,"12542"
305,"12938"
306,"13677"
307,"14252"
308,"15739"
309,"18097"
310,"22729"
311,"32272"
312,"49749"
313,"82608"
314,"134780"
315,"211577"
316,"307544"
317,"413631"
318,"508260"
319,"568404"
320,"579188"
321,"537629"
322,"454605"
323,"350647"
324,"247949"
325,"161544"
326,"98411"
327,"57503"
328,"34036"
329,"21989"
330,"16067"
331,"13438"
332,"12519"
333,"12123"
334,"12007"
335,"12193"
336,"12207"
337,"12496"
338,"12734"
339,"12990"
340,"13675"
341,"14186"
342,"14921"
343,"16415"
