Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PK53000"
Duration Time,300.458
Ambient Temperature,"112.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"8741033"
Raw Accumulated Counts,"9432248"
Valid Count Last Packet,"27132"
Raw Count Last Packet,"29388"
Live Time,278.716949
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0139
Number of Channels,2048
Vacuum,1019
Channel#,Intensity
0,"9626"
1,"7519"
2,"4709"
3,"2580"
4,"1163"
5,"290"
6,"44"
7,"10"
8,"6"
9,"3"
10,"3"
11,"2"
12,"0"
13,"1"
14,"1"
15,"1"
16,"1"
17,"0"
18,"0"
19,"1"
20,"0"
21,"1"
22,"1"
23,"2"
24,"1"
25,"1"
26,"0"
27,"1"
28,"0"
29,"1"
30,"0"
31,"18"
32,"154"
33,"617"
34,"994"
35,"1326"
36,"1385"
37,"1425"
38,"1407"
39,"1368"
40,"1316"
41,"1418"
42,"1398"
43,"1426"
44,"1447"
45,"1567"
46,"1598"
47,"1580"
48,"1554"
49,"1533"
50,"1474"
51,"1394"
52,"1472"
53,"1441"
54,"1454"
55,"1433"
56,"1469"
57,"1377"
58,"1394"
59,"1392"
60,"1480"
61,"1377"
62,"1437"
63,"1354"
64,"1263"
65,"1217"
66,"1227"
67,"1176"
68,"1182"
69,"1226"
70,"1247"
71,"1453"
72,"1439"
73,"1564"
74,"1791"
75,"1991"
76,"2141"
77,"2342"
78,"2396"
79,"2359"
80,"2149"
81,"1815"
82,"1710"
83,"1901"
84,"2315"
85,"2755"
86,"3265"
87,"3320"
88,"3110"
89,"2716"
90,"2174"
91,"1980"
92,"1658"
93,"1575"
94,"1439"
95,"1403"
96,"1414"
97,"1416"
98,"1377"
99,"1400"
100,"1434"
101,"1446"
102,"1516"
103,"1399"
104,"1414"
105,"1431"
106,"1471"
107,"1408"
108,"1564"
109,"1430"
110,"1574"
111,"1743"
112,"1950"
113,"2204"
114,"2456"
115,"2569"
116,"2613"
117,"2555"
118,"2437"
119,"2285"
120,"2186"
121,"2255"
122,"2226"
123,"2314"
124,"2276"
125,"2420"
126,"2657"
127,"3075"
128,"3978"
129,"5337"
130,"7506"
131,"10596"
132,"14542"
133,"18222"
134,"20739"
135,"21740"
136,"20001"
137,"17263"
138,"15354"
139,"14603"
140,"15254"
141,"16126"
142,"16962"
143,"17052"
144,"17062"
145,"17665"
146,"19103"
147,"19483"
148,"19375"
149,"17524"
150,"14347"
151,"11101"
152,"8169"
153,"6107"
154,"5085"
155,"4708"
156,"4755"
157,"5614"
158,"6983"
159,"9648"
160,"15345"
161,"25723"
162,"42087"
163,"62835"
164,"83812"
165,"96928"
166,"98816"
167,"87510"
168,"67671"
169,"45988"
170,"27924"
171,"15379"
172,"8726"
173,"5891"
174,"5674"
175,"7071"
176,"9826"
177,"13041"
178,"15881"
179,"17518"
180,"17953"
181,"16364"
182,"13560"
183,"10505"
184,"8113"
185,"6066"
186,"4775"
187,"4046"
188,"3496"
189,"3231"
190,"3045"
191,"2987"
192,"2987"
193,"2933"
194,"2973"
195,"3148"
196,"3210"
197,"3185"
198,"3244"
199,"3242"
200,"3190"
201,"3238"
202,"3103"
203,"3032"
204,"2976"
205,"3056"
206,"2925"
207,"2955"
208,"3048"
209,"2998"
210,"3145"
211,"3191"
212,"3234"
213,"3279"
214,"3347"
215,"3305"
216,"3471"
217,"3617"
218,"4073"
219,"4522"
220,"5299"
221,"6734"
222,"8217"
223,"9935"
224,"11260"
225,"12208"
226,"12016"
227,"10884"
228,"9406"
229,"7900"
230,"6626"
231,"5696"
232,"5240"
233,"4967"
234,"4759"
235,"4640"
236,"4426"
237,"4457"
238,"4494"
239,"4486"
240,"4675"
241,"4980"
242,"5208"
243,"5537"
244,"5753"
245,"6156"
246,"6158"
247,"6076"
248,"5731"
249,"5686"
250,"5375"
251,"5011"
252,"4827"
253,"4849"
254,"4802"
255,"4643"
256,"4809"
257,"4840"
258,"4950"
259,"4945"
260,"4931"
261,"4994"
262,"5144"
263,"5228"
264,"5433"
265,"5473"
266,"5528"
267,"5706"
268,"5697"
269,"5773"
270,"5875"
271,"5888"
272,"5896"
273,"5864"
274,"6101"
275,"5962"
276,"5968"
277,"6005"
278,"5959"
279,"5987"
280,"5688"
281,"5740"
282,"5895"
283,"5788"
284,"5826"
285,"5901"
286,"5962"
287,"6129"
288,"6317"
289,"6530"
290,"6851"
291,"7200"
292,"7581"
293,"7941"
294,"7798"
295,"7850"
296,"7852"
297,"7620"
298,"7388"
299,"7018"
300,"6883"
301,"6794"
302,"6888"
303,"6979"
304,"7189"
305,"7295"
306,"7541"
307,"7978"
308,"8501"
309,"9360"
310,"11117"
311,"14105"
312,"20532"
313,"31840"
314,"51002"
315,"79172"
316,"115917"
317,"156472"
318,"196723"
319,"223291"
320,"231087"
321,"219043"
322,"188636"
323,"147910"
324,"106310"
325,"71295"
326,"44292"
327,"26778"
328,"16358"
329,"11083"
330,"8335"
331,"7147"
332,"6768"
333,"6712"
334,"6768"
335,"6631"
336,"6900"
337,"6853"
338,"6825"
339,"7070"
340,"7342"
341,"7681"
342,"8018"
343,"8704"
344,"9687"
345,"11027"
346,"13420"
347,"16948"
348,"21853"
349,"27402"
350,"33457"
351,"39091"
352,"42323"
353,"42880"
354,"40723"
355,"35844"
356,"30067"
357,"24539"
358,"19646"
359,"16219"
360,"14206"
361,"13381"
362,"13363"
363,"13564"
364,"13860"
365,"14370"
366,"14731"
367,"15937"
368,"16819"
369,"18324"
370,"20184"
371,"21644"
372,"23254"
373,"23949"
374,"23526"
375,"21861"
376,"19658"
377,"16732"
