Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PK-11152"
Duration Time,300.304
Ambient Temperature,"102.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"16970934"
Raw Accumulated Counts,"19919406"
Valid Count Last Packet,"52134"
Raw Count Last Packet,"60891"
Live Time,255.410049
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,19.9947
Number of Channels,2048
Vacuum,688
Channel#,Intensity
0,"8660"
1,"6882"
2,"4362"
3,"2749"
4,"1386"
5,"327"
6,"63"
7,"16"
8,"13"
9,"9"
10,"3"
11,"4"
12,"2"
13,"4"
14,"1"
15,"1"
16,"1"
17,"2"
18,"1"
19,"0"
20,"1"
21,"1"
22,"1"
23,"2"
24,"2"
25,"1"
26,"1"
27,"1"
28,"0"
29,"0"
30,"1"
31,"26"
32,"277"
33,"972"
34,"1685"
35,"2080"
36,"2238"
37,"2410"
38,"2321"
39,"2320"
40,"2415"
41,"2288"
42,"2308"
43,"2269"
44,"2377"
45,"2395"
46,"2419"
47,"2489"
48,"2372"
49,"2406"
50,"2319"
51,"2253"
52,"2255"
53,"2187"
54,"2348"
55,"2232"
56,"2214"
57,"2190"
58,"2170"
59,"2197"
60,"2127"
61,"2161"
62,"2153"
63,"2102"
64,"2070"
65,"1983"
66,"1981"
67,"1916"
68,"1968"
69,"1906"
70,"1961"
71,"1999"
72,"2059"
73,"1993"
74,"2037"
75,"2064"
76,"2125"
77,"1928"
78,"1924"
79,"1884"
80,"1908"
81,"1922"
82,"2176"
83,"2520"
84,"3056"
85,"3700"
86,"4222"
87,"4510"
88,"4139"
89,"3475"
90,"2922"
91,"2506"
92,"2233"
93,"1987"
94,"2069"
95,"2043"
96,"2001"
97,"2039"
98,"2028"
99,"2123"
100,"2049"
101,"1973"
102,"1980"
103,"1906"
104,"1933"
105,"1898"
106,"1938"
107,"1924"
108,"1941"
109,"1988"
110,"2096"
111,"2193"
112,"2306"
113,"2507"
114,"2698"
115,"2763"
116,"2922"
117,"2840"
118,"2802"
119,"2670"
120,"2620"
121,"2614"
122,"2506"
123,"2623"
124,"2704"
125,"2822"
126,"3002"
127,"3480"
128,"4002"
129,"5376"
130,"7238"
131,"10129"
132,"13587"
133,"17063"
134,"19543"
135,"20697"
136,"19272"
137,"17277"
138,"15443"
139,"14737"
140,"15434"
141,"16100"
142,"17154"
143,"17047"
144,"16854"
145,"16878"
146,"17806"
147,"18510"
148,"17985"
149,"16287"
150,"13610"
151,"10866"
152,"8002"
153,"5904"
154,"4846"
155,"4243"
156,"4133"
157,"4190"
158,"4313"
159,"4400"
160,"4315"
161,"3900"
162,"3585"
163,"3442"
164,"3442"
165,"3354"
166,"3364"
167,"3378"
168,"3330"
169,"3252"
170,"3132"
171,"3051"
172,"2855"
173,"2911"
174,"2914"
175,"2925"
176,"3168"
177,"3467"
178,"4167"
179,"5506"
180,"7756"
181,"11064"
182,"15177"
183,"18849"
184,"22053"
185,"22260"
186,"20086"
187,"16489"
188,"12049"
189,"8578"
190,"6036"
191,"4659"
192,"3915"
193,"3621"
194,"3809"
195,"3894"
196,"4183"
197,"4787"
198,"5347"
199,"6040"
200,"6469"
201,"6655"
202,"6410"
203,"5881"
204,"5422"
205,"4895"
206,"4328"
207,"4304"
208,"4137"
209,"3992"
210,"4066"
211,"4013"
212,"4124"
213,"4124"
214,"4298"
215,"4263"
216,"4286"
217,"4516"
218,"4587"
219,"5067"
220,"5463"
221,"6231"
222,"7253"
223,"8227"
224,"9251"
225,"10286"
226,"10312"
227,"10017"
228,"9788"
229,"9518"
230,"9361"
231,"9457"
232,"9414"
233,"9383"
234,"9067"
235,"8258"
236,"7555"
237,"6987"
238,"6328"
239,"6139"
240,"6180"
241,"5960"
242,"6000"
243,"6228"
244,"6449"
245,"6748"
246,"7071"
247,"7251"
248,"6941"
249,"6949"
250,"6638"
251,"6600"
252,"6212"
253,"6280"
254,"6150"
255,"6210"
256,"6235"
257,"6385"
258,"6591"
259,"6677"
260,"6964"
261,"7218"
262,"7708"
263,"8549"
264,"10027"
265,"12765"
266,"16543"
267,"21576"
268,"27703"
269,"33476"
270,"36580"
271,"37373"
272,"35479"
273,"30720"
274,"25024"
275,"19334"
276,"14918"
277,"11698"
278,"9598"
279,"9037"
280,"8509"
281,"8346"
282,"8358"
283,"8421"
284,"8328"
285,"8575"
286,"8839"
287,"9321"
288,"10100"
289,"11207"
290,"12879"
291,"15380"
292,"18578"
293,"21641"
294,"24154"
295,"25722"
296,"25630"
297,"24481"
298,"22543"
299,"20037"
300,"17216"
301,"14907"
302,"13620"
303,"12879"
304,"12520"
305,"12853"
306,"12927"
307,"13972"
308,"15832"
309,"18171"
310,"24038"
311,"36005"
312,"60723"
313,"106600"
314,"186111"
315,"306624"
316,"469838"
317,"661278"
318,"855065"
319,"999199"
320,"1069459"
321,"1035020"
322,"911575"
323,"732102"
324,"535200"
325,"357033"
326,"219625"
327,"125653"
328,"68262"
329,"37104"
330,"21575"
331,"14596"
332,"11632"
333,"10292"
334,"10141"
335,"10000"
336,"10193"
337,"10241"
338,"10591"
339,"11034"
340,"11734"
341,"12743"
342,"13973"
343,"16280"
344,"19910"
345,"25827"
346,"35281"
347,"49961"
348,"70077"
349,"96325"
350,"124208"
351,"150169"
352,"168211"
353,"175464"
354,"166531"
355,"147533"
356,"119518"
357,"90633"
358,"64424"
359,"43689"
360,"29761"
361,"21064"
362,"17009"
363,"14593"
364,"14171"
365,"14662"
366,"16409"
367,"18963"
368,"22966"
369,"28848"
370,"35762"
371,"43703"
372,"50674"
373,"55601"
374,"56288"
375,"53468"
376,"46853"
377,"38648"
378,"30104"
379,"22123"
380,"16353"
381,"11847"
382,"9310"
383,"7796"
384,"6994"
385,"6598"
386,"6224"
387,"6235"
388,"6240"
389,"6347"
390,"6237"
391,"6193"
392,"6215"
393,"6298"
394,"6404"
395,"6612"
396,"6836"
397,"6838"
398,"7160"
399,"7538"
400,"7919"
401,"8133"
402,"8247"
403,"8211"
404,"8279"
405,"8153"
406,"8463"
407,"8753"
408,"9436"
409,"10274"
410,"11161"
411,"12290"
412,"13539"
413,"13611"
414,"13640"
415,"12807"
416,"11752"
417,"10584"
418,"9099"
419,"8210"
420,"7145"
421,"6584"
422,"6239"
423,"6092"
424,"5869"
425,"5820"
426,"6229"
427,"6248"
428,"6337"
429,"6582"
430,"6793"
431,"6921"
432,"6959"
433,"6774"
434,"6632"
435,"6646"
436,"6421"
437,"6009"
438,"6135"
439,"6022"
440,"6002"
441,"5864"
442,"5878"
443,"5972"
444,"6020"
445,"6012"
446,"5962"
447,"6117"
448,"6090"
449,"5949"
450,"5985"
451,"5917"
452,"6036"
453,"5922"
454,"5986"
455,"6011"
456,"6085"
457,"6121"
458,"6229"
459,"6101"
460,"6172"
461,"6136"
462,"6179"
463,"6251"
464,"6122"
465,"6012"
466,"6206"
467,"6026"
468,"6203"
469,"6095"
470,"6060"
471,"6207"
472,"6122"
473,"6170"
474,"6223"
475,"6132"
476,"6268"
477,"6105"
478,"6267"
479,"6174"
480,"6112"
481,"6214"
482,"6073"
483,"6129"
484,"5937"
485,"6098"
486,"6150"
487,"6130"
488,"6075"
489,"5959"
490,"6005"
491,"5944"
492,"6092"
493,"5944"
494,"6083"
495,"5929"
496,"5998"
497,"5979"
498,"6179"
499,"6059"
500,"6152"
501,"6122"
502,"6111"
503,"6079"
504,"6080"
505,"5926"
506,"6073"
507,"5950"
508,"6065"
509,"6025"
510,"6042"
511,"6153"
512,"5912"
513,"5951"
514,"6000"
515,"6137"
516,"5931"
517,"5963"
518,"5967"
519,"5904"
520,"5928"
521,"5958"
522,"6043"
523,"5983"
524,"6012"
525,"5904"
526,"6055"
527,"6021"
528,"5940"
529,"5942"
530,"6058"
531,"5960"
532,"5828"
533,"5858"
534,"5852"
535,"5869"
536,"6094"
537,"5912"
538,"5914"
539,"5820"
540,"5924"
541,"5957"
542,"5886"
543,"6000"
544,"5942"
545,"5741"
546,"5815"
547,"5878"
548,"5862"
549,"5776"
550,"5875"
551,"5932"
552,"5958"
553,"5882"
554,"5751"
555,"5867"
556,"5768"
557,"5794"
558,"5731"
559,"5823"
560,"5834"
561,"5722"
562,"5648"
563,"5577"
564,"5725"
565,"5700"
566,"5662"
567,"5680"
568,"5728"
569,"5670"
570,"5635"
571,"5775"
572,"5622"
573,"5693"
574,"5700"
575,"5698"
576,"5554"
577,"5670"
578,"5641"
579,"5598"
580,"5493"
581,"5531"
582,"5592"
583,"5645"
584,"5553"
585,"5583"
586,"5489"
587,"5593"
588,"5790"
589,"5542"
590,"5730"
591,"5746"
592,"5716"
593,"5723"
594,"5608"
595,"5575"
596,"5690"
597,"5561"
598,"5594"
599,"5324"
600,"5420"
601,"5441"
602,"5405"
603,"5399"
604,"5437"
605,"5206"
606,"5209"
607,"5380"
608,"5450"
609,"5313"
610,"5451"
611,"5384"
612,"5342"
613,"5421"
614,"5162"
615,"5259"
616,"5294"
617,"5410"
618,"5277"
619,"5283"
620,"5322"
621,"5276"
622,"5314"
623,"5256"
624,"5231"
625,"5261"
626,"5262"
627,"5161"
628,"5242"
629,"5292"
630,"5110"
631,"5294"
632,"5322"
633,"5464"
634,"5658"
635,"5843"
636,"6277"
637,"6479"
638,"6978"
639,"7287"
640,"7529"
641,"7591"
642,"7485"
643,"7362"
644,"7063"
645,"6726"
646,"6147"
647,"5922"
648,"5563"
649,"5350"
650,"5240"
651,"5113"
652,"4993"
653,"5010"
654,"4901"
655,"4907"
656,"4843"
657,"4782"
658,"4963"
659,"4867"
660,"4939"
661,"4728"
662,"4958"
663,"4883"
664,"4758"
665,"4870"
666,"4932"
667,"4997"
668,"5071"
669,"5209"
670,"5353"
671,"5336"
672,"5455"
673,"5443"
674,"5453"
675,"5541"
676,"5469"
677,"5273"
678,"5262"
679,"5056"
680,"4924"
681,"4786"
682,"4794"
683,"4643"
684,"4599"
685,"4639"
686,"4642"
687,"4495"
688,"4556"
689,"4775"
690,"4656"
691,"4647"
692,"4727"
693,"4787"
694,"4715"
695,"4818"
696,"4786"
697,"4755"
698,"4535"
699,"4377"
700,"4537"
701,"4606"
702,"4544"
703,"4535"
