Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PK-94406"
Duration Time,300.554
Ambient Temperature,"109.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"27568628"
Raw Accumulated Counts,"37451508"
Valid Count Last Packet,"83337"
Raw Count Last Packet,"113316"
Live Time,220.213181
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0072
Number of Channels,2048
Vacuum,684
Channel#,Intensity
0,"7369"
1,"5735"
2,"3825"
3,"2702"
4,"1226"
5,"246"
6,"60"
7,"25"
8,"10"
9,"17"
10,"11"
11,"7"
12,"6"
13,"2"
14,"5"
15,"0"
16,"1"
17,"1"
18,"6"
19,"2"
20,"1"
21,"2"
22,"1"
23,"3"
24,"2"
25,"3"
26,"2"
27,"0"
28,"1"
29,"1"
30,"11"
31,"104"
32,"554"
33,"1670"
34,"2441"
35,"2928"
36,"3213"
37,"3212"
38,"3089"
39,"3142"
40,"3098"
41,"3199"
42,"3032"
43,"3091"
44,"3069"
45,"2938"
46,"3089"
47,"3006"
48,"3087"
49,"2915"
50,"2954"
51,"2947"
52,"2859"
53,"2735"
54,"2886"
55,"2832"
56,"2707"
57,"2783"
58,"2721"
59,"2676"
60,"2717"
61,"2646"
62,"2585"
63,"2628"
64,"2575"
65,"2530"
66,"2526"
67,"2574"
68,"2458"
69,"2495"
70,"2347"
71,"2483"
72,"2550"
73,"2585"
74,"2585"
75,"2576"
76,"2500"
77,"2488"
78,"2370"
79,"2345"
80,"2426"
81,"2365"
82,"2459"
83,"2387"
84,"2511"
85,"2569"
86,"2523"
87,"2605"
88,"2536"
89,"2513"
90,"2417"
91,"2421"
92,"2383"
93,"2236"
94,"2444"
95,"2432"
96,"2600"
97,"2560"
98,"2454"
99,"2607"
100,"2551"
101,"2495"
102,"2528"
103,"2518"
104,"2422"
105,"2474"
106,"2488"
107,"2519"
108,"2520"
109,"2679"
110,"2703"
111,"2933"
112,"3231"
113,"3595"
114,"3915"
115,"4182"
116,"4084"
117,"4019"
118,"3722"
119,"3436"
120,"3380"
121,"3289"
122,"3249"
123,"3330"
124,"3348"
125,"3569"
126,"3920"
127,"4382"
128,"5301"
129,"6690"
130,"8703"
131,"11519"
132,"14665"
133,"17641"
134,"19338"
135,"19778"
136,"18161"
137,"16195"
138,"14781"
139,"14321"
140,"15231"
141,"16124"
142,"16762"
143,"16523"
144,"16325"
145,"16473"
146,"16784"
147,"17543"
148,"16715"
149,"15448"
150,"13132"
151,"10143"
152,"7892"
153,"6209"
154,"5116"
155,"4670"
156,"4607"
157,"4707"
158,"4885"
159,"4742"
160,"4603"
161,"4356"
162,"4139"
163,"4090"
164,"3938"
165,"4045"
166,"3991"
167,"4156"
168,"3904"
