Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"DIVCAS007"
Duration Time,300.63
Ambient Temperature,"107.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"17180063"
Raw Accumulated Counts,"20208092"
Valid Count Last Packet,"53350"
Raw Count Last Packet,"62451"
Live Time,255.138092
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0399
Number of Channels,2048
Vacuum,687
Channel#,Intensity
0,"8670"
1,"6787"
2,"4426"
3,"2702"
4,"1268"
5,"281"
6,"45"
7,"26"
8,"7"
9,"10"
10,"5"
11,"8"
12,"1"
13,"3"
14,"3"
15,"2"
16,"2"
17,"1"
18,"2"
19,"1"
20,"0"
21,"2"
22,"0"
23,"2"
24,"1"
25,"1"
26,"0"
27,"0"
28,"2"
29,"1"
30,"6"
31,"42"
32,"357"
33,"1148"
34,"1822"
35,"2140"
36,"2397"
37,"2402"
38,"2436"
39,"2405"
40,"2300"
41,"2316"
42,"2346"
43,"2334"
44,"2438"
45,"2315"
46,"2432"
47,"2491"
48,"2508"
49,"2383"
50,"2212"
51,"2394"
52,"2237"
53,"2324"
54,"2245"
55,"2372"
56,"2276"
57,"2208"
58,"2361"
59,"2241"
60,"2248"
61,"2384"
62,"2244"
63,"2122"
64,"2152"
65,"2102"
66,"2029"
67,"2108"
68,"2112"
69,"2001"
70,"2100"
71,"2135"
72,"2205"
73,"2237"
74,"2130"
75,"2249"
76,"2194"
77,"2094"
78,"2106"
79,"2061"
80,"2071"
81,"2158"
82,"2267"
83,"2417"
84,"2729"
85,"3220"
86,"3535"
87,"3589"
88,"3372"
89,"3058"
90,"2724"
91,"2544"
92,"2636"
93,"2922"
94,"3331"
95,"3991"
96,"4460"
97,"4700"
98,"4522"
99,"3946"
100,"3546"
101,"2868"
102,"2579"
103,"2393"
104,"2407"
105,"2448"
106,"2371"
107,"2378"
108,"2461"
109,"2569"
110,"2684"
111,"3089"
112,"3318"
113,"3685"
114,"3997"
115,"4143"
116,"4026"
117,"3800"
118,"3549"
119,"3263"
120,"3168"
121,"3092"
122,"3143"
123,"3146"
124,"3350"
125,"3335"
126,"3777"
127,"4244"
128,"5230"
129,"6815"
130,"9078"
131,"12205"
132,"15789"
133,"19008"
134,"20822"
135,"20826"
136,"19260"
137,"17275"
138,"15854"
139,"15519"
140,"16193"
141,"17057"
142,"17375"
143,"17102"
144,"17350"
145,"18347"
146,"19122"
147,"19538"
148,"18915"
149,"17093"
150,"14168"
151,"10777"
152,"8195"
153,"6485"
154,"5539"
155,"5202"
156,"5207"
157,"5433"
158,"5824"
159,"5894"
160,"6017"
161,"6335"
162,"6904"
163,"7850"
164,"8746"
165,"9228"
166,"9138"
167,"8676"
168,"7437"
169,"6631"
170,"5837"
171,"5352"
172,"5487"
173,"5595"
174,"6197"
175,"7248"
176,"9885"
177,"15426"
178,"26501"
179,"48097"
180,"82511"
181,"129293"
182,"182795"
183,"227268"
184,"248294"
