Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LA6"
Duration Time,300.3
Ambient Temperature,"107.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"16576854"
Raw Accumulated Counts,"19415856"
Valid Count Last Packet,"51123"
Raw Count Last Packet,"59572"
Live Time,255.776047
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0489
Number of Channels,2048
Vacuum,687
Channel#,Intensity
0,"8764"
1,"6892"
2,"4531"
3,"3147"
4,"1571"
5,"382"
6,"60"
7,"14"
8,"9"
9,"6"
10,"2"
11,"4"
12,"4"
13,"0"
14,"1"
15,"3"
16,"2"
17,"2"
18,"1"
19,"5"
20,"1"
21,"2"
22,"2"
23,"0"
24,"0"
25,"1"
26,"2"
27,"0"
28,"1"
29,"0"
30,"5"
31,"71"
32,"536"
33,"1528"
34,"2461"
35,"2966"
36,"3330"
37,"3415"
38,"3418"
39,"3323"
40,"3425"
41,"3379"
42,"3333"
43,"3412"
44,"3357"
45,"3405"
46,"3455"
47,"3481"
48,"3447"
49,"3552"
50,"3427"
51,"3294"
52,"3431"
53,"3343"
54,"3389"
55,"3395"
56,"3284"
57,"3272"
58,"3296"
59,"3456"
60,"3328"
61,"3324"
62,"3185"
63,"3149"
64,"3133"
65,"3079"
66,"3091"
67,"2990"
68,"3046"
69,"3104"
70,"3039"
71,"3148"
72,"3159"
73,"3276"
74,"3212"
75,"3099"
76,"3065"
77,"2937"
78,"2960"
79,"2882"
80,"2925"
81,"2856"
82,"2929"
83,"3071"
84,"3159"
85,"3394"
86,"3447"
87,"3614"
88,"3758"
89,"3608"
90,"3803"
91,"4116"
92,"4839"
93,"6098"
94,"8126"
95,"10446"
96,"12826"
97,"13650"
98,"12858"
99,"10912"
100,"8483"
101,"6252"
102,"4895"
103,"4164"
104,"3859"
105,"3811"
106,"3759"
107,"3837"
108,"3910"
109,"4485"
110,"4902"
111,"5476"
112,"6476"
113,"7230"
114,"7882"
115,"7980"
116,"7577"
117,"6806"
118,"6165"
119,"5450"
120,"5077"
121,"4898"
122,"4999"
123,"4840"
124,"4966"
125,"5062"
126,"5378"
127,"5809"
128,"6760"
129,"8165"
130,"10545"
131,"13482"
132,"17371"
133,"20880"
134,"23117"
135,"23113"
136,"21343"
137,"19178"
138,"17592"
139,"16840"
140,"17544"
141,"18835"
142,"19283"
143,"19207"
144,"19317"
145,"19996"
146,"20738"
147,"22006"
148,"21379"
149,"19346"
150,"16710"
151,"13686"
152,"11139"
153,"9509"
154,"8591"
155,"8201"
156,"8397"
157,"8598"
158,"8885"
159,"9005"
160,"9053"
161,"9006"
162,"9074"
163,"9046"
164,"9314"
165,"9511"
166,"9800"
167,"10000"
168,"10028"
169,"10198"
170,"10721"
171,"11228"
172,"11962"
173,"13159"
174,"15112"
175,"18809"
176,"27132"
177,"46477"
178,"87036"
179,"167689"
180,"300000"
181,"489037"
182,"705200"
183,"898524"
184,"1004489"
185,"985738"
186,"844425"
187,"638382"
188,"422365"
189,"247649"
190,"130210"
191,"64261"
192,"33095"
193,"22837"
194,"24237"
195,"34390"
196,"53378"
197,"80144"
198,"110343"
199,"138600"
200,"154905"
201,"153554"
202,"134771"
203,"105766"
204,"72393"
205,"45098"
206,"25487"
207,"13775"
208,"7553"
209,"4516"
210,"3398"
211,"2934"
212,"2903"
213,"2818"
214,"2814"
215,"2853"
216,"2843"
217,"2874"
218,"3047"
219,"3111"
220,"3130"
221,"3252"
222,"3479"
223,"3585"
224,"3630"
225,"3791"
226,"3727"
227,"3583"
228,"3548"
229,"3479"
230,"3312"
231,"3288"
232,"3174"
233,"3143"
234,"3239"
235,"3281"
236,"3304"
237,"3243"
238,"3270"
239,"3311"
240,"3333"
241,"3305"
242,"3424"
243,"3398"
244,"3422"
245,"3544"
246,"3476"
247,"3428"
248,"3578"
249,"3488"
250,"3485"
251,"3578"
252,"3612"
253,"3452"
254,"3539"
255,"3538"
256,"3643"
257,"3425"
258,"3523"
259,"3583"
260,"3634"
261,"3693"
262,"3671"
263,"3681"
264,"3745"
265,"3771"
266,"3747"
267,"3886"
268,"3966"
269,"3978"
270,"4125"
271,"4194"
272,"4148"
273,"4076"
274,"4186"
275,"4028"
276,"4205"
277,"4276"
278,"4283"
279,"4273"
280,"4310"
281,"4436"
282,"4371"
283,"4547"
284,"4473"
285,"4740"
286,"4557"
287,"4677"
288,"4751"
289,"4799"
290,"5008"
291,"5033"
292,"5194"
293,"5372"
294,"5450"
295,"5379"
296,"5359"
297,"5402"
298,"5208"
299,"5367"
300,"5295"
301,"5169"
302,"5132"
303,"5301"
304,"5365"
305,"5315"
306,"5470"
307,"5527"
308,"5576"
309,"5877"
310,"6050"
311,"6165"
312,"6597"
313,"7052"
314,"7876"
315,"8965"
316,"10147"
317,"11488"
318,"12640"
319,"13448"
320,"13256"
321,"12911"
322,"11659"
323,"10248"
324,"8904"
325,"7693"
326,"6890"
327,"6520"
328,"6177"
329,"5942"
330,"6037"
331,"5873"
332,"6017"
333,"6116"
334,"5996"
335,"6146"
336,"6158"
337,"6323"
338,"6263"
339,"6418"
340,"6377"
341,"6735"
342,"6742"
343,"6819"
344,"6932"
345,"7063"
346,"7402"
347,"7444"
348,"7434"
349,"7554"
350,"7636"
351,"7877"
352,"7925"
