Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PK50500"
Duration Time,300.352
Ambient Temperature,"104.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"18501930"
Raw Accumulated Counts,"22110159"
Valid Count Last Packet,"57411"
Raw Count Last Packet,"68444"
Live Time,250.593948
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0322
Number of Channels,2048
Vacuum,1023
Channel#,Intensity
0,"8592"
1,"6740"
2,"4378"
3,"2862"
4,"1409"
5,"348"
6,"60"
7,"14"
8,"11"
9,"7"
10,"5"
11,"8"
12,"4"
13,"3"
14,"2"
15,"1"
16,"2"
17,"7"
18,"1"
19,"3"
20,"1"
21,"0"
22,"3"
23,"4"
24,"3"
25,"0"
26,"1"
27,"0"
28,"0"
29,"3"
30,"3"
31,"62"
32,"420"
33,"1228"
34,"2031"
35,"2549"
36,"2738"
37,"2941"
38,"2811"
39,"2903"
40,"2787"
41,"2891"
42,"2862"
43,"2866"
44,"2843"
45,"2878"
46,"2968"
47,"2966"
48,"2994"
49,"2867"
50,"2878"
51,"2922"
52,"2731"
53,"2787"
54,"2775"
55,"2830"
56,"2782"
57,"2855"
58,"2799"
59,"2784"
60,"2684"
61,"2839"
62,"2845"
63,"2728"
64,"2717"
65,"2594"
66,"2551"
67,"2658"
68,"2634"
69,"2662"
70,"2661"
71,"2738"
72,"2932"
73,"3066"
74,"3064"
75,"3142"
76,"3268"
77,"3386"
78,"3422"
79,"3327"
80,"3142"
81,"3057"
82,"2955"
83,"3252"
84,"3575"
85,"3881"
86,"4112"
87,"4210"
88,"4062"
89,"3679"
90,"3276"
91,"3126"
92,"3056"
93,"2776"
94,"2845"
95,"2774"
96,"2751"
97,"2727"
98,"2818"
99,"2807"
100,"2819"
101,"2824"
102,"2908"
103,"2834"
104,"2889"
105,"2860"
106,"2764"
107,"2908"
108,"2969"
109,"3003"
110,"3091"
111,"3163"
112,"3481"
113,"3713"
114,"3860"
115,"4068"
116,"4127"
117,"4036"
118,"3930"
119,"3898"
120,"3839"
121,"3719"
122,"3774"
123,"4014"
124,"4026"
125,"4174"
126,"4455"
127,"5025"
128,"5836"
129,"7431"
130,"9672"
131,"12910"
132,"17096"
133,"21577"
134,"25559"
135,"27451"
136,"28475"
137,"28258"
138,"27538"
139,"26712"
140,"25458"
141,"24284"
142,"22772"
143,"21313"
144,"20257"
145,"20146"
146,"20604"
147,"20977"
148,"20193"
149,"18562"
150,"15527"
151,"12614"
152,"10095"
153,"8263"
154,"7488"
155,"7347"
156,"7717"
157,"8614"
158,"9654"
159,"11824"
160,"15877"
161,"22883"
162,"33692"
163,"46697"
164,"60062"
165,"68614"
166,"68696"
167,"60625"
168,"47926"
169,"35073"
170,"24009"
171,"17639"
172,"13743"
173,"12051"
174,"11085"
175,"11075"
176,"12076"
177,"13668"
178,"15285"
179,"16388"
180,"17189"
181,"16678"
182,"15526"
183,"14331"
184,"12729"
185,"11377"
186,"10123"
187,"9151"
188,"8387"
189,"7923"
190,"7628"
191,"7612"
192,"7652"
193,"7804"
194,"8094"
195,"8531"
196,"8510"
197,"8625"
198,"8493"
199,"8525"
200,"8579"
201,"8619"
202,"8795"
203,"9096"
204,"9477"
205,"9663"
206,"10161"
207,"10319"
208,"10990"
209,"11661"
210,"12098"
211,"12650"
212,"13578"
213,"15162"
214,"17242"
215,"20799"
216,"28289"
217,"45731"
218,"82543"
219,"157260"
220,"287975"
221,"490094"
222,"753280"
223,"1034884"
224,"1269027"
225,"1382118"
226,"1334036"
227,"1147158"
228,"875507"
229,"593152"
230,"359987"
231,"196298"
232,"99308"
233,"48950"
234,"25443"
235,"16574"
236,"13908"
237,"14658"
238,"17889"
239,"24664"
240,"37132"
241,"59046"
242,"90120"
243,"129588"
244,"172435"
245,"208356"
246,"227445"
247,"221983"
248,"195929"
249,"155091"
250,"110795"
251,"71601"
252,"42647"
253,"24137"
254,"13454"
255,"8294"
256,"5966"
257,"5101"
258,"4663"
259,"4379"
260,"4551"
261,"4532"
262,"4438"
263,"4485"
264,"4526"
265,"4634"
266,"4491"
267,"4549"
268,"4627"
269,"4607"
270,"4691"
271,"4689"
272,"4691"
273,"4658"
274,"4638"
275,"4710"
276,"4774"
277,"4617"
278,"4670"
279,"4587"
280,"4545"
281,"4657"
282,"4680"
283,"4712"
284,"4560"
285,"4746"
286,"4752"
287,"4811"
288,"4824"
289,"4864"
290,"4892"
291,"5120"
292,"5302"
293,"5253"
294,"5457"
295,"5346"
296,"5413"
297,"5177"
298,"5222"
299,"5132"
300,"5143"
301,"4958"
302,"4902"
303,"4953"
304,"5012"
305,"5035"
306,"5219"
307,"5266"
308,"5646"
309,"5758"
310,"6280"
311,"7379"
312,"9204"
313,"12693"
314,"17470"
315,"25082"
316,"34606"
317,"44648"
318,"53611"
319,"59507"
320,"59619"
321,"55730"
322,"47529"
323,"37867"
324,"27777"
325,"19649"
326,"13450"
327,"9424"
328,"7130"
329,"6236"
330,"5587"
331,"5533"
332,"5259"
333,"5513"
334,"5422"
335,"5309"
336,"5464"
337,"5523"
338,"5438"
339,"5496"
340,"5704"
341,"5751"
342,"5920"
343,"6017"
344,"6240"
345,"6961"
346,"7476"
347,"8438"
348,"9471"
349,"10894"
350,"12568"
351,"13448"
352,"14121"
353,"14206"
354,"13720"
355,"12368"
356,"11370"
357,"10124"
358,"9293"
359,"8900"
360,"8895"
361,"9427"
362,"9678"
363,"10024"
364,"10490"
365,"10811"
366,"11157"
367,"11799"
368,"12196"
369,"13251"
370,"13900"
371,"15063"
372,"15648"
373,"15755"
374,"14997"
375,"13645"
376,"12251"
377,"10301"
378,"8813"
379,"7378"
380,"6454"
381,"5847"
382,"5515"
383,"5256"
384,"5291"
385,"5306"
386,"5365"
387,"5440"
388,"5384"
389,"5587"
390,"5624"
391,"5781"
392,"5876"
393,"5702"
394,"5760"
395,"5703"
396,"5919"
397,"5995"
398,"6201"
399,"6421"
400,"6509"
401,"6505"
402,"6669"
403,"6588"
404,"6643"
405,"6440"
406,"6648"
407,"6551"
408,"6550"
409,"6625"
410,"6770"
411,"6990"
412,"6949"
413,"6918"
414,"6883"
415,"6552"
416,"6448"
417,"5963"
418,"5942"
419,"5480"
420,"5318"
421,"5287"
422,"5377"
423,"5219"
424,"5025"
425,"5137"
426,"5199"
427,"5242"
428,"5322"
429,"5456"
430,"5394"
431,"5265"
432,"5478"
433,"5349"
434,"5176"
435,"5178"
436,"5144"
437,"5023"
438,"5103"
439,"5099"
440,"5059"
441,"5075"
442,"5294"
443,"5484"
444,"5691"
445,"6179"
446,"6919"
447,"7510"
448,"7927"
449,"8989"
450,"9417"
451,"9729"
452,"9781"
453,"9176"
454,"8562"
455,"7859"
456,"7063"
457,"6343"
458,"5963"
459,"5885"
460,"5527"
461,"5477"
462,"5430"
463,"5618"
464,"5509"
465,"5491"
466,"5585"
467,"5630"
468,"5935"
469,"5980"
470,"6260"
471,"6532"
472,"6491"
473,"6495"
474,"6287"
475,"6064"
476,"5967"
477,"5658"
478,"5447"
479,"5376"
480,"5223"
481,"5088"
482,"5176"
483,"5034"
484,"5077"
485,"4988"
486,"5128"
487,"4962"
488,"4977"
489,"5089"
490,"5129"
491,"5028"
492,"5023"
493,"5087"
494,"5039"
495,"5128"
496,"4946"
497,"5073"
498,"4945"
499,"4953"
500,"4871"
501,"4822"
502,"4831"
503,"4937"
504,"4982"
505,"4783"
506,"4795"
507,"4913"
508,"4922"
509,"5008"
510,"4867"
511,"4862"
512,"4804"
513,"4784"
514,"4953"
515,"4987"
516,"4850"
517,"4825"
518,"4833"
519,"4819"
520,"4945"
521,"4895"
522,"4777"
523,"4754"
524,"4859"
525,"4892"
526,"4795"
527,"4883"
528,"4934"
529,"4803"
530,"4743"
531,"4780"
532,"4843"
533,"4849"
534,"4904"
535,"4648"
536,"4748"
537,"4746"
538,"4710"
539,"4823"
540,"4865"
541,"4945"
542,"5049"
543,"4945"
544,"5048"
545,"5049"
546,"4870"
547,"5062"
548,"4980"
549,"4903"
550,"4916"
551,"4810"
552,"4826"
553,"4698"
554,"4655"
555,"4520"
556,"4531"
557,"4576"
558,"4668"
559,"4549"
560,"4570"
561,"4566"
562,"4711"
563,"4623"
564,"4583"
565,"4664"
566,"4651"
567,"4727"
568,"4585"
569,"4646"
570,"4606"
571,"4586"
572,"4591"
573,"4525"
574,"4446"
575,"4578"
576,"4465"
577,"4537"
578,"4614"
579,"4579"
580,"4590"
581,"4431"
582,"4380"
583,"4610"
584,"4465"
585,"4515"
586,"4409"
587,"4523"
588,"4423"
589,"4592"
590,"4470"
591,"4399"
592,"4405"
593,"4501"
594,"4458"
595,"4555"
596,"4412"
597,"4486"
598,"4528"
599,"4550"
600,"4419"
601,"4447"
602,"4328"
603,"4399"
604,"4437"
605,"4482"
606,"4450"
607,"4484"
608,"4325"
609,"4495"
610,"4432"
611,"4457"
612,"4496"
613,"4422"
614,"4330"
615,"4366"
616,"4381"
617,"4461"
618,"4415"
619,"4277"
620,"4403"
621,"4255"
622,"4360"
623,"4305"
624,"4385"
625,"4325"
626,"4447"
627,"4306"
628,"4423"
629,"4332"
630,"4226"
631,"4181"
632,"4327"
633,"4284"
634,"4181"
635,"4210"
636,"4182"
637,"4205"
638,"4179"
639,"4235"
640,"4009"
641,"4225"
642,"4150"
643,"4095"
644,"4117"
645,"4071"
646,"4182"
647,"4087"
648,"4133"
649,"4065"
650,"4155"
651,"4031"
652,"4117"
653,"4124"
654,"4113"
655,"4052"
656,"4339"
657,"4336"
658,"4544"
659,"4834"
660,"5273"
661,"5890"
662,"6546"
663,"7499"
664,"8233"
665,"9241"
666,"10204"
667,"10558"
668,"10915"
669,"10775"
670,"10245"
671,"9606"
672,"8674"
673,"7829"
674,"6832"
675,"6192"
676,"5299"
677,"4920"
678,"4394"
679,"4236"
680,"4036"
681,"3879"
682,"3755"
683,"3781"
684,"3721"
685,"3565"
686,"3768"
687,"3715"
688,"3623"
689,"3717"
690,"3631"
691,"3600"
692,"3747"
693,"3878"
694,"3688"
695,"3755"
696,"3751"
697,"3612"
