Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MA1202530"
Duration Time,300.857
Ambient Temperature,"109.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"31459991"
Raw Accumulated Counts,"46044514"
Valid Count Last Packet,"95782"
Raw Count Last Packet,"137980"
Live Time,204.145905
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0471
Number of Channels,2048
Vacuum,687
Channel#,Intensity
0,"6583"
1,"5237"
2,"3742"
3,"2724"
4,"1137"
5,"244"
6,"46"
7,"23"
8,"24"
9,"14"
10,"9"
11,"7"
12,"4"
13,"5"
14,"4"
15,"3"
16,"3"
17,"4"
18,"2"
19,"2"
20,"4"
21,"0"
22,"4"
23,"3"
24,"1"
25,"3"
26,"2"
27,"3"
28,"3"
29,"7"
30,"32"
31,"201"
32,"949"
33,"2246"
34,"3251"
35,"3782"
36,"3966"
37,"4027"
38,"4034"
39,"3949"
40,"3982"
41,"3824"
42,"3755"
43,"3766"
44,"3814"
45,"3940"
46,"3705"
47,"3882"
48,"3853"
49,"3763"
50,"3675"
51,"3570"
52,"3608"
53,"3544"
54,"3527"
55,"3588"
56,"3583"
57,"3534"
58,"3537"
59,"3459"
60,"3530"
61,"3454"
62,"3315"
63,"3311"
64,"3195"
65,"3216"
66,"3155"
67,"3150"
68,"3166"
69,"3194"
70,"3138"
71,"3283"
72,"3435"
73,"3452"
74,"3367"
75,"3317"
76,"3281"
77,"3054"
78,"3146"
79,"3093"
80,"3101"
81,"3011"
82,"3065"
83,"3244"
84,"3364"
85,"3380"
86,"3540"
87,"3584"
88,"3421"
89,"3382"
90,"3380"
91,"3428"
92,"3508"
93,"3876"
94,"4418"
95,"4903"
96,"5471"
97,"5555"
98,"5434"
99,"4855"
100,"4327"
101,"3838"
102,"3556"
103,"3385"
104,"3372"
105,"3287"
106,"3454"
107,"3397"
108,"3538"
109,"3637"
110,"3818"
111,"4163"
112,"4476"
113,"4685"
114,"4831"
115,"5008"
116,"4825"
117,"4695"
118,"4360"
119,"4310"
120,"4142"
121,"4261"
122,"4240"
123,"4272"
124,"4302"
125,"4537"
126,"4743"
127,"5264"
128,"6050"
129,"7541"
130,"9614"
131,"12096"
132,"15274"
133,"18081"
134,"19475"
135,"19174"
136,"18011"
137,"16488"
138,"15631"
139,"15842"
140,"16971"
141,"17582"
142,"18020"
143,"17641"
144,"17395"
145,"17627"
146,"17937"
147,"18104"
148,"17370"
149,"15474"
150,"13345"
151,"10875"
152,"8724"
153,"7538"
154,"6461"
155,"6241"
156,"6160"
157,"6255"
158,"6434"
159,"6508"
160,"6248"
161,"6050"
162,"6001"
163,"5992"
164,"5866"
165,"6004"
166,"6114"
167,"6129"
168,"6285"
169,"6229"
170,"6046"
171,"6214"
172,"6339"
173,"6677"
174,"7206"
175,"8387"
176,"11240"
177,"17738"
178,"30414"
179,"54006"
180,"90267"
181,"139272"
182,"193077"
183,"235464"
184,"253984"
185,"240883"
186,"200455"
187,"149808"
188,"97364"
189,"58014"
190,"32382"
191,"18163"
192,"12031"
193,"10036"
194,"11305"
195,"14809"
196,"20215"
197,"27596"
198,"35971"
199,"42784"
200,"46048"
201,"44181"
202,"38900"
203,"30669"
204,"22536"
205,"15491"
206,"10863"
207,"7925"
208,"6589"
209,"5946"
210,"5621"
211,"5550"
212,"5559"
213,"5490"
214,"5500"
215,"5581"
216,"5716"
217,"5855"
218,"6053"
219,"6454"
220,"7127"
221,"7960"
222,"9053"
223,"9998"
224,"10931"
225,"11863"
226,"12063"
227,"12295"
228,"12782"
229,"13358"
230,"14451"
231,"14997"
232,"15225"
233,"14910"
234,"13730"
235,"12308"
236,"10568"
237,"9098"
238,"8337"
239,"7650"
240,"7649"
241,"7695"
242,"7744"
243,"7845"
244,"7889"
245,"8170"
246,"8303"
247,"8325"
248,"8224"
249,"8078"
250,"7817"
251,"7870"
252,"7868"
253,"7966"
254,"7754"
255,"7838"
256,"7951"
257,"8107"
258,"8173"
259,"8379"
260,"8631"
261,"8696"
262,"9213"
263,"9343"
264,"9844"
265,"10172"
266,"10479"
267,"11110"
268,"11395"
269,"11542"
270,"11434"
271,"11508"
272,"11234"
273,"11115"
274,"10675"
275,"10296"
276,"10304"
277,"10204"
278,"10359"
279,"10359"
280,"10289"
281,"10519"
282,"10267"
283,"10811"
284,"11105"
285,"11658"
286,"12448"
287,"14477"
288,"18223"
289,"23474"
290,"30051"
291,"38351"
292,"46351"
293,"53484"
294,"56313"
295,"55454"
296,"50952"
297,"43360"
298,"35762"
299,"28890"
300,"23907"
301,"20959"
302,"19710"
303,"19267"
304,"20270"
305,"21448"
306,"23228"
307,"26434"
308,"32465"
309,"44430"
310,"69171"
311,"119931"
312,"214920"
313,"378474"
314,"631121"
315,"977954"
316,"1390912"
317,"1814327"
318,"2154379"
319,"2330467"
320,"2298605"
321,"2063289"
322,"1688271"
323,"1257209"
324,"858698"
325,"538216"
326,"313791"
327,"172147"
328,"91451"
329,"49967"
330,"30432"
331,"21233"
332,"17040"
333,"15128"
334,"14533"
335,"14512"
336,"14527"
337,"14858"
338,"15562"
339,"16459"
340,"17932"
341,"19937"
342,"24179"
343,"30396"
344,"42161"
345,"61356"
346,"90909"
347,"133225"
348,"185282"
349,"245598"
350,"302810"
351,"343550"
352,"358762"
353,"346173"
354,"305788"
355,"249407"
356,"187937"
357,"132291"
358,"86637"
359,"54611"
360,"33867"
361,"22255"
362,"16120"
363,"13461"
364,"12198"
365,"11830"
366,"12028"
367,"12065"
368,"12708"
369,"13450"
370,"14077"
371,"14477"
372,"14735"
373,"14577"
374,"13556"
375,"12234"
376,"10896"
377,"9313"
378,"7682"
379,"6801"
380,"5957"
381,"5541"
382,"5296"
383,"5213"
384,"5103"
385,"5033"
386,"4873"
387,"4931"
388,"4971"
389,"5239"
390,"5055"
391,"5112"
392,"5267"
393,"5381"
394,"5703"
395,"6379"
396,"7233"
397,"8473"
398,"9420"
399,"10314"
400,"11263"
401,"11776"
402,"11591"
403,"11022"
404,"10168"
405,"9249"
406,"8142"
407,"7357"
408,"6741"
409,"6293"
410,"6185"
411,"6188"
412,"6112"
413,"5947"
414,"5812"
415,"5579"
416,"5251"
417,"5210"
418,"4955"
419,"4724"
420,"4671"
421,"4581"
422,"4680"
423,"4583"
424,"4738"
425,"4906"
426,"5224"
427,"5413"
428,"5543"
429,"5785"
430,"5938"
431,"5992"
432,"5964"
433,"5613"
434,"5458"
435,"5317"
436,"5142"
437,"4977"
438,"4842"
439,"4971"
440,"5015"
441,"5178"
442,"5268"
443,"5278"
444,"5344"
445,"5301"
446,"5315"
447,"5228"
448,"5018"
449,"4917"
450,"4833"
451,"4793"
452,"4794"
453,"4803"
454,"4629"
455,"4796"
456,"4815"
457,"4760"
458,"4662"
459,"4699"
460,"4827"
461,"4771"
462,"4666"
463,"4623"
464,"4687"
465,"4595"
466,"4687"
467,"4681"
468,"4767"
469,"4678"
470,"4602"
471,"4576"
472,"4622"
473,"4542"
474,"4757"
475,"4760"
476,"4707"
477,"4753"
478,"4724"
479,"4705"
480,"4789"
481,"4726"
482,"4548"
483,"4602"
484,"4608"
485,"4617"
486,"4488"
487,"4498"
488,"4532"
489,"4432"
490,"4620"
491,"4563"
492,"4501"
493,"4544"
494,"4712"
495,"4904"
496,"4836"
497,"5176"
498,"5401"
499,"5934"
500,"6472"
501,"7103"
502,"7587"
503,"8044"
504,"8079"
505,"8181"
506,"7715"
507,"7397"
508,"6695"
509,"6248"
510,"5655"
511,"5333"
512,"5042"
513,"4794"
514,"4778"
515,"4761"
516,"4834"
517,"4905"
518,"5062"
519,"5061"
520,"5194"
521,"5078"
522,"5153"
523,"4941"
524,"5011"
525,"4962"
526,"4725"
527,"4894"
528,"4863"
529,"4703"
530,"4784"
531,"4557"
532,"4926"
533,"4844"
534,"4789"
535,"4895"
536,"5050"
537,"4971"
538,"4976"
539,"4930"
540,"4871"
541,"4831"
542,"4526"
543,"4735"
544,"4577"
545,"4617"
546,"4523"
547,"4475"
548,"4621"
549,"4570"
550,"4520"
551,"4462"
552,"4517"
553,"4604"
554,"4600"
555,"4591"
556,"4686"
557,"4388"
558,"4440"
559,"4404"
560,"4490"
561,"4239"
562,"4404"
563,"4430"
564,"4330"
565,"4364"
566,"4322"
567,"4305"
568,"4334"
569,"4320"
570,"4376"
571,"4354"
572,"4485"
573,"4418"
574,"4280"
575,"4127"
576,"4358"
577,"4352"
578,"4355"
579,"4479"
580,"4270"
581,"4344"
582,"4409"
583,"4319"
584,"4281"
585,"4484"
586,"4312"
587,"4264"
588,"4420"
589,"4296"
590,"4414"
591,"4351"
592,"4285"
593,"4339"
594,"4178"
595,"4301"
596,"4393"
597,"4295"
598,"4326"
599,"4314"
600,"4320"
601,"4196"
602,"4338"
603,"4138"
604,"4340"
605,"4282"
606,"4313"
607,"4363"
608,"4496"
609,"4473"
610,"4511"
611,"4685"
612,"4841"
613,"4772"
614,"4915"
615,"4733"
616,"4823"
617,"4706"
618,"4641"
619,"4685"
620,"4528"
621,"4459"
622,"4323"
623,"4457"
624,"4549"
625,"4397"
626,"4533"
627,"4624"
628,"4756"
629,"5189"
630,"5591"
631,"6403"
632,"7489"
633,"8910"
634,"10940"
635,"12942"
636,"15248"
637,"17438"
638,"19032"
639,"19590"
640,"19904"
641,"19344"
642,"17611"
643,"15707"
644,"13503"
645,"11286"
646,"9370"
647,"7931"
648,"6371"
649,"5477"
650,"5070"
651,"4622"
652,"4317"
653,"4346"
654,"4226"
655,"4106"
656,"4069"
657,"3995"
658,"4214"
659,"4187"
660,"4280"
661,"4261"
662,"4322"
663,"4605"
664,"4829"
665,"5193"
666,"5641"
667,"6250"
668,"6765"
669,"7594"
670,"7998"
671,"8440"
672,"8729"
673,"8364"
674,"8382"
675,"7738"
676,"7218"
677,"6430"
678,"5855"
679,"5278"
680,"4890"
681,"4494"
682,"4279"
683,"4154"
684,"3939"
685,"3915"
686,"3821"
687,"3888"
688,"3898"
689,"3738"
690,"3790"
691,"3949"
692,"3837"
693,"3875"
694,"3832"
695,"3815"
696,"3931"
697,"3868"
698,"3921"
699,"4023"
700,"4206"
701,"4232"
702,"4215"
703,"4406"
704,"4538"
705,"4529"
706,"4394"
707,"4461"
708,"4449"
709,"4174"
710,"4252"
711,"4109"
712,"3843"
713,"3684"
714,"3688"
715,"3722"
716,"3653"
717,"3615"
718,"3617"
719,"3742"
720,"3655"
721,"3563"
722,"3641"
723,"3572"
724,"3766"
725,"3570"
726,"3581"
727,"3552"
728,"3581"
729,"3653"
730,"3413"
731,"3541"
732,"3435"
