Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LA15"
Duration Time,300.149
Ambient Temperature,"112.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"9771666"
Raw Accumulated Counts,"10692705"
Valid Count Last Packet,"30394"
Raw Count Last Packet,"33331"
Live Time,274.435028
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0323
Number of Channels,2048
Vacuum,689
Channel#,Intensity
0,"9348"
1,"7506"
2,"4756"
3,"2973"
4,"1462"
5,"317"
6,"52"
7,"14"
8,"5"
9,"3"
10,"6"
11,"7"
12,"3"
13,"2"
14,"3"
15,"2"
16,"4"
17,"1"
18,"3"
19,"2"
20,"1"
21,"0"
22,"2"
23,"0"
24,"0"
25,"0"
26,"2"
27,"0"
28,"1"
29,"0"
30,"0"
31,"40"
32,"290"
33,"1016"
34,"1601"
35,"2008"
36,"2222"
37,"2310"
38,"2176"
39,"2236"
40,"2186"
41,"2182"
42,"2144"
43,"2041"
44,"2059"
45,"2106"
46,"2249"
47,"2285"
48,"2268"
49,"2226"
50,"2150"
51,"2180"
52,"2112"
53,"2154"
54,"2186"
55,"2164"
56,"2083"
57,"2148"
58,"2240"
59,"2204"
60,"2260"
61,"2220"
62,"2224"
63,"2123"
64,"2075"
65,"2115"
66,"2024"
67,"2026"
68,"2033"
69,"2265"
70,"2669"
71,"3170"
72,"3799"
73,"4709"
74,"4831"
75,"4595"
76,"3970"
77,"3258"
78,"2725"
79,"2451"
80,"2462"
81,"2784"
82,"3743"
83,"5590"
84,"8662"
85,"12217"
86,"14985"
87,"15324"
88,"13436"
89,"10486"
90,"7471"
91,"5009"
92,"3451"
93,"2849"
94,"2517"
95,"2364"
96,"2300"
97,"2359"
98,"2359"
99,"2418"
100,"2428"
101,"2439"
102,"2512"
103,"2440"
104,"2556"
105,"2725"
106,"2810"
107,"3011"
108,"3650"
109,"5091"
110,"8283"
111,"14353"
112,"23276"
113,"34222"
114,"44319"
115,"48531"
116,"46527"
117,"37237"
118,"26198"
119,"16778"
120,"10927"
121,"7805"
122,"6888"
123,"6480"
124,"6113"
125,"5336"
126,"4715"
127,"4382"
128,"4498"
129,"5597"
130,"7702"
131,"10659"
132,"14633"
133,"17635"
134,"20112"
135,"20479"
136,"18808"
137,"16269"
138,"14020"
139,"13033"
140,"13157"
141,"13931"
142,"14483"
143,"14609"
