Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WN0301331"
Duration Time,300.579
Ambient Temperature,"118.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"15114752"
Raw Accumulated Counts,"17435484"
Valid Count Last Packet,"46362"
Raw Count Last Packet,"53567"
Live Time,260.197052
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0493
Number of Channels,2048
Vacuum,685
Channel#,Intensity
0,"8661"
1,"6895"
2,"4584"
3,"3182"
4,"1538"
5,"329"
6,"50"
7,"19"
8,"6"
9,"4"
10,"5"
11,"5"
12,"2"
13,"2"
14,"3"
15,"4"
16,"1"
17,"2"
18,"3"
19,"0"
20,"1"
21,"3"
22,"1"
23,"1"
24,"1"
25,"0"
26,"1"
27,"1"
28,"0"
29,"2"
30,"4"
31,"88"
32,"525"
33,"1523"
34,"2317"
35,"2870"
36,"3070"
37,"3281"
38,"3137"
39,"3137"
40,"3161"
41,"3125"
42,"3099"
43,"3089"
44,"3257"
45,"3263"
46,"3199"
47,"3314"
48,"3339"
49,"3254"
50,"3222"
51,"3080"
52,"3109"
53,"3194"
54,"3077"
55,"3065"
56,"3162"
57,"3129"
58,"3020"
59,"3047"
60,"3098"
61,"3008"
62,"3006"
63,"2994"
64,"2807"
65,"2807"
66,"2751"
67,"2829"
68,"2796"
69,"2814"
70,"2907"
71,"2847"
72,"2872"
73,"2877"
74,"2960"
75,"2842"
76,"2919"
77,"2835"
78,"2763"
79,"2709"
80,"2677"
81,"2763"
82,"2727"
83,"2809"
84,"3008"
85,"3330"
86,"3471"
87,"3528"
88,"3416"
89,"3371"
90,"3508"
91,"3635"
92,"4087"
93,"4839"
94,"6368"
95,"8275"
96,"10089"
97,"11881"
98,"13071"
99,"13057"
100,"12626"
101,"10819"
102,"8923"
103,"6981"
104,"5357"
105,"4524"
106,"4024"
107,"3776"
108,"3835"
109,"3857"
110,"4095"
111,"4512"
112,"5054"
113,"5548"
114,"6214"
115,"6203"
116,"5918"
117,"5495"
118,"4797"
119,"4346"
120,"4177"
121,"4017"
122,"3953"
123,"4134"
124,"4183"
125,"4395"
126,"4514"
127,"5130"
128,"6157"
129,"7787"
130,"10207"
131,"13839"
132,"18207"
133,"22013"
134,"24454"
135,"24778"
136,"23012"
137,"20438"
138,"18120"
139,"17535"
140,"18229"
141,"19251"
142,"19486"
143,"19676"
144,"19063"
145,"19439"
146,"20080"
147,"20502"
148,"19773"
149,"18111"
150,"15171"
151,"12038"
152,"9681"
153,"7958"
154,"6975"
155,"6760"
156,"6749"
157,"6951"
158,"7243"
159,"7576"
160,"7868"
161,"8713"
162,"9858"
163,"11272"
164,"13018"
165,"13990"
166,"13888"
167,"13059"
168,"11745"
169,"10330"
170,"9482"
171,"8671"
172,"8595"
173,"9414"
174,"10472"
175,"13556"
176,"18851"
177,"31852"
178,"59674"
179,"112853"
180,"199831"
181,"321578"
182,"458713"
183,"579626"
184,"641744"
185,"625526"
186,"532111"
187,"398224"
188,"261943"
189,"153694"
190,"80999"
191,"40942"
192,"22208"
193,"16458"
194,"18282"
195,"26000"
196,"39125"
197,"57867"
198,"78468"
199,"96844"
200,"107254"
201,"105299"
202,"92443"
203,"71906"
204,"50219"
205,"31097"
206,"18334"
207,"10854"
208,"6646"
209,"4925"
210,"4127"
211,"4011"
212,"3930"
213,"3764"
214,"3708"
215,"3672"
216,"3591"
217,"3669"
218,"3630"
219,"3777"
220,"3984"
221,"4110"
222,"4471"
223,"4730"
224,"4996"
225,"5129"
226,"4918"
227,"4712"
228,"4456"
229,"4221"
230,"4056"
231,"3908"
232,"3788"
233,"3792"
234,"3901"
235,"3873"
236,"3869"
237,"3841"
238,"3947"
239,"3964"
240,"4097"
241,"4143"
242,"4300"
243,"4244"
244,"4352"
245,"4382"
246,"4323"
247,"4379"
248,"4445"
249,"4441"
250,"4463"
251,"4375"
252,"4312"
253,"4268"
254,"4264"
255,"4349"
256,"4378"
257,"4458"
258,"4426"
259,"4463"
260,"4467"
261,"4565"
262,"4532"
263,"4605"
264,"4568"
265,"4815"
266,"4966"
267,"5228"
268,"5259"
269,"5248"
270,"5361"
271,"5480"
272,"5480"
273,"5465"
274,"5389"
275,"5413"
276,"5445"
277,"5320"
278,"5408"
279,"5433"
280,"5550"
281,"5475"
282,"5645"
283,"5708"
284,"5660"
285,"5784"
286,"5902"
287,"5897"
288,"5903"
289,"5927"
290,"6151"
291,"6204"
292,"6348"
293,"6532"
294,"6439"
295,"6571"
296,"6500"
297,"6529"
298,"6563"
299,"6405"
